[{'X': 0.7116677761077881, 'Y': 0.7505965232849121, 'Z': -0.0001027162215905264}, {'X': 0.6421971917152405, 'Y': 0.7492087483406067, 'Z': 0.03368942439556122}, {'X': 0.5940226912498474, 'Y': 0.6841670274734497, 'Z': 0.049577534198760986}, {'X': 0.5606977939605713, 'Y': 0.62137770652771, 'Z': 0.05813978984951973}, {'X': 0.5306264162063599, 'Y': 0.5998015403747559, 'Z': 0.06608037650585175}, {'X': 0.6219164729118347, 'Y': 0.5239204168319702, 'Z': 0.029227325692772865}, {'X': 0.6042832732200623, 'Y': 0.4050651490688324, 'Z': 0.03770582750439644}, {'X': 0.5923935770988464, 'Y': 0.3315329849720001, 'Z': 0.04182965308427811}, {'X': 0.5823056697845459, 'Y': 0.27693966031074524, 'Z': 0.04255300015211105}, {'X': 0.6604012846946716, 'Y': 0.4975942075252533, 'Z': 0.013495429418981075}, {'X': 0.6370729207992554, 'Y': 0.3691132664680481, 'Z': 0.016276467591524124}, {'X': 0.618520975112915, 'Y': 0.28323623538017273, 'Z': 0.006763914134353399}, {'X': 0.6051627993583679, 'Y': 0.22284173965454102, 'Z': -0.0028344416059553623}, {'X': 0.7028685808181763, 'Y': 0.49592819809913635, 'Z': 0.0020514321513473988}, {'X': 0.6810258030891418, 'Y': 0.3703707456588745, 'Z': 0.004573131445795298}, {'X': 0.6612715721130371, 'Y': 0.2906734049320221, 'Z': -0.0025813435204327106}, {'X': 0.6457862257957458, 'Y': 0.23180228471755981, 'Z': -0.006256893277168274}, {'X': 0.7465531826019287, 'Y': 0.516178548336029, 'Z': -0.00344941858202219}, {'X': 0.7348583936691284, 'Y': 0.41217443346977234, 'Z': -0.006606483832001686}, {'X': 0.7228561043739319, 'Y': 0.34955835342407227, 'Z': -0.011293917894363403}, {'X': 0.7094942331314087, 'Y': 0.2997118830680847, 'Z': -0.015349557623267174}]
[{'X': 0.7138755917549133, 'Y': 0.7665068507194519, 'Z': -0.0001189027534564957}, {'X': 0.6480042934417725, 'Y': 0.7502894997596741, 'Z': -0.0009648313280194998}, {'X': 0.5966723561286926, 'Y': 0.6687495708465576, 'Z': 0.010401167906820774}, {'X': 0.5651337504386902, 'Y': 0.6085142493247986, 'Z': 0.0172116756439209}, {'X': 0.5342847108840942, 'Y': 0.5882320404052734, 'Z': 0.02371770702302456}, {'X': 0.633830189704895, 'Y': 0.5085474848747253, 'Z': 0.04075024649500847}, {'X': 0.6227863430976868, 'Y': 0.40381312370300293, 'Z': 0.04831616207957268}, {'X': 0.6112395524978638, 'Y': 0.3363543748855591, 'Z': 0.04297492653131485}, {'X': 0.5989842414855957, 'Y': 0.29025232791900635, 'Z': 0.0327884778380394}, {'X': 0.6725852489471436, 'Y': 0.49214059114456177, 'Z': 0.025359267368912697}, {'X': 0.6647704839706421, 'Y': 0.373466432094574, 'Z': 0.017657103016972542}, {'X': 0.6479381918907166, 'Y': 0.31019091606140137, 'Z': -0.006442989222705364}, {'X': 0.630796492099762, 'Y': 0.27567800879478455, 'Z': -0.021551739424467087}, {'X': 0.7121646404266357, 'Y': 0.5017738938331604, 'Z': 0.006068786606192589}, {'X': 0.7090165019035339, 'Y': 0.39330339431762695, 'Z': -0.014847511425614357}, {'X': 0.6923986673355103, 'Y': 0.3705238103866577, 'Z': -0.051458556205034256}, {'X': 0.6770680546760559, 'Y': 0.37283509969711304, 'Z': -0.0688759982585907}, {'X': 0.7520886659622192, 'Y': 0.5321125388145447, 'Z': -0.013811510056257248}, {'X': 0.7512646317481995, 'Y': 0.4496188461780548, 'Z': -0.05272206291556358}, {'X': 0.7387729287147522, 'Y': 0.42420077323913574, 'Z': -0.08540015667676926}, {'X': 0.7236962914466858, 'Y': 0.4248450994491577, 'Z': -0.10429243743419647}]
[{'X': 0.7204645276069641, 'Y': 0.7593439221382141, 'Z': -8.919286483433098e-05}, {'X': 0.6472460031509399, 'Y': 0.7466365694999695, 'Z': 0.020664958283305168}, {'X': 0.5973299741744995, 'Y': 0.67351895570755, 'Z': 0.04113701730966568}, {'X': 0.5641078352928162, 'Y': 0.618015706539154, 'Z': 0.04831535369157791}, {'X': 0.5371463298797607, 'Y': 0.5942575335502625, 'Z': 0.054182328283786774}, {'X': 0.6333562731742859, 'Y': 0.527245044708252, 'Z': 0.09348716586828232}, {'X': 0.6216176748275757, 'Y': 0.42212510108947754, 'Z': 0.1215038150548935}, {'X': 0.610665500164032, 'Y': 0.35375091433525085, 'Z': 0.13504159450531006}, {'X': 0.599260151386261, 'Y': 0.3048919141292572, 'Z': 0.14085336029529572}, {'X': 0.6672005653381348, 'Y': 0.5066254734992981, 'Z': 0.07332254946231842}, {'X': 0.6603012681007385, 'Y': 0.3922814130783081, 'Z': 0.0901728942990303}, {'X': 0.6441057920455933, 'Y': 0.32666438817977905, 'Z': 0.09010648727416992}, {'X': 0.6290003061294556, 'Y': 0.2897796034812927, 'Z': 0.09500250220298767}, {'X': 0.7038732767105103, 'Y': 0.5044062733650208, 'Z': 0.048474397510290146}, {'X': 0.693953812122345, 'Y': 0.3971713185310364, 'Z': 0.042421091347932816}, {'X': 0.6765735149383545, 'Y': 0.37698087096214294, 'Z': 0.014278552494943142}, {'X': 0.6624629497528076, 'Y': 0.3828585147857666, 'Z': 0.005190213676542044}, {'X': 0.7413946390151978, 'Y': 0.5153458118438721, 'Z': 0.024644646793603897}, {'X': 0.7278546094894409, 'Y': 0.435537189245224, 'Z': 0.0009042213205248117}, {'X': 0.7081688642501831, 'Y': 0.41393086314201355, 'Z': -0.025673864409327507}, {'X': 0.6873236298561096, 'Y': 0.420307457447052, 'Z': -0.04032497480511665}]
[{'X': 0.7183186411857605, 'Y': 0.7918072938919067, 'Z': -9.727715951157734e-05}, {'X': 0.6474653482437134, 'Y': 0.7589080333709717, 'Z': 0.008915815502405167}, {'X': 0.5949864983558655, 'Y': 0.6726897358894348, 'Z': 0.017276082187891006}, {'X': 0.5611836910247803, 'Y': 0.6169048547744751, 'Z': 0.016630608588457108}, {'X': 0.5320039987564087, 'Y': 0.5966255068778992, 'Z': 0.012111025862395763}, {'X': 0.6347581148147583, 'Y': 0.5270587205886841, 'Z': 0.05045812577009201}, {'X': 0.6260057687759399, 'Y': 0.4152677059173584, 'Z': 0.055785030126571655}, {'X': 0.6150078177452087, 'Y': 0.3493971824645996, 'Z': 0.05493195727467537}, {'X': 0.6022899746894836, 'Y': 0.30654701590538025, 'Z': 0.05545468255877495}, {'X': 0.6730599999427795, 'Y': 0.5109793543815613, 'Z': 0.030636098235845566}, {'X': 0.6676265597343445, 'Y': 0.38268721103668213, 'Z': 0.02347816340625286}, {'X': 0.6497616767883301, 'Y': 0.32774049043655396, 'Z': 0.008960578590631485}, {'X': 0.6329551935195923, 'Y': 0.3039054274559021, 'Z': 0.0027593772392719984}, {'X': 0.7130488157272339, 'Y': 0.5199530720710754, 'Z': 0.007202644366770983}, {'X': 0.7063682675361633, 'Y': 0.41145744919776917, 'Z': -0.010382439009845257}, {'X': 0.6819171905517578, 'Y': 0.39914482831954956, 'Z': -0.04068445786833763}, {'X': 0.6615256667137146, 'Y': 0.40241217613220215, 'Z': -0.05169035121798515}, {'X': 0.7541078925132751, 'Y': 0.5488492846488953, 'Z': -0.013883926905691624}, {'X': 0.7400466799736023, 'Y': 0.4909532070159912, 'Z': -0.055005379021167755}, {'X': 0.7241182923316956, 'Y': 0.5179604291915894, 'Z': -0.08481447398662567}, {'X': 0.7106878757476807, 'Y': 0.5494489669799805, 'Z': -0.10130872577428818}]
[{'X': 0.7275562286376953, 'Y': 0.7759205102920532, 'Z': -8.636836719233543e-05}, {'X': 0.6484435796737671, 'Y': 0.7507500052452087, 'Z': 0.04072122648358345}, {'X': 0.5988218188285828, 'Y': 0.6787738800048828, 'Z': 0.06933798640966415}, {'X': 0.5651941299438477, 'Y': 0.625974714756012, 'Z': 0.07757935672998428}, {'X': 0.5364140272140503, 'Y': 0.6078393459320068, 'Z': 0.08025271445512772}, {'X': 0.6367647051811218, 'Y': 0.5733950138092041, 'Z': 0.09654277563095093}, {'X': 0.6262276768684387, 'Y': 0.45817193388938904, 'Z': 0.11074221134185791}, {'X': 0.6135839223861694, 'Y': 0.41101813316345215, 'Z': 0.11343514919281006}, {'X': 0.6005003452301025, 'Y': 0.389155775308609, 'Z': 0.11550713330507278}, {'X': 0.6673979163169861, 'Y': 0.5542755722999573, 'Z': 0.06603601574897766}, {'X': 0.6586310267448425, 'Y': 0.42109042406082153, 'Z': 0.07138361036777496}, {'X': 0.6402893662452698, 'Y': 0.34957441687583923, 'Z': 0.06246881186962128}, {'X': 0.6219446659088135, 'Y': 0.30091217160224915, 'Z': 0.06128394231200218}, {'X': 0.6999891996383667, 'Y': 0.5521286129951477, 'Z': 0.03282869607210159}, {'X': 0.68683922290802, 'Y': 0.4381369650363922, 'Z': 0.022340262308716774}, {'X': 0.6660643815994263, 'Y': 0.38641899824142456, 'Z': -0.004657460376620293}, {'X': 0.6470416188240051, 'Y': 0.3509410619735718, 'Z': -0.016654284670948982}, {'X': 0.7307928204536438, 'Y': 0.5599909424781799, 'Z': 0.0026781780179589987}, {'X': 0.7171275615692139, 'Y': 0.48056191205978394, 'Z': -0.018326392397284508}, {'X': 0.6995143890380859, 'Y': 0.4467393457889557, 'Z': -0.04241551086306572}, {'X': 0.6806271076202393, 'Y': 0.42668068408966064, 'Z': -0.05819117650389671}]
[{'X': 0.7225431799888611, 'Y': 0.7790340185165405, 'Z': -8.780627831583843e-05}, {'X': 0.6464483141899109, 'Y': 0.7451364994049072, 'Z': 0.01955016329884529}, {'X': 0.5954762697219849, 'Y': 0.6707223653793335, 'Z': 0.037369512021541595}, {'X': 0.5627862215042114, 'Y': 0.6213861703872681, 'Z': 0.04094883054494858}, {'X': 0.5384883284568787, 'Y': 0.6008027195930481, 'Z': 0.038386765867471695}, {'X': 0.6336773037910461, 'Y': 0.5733315944671631, 'Z': 0.0759400725364685}, {'X': 0.6227155327796936, 'Y': 0.4552651047706604, 'Z': 0.08398203551769257}, {'X': 0.6126900911331177, 'Y': 0.38493236899375916, 'Z': 0.07955087721347809}, {'X': 0.6039156913757324, 'Y': 0.3358168601989746, 'Z': 0.07602094858884811}, {'X': 0.6688421368598938, 'Y': 0.5591120719909668, 'Z': 0.05085628479719162}, {'X': 0.6630637049674988, 'Y': 0.4235750436782837, 'Z': 0.04767948016524315}, {'X': 0.6481518149375916, 'Y': 0.347818523645401, 'Z': 0.028588274493813515}, {'X': 0.635721743106842, 'Y': 0.2995527684688568, 'Z': 0.018541911616921425}, {'X': 0.7054734826087952, 'Y': 0.562716007232666, 'Z': 0.02173963189125061}, {'X': 0.6960667371749878, 'Y': 0.4551529288291931, 'Z': 0.0019079671474173665}, {'X': 0.6757364869117737, 'Y': 0.426108181476593, 'Z': -0.037580884993076324}, {'X': 0.6603420972824097, 'Y': 0.4146549701690674, 'Z': -0.05588856339454651}, {'X': 0.7421857118606567, 'Y': 0.5786266326904297, 'Z': -0.0034390303771942854}, {'X': 0.7270002961158752, 'Y': 0.5130231380462646, 'Z': -0.043644554913043976}, {'X': 0.7083107233047485, 'Y': 0.514407753944397, 'Z': -0.07645810395479202}, {'X': 0.6923617720603943, 'Y': 0.529944896697998, 'Z': -0.09462768584489822}]
[{'X': 0.7184363007545471, 'Y': 0.7849211692810059, 'Z': -4.9769187171477824e-05}, {'X': 0.6507890820503235, 'Y': 0.7594515681266785, 'Z': 0.0201959777623415}, {'X': 0.6019208431243896, 'Y': 0.679131031036377, 'Z': 0.02910352125763893}, {'X': 0.5667256116867065, 'Y': 0.6277083158493042, 'Z': 0.0243685320019722}, {'X': 0.5346053242683411, 'Y': 0.6093205213546753, 'Z': 0.016334757208824158}, {'X': 0.6345768570899963, 'Y': 0.5838393568992615, 'Z': 0.042789436876773834}, {'X': 0.6267697811126709, 'Y': 0.4629095196723938, 'Z': 0.041111499071121216}, {'X': 0.6131445169448853, 'Y': 0.41463702917099, 'Z': 0.039838239550590515}, {'X': 0.5993847250938416, 'Y': 0.3884190618991852, 'Z': 0.04085344448685646}, {'X': 0.6663662195205688, 'Y': 0.5719102621078491, 'Z': 0.01465858705341816}, {'X': 0.6627731323242188, 'Y': 0.42965900897979736, 'Z': 0.0003816084936261177}, {'X': 0.6447486877441406, 'Y': 0.3581933379173279, 'Z': -0.017195815220475197}, {'X': 0.6272100806236267, 'Y': 0.3118419051170349, 'Z': -0.023557260632514954}, {'X': 0.7005166411399841, 'Y': 0.5803326368331909, 'Z': -0.014726822264492512}, {'X': 0.6948651075363159, 'Y': 0.45583486557006836, 'Z': -0.04125359281897545}, {'X': 0.6750936508178711, 'Y': 0.4083474278450012, 'Z': -0.0706387385725975}, {'X': 0.6563706398010254, 'Y': 0.37927234172821045, 'Z': -0.0832798033952713}, {'X': 0.7332180738449097, 'Y': 0.6049500703811646, 'Z': -0.041418105363845825}, {'X': 0.7258650064468384, 'Y': 0.533136785030365, 'Z': -0.07774671912193298}, {'X': 0.7135121822357178, 'Y': 0.5325295925140381, 'Z': -0.09998711198568344}, {'X': 0.7008126974105835, 'Y': 0.5452081561088562, 'Z': -0.11162221431732178}]
[{'X': 0.7007099390029907, 'Y': 0.7661165595054626, 'Z': -8.589740900788456e-05}, {'X': 0.6404464244842529, 'Y': 0.7448698878288269, 'Z': 0.0261201411485672}, {'X': 0.5978984236717224, 'Y': 0.6686380505561829, 'Z': 0.029388289898633957}, {'X': 0.5695905089378357, 'Y': 0.6221292614936829, 'Z': 0.02022630162537098}, {'X': 0.542751669883728, 'Y': 0.5981391668319702, 'Z': -0.0002261323679704219}, {'X': 0.6276319622993469, 'Y': 0.5861438512802124, 'Z': 0.005607177037745714}, {'X': 0.6254227757453918, 'Y': 0.46422460675239563, 'Z': -0.007967820391058922}, {'X': 0.6195354461669922, 'Y': 0.39295628666877747, 'Z': -0.02006600983440876}, {'X': 0.6107227802276611, 'Y': 0.34335818886756897, 'Z': -0.02630997821688652}, {'X': 0.6595176458358765, 'Y': 0.5813124775886536, 'Z': -0.02136421389877796}, {'X': 0.6637150645256042, 'Y': 0.4479367733001709, 'Z': -0.048818543553352356}, {'X': 0.6549186110496521, 'Y': 0.3729570508003235, 'Z': -0.06749960780143738}, {'X': 0.6458551287651062, 'Y': 0.32455721497535706, 'Z': -0.07613588869571686}, {'X': 0.6955350041389465, 'Y': 0.595872163772583, 'Z': -0.04737222567200661}, {'X': 0.6885254383087158, 'Y': 0.49250006675720215, 'Z': -0.09362882375717163}, {'X': 0.6694576740264893, 'Y': 0.4522971510887146, 'Z': -0.1277962625026703}, {'X': 0.6556084156036377, 'Y': 0.43350157141685486, 'Z': -0.1450147032737732}, {'X': 0.7285622358322144, 'Y': 0.6205012798309326, 'Z': -0.06757716834545135}, {'X': 0.7155371308326721, 'Y': 0.5568059682846069, 'Z': -0.10671723634004593}, {'X': 0.7019045948982239, 'Y': 0.5483165979385376, 'Z': -0.1284751445055008}, {'X': 0.6889289021492004, 'Y': 0.5559597015380859, 'Z': -0.1427752822637558}]
[{'X': 0.7136631011962891, 'Y': 0.7796253561973572, 'Z': -9.826337191043422e-05}, {'X': 0.6438580751419067, 'Y': 0.7466784715652466, 'Z': 0.018323468044400215}, {'X': 0.5936540365219116, 'Y': 0.6713155508041382, 'Z': 0.03100157342851162}, {'X': 0.5591945648193359, 'Y': 0.6254180669784546, 'Z': 0.033356018364429474}, {'X': 0.5331763029098511, 'Y': 0.5939006805419922, 'Z': 0.03161807730793953}, {'X': 0.6325747966766357, 'Y': 0.5732383131980896, 'Z': 0.02291579358279705}, {'X': 0.6255966424942017, 'Y': 0.4524807333946228, 'Z': 0.01251389179378748}, {'X': 0.618556559085846, 'Y': 0.37493202090263367, 'Z': 0.005702378693968058}, {'X': 0.6096363067626953, 'Y': 0.31208497285842896, 'Z': 0.006300109904259443}, {'X': 0.6648005843162537, 'Y': 0.5678158402442932, 'Z': -0.00419849855825305}, {'X': 0.6597133874893188, 'Y': 0.4335208833217621, 'Z': -0.035289764404296875}, {'X': 0.6460692882537842, 'Y': 0.3645564019680023, 'Z': -0.05007560923695564}, {'X': 0.6339545249938965, 'Y': 0.3120047450065613, 'Z': -0.05536184832453728}, {'X': 0.698794960975647, 'Y': 0.5852041840553284, 'Z': -0.032760314643383026}, {'X': 0.6795797348022461, 'Y': 0.48994165658950806, 'Z': -0.08280663192272186}, {'X': 0.6605237722396851, 'Y': 0.5261325836181641, 'Z': -0.11088528484106064}, {'X': 0.6511767506599426, 'Y': 0.5663759112358093, 'Z': -0.12080725282430649}, {'X': 0.7324974536895752, 'Y': 0.6113138198852539, 'Z': -0.05660506337881088}, {'X': 0.7099193334579468, 'Y': 0.5557761192321777, 'Z': -0.10378369688987732}, {'X': 0.6920976638793945, 'Y': 0.5942243337631226, 'Z': -0.12428656965494156}, {'X': 0.6828911304473877, 'Y': 0.637923002243042, 'Z': -0.13938316702842712}]
[{'X': 0.7064780592918396, 'Y': 0.7654743790626526, 'Z': -7.99180634203367e-05}, {'X': 0.6451992392539978, 'Y': 0.7469126582145691, 'Z': 0.004777852911502123}, {'X': 0.5921090245246887, 'Y': 0.6601185202598572, 'Z': 0.017680764198303223}, {'X': 0.561773955821991, 'Y': 0.6041528582572937, 'Z': 0.019454875960946083}, {'X': 0.5389299988746643, 'Y': 0.5764740705490112, 'Z': 0.018681133165955544}, {'X': 0.6403845548629761, 'Y': 0.5565204620361328, 'Z': 0.042259007692337036}, {'X': 0.6280493140220642, 'Y': 0.44674214720726013, 'Z': 0.03731662780046463}, {'X': 0.6189031600952148, 'Y': 0.3809017539024353, 'Z': 0.040237266570329666}, {'X': 0.6077879071235657, 'Y': 0.3237982988357544, 'Z': 0.0463942252099514}, {'X': 0.6753163933753967, 'Y': 0.5401359796524048, 'Z': 0.01788434013724327}, {'X': 0.6618349552154541, 'Y': 0.4222419857978821, 'Z': -0.0020832002628594637}, {'X': 0.6396015286445618, 'Y': 0.34562885761260986, 'Z': -0.014610609039664268}, {'X': 0.6214731931686401, 'Y': 0.27959325909614563, 'Z': -0.022210275754332542}, {'X': 0.7105713486671448, 'Y': 0.5532211065292358, 'Z': -0.014225691556930542}, {'X': 0.6745240688323975, 'Y': 0.45701998472213745, 'Z': -0.0701056644320488}, {'X': 0.6416255235671997, 'Y': 0.5222312211990356, 'Z': -0.10648999363183975}, {'X': 0.6234030723571777, 'Y': 0.5914571285247803, 'Z': -0.11408248543739319}, {'X': 0.7465872168540955, 'Y': 0.5766165852546692, 'Z': -0.04085356742143631}, {'X': 0.7072912454605103, 'Y': 0.5328959226608276, 'Z': -0.09115472435951233}, {'X': 0.6834471225738525, 'Y': 0.5968815088272095, 'Z': -0.11207833141088486}, {'X': 0.6753143668174744, 'Y': 0.6652460694313049, 'Z': -0.1208333894610405}]
[{'X': 0.7216004133224487, 'Y': 0.7907999753952026, 'Z': -0.00010345227201469243}, {'X': 0.6492697596549988, 'Y': 0.7620441317558289, 'Z': 0.012928597629070282}, {'X': 0.5967212915420532, 'Y': 0.6786109805107117, 'Z': 0.02602086029946804}, {'X': 0.5640904903411865, 'Y': 0.6217564344406128, 'Z': 0.02606547810137272}, {'X': 0.5387149453163147, 'Y': 0.5802831053733826, 'Z': 0.02436557598412037}, {'X': 0.6377742886543274, 'Y': 0.555185079574585, 'Z': 0.030330652371048927}, {'X': 0.6247753500938416, 'Y': 0.4484211206436157, 'Z': 0.014788744039833546}, {'X': 0.6155375838279724, 'Y': 0.3769298195838928, 'Z': 0.005872796755284071}, {'X': 0.604941189289093, 'Y': 0.3182740807533264, 'Z': 0.006498641800135374}, {'X': 0.6705524325370789, 'Y': 0.5397062301635742, 'Z': 0.0031196933705359697}, {'X': 0.660681426525116, 'Y': 0.4220280647277832, 'Z': -0.024352911859750748}, {'X': 0.639754593372345, 'Y': 0.35475707054138184, 'Z': -0.03770052269101143}, {'X': 0.6235524415969849, 'Y': 0.2985725700855255, 'Z': -0.041806913912296295}, {'X': 0.7053507566452026, 'Y': 0.5579867362976074, 'Z': -0.029253477230668068}, {'X': 0.6719185709953308, 'Y': 0.4796619713306427, 'Z': -0.08473595976829529}, {'X': 0.6393611431121826, 'Y': 0.545245885848999, 'Z': -0.11258415877819061}, {'X': 0.6229735612869263, 'Y': 0.6150827407836914, 'Z': -0.11716863512992859}, {'X': 0.7420799732208252, 'Y': 0.5899128913879395, 'Z': -0.05681921914219856}, {'X': 0.7066532373428345, 'Y': 0.5516553521156311, 'Z': -0.10514090210199356}, {'X': 0.679250955581665, 'Y': 0.6108099222183228, 'Z': -0.12043343484401703}, {'X': 0.666256844997406, 'Y': 0.6765314340591431, 'Z': -0.1269545704126358}]
[{'X': 0.7366619110107422, 'Y': 0.8287554979324341, 'Z': -5.167025301489048e-05}, {'X': 0.6506221890449524, 'Y': 0.7778237462043762, 'Z': 0.01818438619375229}, {'X': 0.5997433066368103, 'Y': 0.6877076029777527, 'Z': 0.026705743744969368}, {'X': 0.5692371726036072, 'Y': 0.6225898265838623, 'Z': 0.019470613449811935}, {'X': 0.54495769739151, 'Y': 0.5684382319450378, 'Z': 0.010182932950556278}, {'X': 0.6374175548553467, 'Y': 0.5421617031097412, 'Z': 0.04987575113773346}, {'X': 0.6226366758346558, 'Y': 0.4375366270542145, 'Z': 0.04317925125360489}, {'X': 0.6139630675315857, 'Y': 0.3669016361236572, 'Z': 0.04234489053487778}, {'X': 0.6046411395072937, 'Y': 0.3054237365722656, 'Z': 0.04274440556764603}, {'X': 0.6709786653518677, 'Y': 0.530019223690033, 'Z': 0.017090465873479843}, {'X': 0.6598330140113831, 'Y': 0.4033254086971283, 'Z': -0.0034484195057302713}, {'X': 0.6414322257041931, 'Y': 0.32776975631713867, 'Z': -0.01418438833206892}, {'X': 0.6217469573020935, 'Y': 0.26170530915260315, 'Z': -0.018961217254400253}, {'X': 0.7052334547042847, 'Y': 0.553103506565094, 'Z': -0.022395357489585876}, {'X': 0.6717735528945923, 'Y': 0.4750315546989441, 'Z': -0.07692886888980865}, {'X': 0.6343604326248169, 'Y': 0.5465498566627502, 'Z': -0.10823297500610352}, {'X': 0.6132201552391052, 'Y': 0.6154691576957703, 'Z': -0.11461498588323593}, {'X': 0.7412381172180176, 'Y': 0.5900318622589111, 'Z': -0.05508860573172569}, {'X': 0.7062218189239502, 'Y': 0.545799970626831, 'Z': -0.10643766820430756}, {'X': 0.6758745908737183, 'Y': 0.5922672748565674, 'Z': -0.1299407035112381}, {'X': 0.6583226919174194, 'Y': 0.6463069319725037, 'Z': -0.14183127880096436}]
[{'X': 0.7276551723480225, 'Y': 0.81173175573349, 'Z': -7.7120988862589e-05}, {'X': 0.6549245715141296, 'Y': 0.7821254730224609, 'Z': 0.011555731296539307}, {'X': 0.6020306348800659, 'Y': 0.6935910582542419, 'Z': 0.008946630172431469}, {'X': 0.5718920230865479, 'Y': 0.6254299283027649, 'Z': -0.009441549889743328}, {'X': 0.5489253401756287, 'Y': 0.5644343495368958, 'Z': -0.032198186963796616}, {'X': 0.6395297050476074, 'Y': 0.5656530261039734, 'Z': 0.02286628447473049}, {'X': 0.6263725161552429, 'Y': 0.460063099861145, 'Z': 0.0010084467940032482}, {'X': 0.615295946598053, 'Y': 0.3885822892189026, 'Z': -0.00821881927549839}, {'X': 0.602027177810669, 'Y': 0.3286770284175873, 'Z': -0.011183992959558964}, {'X': 0.6750279664993286, 'Y': 0.5513572692871094, 'Z': -0.009256543591618538}, {'X': 0.6627594232559204, 'Y': 0.42763054370880127, 'Z': -0.04580984637141228}, {'X': 0.640604555606842, 'Y': 0.3565603792667389, 'Z': -0.06345017999410629}, {'X': 0.6205158233642578, 'Y': 0.2993227541446686, 'Z': -0.0697571337223053}, {'X': 0.7124229669570923, 'Y': 0.5715512633323669, 'Z': -0.04831661656498909}, {'X': 0.6764053702354431, 'Y': 0.48474645614624023, 'Z': -0.10729245841503143}, {'X': 0.6369984149932861, 'Y': 0.5401353240013123, 'Z': -0.13735316693782806}, {'X': 0.6129404902458191, 'Y': 0.6067062020301819, 'Z': -0.14638236165046692}, {'X': 0.7476221919059753, 'Y': 0.6066752672195435, 'Z': -0.08136863261461258}, {'X': 0.7066030502319336, 'Y': 0.5631814002990723, 'Z': -0.13727812469005585}, {'X': 0.6748157143592834, 'Y': 0.6149619221687317, 'Z': -0.16225959360599518}, {'X': 0.6577973961830139, 'Y': 0.6779487729072571, 'Z': -0.17522788047790527}]
[{'X': 0.712831437587738, 'Y': 0.7749051451683044, 'Z': -7.111441664164886e-05}, {'X': 0.6545900106430054, 'Y': 0.7595321536064148, 'Z': -0.008255102671682835}, {'X': 0.6072659492492676, 'Y': 0.67694491147995, 'Z': -0.031306181102991104}, {'X': 0.5735974311828613, 'Y': 0.6224965453147888, 'Z': -0.06109759584069252}, {'X': 0.5474538207054138, 'Y': 0.5784489512443542, 'Z': -0.11003360897302628}, {'X': 0.6418814063072205, 'Y': 0.5701860785484314, 'Z': -0.04896147921681404}, {'X': 0.627436637878418, 'Y': 0.49122458696365356, 'Z': -0.09212198108434677}, {'X': 0.6135213375091553, 'Y': 0.45462238788604736, 'Z': -0.11532294005155563}, {'X': 0.5994337797164917, 'Y': 0.42981064319610596, 'Z': -0.12427104264497757}, {'X': 0.6738172769546509, 'Y': 0.5552455186843872, 'Z': -0.07438261806964874}, {'X': 0.6594015955924988, 'Y': 0.4802466034889221, 'Z': -0.13064980506896973}, {'X': 0.6371811628341675, 'Y': 0.4563388228416443, 'Z': -0.15965726971626282}, {'X': 0.6199115514755249, 'Y': 0.44960859417915344, 'Z': -0.17409762740135193}, {'X': 0.7078183889389038, 'Y': 0.5704997181892395, 'Z': -0.10302554816007614}, {'X': 0.6824962496757507, 'Y': 0.5043722987174988, 'Z': -0.16239331662654877}, {'X': 0.6446158289909363, 'Y': 0.5024881958961487, 'Z': -0.20053452253341675}, {'X': 0.612642228603363, 'Y': 0.5240605473518372, 'Z': -0.21970295906066895}, {'X': 0.7379597425460815, 'Y': 0.6096123456954956, 'Z': -0.12907743453979492}, {'X': 0.7024056315422058, 'Y': 0.5943594574928284, 'Z': -0.1936439573764801}, {'X': 0.6716468334197998, 'Y': 0.6353457570075989, 'Z': -0.22346022725105286}, {'X': 0.6506798267364502, 'Y': 0.6855155229568481, 'Z': -0.24086876213550568}]
