[{'X': 0.7111655473709106, 'Y': 0.8288142681121826, 'Z': -0.00013248244067654014}, {'X': 0.6457371115684509, 'Y': 0.7951406240463257, 'Z': -0.020959477871656418}, {'X': 0.607628345489502, 'Y': 0.6891845464706421, 'Z': -0.030299628153443336}, {'X': 0.5891530513763428, 'Y': 0.6017217636108398, 'Z': -0.04729641601443291}, {'X': 0.563217043876648, 'Y': 0.5526973605155945, 'Z': -0.06824270635843277}, {'X': 0.6665991544723511, 'Y': 0.5489465594291687, 'Z': 0.010451518930494785}, {'X': 0.6779015064239502, 'Y': 0.43501704931259155, 'Z': -0.003794185584411025}, {'X': 0.6794389486312866, 'Y': 0.3551008999347687, 'Z': -0.02237187698483467}, {'X': 0.680179238319397, 'Y': 0.28392288088798523, 'Z': -0.03556601703166962}, {'X': 0.7066596150398254, 'Y': 0.5396087765693665, 'Z': -0.005680240225046873}, {'X': 0.7107725143432617, 'Y': 0.41169047355651855, 'Z': -0.020868642255663872}, {'X': 0.7091138958930969, 'Y': 0.3246105909347534, 'Z': -0.04780041053891182}, {'X': 0.7101530432701111, 'Y': 0.2511046528816223, 'Z': -0.062449097633361816}, {'X': 0.7471965551376343, 'Y': 0.5613023638725281, 'Z': -0.027163919061422348}, {'X': 0.7520086765289307, 'Y': 0.42807736992836, 'Z': -0.04739147424697876}, {'X': 0.7503622174263, 'Y': 0.34387221932411194, 'Z': -0.07703904807567596}, {'X': 0.7501925230026245, 'Y': 0.2701733708381653, 'Z': -0.10206497460603714}, {'X': 0.7884141206741333, 'Y': 0.6084699630737305, 'Z': -0.05153364688158035}, {'X': 0.8075817227363586, 'Y': 0.5217985510826111, 'Z': -0.07114959508180618}, {'X': 0.821445882320404, 'Y': 0.45662379264831543, 'Z': -0.0908317118883133}, {'X': 0.8362835049629211, 'Y': 0.3896993398666382, 'Z': -0.10815037041902542}]
[{'X': 0.7103292346000671, 'Y': 0.8521027565002441, 'Z': -8.499377872794867e-05}, {'X': 0.6490650773048401, 'Y': 0.7953586578369141, 'Z': -0.012824025005102158}, {'X': 0.6075223088264465, 'Y': 0.6775690317153931, 'Z': -0.014226284809410572}, {'X': 0.5813033580780029, 'Y': 0.5970972776412964, 'Z': -0.02051398903131485}, {'X': 0.5603016018867493, 'Y': 0.5472181439399719, 'Z': -0.03350907564163208}, {'X': 0.6697561144828796, 'Y': 0.5462943315505981, 'Z': 0.03577151149511337}, {'X': 0.6784547567367554, 'Y': 0.42925402522087097, 'Z': 0.004908030852675438}, {'X': 0.6810070872306824, 'Y': 0.3697245121002197, 'Z': -0.01535528153181076}, {'X': 0.6795113682746887, 'Y': 0.32817915081977844, 'Z': -0.02589649334549904}, {'X': 0.7048102021217346, 'Y': 0.5553496479988098, 'Z': 0.015609120018780231}, {'X': 0.7020267248153687, 'Y': 0.44107550382614136, 'Z': -0.05428274720907211}, {'X': 0.6831960678100586, 'Y': 0.4518847167491913, 'Z': -0.1064971536397934}, {'X': 0.670436441898346, 'Y': 0.49195149540901184, 'Z': -0.13320285081863403}, {'X': 0.7400180101394653, 'Y': 0.5794957280158997, 'Z': -0.008271507918834686}, {'X': 0.7243706583976746, 'Y': 0.5292786359786987, 'Z': -0.0830254852771759}, {'X': 0.6946710348129272, 'Y': 0.6256069540977478, 'Z': -0.10817509889602661}, {'X': 0.675433337688446, 'Y': 0.712254524230957, 'Z': -0.10228492319583893}, {'X': 0.7790501117706299, 'Y': 0.6195051670074463, 'Z': -0.034288473427295685}, {'X': 0.7699483633041382, 'Y': 0.5280594229698181, 'Z': -0.09008868038654327}, {'X': 0.7516034245491028, 'Y': 0.49095141887664795, 'Z': -0.12637445330619812}, {'X': 0.7340837717056274, 'Y': 0.4657033085823059, 'Z': -0.14477793872356415}]
[{'X': 0.7197732329368591, 'Y': 0.8767803311347961, 'Z': -5.4124171583680436e-05}, {'X': 0.6518292427062988, 'Y': 0.8120913505554199, 'Z': -0.015692392364144325}, {'X': 0.6101464629173279, 'Y': 0.6989859342575073, 'Z': -0.025089602917432785}, {'X': 0.5878809690475464, 'Y': 0.6173833012580872, 'Z': -0.03788363188505173}, {'X': 0.5717126131057739, 'Y': 0.5624164342880249, 'Z': -0.053055305033922195}, {'X': 0.6664382815361023, 'Y': 0.566315770149231, 'Z': 0.01431108359247446}, {'X': 0.6733399033546448, 'Y': 0.4312441051006317, 'Z': -0.01698376052081585}, {'X': 0.6758853793144226, 'Y': 0.36498406529426575, 'Z': -0.03727378696203232}, {'X': 0.6757890582084656, 'Y': 0.321950227022171, 'Z': -0.04945860058069229}, {'X': 0.7034689784049988, 'Y': 0.5728697776794434, 'Z': -0.0032686591148376465}, {'X': 0.6991837620735168, 'Y': 0.4472105801105499, 'Z': -0.06289683282375336}, {'X': 0.6852234601974487, 'Y': 0.43402135372161865, 'Z': -0.10762996226549149}, {'X': 0.6775109767913818, 'Y': 0.4504014849662781, 'Z': -0.13082943856716156}, {'X': 0.7392477989196777, 'Y': 0.5941924452781677, 'Z': -0.023386212065815926}, {'X': 0.719485878944397, 'Y': 0.5333091020584106, 'Z': -0.08532478660345078}, {'X': 0.6915119290351868, 'Y': 0.6278306841850281, 'Z': -0.10048315674066544}, {'X': 0.6754923462867737, 'Y': 0.7115933299064636, 'Z': -0.09034785628318787}, {'X': 0.7777677774429321, 'Y': 0.6313179731369019, 'Z': -0.045411136001348495}, {'X': 0.7672093510627747, 'Y': 0.5358310341835022, 'Z': -0.09837933629751205}, {'X': 0.7505241632461548, 'Y': 0.4905042350292206, 'Z': -0.12996357679367065}, {'X': 0.7357387542724609, 'Y': 0.4536687433719635, 'Z': -0.1468757688999176}]
[{'X': 0.7099730372428894, 'Y': 0.8445857763290405, 'Z': -8.03568254923448e-05}, {'X': 0.6537308692932129, 'Y': 0.7827317714691162, 'Z': -0.0027946524787694216}, {'X': 0.6163293719291687, 'Y': 0.6716362237930298, 'Z': -0.0029918416403234005}, {'X': 0.5908103585243225, 'Y': 0.5969514846801758, 'Z': -0.01272161677479744}, {'X': 0.5659840703010559, 'Y': 0.5429224371910095, 'Z': -0.03049956075847149}, {'X': 0.6731825470924377, 'Y': 0.5628286004066467, 'Z': 0.0476389080286026}, {'X': 0.6776746511459351, 'Y': 0.4464077353477478, 'Z': 0.036494798958301544}, {'X': 0.6798475980758667, 'Y': 0.37720179557800293, 'Z': 0.02665066532790661}, {'X': 0.6795624494552612, 'Y': 0.31875717639923096, 'Z': 0.02516179345548153}, {'X': 0.7062572240829468, 'Y': 0.5712717771530151, 'Z': 0.022538773715496063}, {'X': 0.7034882307052612, 'Y': 0.44915613532066345, 'Z': -0.01894615776836872}, {'X': 0.6937857866287231, 'Y': 0.39551621675491333, 'Z': -0.0601201206445694}, {'X': 0.6835346221923828, 'Y': 0.357568621635437, 'Z': -0.08010248839855194}, {'X': 0.7416114211082458, 'Y': 0.5951746106147766, 'Z': -0.00645482400432229}, {'X': 0.7207901477813721, 'Y': 0.5240698456764221, 'Z': -0.06878799945116043}, {'X': 0.6945909261703491, 'Y': 0.5982415080070496, 'Z': -0.10815902054309845}, {'X': 0.6778501868247986, 'Y': 0.6640484929084778, 'Z': -0.11208712309598923}, {'X': 0.77882319688797, 'Y': 0.6279087066650391, 'Z': -0.03504465892910957}, {'X': 0.7743555903434753, 'Y': 0.5346339344978333, 'Z': -0.06645845621824265}, {'X': 0.765069842338562, 'Y': 0.47525182366371155, 'Z': -0.09510494768619537}, {'X': 0.7544680237770081, 'Y': 0.41614609956741333, 'Z': -0.11396198719739914}]
[{'X': 0.7135753035545349, 'Y': 0.8585559129714966, 'Z': -3.0492001314996742e-05}, {'X': 0.6546118259429932, 'Y': 0.7949327826499939, 'Z': -0.021685928106307983}, {'X': 0.6180241703987122, 'Y': 0.6833434700965881, 'Z': -0.04099464789032936}, {'X': 0.5947118401527405, 'Y': 0.5986965894699097, 'Z': -0.06899593770503998}, {'X': 0.57096266746521, 'Y': 0.5390259623527527, 'Z': -0.10466918349266052}, {'X': 0.6730494499206543, 'Y': 0.5421566367149353, 'Z': 0.019659563899040222}, {'X': 0.6810514330863953, 'Y': 0.4261859059333801, 'Z': 0.016926400363445282}, {'X': 0.6836041212081909, 'Y': 0.3577234148979187, 'Z': 0.009577727876603603}, {'X': 0.6807189583778381, 'Y': 0.2975079417228699, 'Z': 0.0036917785182595253}, {'X': 0.7102341651916504, 'Y': 0.5430672764778137, 'Z': -0.0012095532147213817}, {'X': 0.7115853428840637, 'Y': 0.4317832291126251, 'Z': -0.02549031749367714}, {'X': 0.6982689499855042, 'Y': 0.3689218759536743, 'Z': -0.06990478187799454}, {'X': 0.6832913756370544, 'Y': 0.3217974901199341, 'Z': -0.10318072140216827}, {'X': 0.7458462119102478, 'Y': 0.5632680654525757, 'Z': -0.02655257098376751}, {'X': 0.7504415512084961, 'Y': 0.4679000973701477, 'Z': -0.05992056429386139}, {'X': 0.7375667095184326, 'Y': 0.462462842464447, 'Z': -0.11004804074764252}, {'X': 0.7248477935791016, 'Y': 0.4697616398334503, 'Z': -0.14076629281044006}, {'X': 0.7816712856292725, 'Y': 0.5984691381454468, 'Z': -0.0531003512442112}, {'X': 0.7923925518989563, 'Y': 0.5033817291259766, 'Z': -0.06626433879137039}, {'X': 0.7926735281944275, 'Y': 0.4306860864162445, 'Z': -0.08470507711172104}, {'X': 0.7882527709007263, 'Y': 0.36038270592689514, 'Z': -0.1048005148768425}]
[{'X': 0.7145903706550598, 'Y': 0.805709183216095, 'Z': -7.306593033717945e-05}, {'X': 0.6612687110900879, 'Y': 0.7895169258117676, 'Z': -0.00881281215697527}, {'X': 0.6274803876876831, 'Y': 0.6814101338386536, 'Z': -0.022235173732042313}, {'X': 0.6063451170921326, 'Y': 0.5916264653205872, 'Z': -0.04259805008769035}, {'X': 0.5793278217315674, 'Y': 0.537885844707489, 'Z': -0.06723804771900177}, {'X': 0.6711740493774414, 'Y': 0.5652979612350464, 'Z': -0.018052421510219574}, {'X': 0.6799092888832092, 'Y': 0.46319982409477234, 'Z': -0.04191425442695618}, {'X': 0.6770628094673157, 'Y': 0.38792723417282104, 'Z': -0.06079572066664696}, {'X': 0.6726654767990112, 'Y': 0.31962382793426514, 'Z': -0.07627483457326889}, {'X': 0.7002460956573486, 'Y': 0.5502302646636963, 'Z': -0.04026390612125397}, {'X': 0.6985097527503967, 'Y': 0.4381309151649475, 'Z': -0.06754953414201736}, {'X': 0.6929245591163635, 'Y': 0.3576123118400574, 'Z': -0.09106713533401489}, {'X': 0.6925309300422668, 'Y': 0.28362351655960083, 'Z': -0.10541320592164993}, {'X': 0.7332416772842407, 'Y': 0.5685734748840332, 'Z': -0.066506527364254}, {'X': 0.7279294729232788, 'Y': 0.4549737572669983, 'Z': -0.10289157927036285}, {'X': 0.7241570353507996, 'Y': 0.38248223066329956, 'Z': -0.13328978419303894}, {'X': 0.7220375537872314, 'Y': 0.3132796883583069, 'Z': -0.156455397605896}, {'X': 0.7660433053970337, 'Y': 0.6105760335922241, 'Z': -0.09273115545511246}, {'X': 0.7707186937332153, 'Y': 0.5196266770362854, 'Z': -0.12240725010633469}, {'X': 0.769074559211731, 'Y': 0.4566349983215332, 'Z': -0.14507617056369781}, {'X': 0.7642920613288879, 'Y': 0.38776493072509766, 'Z': -0.166239395737648}]
[{'X': 0.7093107104301453, 'Y': 0.7939437627792358, 'Z': -9.693419269751757e-05}, {'X': 0.6519746780395508, 'Y': 0.7774983644485474, 'Z': -0.02343197911977768}, {'X': 0.6168433427810669, 'Y': 0.6837365031242371, 'Z': -0.042433224618434906}, {'X': 0.595574140548706, 'Y': 0.5999211072921753, 'Z': -0.06526356935501099}, {'X': 0.5675553679466248, 'Y': 0.551289975643158, 'Z': -0.09198825806379318}, {'X': 0.6668402552604675, 'Y': 0.5552507042884827, 'Z': -0.03103487938642502}, {'X': 0.6764647364616394, 'Y': 0.4462265074253082, 'Z': -0.054325565695762634}, {'X': 0.676328718662262, 'Y': 0.36371129751205444, 'Z': -0.0812181830406189}, {'X': 0.6762754917144775, 'Y': 0.28429096937179565, 'Z': -0.09992488473653793}, {'X': 0.7056364417076111, 'Y': 0.5465335845947266, 'Z': -0.042039863765239716}, {'X': 0.7091487050056458, 'Y': 0.4241689443588257, 'Z': -0.07245000451803207}, {'X': 0.7099010348320007, 'Y': 0.33391836285591125, 'Z': -0.10806606709957123}, {'X': 0.7137563824653625, 'Y': 0.2578532099723816, 'Z': -0.127468541264534}, {'X': 0.7465307116508484, 'Y': 0.5692956447601318, 'Z': -0.056725505739450455}, {'X': 0.7537906765937805, 'Y': 0.44068336486816406, 'Z': -0.09192410111427307}, {'X': 0.7579262852668762, 'Y': 0.34533581137657166, 'Z': -0.13283437490463257}, {'X': 0.7629562020301819, 'Y': 0.26086899638175964, 'Z': -0.16795720160007477}, {'X': 0.7853248119354248, 'Y': 0.6161474585533142, 'Z': -0.07169201225042343}, {'X': 0.799839437007904, 'Y': 0.5368198156356812, 'Z': -0.09933683276176453}, {'X': 0.8056350946426392, 'Y': 0.4846191108226776, 'Z': -0.12561172246932983}, {'X': 0.8088528513908386, 'Y': 0.4343574047088623, 'Z': -0.15040361881256104}]
[{'X': 0.7134613990783691, 'Y': 0.8074004650115967, 'Z': -0.00011631074448814616}, {'X': 0.6503384113311768, 'Y': 0.7842248678207397, 'Z': -0.0181592870503664}, {'X': 0.6129657626152039, 'Y': 0.6910716891288757, 'Z': -0.03251488879323006}, {'X': 0.5903319120407104, 'Y': 0.6068360209465027, 'Z': -0.05236084759235382}, {'X': 0.5635229349136353, 'Y': 0.5550963878631592, 'Z': -0.07656650990247726}, {'X': 0.6664233207702637, 'Y': 0.5534529685974121, 'Z': -0.008687659166753292}, {'X': 0.6743658781051636, 'Y': 0.4413161277770996, 'Z': -0.02685355208814144}, {'X': 0.6752931475639343, 'Y': 0.3614201545715332, 'Z': -0.051827047020196915}, {'X': 0.675870418548584, 'Y': 0.2879272699356079, 'Z': -0.06912843883037567}, {'X': 0.7040041089057922, 'Y': 0.5413429737091064, 'Z': -0.023669647052884102}, {'X': 0.7054945826530457, 'Y': 0.4165195822715759, 'Z': -0.04623604565858841}, {'X': 0.7042553424835205, 'Y': 0.3230173587799072, 'Z': -0.07879959046840668}, {'X': 0.7066152095794678, 'Y': 0.243818998336792, 'Z': -0.10058660805225372}, {'X': 0.7432893514633179, 'Y': 0.562376856803894, 'Z': -0.04262155294418335}, {'X': 0.7479502558708191, 'Y': 0.4298913776874542, 'Z': -0.06708990037441254}, {'X': 0.7491370439529419, 'Y': 0.33710506558418274, 'Z': -0.09960363805294037}, {'X': 0.7521072030067444, 'Y': 0.2571602761745453, 'Z': -0.12831132113933563}, {'X': 0.7833817005157471, 'Y': 0.6075564026832581, 'Z': -0.06224280968308449}, {'X': 0.8002638816833496, 'Y': 0.5198082327842712, 'Z': -0.08098415285348892}, {'X': 0.8120036721229553, 'Y': 0.4572937488555908, 'Z': -0.09983065724372864}, {'X': 0.8247047066688538, 'Y': 0.39495766162872314, 'Z': -0.11865928024053574}]
[{'X': 0.7084372639656067, 'Y': 0.8094587922096252, 'Z': -0.00010777726856758818}, {'X': 0.6485727429389954, 'Y': 0.7868057489395142, 'Z': -0.028848756104707718}, {'X': 0.6120474338531494, 'Y': 0.6888633370399475, 'Z': -0.044138096272945404}, {'X': 0.5917605757713318, 'Y': 0.6035652756690979, 'Z': -0.06557340174913406}, {'X': 0.5623452663421631, 'Y': 0.5495405197143555, 'Z': -0.09095913916826248}, {'X': 0.6646914482116699, 'Y': 0.5524821281433105, 'Z': -0.010701017454266548}, {'X': 0.671818196773529, 'Y': 0.4421465992927551, 'Z': -0.037232592701911926}, {'X': 0.6729162335395813, 'Y': 0.3597598075866699, 'Z': -0.06634119898080826}, {'X': 0.6755769848823547, 'Y': 0.2840104103088379, 'Z': -0.08749066293239594}, {'X': 0.7029120922088623, 'Y': 0.5424850583076477, 'Z': -0.026882875710725784}, {'X': 0.7050075531005859, 'Y': 0.4200453758239746, 'Z': -0.056230101734399796}, {'X': 0.7042823433876038, 'Y': 0.32956448197364807, 'Z': -0.0952325314283371}, {'X': 0.707876443862915, 'Y': 0.2505427300930023, 'Z': -0.11990175396203995}, {'X': 0.7428449392318726, 'Y': 0.5665243864059448, 'Z': -0.049404047429561615}, {'X': 0.74751877784729, 'Y': 0.4370928108692169, 'Z': -0.0824652761220932}, {'X': 0.7496049404144287, 'Y': 0.35077381134033203, 'Z': -0.12353299558162689}, {'X': 0.7531141042709351, 'Y': 0.2716609537601471, 'Z': -0.15765759348869324}, {'X': 0.7827650904655457, 'Y': 0.6146281957626343, 'Z': -0.07386035472154617}, {'X': 0.7993686199188232, 'Y': 0.5307536721229553, 'Z': -0.10532941669225693}, {'X': 0.8117882609367371, 'Y': 0.4691806435585022, 'Z': -0.13294357061386108}, {'X': 0.8241292238235474, 'Y': 0.4043251574039459, 'Z': -0.15745078027248383}]
[{'X': 0.7135204672813416, 'Y': 0.7982114553451538, 'Z': -9.617414616513997e-05}, {'X': 0.652060329914093, 'Y': 0.7800091505050659, 'Z': -0.03466872125864029}, {'X': 0.6138493418693542, 'Y': 0.6869094967842102, 'Z': -0.05624780431389809}, {'X': 0.5922302603721619, 'Y': 0.6052799224853516, 'Z': -0.08160539716482162}, {'X': 0.5630823969841003, 'Y': 0.5529137849807739, 'Z': -0.11032935976982117}, {'X': 0.6642159819602966, 'Y': 0.5491517186164856, 'Z': -0.029589680954813957}, {'X': 0.6721874475479126, 'Y': 0.4394325911998749, 'Z': -0.05860242620110512}, {'X': 0.6739414930343628, 'Y': 0.3564818799495697, 'Z': -0.08969219774007797}, {'X': 0.6751350164413452, 'Y': 0.27781587839126587, 'Z': -0.11413869261741638}, {'X': 0.7027351260185242, 'Y': 0.5389226675033569, 'Z': -0.04338092356920242}, {'X': 0.7046915292739868, 'Y': 0.4197169542312622, 'Z': -0.07774371653795242}, {'X': 0.7025750875473022, 'Y': 0.3276713490486145, 'Z': -0.11654996126890182}, {'X': 0.7027753591537476, 'Y': 0.2455589771270752, 'Z': -0.14385126531124115}, {'X': 0.7429258823394775, 'Y': 0.5623838305473328, 'Z': -0.06274358928203583}, {'X': 0.7466940879821777, 'Y': 0.4364296495914459, 'Z': -0.09916803240776062}, {'X': 0.7468022704124451, 'Y': 0.3465103209018707, 'Z': -0.13689273595809937}, {'X': 0.7477843165397644, 'Y': 0.2654454708099365, 'Z': -0.1688656508922577}, {'X': 0.7826462388038635, 'Y': 0.6090975999832153, 'Z': -0.08414580672979355}, {'X': 0.7975171208381653, 'Y': 0.5244745016098022, 'Z': -0.1158183291554451}, {'X': 0.8092227578163147, 'Y': 0.4605838656425476, 'Z': -0.1403854638338089}, {'X': 0.8209967613220215, 'Y': 0.3928472399711609, 'Z': -0.16343829035758972}]
[{'X': 0.7087194323539734, 'Y': 0.7935487031936646, 'Z': -8.636718848720193e-05}, {'X': 0.6527117490768433, 'Y': 0.776095986366272, 'Z': -0.036138955503702164}, {'X': 0.6168926358222961, 'Y': 0.6887462735176086, 'Z': -0.06027704104781151}, {'X': 0.5943137407302856, 'Y': 0.6072502136230469, 'Z': -0.0883120447397232}, {'X': 0.56683349609375, 'Y': 0.5527654886245728, 'Z': -0.11909916251897812}, {'X': 0.6630221009254456, 'Y': 0.5552898049354553, 'Z': -0.0369560569524765}, {'X': 0.6698377132415771, 'Y': 0.4466167390346527, 'Z': -0.07259076833724976}, {'X': 0.6714447140693665, 'Y': 0.36253219842910767, 'Z': -0.10923491418361664}, {'X': 0.6733196973800659, 'Y': 0.2836385667324066, 'Z': -0.1361268311738968}, {'X': 0.7010593414306641, 'Y': 0.5441712141036987, 'Z': -0.04999704286456108}, {'X': 0.7024106383323669, 'Y': 0.4243975579738617, 'Z': -0.09043200314044952}, {'X': 0.70284503698349, 'Y': 0.33151233196258545, 'Z': -0.1357956975698471}, {'X': 0.7054046988487244, 'Y': 0.24936076998710632, 'Z': -0.16676725447177887}, {'X': 0.7408876419067383, 'Y': 0.5677867531776428, 'Z': -0.0689111053943634}, {'X': 0.7458446025848389, 'Y': 0.44024813175201416, 'Z': -0.10828350484371185}, {'X': 0.7489754557609558, 'Y': 0.34874141216278076, 'Z': -0.15216976404190063}, {'X': 0.7520641088485718, 'Y': 0.26556357741355896, 'Z': -0.18991421163082123}, {'X': 0.7794830799102783, 'Y': 0.6156408786773682, 'Z': -0.08950500935316086}, {'X': 0.7972014546394348, 'Y': 0.5324393510818481, 'Z': -0.12483309209346771}, {'X': 0.811102569103241, 'Y': 0.4691360890865326, 'Z': -0.15629085898399353}, {'X': 0.8234859704971313, 'Y': 0.40213674306869507, 'Z': -0.18584312498569489}]
[{'X': 0.7101818919181824, 'Y': 0.7975038290023804, 'Z': -7.762917084619403e-05}, {'X': 0.6554782390594482, 'Y': 0.7798342704772949, 'Z': -0.03074771724641323}, {'X': 0.6185702681541443, 'Y': 0.6867305040359497, 'Z': -0.05333370715379715}, {'X': 0.5950640439987183, 'Y': 0.6058017015457153, 'Z': -0.08192683011293411}, {'X': 0.572869062423706, 'Y': 0.5538565516471863, 'Z': -0.11153382062911987}, {'X': 0.6646971106529236, 'Y': 0.5601429343223572, 'Z': -0.026168914511799812}, {'X': 0.6706819534301758, 'Y': 0.4488614797592163, 'Z': -0.06260126084089279}, {'X': 0.6690146327018738, 'Y': 0.3640463352203369, 'Z': -0.0973004549741745}, {'X': 0.6676210165023804, 'Y': 0.2862638235092163, 'Z': -0.12404103577136993}, {'X': 0.702518105506897, 'Y': 0.5498985052108765, 'Z': -0.04286646842956543}, {'X': 0.7017107009887695, 'Y': 0.4290337562561035, 'Z': -0.08478372544050217}, {'X': 0.7018566727638245, 'Y': 0.3373195230960846, 'Z': -0.12497327476739883}, {'X': 0.7042627930641174, 'Y': 0.25823116302490234, 'Z': -0.15439805388450623}, {'X': 0.741950273513794, 'Y': 0.5724056959152222, 'Z': -0.06659559905529022}, {'X': 0.7447096705436707, 'Y': 0.4449942409992218, 'Z': -0.10836511105298996}, {'X': 0.747978687286377, 'Y': 0.3518671691417694, 'Z': -0.14870493113994598}, {'X': 0.7512010931968689, 'Y': 0.2697184383869171, 'Z': -0.18438322842121124}, {'X': 0.7789711356163025, 'Y': 0.6180608868598938, 'Z': -0.09204733371734619}, {'X': 0.7959369421005249, 'Y': 0.5316482186317444, 'Z': -0.1250685155391693}, {'X': 0.8087744116783142, 'Y': 0.4680427610874176, 'Z': -0.15350095927715302}, {'X': 0.8195654153823853, 'Y': 0.40301865339279175, 'Z': -0.18315279483795166}]
[{'X': 0.7106792330741882, 'Y': 0.774361789226532, 'Z': -5.7222390751121566e-05}, {'X': 0.655097484588623, 'Y': 0.757905125617981, 'Z': -0.027859758585691452}, {'X': 0.6199224591255188, 'Y': 0.6731211543083191, 'Z': -0.05745077133178711}, {'X': 0.5953161120414734, 'Y': 0.596954345703125, 'Z': -0.08747872710227966}, {'X': 0.5675492882728577, 'Y': 0.5430982708930969, 'Z': -0.11968481540679932}, {'X': 0.6649736166000366, 'Y': 0.5532993078231812, 'Z': -0.0720941349864006}, {'X': 0.6695408225059509, 'Y': 0.4483078718185425, 'Z': -0.11445596069097519}, {'X': 0.6701294779777527, 'Y': 0.365359902381897, 'Z': -0.15050554275512695}, {'X': 0.6698775291442871, 'Y': 0.2839072048664093, 'Z': -0.17829890549182892}, {'X': 0.7029232382774353, 'Y': 0.5438520312309265, 'Z': -0.08843141049146652}, {'X': 0.7032994627952576, 'Y': 0.4273071885108948, 'Z': -0.14233751595020294}, {'X': 0.70564866065979, 'Y': 0.33711040019989014, 'Z': -0.1873091757297516}, {'X': 0.7091981172561646, 'Y': 0.25593262910842896, 'Z': -0.2168283611536026}, {'X': 0.742572009563446, 'Y': 0.5707309246063232, 'Z': -0.10744578391313553}, {'X': 0.7466729879379272, 'Y': 0.44954314827919006, 'Z': -0.15738196671009064}, {'X': 0.7512928247451782, 'Y': 0.35666269063949585, 'Z': -0.19963572919368744}, {'X': 0.7549797892570496, 'Y': 0.273147851228714, 'Z': -0.23803099989891052}, {'X': 0.7794250845909119, 'Y': 0.6218891143798828, 'Z': -0.12632861733436584}, {'X': 0.7970364093780518, 'Y': 0.5390998125076294, 'Z': -0.1663845181465149}, {'X': 0.8085697293281555, 'Y': 0.47800412774086, 'Z': -0.19907431304454803}, {'X': 0.8163946866989136, 'Y': 0.4160034656524658, 'Z': -0.23272594809532166}]
[{'X': 0.7104666829109192, 'Y': 0.7855695486068726, 'Z': -4.9426289479015395e-05}, {'X': 0.6524277925491333, 'Y': 0.7662623524665833, 'Z': -0.024874061346054077}, {'X': 0.615034818649292, 'Y': 0.6810639500617981, 'Z': -0.04353800415992737}, {'X': 0.593682050704956, 'Y': 0.6018684506416321, 'Z': -0.06560515612363815}, {'X': 0.5630302429199219, 'Y': 0.5515508055686951, 'Z': -0.09040099382400513}, {'X': 0.6654252409934998, 'Y': 0.5515100955963135, 'Z': -0.04228722304105759}, {'X': 0.6725637912750244, 'Y': 0.44093209505081177, 'Z': -0.07347608357667923}, {'X': 0.6757752299308777, 'Y': 0.3609803318977356, 'Z': -0.10480577498674393}, {'X': 0.6768788695335388, 'Y': 0.2815667986869812, 'Z': -0.129327654838562}, {'X': 0.703385055065155, 'Y': 0.5426304936408997, 'Z': -0.05592577904462814}, {'X': 0.7079062461853027, 'Y': 0.4243190288543701, 'Z': -0.09772218018770218}, {'X': 0.7077616453170776, 'Y': 0.332441508769989, 'Z': -0.1419643610715866}, {'X': 0.7085534930229187, 'Y': 0.24967241287231445, 'Z': -0.1731557995080948}, {'X': 0.7426942586898804, 'Y': 0.5675682425498962, 'Z': -0.0729672759771347}, {'X': 0.7487941980361938, 'Y': 0.44108039140701294, 'Z': -0.11361929774284363}, {'X': 0.7505043745040894, 'Y': 0.3504984974861145, 'Z': -0.15719564259052277}, {'X': 0.7512900233268738, 'Y': 0.26973506808280945, 'Z': -0.19495238363742828}, {'X': 0.7819342613220215, 'Y': 0.6158033609390259, 'Z': -0.08993608504533768}, {'X': 0.7986885905265808, 'Y': 0.532442569732666, 'Z': -0.12300668656826019}, {'X': 0.8090493679046631, 'Y': 0.4711955189704895, 'Z': -0.15104475617408752}, {'X': 0.8167391419410706, 'Y': 0.4075962007045746, 'Z': -0.17767611145973206}]
