[{'X': 0.8267250657081604, 'Y': 0.7052934169769287, 'Z': -0.00012427310866769403}, {'X': 0.7329586744308472, 'Y': 0.6775648593902588, 'Z': -0.027569176629185677}, {'X': 0.6655638217926025, 'Y': 0.5783815979957581, 'Z': -0.030337588861584663}, {'X': 0.6342589855194092, 'Y': 0.4825860857963562, 'Z': -0.04360217601060867}, {'X': 0.6044999957084656, 'Y': 0.41764944791793823, 'Z': -0.053095992654561996}, {'X': 0.722561240196228, 'Y': 0.4311523139476776, 'Z': 0.02537297084927559}, {'X': 0.7092440724372864, 'Y': 0.31284099817276, 'Z': 0.024292180314660072}, {'X': 0.705674946308136, 'Y': 0.24279119074344635, 'Z': 0.01749829575419426}, {'X': 0.7055588960647583, 'Y': 0.18440572917461395, 'Z': 0.009391248226165771}, {'X': 0.775465190410614, 'Y': 0.4175185561180115, 'Z': 0.020057963207364082}, {'X': 0.7574387192726135, 'Y': 0.2860564589500427, 'Z': 0.0295424684882164}, {'X': 0.7486764192581177, 'Y': 0.20947441458702087, 'Z': 0.013855264522135258}, {'X': 0.7449168562889099, 'Y': 0.14603036642074585, 'Z': 0.0020769312977790833}, {'X': 0.8256796002388, 'Y': 0.42649564146995544, 'Z': 0.009218269027769566}, {'X': 0.8143790364265442, 'Y': 0.3064117431640625, 'Z': 0.015211310237646103}, {'X': 0.804997980594635, 'Y': 0.2357104867696762, 'Z': 0.0007293443195521832}, {'X': 0.7965101599693298, 'Y': 0.17694607377052307, 'Z': -0.015484551899135113}, {'X': 0.8767464756965637, 'Y': 0.45464447140693665, 'Z': -0.006506354082375765}, {'X': 0.8762586116790771, 'Y': 0.3622173070907593, 'Z': -0.011413179337978363}, {'X': 0.8703110218048096, 'Y': 0.30822286009788513, 'Z': -0.02505333535373211}, {'X': 0.8612387776374817, 'Y': 0.25836652517318726, 'Z': -0.036886151880025864}]
[{'X': 0.8267407417297363, 'Y': 0.6927310228347778, 'Z': -0.000103629550721962}, {'X': 0.7341696619987488, 'Y': 0.6620345115661621, 'Z': -0.04161420837044716}, {'X': 0.6655474901199341, 'Y': 0.5607950687408447, 'Z': -0.049922678619623184}, {'X': 0.6351060271263123, 'Y': 0.4650878310203552, 'Z': -0.06549591571092606}, {'X': 0.6098566651344299, 'Y': 0.38977834582328796, 'Z': -0.07878726720809937}, {'X': 0.7242172360420227, 'Y': 0.41580602526664734, 'Z': 0.02624388597905636}, {'X': 0.7112771272659302, 'Y': 0.2978646159172058, 'Z': 0.023245232179760933}, {'X': 0.7103776335716248, 'Y': 0.23025821149349213, 'Z': 0.007174085825681686}, {'X': 0.7154545783996582, 'Y': 0.173898383975029, 'Z': -0.009685696102678776}, {'X': 0.7778421640396118, 'Y': 0.4027007222175598, 'Z': 0.023357005789875984}, {'X': 0.7610685229301453, 'Y': 0.2752007246017456, 'Z': 0.02892496809363365}, {'X': 0.7543773651123047, 'Y': 0.2070053517818451, 'Z': 0.003979360684752464}, {'X': 0.754326581954956, 'Y': 0.15182135999202728, 'Z': -0.015372026711702347}, {'X': 0.8281351923942566, 'Y': 0.41074803471565247, 'Z': 0.0123200174421072}, {'X': 0.8216727375984192, 'Y': 0.2924811840057373, 'Z': 0.012952583841979504}, {'X': 0.8155034184455872, 'Y': 0.2264517843723297, 'Z': -0.013281897641718388}, {'X': 0.8099639415740967, 'Y': 0.17100641131401062, 'Z': -0.03750167414546013}, {'X': 0.8803392648696899, 'Y': 0.4392014741897583, 'Z': -0.004170259926468134}, {'X': 0.8905578851699829, 'Y': 0.34611982107162476, 'Z': -0.014100250788033009}, {'X': 0.8938630819320679, 'Y': 0.29304876923561096, 'Z': -0.0319594107568264}, {'X': 0.8926364183425903, 'Y': 0.24168497323989868, 'Z': -0.04681312292814255}]
[{'X': 0.8269945979118347, 'Y': 0.6846447587013245, 'Z': -0.00011413259198889136}, {'X': 0.7323088645935059, 'Y': 0.6479942202568054, 'Z': -0.03594643622636795}, {'X': 0.6654267311096191, 'Y': 0.5483503341674805, 'Z': -0.03376118093729019}, {'X': 0.6371589303016663, 'Y': 0.45099887251853943, 'Z': -0.042874764651060104}, {'X': 0.6226407289505005, 'Y': 0.37163403630256653, 'Z': -0.045060548931360245}, {'X': 0.7262880802154541, 'Y': 0.4212397038936615, 'Z': 0.0709000825881958}, {'X': 0.7146023511886597, 'Y': 0.3120790421962738, 'Z': 0.08593349903821945}, {'X': 0.7137637734413147, 'Y': 0.2470928579568863, 'Z': 0.07795754075050354}, {'X': 0.7163946628570557, 'Y': 0.19132673740386963, 'Z': 0.0622628852725029}, {'X': 0.7800064086914062, 'Y': 0.40845322608947754, 'Z': 0.06422921270132065}, {'X': 0.7621004581451416, 'Y': 0.2945251762866974, 'Z': 0.08037202060222626}, {'X': 0.7535295486450195, 'Y': 0.23110602796077728, 'Z': 0.04867802932858467}, {'X': 0.7495570778846741, 'Y': 0.17865878343582153, 'Z': 0.01615666225552559}, {'X': 0.8312383890151978, 'Y': 0.4135805070400238, 'Z': 0.04689161852002144}, {'X': 0.8222497701644897, 'Y': 0.30727291107177734, 'Z': 0.052171241492033005}, {'X': 0.8108080625534058, 'Y': 0.254830539226532, 'Z': 0.019879233092069626}, {'X': 0.7976722121238708, 'Y': 0.21733716130256653, 'Z': -0.011848784051835537}, {'X': 0.885764479637146, 'Y': 0.4356118142604828, 'Z': 0.025760721415281296}, {'X': 0.897022008895874, 'Y': 0.3478555381298065, 'Z': 0.025190845131874084}, {'X': 0.9022049903869629, 'Y': 0.2903393507003784, 'Z': 0.011640077456831932}, {'X': 0.9020231366157532, 'Y': 0.23338831961154938, 'Z': -0.0047788312658667564}]
[{'X': 0.8269945979118347, 'Y': 0.6846447587013245, 'Z': -0.00011413259198889136}, {'X': 0.7323088645935059, 'Y': 0.6479942202568054, 'Z': -0.03594643622636795}, {'X': 0.6654267311096191, 'Y': 0.5483503341674805, 'Z': -0.03376118093729019}, {'X': 0.6371589303016663, 'Y': 0.45099887251853943, 'Z': -0.042874764651060104}, {'X': 0.6226407289505005, 'Y': 0.37163403630256653, 'Z': -0.045060548931360245}, {'X': 0.7262880802154541, 'Y': 0.4212397038936615, 'Z': 0.0709000825881958}, {'X': 0.7146023511886597, 'Y': 0.3120790421962738, 'Z': 0.08593349903821945}, {'X': 0.7137637734413147, 'Y': 0.2470928579568863, 'Z': 0.07795754075050354}, {'X': 0.7163946628570557, 'Y': 0.19132673740386963, 'Z': 0.0622628852725029}, {'X': 0.7800064086914062, 'Y': 0.40845322608947754, 'Z': 0.06422921270132065}, {'X': 0.7621004581451416, 'Y': 0.2945251762866974, 'Z': 0.08037202060222626}, {'X': 0.7535295486450195, 'Y': 0.23110602796077728, 'Z': 0.04867802932858467}, {'X': 0.7495570778846741, 'Y': 0.17865878343582153, 'Z': 0.01615666225552559}, {'X': 0.8312383890151978, 'Y': 0.4135805070400238, 'Z': 0.04689161852002144}, {'X': 0.8222497701644897, 'Y': 0.30727291107177734, 'Z': 0.052171241492033005}, {'X': 0.8108080625534058, 'Y': 0.254830539226532, 'Z': 0.019879233092069626}, {'X': 0.7976722121238708, 'Y': 0.21733716130256653, 'Z': -0.011848784051835537}, {'X': 0.885764479637146, 'Y': 0.4356118142604828, 'Z': 0.025760721415281296}, {'X': 0.897022008895874, 'Y': 0.3478555381298065, 'Z': 0.025190845131874084}, {'X': 0.9022049903869629, 'Y': 0.2903393507003784, 'Z': 0.011640077456831932}, {'X': 0.9020231366157532, 'Y': 0.23338831961154938, 'Z': -0.0047788312658667564}]
[{'X': 0.8204734325408936, 'Y': 0.6611334085464478, 'Z': -0.00011712588457157835}, {'X': 0.7334714531898499, 'Y': 0.6349888443946838, 'Z': -0.041537635028362274}, {'X': 0.6680248975753784, 'Y': 0.5390474200248718, 'Z': -0.0477478951215744}, {'X': 0.6414568424224854, 'Y': 0.44573795795440674, 'Z': -0.059995658695697784}, {'X': 0.6291441321372986, 'Y': 0.36818405985832214, 'Z': -0.06479108333587646}, {'X': 0.7238423228263855, 'Y': 0.4151780903339386, 'Z': 0.033438000828027725}, {'X': 0.7139269709587097, 'Y': 0.3117263913154602, 'Z': 0.03925265744328499}, {'X': 0.7105513215065002, 'Y': 0.2444659173488617, 'Z': 0.03532955422997475}, {'X': 0.7107298374176025, 'Y': 0.1945495754480362, 'Z': 0.023875687271356583}, {'X': 0.7776392102241516, 'Y': 0.40012410283088684, 'Z': 0.027584923431277275}, {'X': 0.7636076807975769, 'Y': 0.28646034002304077, 'Z': 0.014187410473823547}, {'X': 0.7503393292427063, 'Y': 0.2392558604478836, 'Z': -0.02234419248998165}, {'X': 0.7409963607788086, 'Y': 0.2215438187122345, 'Z': -0.04898500069975853}, {'X': 0.8291825652122498, 'Y': 0.4035036563873291, 'Z': 0.012487496249377728}, {'X': 0.8269550204277039, 'Y': 0.3006145656108856, 'Z': -0.03024703450500965}, {'X': 0.8192543983459473, 'Y': 0.32428011298179626, 'Z': -0.09223248064517975}, {'X': 0.8096228241920471, 'Y': 0.3704322278499603, 'Z': -0.12995123863220215}, {'X': 0.8825506567955017, 'Y': 0.4221270978450775, 'Z': -0.0024077780544757843}, {'X': 0.890247106552124, 'Y': 0.33505430817604065, 'Z': -0.03441859409213066}, {'X': 0.885153591632843, 'Y': 0.31309831142425537, 'Z': -0.07070372253656387}, {'X': 0.8746540546417236, 'Y': 0.31852442026138306, 'Z': -0.0993770956993103}]
[{'X': 0.8143631815910339, 'Y': 0.6470191478729248, 'Z': -0.00011531487689353526}, {'X': 0.7286485433578491, 'Y': 0.6202903389930725, 'Z': -0.036204271018505096}, {'X': 0.6653624773025513, 'Y': 0.5269038081169128, 'Z': -0.03459618240594864}, {'X': 0.6389538049697876, 'Y': 0.43703776597976685, 'Z': -0.03480542078614235}, {'X': 0.635665237903595, 'Y': 0.36380040645599365, 'Z': -0.026275942102074623}, {'X': 0.7231491208076477, 'Y': 0.4051097333431244, 'Z': 0.05282969772815704}, {'X': 0.7144525647163391, 'Y': 0.2985718846321106, 'Z': 0.048520442098379135}, {'X': 0.7150017023086548, 'Y': 0.22988857328891754, 'Z': 0.03162715584039688}, {'X': 0.7199966907501221, 'Y': 0.17755740880966187, 'Z': 0.016586216166615486}, {'X': 0.7727991938591003, 'Y': 0.3937731385231018, 'Z': 0.0469566211104393}, {'X': 0.764446496963501, 'Y': 0.27539992332458496, 'Z': 0.009241113439202309}, {'X': 0.7551984190940857, 'Y': 0.27639058232307434, 'Z': -0.04636382684111595}, {'X': 0.750025749206543, 'Y': 0.3092772662639618, 'Z': -0.07151208072900772}, {'X': 0.8210494518280029, 'Y': 0.3978368639945984, 'Z': 0.03148878365755081}, {'X': 0.8197379112243652, 'Y': 0.2965989112854004, 'Z': -0.02653987891972065}, {'X': 0.8129231929779053, 'Y': 0.3356461524963379, 'Z': -0.08929495513439178}, {'X': 0.8059786558151245, 'Y': 0.398137629032135, 'Z': -0.11431974172592163}, {'X': 0.8717618584632874, 'Y': 0.41653209924697876, 'Z': 0.015135787427425385}, {'X': 0.8746439218521118, 'Y': 0.3280697762966156, 'Z': -0.029750406742095947}, {'X': 0.8665235042572021, 'Y': 0.33439525961875916, 'Z': -0.06861089169979095}, {'X': 0.8600552082061768, 'Y': 0.3714319169521332, 'Z': -0.08733314275741577}]
[{'X': 0.8094402551651001, 'Y': 0.635237455368042, 'Z': -0.00013026852684561163}, {'X': 0.721687376499176, 'Y': 0.6062391996383667, 'Z': -0.03180795907974243}, {'X': 0.6613810658454895, 'Y': 0.5174400210380554, 'Z': -0.02738795429468155}, {'X': 0.6370139718055725, 'Y': 0.4302666187286377, 'Z': -0.02526983991265297}, {'X': 0.6351733803749084, 'Y': 0.35681912302970886, 'Z': -0.011856701225042343}, {'X': 0.7225480675697327, 'Y': 0.3928298056125641, 'Z': 0.06444593518972397}, {'X': 0.71616131067276, 'Y': 0.28654664754867554, 'Z': 0.07164190709590912}, {'X': 0.7167431712150574, 'Y': 0.2196325957775116, 'Z': 0.06294656544923782}, {'X': 0.7222208976745605, 'Y': 0.1656019538640976, 'Z': 0.052689384669065475}, {'X': 0.7696123719215393, 'Y': 0.3834851384162903, 'Z': 0.05995476618409157}, {'X': 0.7621908783912659, 'Y': 0.2658624053001404, 'Z': 0.03343727067112923}, {'X': 0.7515293955802917, 'Y': 0.2798370122909546, 'Z': -0.013256143778562546}, {'X': 0.7458659410476685, 'Y': 0.317961186170578, 'Z': -0.03395353630185127}, {'X': 0.8159935474395752, 'Y': 0.38738495111465454, 'Z': 0.046007245779037476}, {'X': 0.8122657537460327, 'Y': 0.29143819212913513, 'Z': -0.0010175089119002223}, {'X': 0.8032367825508118, 'Y': 0.3358740210533142, 'Z': -0.056600864976644516}, {'X': 0.7966344356536865, 'Y': 0.39575210213661194, 'Z': -0.07682307064533234}, {'X': 0.8665152788162231, 'Y': 0.4035572409629822, 'Z': 0.031114906072616577}, {'X': 0.8630032539367676, 'Y': 0.31882593035697937, 'Z': -0.0037831298541277647}, {'X': 0.8503350019454956, 'Y': 0.3349737524986267, 'Z': -0.03398279845714569}, {'X': 0.8419742584228516, 'Y': 0.37542885541915894, 'Z': -0.04523267224431038}]
[{'X': 0.8076847195625305, 'Y': 0.6326791048049927, 'Z': -0.00014445724082179368}, {'X': 0.7180036902427673, 'Y': 0.6035759449005127, 'Z': -0.03109281323850155}, {'X': 0.6579568386077881, 'Y': 0.511743426322937, 'Z': -0.02648548223078251}, {'X': 0.6362332105636597, 'Y': 0.4244318902492523, 'Z': -0.02719731628894806}, {'X': 0.6345167756080627, 'Y': 0.35133057832717896, 'Z': -0.016543244943022728}, {'X': 0.7175768613815308, 'Y': 0.38927993178367615, 'Z': 0.06585066765546799}, {'X': 0.7148615717887878, 'Y': 0.2803035378456116, 'Z': 0.07270665466785431}, {'X': 0.7171589732170105, 'Y': 0.21287861466407776, 'Z': 0.06393033266067505}, {'X': 0.7240405082702637, 'Y': 0.16099436581134796, 'Z': 0.05463680624961853}, {'X': 0.765316367149353, 'Y': 0.3808186650276184, 'Z': 0.058668673038482666}, {'X': 0.7616522312164307, 'Y': 0.26090624928474426, 'Z': 0.03037193790078163}, {'X': 0.7503029704093933, 'Y': 0.28463098406791687, 'Z': -0.015200045891106129}, {'X': 0.7436985969543457, 'Y': 0.32875820994377136, 'Z': -0.03239809349179268}, {'X': 0.8116070032119751, 'Y': 0.38446417450904846, 'Z': 0.043042123317718506}, {'X': 0.808784008026123, 'Y': 0.2824361026287079, 'Z': -0.0004793135158251971}, {'X': 0.7978408932685852, 'Y': 0.3281410336494446, 'Z': -0.050590839236974716}, {'X': 0.7899177074432373, 'Y': 0.3861241638660431, 'Z': -0.06836577504873276}, {'X': 0.8617249727249146, 'Y': 0.3983176350593567, 'Z': 0.02556769922375679}, {'X': 0.8600446581840515, 'Y': 0.31117987632751465, 'Z': -0.005615852773189545}, {'X': 0.8477001786231995, 'Y': 0.3295549154281616, 'Z': -0.03376178443431854}, {'X': 0.8392899036407471, 'Y': 0.3696749806404114, 'Z': -0.04413047805428505}]
[{'X': 0.8047152161598206, 'Y': 0.634505033493042, 'Z': -0.00013704826415050775}, {'X': 0.71664959192276, 'Y': 0.6034991145133972, 'Z': -0.027239743620157242}, {'X': 0.6586580276489258, 'Y': 0.512014627456665, 'Z': -0.02233986370265484}, {'X': 0.6368175148963928, 'Y': 0.42339223623275757, 'Z': -0.022836480289697647}, {'X': 0.6366215348243713, 'Y': 0.35027849674224854, 'Z': -0.01163969561457634}, {'X': 0.7197664380073547, 'Y': 0.3919079303741455, 'Z': 0.07175811380147934}, {'X': 0.714912474155426, 'Y': 0.28442323207855225, 'Z': 0.08009884506464005}, {'X': 0.7165027260780334, 'Y': 0.21706435084342957, 'Z': 0.07068753987550735}, {'X': 0.7230826616287231, 'Y': 0.16180294752120972, 'Z': 0.059682030230760574}, {'X': 0.7670742869377136, 'Y': 0.3824584484100342, 'Z': 0.06412029266357422}, {'X': 0.7604013681411743, 'Y': 0.2614974081516266, 'Z': 0.03802276402711868}, {'X': 0.7471987009048462, 'Y': 0.28305789828300476, 'Z': -0.006001549307256937}, {'X': 0.7404292821884155, 'Y': 0.3261428773403168, 'Z': -0.02408790960907936}, {'X': 0.8124662041664124, 'Y': 0.3868488669395447, 'Z': 0.04714345559477806}, {'X': 0.8086705207824707, 'Y': 0.2828013002872467, 'Z': 0.0026432012673467398}, {'X': 0.7961688041687012, 'Y': 0.3275788128376007, 'Z': -0.04861165210604668}, {'X': 0.7889997363090515, 'Y': 0.386261910200119, 'Z': -0.06677277386188507}, {'X': 0.8622754812240601, 'Y': 0.40198734402656555, 'Z': 0.029787050560116768}, {'X': 0.8579533100128174, 'Y': 0.31190088391304016, 'Z': -0.0047163693234324455}, {'X': 0.843397855758667, 'Y': 0.3293028473854065, 'Z': -0.03420908376574516}, {'X': 0.8352564573287964, 'Y': 0.3709452152252197, 'Z': -0.045292071998119354}]
[{'X': 0.803566038608551, 'Y': 0.6253322958946228, 'Z': -0.0001389135286444798}, {'X': 0.7167655229568481, 'Y': 0.5954252481460571, 'Z': -0.031834863126277924}, {'X': 0.6580373048782349, 'Y': 0.5076690912246704, 'Z': -0.031112877652049065}, {'X': 0.6371918320655823, 'Y': 0.4216161370277405, 'Z': -0.0356043204665184}, {'X': 0.638748049736023, 'Y': 0.3484102785587311, 'Z': -0.028347261250019073}, {'X': 0.7177162170410156, 'Y': 0.38627585768699646, 'Z': 0.060788702219724655}, {'X': 0.7148562073707581, 'Y': 0.2796271741390228, 'Z': 0.06374797224998474}, {'X': 0.7182473540306091, 'Y': 0.21294908225536346, 'Z': 0.0533221960067749}, {'X': 0.7261364459991455, 'Y': 0.15805549919605255, 'Z': 0.044252052903175354}, {'X': 0.7647734880447388, 'Y': 0.37820184230804443, 'Z': 0.0537179671227932}, {'X': 0.7621505856513977, 'Y': 0.2594960331916809, 'Z': 0.0227617509663105}, {'X': 0.7504824995994568, 'Y': 0.28913724422454834, 'Z': -0.019826287403702736}, {'X': 0.7420330047607422, 'Y': 0.3363457918167114, 'Z': -0.03532607480883598}, {'X': 0.810185968875885, 'Y': 0.3828945457935333, 'Z': 0.037992924451828}, {'X': 0.8088364601135254, 'Y': 0.28416866064071655, 'Z': -0.009505120106041431}, {'X': 0.7973268628120422, 'Y': 0.3321104049682617, 'Z': -0.060661014169454575}, {'X': 0.7881734371185303, 'Y': 0.3902707099914551, 'Z': -0.07712280005216599}, {'X': 0.8600291609764099, 'Y': 0.3972761631011963, 'Z': 0.020552141591906548}, {'X': 0.8576157093048096, 'Y': 0.3097226917743683, 'Z': -0.01257237046957016}, {'X': 0.8440198302268982, 'Y': 0.32993900775909424, 'Z': -0.04061286896467209}, {'X': 0.8344407677650452, 'Y': 0.37134477496147156, 'Z': -0.04922616854310036}]
[{'X': 0.8046213984489441, 'Y': 0.622419536113739, 'Z': -0.00014813868619967252}, {'X': 0.7163481712341309, 'Y': 0.5916801691055298, 'Z': -0.024348463863134384}, {'X': 0.6582249999046326, 'Y': 0.5043014287948608, 'Z': -0.017638660967350006}, {'X': 0.6371958255767822, 'Y': 0.41855961084365845, 'Z': -0.01674625650048256}, {'X': 0.6395252346992493, 'Y': 0.3474072217941284, 'Z': -0.0031276075169444084}, {'X': 0.7208932042121887, 'Y': 0.38521406054496765, 'Z': 0.07382722944021225}, {'X': 0.7189048528671265, 'Y': 0.27612894773483276, 'Z': 0.07977941632270813}, {'X': 0.7220088839530945, 'Y': 0.20895959436893463, 'Z': 0.06977098435163498}, {'X': 0.7297341823577881, 'Y': 0.1546635776758194, 'Z': 0.06030231714248657}, {'X': 0.7669590711593628, 'Y': 0.37528830766677856, 'Z': 0.06467282027006149}, {'X': 0.7624360918998718, 'Y': 0.2560610771179199, 'Z': 0.03718583658337593}, {'X': 0.7491025328636169, 'Y': 0.28609228134155273, 'Z': -0.003164388006553054}, {'X': 0.7408357858657837, 'Y': 0.3332119882106781, 'Z': -0.01778743416070938}, {'X': 0.8112398982048035, 'Y': 0.378665953874588, 'Z': 0.04663645103573799}, {'X': 0.8085508346557617, 'Y': 0.2799004912376404, 'Z': 0.0010313700186088681}, {'X': 0.7972667217254639, 'Y': 0.32866957783699036, 'Z': -0.047182597219944}, {'X': 0.7899715900421143, 'Y': 0.38605958223342896, 'Z': -0.061929039657115936}, {'X': 0.8599252700805664, 'Y': 0.39227020740509033, 'Z': 0.027784205973148346}, {'X': 0.8573713898658752, 'Y': 0.30478715896606445, 'Z': -0.00466851657256484}, {'X': 0.8446469902992249, 'Y': 0.3276025950908661, 'Z': -0.02966124564409256}, {'X': 0.8371047973632812, 'Y': 0.3705534040927887, 'Z': -0.035734862089157104}]
[{'X': 0.8021754026412964, 'Y': 0.6217138171195984, 'Z': -0.00013902131468057632}, {'X': 0.7163878083229065, 'Y': 0.5933268070220947, 'Z': -0.029461003839969635}, {'X': 0.6585376858711243, 'Y': 0.5066792368888855, 'Z': -0.02603888139128685}, {'X': 0.6381815075874329, 'Y': 0.42046546936035156, 'Z': -0.027967777103185654}, {'X': 0.6411035656929016, 'Y': 0.3477964699268341, 'Z': -0.01870744302868843}, {'X': 0.7206820249557495, 'Y': 0.3859696388244629, 'Z': 0.07002987712621689}, {'X': 0.7181504964828491, 'Y': 0.27833589911460876, 'Z': 0.07625994086265564}, {'X': 0.7217366695404053, 'Y': 0.21082311868667603, 'Z': 0.06721523404121399}, {'X': 0.7296537160873413, 'Y': 0.15634794533252716, 'Z': 0.05771356821060181}, {'X': 0.7668799161911011, 'Y': 0.37629595398902893, 'Z': 0.06308463215827942}, {'X': 0.7619032859802246, 'Y': 0.25649547576904297, 'Z': 0.034002479165792465}, {'X': 0.7494778633117676, 'Y': 0.2820909917354584, 'Z': -0.008253194391727448}, {'X': 0.7413022518157959, 'Y': 0.32801318168640137, 'Z': -0.02423088438808918}, {'X': 0.8112876415252686, 'Y': 0.3795464038848877, 'Z': 0.047354597598314285}, {'X': 0.8093925714492798, 'Y': 0.28000324964523315, 'Z': 0.0012701041996479034}, {'X': 0.7981937527656555, 'Y': 0.32615649700164795, 'Z': -0.049201853573322296}, {'X': 0.7902942895889282, 'Y': 0.38423845171928406, 'Z': -0.06565340608358383}, {'X': 0.8598559498786926, 'Y': 0.392123281955719, 'Z': 0.03032403253018856}, {'X': 0.8594557642936707, 'Y': 0.3040214776992798, 'Z': -0.0026612374931573868}, {'X': 0.8475533723831177, 'Y': 0.32217738032341003, 'Z': -0.029201367869973183}, {'X': 0.840084969997406, 'Y': 0.36360591650009155, 'Z': -0.03754556551575661}]
[{'X': 0.7975612878799438, 'Y': 0.6225954294204712, 'Z': -0.00013955580652691424}, {'X': 0.7160499691963196, 'Y': 0.5935997366905212, 'Z': -0.023305868729948997}, {'X': 0.6573811769485474, 'Y': 0.505323052406311, 'Z': -0.017799001187086105}, {'X': 0.6375812292098999, 'Y': 0.4184233248233795, 'Z': -0.018344400450587273}, {'X': 0.6430376768112183, 'Y': 0.3506787121295929, 'Z': -0.007362837437540293}, {'X': 0.7200523018836975, 'Y': 0.3804734945297241, 'Z': 0.07215814292430878}, {'X': 0.7177106738090515, 'Y': 0.27370762825012207, 'Z': 0.07759249210357666}, {'X': 0.7193301320075989, 'Y': 0.20662382245063782, 'Z': 0.07111947238445282}, {'X': 0.7251125574111938, 'Y': 0.15146099030971527, 'Z': 0.061600081622600555}, {'X': 0.7658675312995911, 'Y': 0.3719096779823303, 'Z': 0.06051908805966377}, {'X': 0.7590715289115906, 'Y': 0.2518279254436493, 'Z': 0.02909318171441555}, {'X': 0.7443426847457886, 'Y': 0.2699415385723114, 'Z': -0.014671207405626774}, {'X': 0.7363150119781494, 'Y': 0.31255483627319336, 'Z': -0.036093417555093765}, {'X': 0.8106529712677002, 'Y': 0.37769362330436707, 'Z': 0.03984731063246727}, {'X': 0.8076221346855164, 'Y': 0.28076672554016113, 'Z': -0.01174052245914936}, {'X': 0.7932592630386353, 'Y': 0.3291398882865906, 'Z': -0.0665314644575119}, {'X': 0.7843371033668518, 'Y': 0.3906906843185425, 'Z': -0.0866740494966507}, {'X': 0.8601280450820923, 'Y': 0.39459025859832764, 'Z': 0.019197886809706688}, {'X': 0.8574081659317017, 'Y': 0.30660170316696167, 'Z': -0.01800435036420822}, {'X': 0.843629777431488, 'Y': 0.3257313072681427, 'Z': -0.04606135934591293}, {'X': 0.8364374041557312, 'Y': 0.3696281611919403, 'Z': -0.05640045180916786}]
[{'X': 0.7964391112327576, 'Y': 0.6179440021514893, 'Z': -0.0001368180674035102}, {'X': 0.7124844789505005, 'Y': 0.5885199308395386, 'Z': -0.011562462896108627}, {'X': 0.6548264026641846, 'Y': 0.5015091300010681, 'Z': -0.0002580391592346132}, {'X': 0.6351168751716614, 'Y': 0.41399848461151123, 'Z': 0.004215828143060207}, {'X': 0.6434415578842163, 'Y': 0.34467485547065735, 'Z': 0.021428966894745827}, {'X': 0.7197566032409668, 'Y': 0.38000252842903137, 'Z': 0.08762779831886292}, {'X': 0.7203370928764343, 'Y': 0.2716413736343384, 'Z': 0.10768996924161911}, {'X': 0.7235737442970276, 'Y': 0.20656143128871918, 'Z': 0.1119351014494896}, {'X': 0.7301310300827026, 'Y': 0.1544204205274582, 'Z': 0.10879283398389816}, {'X': 0.7645469903945923, 'Y': 0.3696567118167877, 'Z': 0.0713692456483841}, {'X': 0.7573198676109314, 'Y': 0.24789389967918396, 'Z': 0.0550408773124218}, {'X': 0.7444508075714111, 'Y': 0.26275330781936646, 'Z': 0.019639717414975166}, {'X': 0.7387727499008179, 'Y': 0.3037099242210388, 'Z': 0.00015415959933307022}, {'X': 0.8085596561431885, 'Y': 0.37329939007759094, 'Z': 0.04709163308143616}, {'X': 0.8027300238609314, 'Y': 0.2823575437068939, 'Z': 0.003835792653262615}, {'X': 0.7885699272155762, 'Y': 0.336511492729187, 'Z': -0.0510585755109787}, {'X': 0.7809783220291138, 'Y': 0.40181753039360046, 'Z': -0.07390142977237701}, {'X': 0.8584309816360474, 'Y': 0.3883216977119446, 'Z': 0.024824053049087524}, {'X': 0.852075457572937, 'Y': 0.29994913935661316, 'Z': -0.0036852904595434666}, {'X': 0.8358131647109985, 'Y': 0.31902942061424255, 'Z': -0.025175221264362335}, {'X': 0.8277124762535095, 'Y': 0.36203649640083313, 'Z': -0.03250974416732788}]
