[{'X': 0.7332475781440735, 'Y': 0.9107006788253784, 'Z': -9.005687752505764e-05}, {'X': 0.6226993203163147, 'Y': 0.8538209199905396, 'Z': -0.012506100349128246}, {'X': 0.5624326467514038, 'Y': 0.7096803188323975, 'Z': -0.006485363468527794}, {'X': 0.5396662354469299, 'Y': 0.5864019393920898, 'Z': -0.015853174030780792}, {'X': 0.5241003036499023, 'Y': 0.49218249320983887, 'Z': -0.016862735152244568}, {'X': 0.642071008682251, 'Y': 0.5624786019325256, 'Z': 0.07647516578435898}, {'X': 0.6275379061698914, 'Y': 0.4285430312156677, 'Z': 0.08547528833150864}, {'X': 0.6179711818695068, 'Y': 0.3486407995223999, 'Z': 0.088619165122509}, {'X': 0.6126251816749573, 'Y': 0.2848774194717407, 'Z': 0.08581161499023438}, {'X': 0.7039154171943665, 'Y': 0.5507601499557495, 'Z': 0.05507955327630043}, {'X': 0.6936002373695374, 'Y': 0.3956315517425537, 'Z': 0.080656498670578}, {'X': 0.6799439787864685, 'Y': 0.30976593494415283, 'Z': 0.07398828864097595}, {'X': 0.673812747001648, 'Y': 0.24040082097053528, 'Z': 0.06786175072193146}, {'X': 0.7588242292404175, 'Y': 0.5619713664054871, 'Z': 0.02371983230113983}, {'X': 0.7630460262298584, 'Y': 0.4157400131225586, 'Z': 0.034229837357997894}, {'X': 0.7592333555221558, 'Y': 0.32669681310653687, 'Z': 0.026885904371738434}, {'X': 0.7565290927886963, 'Y': 0.2492372691631317, 'Z': 0.00879931915551424}, {'X': 0.812600314617157, 'Y': 0.5939332842826843, 'Z': -0.010534599423408508}, {'X': 0.8149727582931519, 'Y': 0.4726032018661499, 'Z': -0.0191503893584013}, {'X': 0.8135004043579102, 'Y': 0.40039384365081787, 'Z': -0.03124758042395115}, {'X': 0.8113468289375305, 'Y': 0.3269958794116974, 'Z': -0.04164933040738106}]
[{'X': 0.726870059967041, 'Y': 0.9087637662887573, 'Z': -0.00012304635311011225}, {'X': 0.6181406378746033, 'Y': 0.8394393920898438, 'Z': 0.001800244441255927}, {'X': 0.5679120421409607, 'Y': 0.7034569382667542, 'Z': 0.013645193539559841}, {'X': 0.5513913631439209, 'Y': 0.5890957117080688, 'Z': 0.012287666089832783}, {'X': 0.5388647317886353, 'Y': 0.4992601275444031, 'Z': 0.010513147339224815}, {'X': 0.6478700041770935, 'Y': 0.5827779769897461, 'Z': 0.0939926877617836}, {'X': 0.6176522970199585, 'Y': 0.47549277544021606, 'Z': 0.09438642114400864}, {'X': 0.5937936902046204, 'Y': 0.417755663394928, 'Z': 0.07187879830598831}, {'X': 0.5777429938316345, 'Y': 0.37756139039993286, 'Z': 0.04997013509273529}, {'X': 0.7092218399047852, 'Y': 0.5691409707069397, 'Z': 0.07007983326911926}, {'X': 0.700120210647583, 'Y': 0.4186788499355316, 'Z': 0.09030092507600784}, {'X': 0.6899468898773193, 'Y': 0.32663100957870483, 'Z': 0.0701097622513771}, {'X': 0.6832863092422485, 'Y': 0.2572743594646454, 'Z': 0.05020703002810478}, {'X': 0.7658795118331909, 'Y': 0.5812463164329529, 'Z': 0.03481988236308098}, {'X': 0.7720574140548706, 'Y': 0.43514132499694824, 'Z': 0.04549027606844902}, {'X': 0.7687314748764038, 'Y': 0.34689003229141235, 'Z': 0.030748067423701286}, {'X': 0.7628843188285828, 'Y': 0.27422869205474854, 'Z': 0.012124587781727314}, {'X': 0.8202389478683472, 'Y': 0.6122455596923828, 'Z': -0.0015346326399594545}, {'X': 0.8250588178634644, 'Y': 0.491973340511322, 'Z': -0.011505983769893646}, {'X': 0.8220510482788086, 'Y': 0.41768166422843933, 'Z': -0.02650742419064045}, {'X': 0.8153488039970398, 'Y': 0.34684866666793823, 'Z': -0.03974612057209015}]
[{'X': 0.7120330333709717, 'Y': 0.8961408138275146, 'Z': -0.00014311943959910423}, {'X': 0.6267979741096497, 'Y': 0.8390623331069946, 'Z': -0.01696932129561901}, {'X': 0.5746021270751953, 'Y': 0.7023162245750427, 'Z': -0.030878035351634026}, {'X': 0.551715075969696, 'Y': 0.5976696610450745, 'Z': -0.05667512118816376}, {'X': 0.5590680241584778, 'Y': 0.5138818621635437, 'Z': -0.07604140043258667}, {'X': 0.6517422795295715, 'Y': 0.5881149768829346, 'Z': 0.02976778894662857}, {'X': 0.6197035312652588, 'Y': 0.5108912587165833, 'Z': -0.011778642423450947}, {'X': 0.6023440361022949, 'Y': 0.5666272044181824, 'Z': -0.054432354867458344}, {'X': 0.6031029224395752, 'Y': 0.6224438548088074, 'Z': -0.07498963177204132}, {'X': 0.7073443531990051, 'Y': 0.569942831993103, 'Z': 0.006566043011844158}, {'X': 0.6958895921707153, 'Y': 0.4245169758796692, 'Z': 0.013295159675180912}, {'X': 0.684538722038269, 'Y': 0.3374466896057129, 'Z': 0.002840842353180051}, {'X': 0.6754525303840637, 'Y': 0.2701074779033661, 'Z': -0.003037962829694152}, {'X': 0.762920081615448, 'Y': 0.5827499032020569, 'Z': -0.02438053861260414}, {'X': 0.7720180153846741, 'Y': 0.43158525228500366, 'Z': -0.025859657675027847}, {'X': 0.7664665579795837, 'Y': 0.3485070466995239, 'Z': -0.023416170850396156}, {'X': 0.7596889138221741, 'Y': 0.2771497964859009, 'Z': -0.01906421408057213}, {'X': 0.8157017230987549, 'Y': 0.6231376528739929, 'Z': -0.06302991509437561}, {'X': 0.8282315731048584, 'Y': 0.505567729473114, 'Z': -0.07331030815839767}, {'X': 0.8221505880355835, 'Y': 0.43976742029190063, 'Z': -0.07157780230045319}, {'X': 0.8122624754905701, 'Y': 0.3753048777580261, 'Z': -0.06830625236034393}]
[{'X': 0.7151718139648438, 'Y': 0.8872075080871582, 'Z': -0.0002002689871005714}, {'X': 0.6281656622886658, 'Y': 0.8306529521942139, 'Z': -0.02439795434474945}, {'X': 0.5746493339538574, 'Y': 0.6952805519104004, 'Z': -0.03246462717652321}, {'X': 0.5512079000473022, 'Y': 0.5913583040237427, 'Z': -0.04990756884217262}, {'X': 0.5554502010345459, 'Y': 0.5097929835319519, 'Z': -0.06214996799826622}, {'X': 0.6573212146759033, 'Y': 0.5903864502906799, 'Z': 0.022700153291225433}, {'X': 0.6259344816207886, 'Y': 0.51690673828125, 'Z': -0.01771199144423008}, {'X': 0.6088017821311951, 'Y': 0.5785909295082092, 'Z': -0.05996011570096016}, {'X': 0.6098836660385132, 'Y': 0.6373071074485779, 'Z': -0.08110103756189346}, {'X': 0.709878146648407, 'Y': 0.5720730423927307, 'Z': 0.007167981471866369}, {'X': 0.6932985782623291, 'Y': 0.43425941467285156, 'Z': 0.012694334611296654}, {'X': 0.6769471764564514, 'Y': 0.35013383626937866, 'Z': 4.2258776375092566e-05}, {'X': 0.6636993288993835, 'Y': 0.28336039185523987, 'Z': -0.009518461301922798}, {'X': 0.7636263370513916, 'Y': 0.5836278796195984, 'Z': -0.016767363995313644}, {'X': 0.7709726691246033, 'Y': 0.43828922510147095, 'Z': -0.016915949061512947}, {'X': 0.7653908729553223, 'Y': 0.35381269454956055, 'Z': -0.014089762233197689}, {'X': 0.7590292692184448, 'Y': 0.28232961893081665, 'Z': -0.011720077134668827}, {'X': 0.8148790597915649, 'Y': 0.6213316917419434, 'Z': -0.049185216426849365}, {'X': 0.8258739709854126, 'Y': 0.5091752409934998, 'Z': -0.0607481524348259}, {'X': 0.8195048570632935, 'Y': 0.4439951181411743, 'Z': -0.05870812386274338}, {'X': 0.8097923994064331, 'Y': 0.37896400690078735, 'Z': -0.05571628734469414}]
[{'X': 0.7106480598449707, 'Y': 0.8969109058380127, 'Z': -0.00012129406241001561}, {'X': 0.6308261156082153, 'Y': 0.8340299129486084, 'Z': -0.008039873093366623}, {'X': 0.5859481692314148, 'Y': 0.6965844631195068, 'Z': -0.010534488596022129}, {'X': 0.566897988319397, 'Y': 0.5950086712837219, 'Z': -0.026627253741025925}, {'X': 0.5666767358779907, 'Y': 0.5101310014724731, 'Z': -0.0430137999355793}, {'X': 0.6648775339126587, 'Y': 0.6029891967773438, 'Z': 0.04907309263944626}, {'X': 0.6328230500221252, 'Y': 0.5306859612464905, 'Z': 0.0036630122922360897}, {'X': 0.6140745878219604, 'Y': 0.5967259407043457, 'Z': -0.042500291019678116}, {'X': 0.6151163578033447, 'Y': 0.6540078520774841, 'Z': -0.06405378133058548}, {'X': 0.7114678621292114, 'Y': 0.5858348608016968, 'Z': 0.02416885271668434}, {'X': 0.6890400648117065, 'Y': 0.45265570282936096, 'Z': 0.029865466058254242}, {'X': 0.6681374907493591, 'Y': 0.37451785802841187, 'Z': 0.0161479152739048}, {'X': 0.6529833674430847, 'Y': 0.3102717995643616, 'Z': 0.007266804110258818}, {'X': 0.7604953646659851, 'Y': 0.5957302451133728, 'Z': -0.009005286730825901}, {'X': 0.7619709372520447, 'Y': 0.45012205839157104, 'Z': -0.008281078189611435}, {'X': 0.7522620558738708, 'Y': 0.36960381269454956, 'Z': -0.011877993121743202}, {'X': 0.7433199882507324, 'Y': 0.298087477684021, 'Z': -0.013144748285412788}, {'X': 0.8092656135559082, 'Y': 0.6302513480186462, 'Z': -0.04843512922525406}, {'X': 0.8182039260864258, 'Y': 0.5172562599182129, 'Z': -0.05461667850613594}, {'X': 0.8101617097854614, 'Y': 0.4539143443107605, 'Z': -0.05233696848154068}, {'X': 0.7996805906295776, 'Y': 0.3874536454677582, 'Z': -0.04947006329894066}]
[{'X': 0.7118672132492065, 'Y': 0.8908047676086426, 'Z': -0.00015406051534228027}, {'X': 0.6340911388397217, 'Y': 0.8325300216674805, 'Z': -0.014972630888223648}, {'X': 0.5872929096221924, 'Y': 0.6989442110061646, 'Z': -0.020155813544988632}, {'X': 0.5682002305984497, 'Y': 0.5989819765090942, 'Z': -0.03715548291802406}, {'X': 0.5668200254440308, 'Y': 0.5195170640945435, 'Z': -0.05090140178799629}, {'X': 0.6595504283905029, 'Y': 0.6046010255813599, 'Z': 0.034177619963884354}, {'X': 0.6278006434440613, 'Y': 0.5309560298919678, 'Z': -0.01331255678087473}, {'X': 0.6143758296966553, 'Y': 0.5970435738563538, 'Z': -0.05639943853020668}, {'X': 0.6172975897789001, 'Y': 0.6531229615211487, 'Z': -0.07719441503286362}, {'X': 0.707451343536377, 'Y': 0.5880382657051086, 'Z': 0.011450234800577164}, {'X': 0.6855403780937195, 'Y': 0.4511924386024475, 'Z': 0.013914608396589756}, {'X': 0.666548490524292, 'Y': 0.37672895193099976, 'Z': -0.0012666787952184677}, {'X': 0.6500411033630371, 'Y': 0.31679946184158325, 'Z': -0.01184743084013462}, {'X': 0.7574957609176636, 'Y': 0.5958926677703857, 'Z': -0.01831233687698841}, {'X': 0.7588599920272827, 'Y': 0.453154981136322, 'Z': -0.019582262262701988}, {'X': 0.7494405508041382, 'Y': 0.3771454095840454, 'Z': -0.020647717639803886}, {'X': 0.737697422504425, 'Y': 0.31003719568252563, 'Z': -0.02071390114724636}, {'X': 0.8071737289428711, 'Y': 0.6267087459564209, 'Z': -0.05475587770342827}, {'X': 0.814825713634491, 'Y': 0.5165746808052063, 'Z': -0.059497810900211334}, {'X': 0.8071136474609375, 'Y': 0.4568158984184265, 'Z': -0.054444216191768646}, {'X': 0.7950361371040344, 'Y': 0.39198967814445496, 'Z': -0.04828396439552307}]
[{'X': 0.7193856239318848, 'Y': 0.9041342735290527, 'Z': -7.335125701501966e-05}, {'X': 0.6357060074806213, 'Y': 0.8441838622093201, 'Z': -0.010047336108982563}, {'X': 0.5888570547103882, 'Y': 0.7129439115524292, 'Z': -0.01572580635547638}, {'X': 0.5671857595443726, 'Y': 0.6088122725486755, 'Z': -0.032907482236623764}, {'X': 0.5661205649375916, 'Y': 0.5240902304649353, 'Z': -0.0455140694975853}, {'X': 0.654910147190094, 'Y': 0.6094223260879517, 'Z': 0.04518182948231697}, {'X': 0.6281453967094421, 'Y': 0.5374137163162231, 'Z': 0.0016746941255405545}, {'X': 0.6174343824386597, 'Y': 0.5982282757759094, 'Z': -0.04643712565302849}, {'X': 0.6218535900115967, 'Y': 0.648754358291626, 'Z': -0.07070943713188171}, {'X': 0.7018035054206848, 'Y': 0.5901492834091187, 'Z': 0.023735832422971725}, {'X': 0.6814154386520386, 'Y': 0.45698651671409607, 'Z': 0.034082408994436264}, {'X': 0.6614665389060974, 'Y': 0.3932586908340454, 'Z': 0.024248503148555756}, {'X': 0.6440994739532471, 'Y': 0.3416799306869507, 'Z': 0.01851697266101837}, {'X': 0.7505984902381897, 'Y': 0.5944792628288269, 'Z': -0.005117651540786028}, {'X': 0.7483066320419312, 'Y': 0.4522855281829834, 'Z': -0.0011655634734779596}, {'X': 0.7356615662574768, 'Y': 0.3798809051513672, 'Z': -0.000736858113668859}, {'X': 0.7200309038162231, 'Y': 0.3164205849170685, 'Z': 0.0003782816347666085}, {'X': 0.8003837466239929, 'Y': 0.6221806406974792, 'Z': -0.03957390785217285}, {'X': 0.8060976266860962, 'Y': 0.5106444358825684, 'Z': -0.038437847048044205}, {'X': 0.7987766861915588, 'Y': 0.4511549770832062, 'Z': -0.02857382968068123}, {'X': 0.7856863141059875, 'Y': 0.38604500889778137, 'Z': -0.019727613776922226}]
[{'X': 0.7131693363189697, 'Y': 0.8927710056304932, 'Z': -0.00015472783707082272}, {'X': 0.635262668132782, 'Y': 0.8382413983345032, 'Z': -0.0038620722480118275}, {'X': 0.58709317445755, 'Y': 0.7090898752212524, 'Z': -0.007355068810284138}, {'X': 0.5669400095939636, 'Y': 0.6081559062004089, 'Z': -0.02456413209438324}, {'X': 0.5685033798217773, 'Y': 0.5262517333030701, 'Z': -0.04010523110628128}, {'X': 0.6594818234443665, 'Y': 0.611583411693573, 'Z': 0.05160756781697273}, {'X': 0.6309412717819214, 'Y': 0.5365238189697266, 'Z': 0.009756653569638729}, {'X': 0.6175822615623474, 'Y': 0.5941216349601746, 'Z': -0.035461973398923874}, {'X': 0.6199158430099487, 'Y': 0.6452795267105103, 'Z': -0.05724698677659035}, {'X': 0.7054011821746826, 'Y': 0.5925981402397156, 'Z': 0.026543939486145973}, {'X': 0.6855934262275696, 'Y': 0.4598979949951172, 'Z': 0.034829456359148026}, {'X': 0.6665776371955872, 'Y': 0.3907674551010132, 'Z': 0.021632544696331024}, {'X': 0.6510428786277771, 'Y': 0.3328097462654114, 'Z': 0.012788568623363972}, {'X': 0.7543193101882935, 'Y': 0.5977671146392822, 'Z': -0.006711524445563555}, {'X': 0.7531833648681641, 'Y': 0.4549075663089752, 'Z': -0.0037270993925631046}, {'X': 0.7405166029930115, 'Y': 0.3804032802581787, 'Z': -0.005914604756981134}, {'X': 0.7269775867462158, 'Y': 0.3143898844718933, 'Z': -0.007115828804671764}, {'X': 0.8039236664772034, 'Y': 0.6273261308670044, 'Z': -0.04432181641459465}, {'X': 0.8069989681243896, 'Y': 0.5106823444366455, 'Z': -0.04356611892580986}, {'X': 0.7970472574234009, 'Y': 0.44868823885917664, 'Z': -0.036167241632938385}, {'X': 0.7834271788597107, 'Y': 0.38481318950653076, 'Z': -0.03066844865679741}]
[{'X': 0.7183613181114197, 'Y': 0.9067171812057495, 'Z': -9.116842556977645e-05}, {'X': 0.6342822909355164, 'Y': 0.8429271578788757, 'Z': -0.0039055868983268738}, {'X': 0.5877041816711426, 'Y': 0.7115539312362671, 'Z': -0.006500827148556709}, {'X': 0.5661200881004333, 'Y': 0.6087751984596252, 'Z': -0.022268449887633324}, {'X': 0.5650032162666321, 'Y': 0.5244860649108887, 'Z': -0.03510688245296478}, {'X': 0.6575844883918762, 'Y': 0.611704409122467, 'Z': 0.05824332311749458}, {'X': 0.6296980977058411, 'Y': 0.5416907072067261, 'Z': 0.015359637327492237}, {'X': 0.6162790060043335, 'Y': 0.6023176908493042, 'Z': -0.03331950306892395}, {'X': 0.6191776990890503, 'Y': 0.6534417867660522, 'Z': -0.056666646152734756}, {'X': 0.7027217745780945, 'Y': 0.5915403366088867, 'Z': 0.033414360135793686}, {'X': 0.684350848197937, 'Y': 0.4607813358306885, 'Z': 0.04727527126669884}, {'X': 0.6637542247772217, 'Y': 0.3977918028831482, 'Z': 0.03947598114609718}, {'X': 0.6452319025993347, 'Y': 0.34798702597618103, 'Z': 0.03569439426064491}, {'X': 0.7496256232261658, 'Y': 0.5952563285827637, 'Z': 2.9267273930599913e-05}, {'X': 0.74928879737854, 'Y': 0.45320600271224976, 'Z': 0.007261774968355894}, {'X': 0.7354637980461121, 'Y': 0.38105320930480957, 'Z': 0.008231502026319504}, {'X': 0.7185917496681213, 'Y': 0.31807637214660645, 'Z': 0.009688335470855236}, {'X': 0.7975072860717773, 'Y': 0.6227489709854126, 'Z': -0.03901051729917526}, {'X': 0.8034040927886963, 'Y': 0.5088520646095276, 'Z': -0.0359894260764122}, {'X': 0.7955586910247803, 'Y': 0.44901564717292786, 'Z': -0.02540828473865986}, {'X': 0.7818980813026428, 'Y': 0.3849795460700989, 'Z': -0.016817055642604828}]
[{'X': 0.7188105583190918, 'Y': 0.9063300490379333, 'Z': -0.00010702115832827985}, {'X': 0.6388231515884399, 'Y': 0.8440656065940857, 'Z': -0.0005618399009108543}, {'X': 0.5908140540122986, 'Y': 0.7168436050415039, 'Z': -0.0034135347232222557}, {'X': 0.5669869184494019, 'Y': 0.6149130463600159, 'Z': -0.0202710572630167}, {'X': 0.5649341344833374, 'Y': 0.5319342017173767, 'Z': -0.0329284593462944}, {'X': 0.6611572504043579, 'Y': 0.6136089563369751, 'Z': 0.058854155242443085}, {'X': 0.6317766308784485, 'Y': 0.5324091911315918, 'Z': 0.013386980630457401}, {'X': 0.6165907382965088, 'Y': 0.5892301201820374, 'Z': -0.03868986666202545}, {'X': 0.6189696192741394, 'Y': 0.6378249526023865, 'Z': -0.06347861886024475}, {'X': 0.7055244445800781, 'Y': 0.5929619073867798, 'Z': 0.030942149460315704}, {'X': 0.6891244053840637, 'Y': 0.4599420726299286, 'Z': 0.0406043604016304}, {'X': 0.6671168208122253, 'Y': 0.39403462409973145, 'Z': 0.025982435792684555}, {'X': 0.6499421000480652, 'Y': 0.3401601314544678, 'Z': 0.016526715829968452}, {'X': 0.7529019117355347, 'Y': 0.59792560338974, 'Z': -0.005289680324494839}, {'X': 0.750415563583374, 'Y': 0.45520681142807007, 'Z': -0.002736690454185009}, {'X': 0.7334351539611816, 'Y': 0.3831631541252136, 'Z': -0.007770686410367489}, {'X': 0.7172876596450806, 'Y': 0.31906163692474365, 'Z': -0.011009033769369125}, {'X': 0.8007267117500305, 'Y': 0.6279236674308777, 'Z': -0.046069324016571045}, {'X': 0.8050071597099304, 'Y': 0.5140469074249268, 'Z': -0.04436920955777168}, {'X': 0.7946982979774475, 'Y': 0.45354434847831726, 'Z': -0.03684648871421814}, {'X': 0.7810372114181519, 'Y': 0.39001262187957764, 'Z': -0.03178941458463669}]
[{'X': 0.7169237732887268, 'Y': 0.9041334986686707, 'Z': -0.00010565530101303011}, {'X': 0.6361755728721619, 'Y': 0.8410778045654297, 'Z': 0.010572105646133423}, {'X': 0.5904824137687683, 'Y': 0.7151188850402832, 'Z': 0.012882541865110397}, {'X': 0.5694026350975037, 'Y': 0.6140316724777222, 'Z': -0.0014871747698634863}, {'X': 0.5702619552612305, 'Y': 0.5289454460144043, 'Z': -0.016570614650845528}, {'X': 0.6619544625282288, 'Y': 0.6118733286857605, 'Z': 0.07917921245098114}, {'X': 0.6370596885681152, 'Y': 0.5325337648391724, 'Z': 0.04221828654408455}, {'X': 0.6212269067764282, 'Y': 0.5867784023284912, 'Z': -0.008895738050341606}, {'X': 0.6224661469459534, 'Y': 0.6369469165802002, 'Z': -0.03372908756136894}, {'X': 0.7068091630935669, 'Y': 0.5890926718711853, 'Z': 0.05091443657875061}, {'X': 0.6930633187294006, 'Y': 0.46202850341796875, 'Z': 0.07314921915531158}, {'X': 0.6718209981918335, 'Y': 0.3996921181678772, 'Z': 0.06533841788768768}, {'X': 0.6541885733604431, 'Y': 0.35041308403015137, 'Z': 0.060350365936756134}, {'X': 0.7535583972930908, 'Y': 0.592171311378479, 'Z': 0.013069315813481808}, {'X': 0.7532511949539185, 'Y': 0.4532877504825592, 'Z': 0.025739828124642372}, {'X': 0.7370114326477051, 'Y': 0.3839150071144104, 'Z': 0.02745174616575241}, {'X': 0.7212526798248291, 'Y': 0.323948472738266, 'Z': 0.02780146524310112}, {'X': 0.8009105324745178, 'Y': 0.6206761002540588, 'Z': -0.02839326113462448}, {'X': 0.8040966987609863, 'Y': 0.5054529905319214, 'Z': -0.02162506803870201}, {'X': 0.793039083480835, 'Y': 0.4452509880065918, 'Z': -0.009518967941403389}, {'X': 0.7795695066452026, 'Y': 0.3850822448730469, 'Z': -0.0010047582909464836}]
[{'X': 0.7167853116989136, 'Y': 0.9058550596237183, 'Z': -8.90122028067708e-05}, {'X': 0.6366201043128967, 'Y': 0.8451724648475647, 'Z': -0.005099563393741846}, {'X': 0.5895981192588806, 'Y': 0.7153728604316711, 'Z': -0.006918482482433319}, {'X': 0.5675671100616455, 'Y': 0.6127867698669434, 'Z': -0.023241959512233734}, {'X': 0.5671972036361694, 'Y': 0.5257132649421692, 'Z': -0.03487539663910866}, {'X': 0.6600556969642639, 'Y': 0.6073285341262817, 'Z': 0.05818915367126465}, {'X': 0.6428937315940857, 'Y': 0.5242538452148438, 'Z': 0.013722606003284454}, {'X': 0.6279942989349365, 'Y': 0.5766034722328186, 'Z': -0.035962868481874466}, {'X': 0.6260086297988892, 'Y': 0.6267631649971008, 'Z': -0.06041891872882843}, {'X': 0.705108642578125, 'Y': 0.5889025330543518, 'Z': 0.031542520970106125}, {'X': 0.694986879825592, 'Y': 0.45527610182762146, 'Z': 0.03168728947639465}, {'X': 0.6699135303497314, 'Y': 0.4147167205810547, 'Z': 0.011036846786737442}, {'X': 0.6468307971954346, 'Y': 0.3986467719078064, 'Z': -0.0018613808788359165}, {'X': 0.7514100074768066, 'Y': 0.5942838788032532, 'Z': -0.0046914974227547646}, {'X': 0.7494856119155884, 'Y': 0.452805757522583, 'Z': -0.010161739774048328}, {'X': 0.7304880619049072, 'Y': 0.3843231499195099, 'Z': -0.026493174955248833}, {'X': 0.7088136672973633, 'Y': 0.3300904333591461, 'Z': -0.038544993847608566}, {'X': 0.7995155453681946, 'Y': 0.625491201877594, 'Z': -0.04441684111952782}, {'X': 0.804526686668396, 'Y': 0.5158597230911255, 'Z': -0.04292554780840874}, {'X': 0.7961767315864563, 'Y': 0.45358806848526, 'Z': -0.041151128709316254}, {'X': 0.7807903289794922, 'Y': 0.39059415459632874, 'Z': -0.04453107714653015}]
[{'X': 0.7115030288696289, 'Y': 0.8879125118255615, 'Z': -0.00014989389455877244}, {'X': 0.6333351731300354, 'Y': 0.8339142203330994, 'Z': -0.00453569833189249}, {'X': 0.5886222720146179, 'Y': 0.7020797729492188, 'Z': -0.0006734526832588017}, {'X': 0.5734984278678894, 'Y': 0.6035436391830444, 'Z': -0.011741726659238338}, {'X': 0.573089063167572, 'Y': 0.5287490487098694, 'Z': -0.015881024301052094}, {'X': 0.6518132090568542, 'Y': 0.6051051020622253, 'Z': 0.049067605286836624}, {'X': 0.6272348165512085, 'Y': 0.5279746055603027, 'Z': -0.0020934310741722584}, {'X': 0.6142053008079529, 'Y': 0.5867758989334106, 'Z': -0.04887603595852852}, {'X': 0.6162618398666382, 'Y': 0.6393181681632996, 'Z': -0.0712631419301033}, {'X': 0.6982077956199646, 'Y': 0.5849541425704956, 'Z': 0.01846197433769703}, {'X': 0.6905794739723206, 'Y': 0.4573279321193695, 'Z': 0.008830429054796696}, {'X': 0.6710213422775269, 'Y': 0.41858863830566406, 'Z': -0.011493504978716373}, {'X': 0.6541749238967896, 'Y': 0.4085685908794403, 'Z': -0.026632608845829964}, {'X': 0.7469445466995239, 'Y': 0.5910595655441284, 'Z': -0.02192697301506996}, {'X': 0.74956214427948, 'Y': 0.4558631181716919, 'Z': -0.03123399242758751}, {'X': 0.7334643006324768, 'Y': 0.3909603953361511, 'Z': -0.041828453540802}, {'X': 0.7178158760070801, 'Y': 0.3412688374519348, 'Z': -0.05106363818049431}, {'X': 0.7980309724807739, 'Y': 0.6229660511016846, 'Z': -0.066358283162117}, {'X': 0.8026924133300781, 'Y': 0.5175189971923828, 'Z': -0.07242189347743988}, {'X': 0.7903196215629578, 'Y': 0.4580160677433014, 'Z': -0.07152730226516724}, {'X': 0.7729414701461792, 'Y': 0.3949510455131531, 'Z': -0.07391855120658875}]
[{'X': 0.7129651308059692, 'Y': 0.8983798027038574, 'Z': -0.00010827804362634197}, {'X': 0.6341363787651062, 'Y': 0.8420878648757935, 'Z': -0.0004288382478989661}, {'X': 0.593501627445221, 'Y': 0.7055696249008179, 'Z': 0.005483853165060282}, {'X': 0.5858783721923828, 'Y': 0.5990175604820251, 'Z': -0.005244731903076172}, {'X': 0.5921757817268372, 'Y': 0.5192782282829285, 'Z': -0.006663368083536625}, {'X': 0.64581298828125, 'Y': 0.6033475399017334, 'Z': 0.07229278236627579}, {'X': 0.6333248019218445, 'Y': 0.5227357745170593, 'Z': 0.02469896711409092}, {'X': 0.6257637739181519, 'Y': 0.566115140914917, 'Z': -0.030364450067281723}, {'X': 0.626948893070221, 'Y': 0.6080432534217834, 'Z': -0.06057486683130264}, {'X': 0.6930935382843018, 'Y': 0.5816218852996826, 'Z': 0.043168846517801285}, {'X': 0.6912368535995483, 'Y': 0.4502177834510803, 'Z': 0.030287353321909904}, {'X': 0.6790141463279724, 'Y': 0.41559898853302, 'Z': -0.0032817672472447157}, {'X': 0.6652989387512207, 'Y': 0.4122259020805359, 'Z': -0.02472071908414364}, {'X': 0.7427138686180115, 'Y': 0.5856205821037292, 'Z': 0.000613798329140991}, {'X': 0.7443049550056458, 'Y': 0.4485540986061096, 'Z': -0.006292474921792746}, {'X': 0.7277342677116394, 'Y': 0.3880149722099304, 'Z': -0.023551199585199356}, {'X': 0.7067919969558716, 'Y': 0.342776894569397, 'Z': -0.03698646277189255}, {'X': 0.7953065633773804, 'Y': 0.6154984831809998, 'Z': -0.0438988097012043}, {'X': 0.7973082065582275, 'Y': 0.5099351406097412, 'Z': -0.04312989115715027}, {'X': 0.7886935472488403, 'Y': 0.45011624693870544, 'Z': -0.0416954904794693}, {'X': 0.7733607888221741, 'Y': 0.38516950607299805, 'Z': -0.04543961212038994}]
