[{'X': 0.6264737844467163, 'Y': 0.4624996483325958, 'Z': -8.474729838781059e-05}, {'X': 0.548051655292511, 'Y': 0.5547376275062561, 'Z': -0.005435813684016466}, {'X': 0.5359077453613281, 'Y': 0.6716993451118469, 'Z': -0.018615612760186195}, {'X': 0.5704025030136108, 'Y': 0.7544474005699158, 'Z': -0.018807416781783104}, {'X': 0.6045541167259216, 'Y': 0.8086286187171936, 'Z': -0.015659434720873833}, {'X': 0.5874805450439453, 'Y': 0.7814344763755798, 'Z': -0.10219601541757584}, {'X': 0.5900076031684875, 'Y': 0.9467908143997192, 'Z': -0.1290586292743683}, {'X': 0.5905971527099609, 'Y': 1.0317349433898926, 'Z': -0.13756467401981354}, {'X': 0.5896766781806946, 'Y': 1.082535982131958, 'Z': -0.1355307549238205}, {'X': 0.6554087400436401, 'Y': 0.7794204354286194, 'Z': -0.08828136324882507}, {'X': 0.673624575138092, 'Y': 0.9460000991821289, 'Z': -0.10548549145460129}, {'X': 0.6744343638420105, 'Y': 1.0290910005569458, 'Z': -0.098383828997612}, {'X': 0.6716216206550598, 'Y': 1.0824692249298096, 'Z': -0.09800649434328079}, {'X': 0.7122992873191833, 'Y': 0.744059681892395, 'Z': -0.06696604937314987}, {'X': 0.7005990743637085, 'Y': 0.8488377332687378, 'Z': -0.04092451184988022}, {'X': 0.6763282418251038, 'Y': 0.8070916533470154, 'Z': -0.0007391265826299787}, {'X': 0.6601828932762146, 'Y': 0.7619068026542664, 'Z': 0.013551624491810799}, {'X': 0.7548205852508545, 'Y': 0.6948691606521606, 'Z': -0.04565494880080223}, {'X': 0.7246531248092651, 'Y': 0.7814695835113525, 'Z': -0.00823952630162239}, {'X': 0.6977680921554565, 'Y': 0.7539750337600708, 'Z': 0.024647487327456474}, {'X': 0.6860918998718262, 'Y': 0.7154121994972229, 'Z': 0.04591929912567139}]
[{'X': 0.593798041343689, 'Y': 0.7219408750534058, 'Z': -2.875214886444155e-05}, {'X': 0.5252437591552734, 'Y': 0.6947834491729736, 'Z': -0.051721248775720596}, {'X': 0.4785272479057312, 'Y': 0.6364562511444092, 'Z': -0.08963850885629654}, {'X': 0.44272685050964355, 'Y': 0.5999590754508972, 'Z': -0.12908771634101868}, {'X': 0.40495765209198, 'Y': 0.5828969478607178, 'Z': -0.16710692644119263}, {'X': 0.5411991477012634, 'Y': 0.49886953830718994, 'Z': -0.06863629072904587}, {'X': 0.5246093273162842, 'Y': 0.4086773991584778, 'Z': -0.11040060967206955}, {'X': 0.513076901435852, 'Y': 0.3652806282043457, 'Z': -0.15015485882759094}, {'X': 0.5011424422264099, 'Y': 0.3306508958339691, 'Z': -0.17851252853870392}, {'X': 0.587918758392334, 'Y': 0.4950677156448364, 'Z': -0.07670468091964722}, {'X': 0.593997597694397, 'Y': 0.38809770345687866, 'Z': -0.11308213323354721}, {'X': 0.5971710681915283, 'Y': 0.3355935215950012, 'Z': -0.15453605353832245}, {'X': 0.5958321690559387, 'Y': 0.3012946844100952, 'Z': -0.18477797508239746}, {'X': 0.6287608742713928, 'Y': 0.516577422618866, 'Z': -0.09108835458755493}, {'X': 0.6461398601531982, 'Y': 0.4231892228126526, 'Z': -0.12470953166484833}, {'X': 0.6516357660293579, 'Y': 0.37326136231422424, 'Z': -0.1603689044713974}, {'X': 0.6485714912414551, 'Y': 0.3330537676811218, 'Z': -0.18876835703849792}, {'X': 0.666639506816864, 'Y': 0.556771457195282, 'Z': -0.10928216576576233}, {'X': 0.6964782476425171, 'Y': 0.4950888156890869, 'Z': -0.1428443342447281}, {'X': 0.7129799723625183, 'Y': 0.4539944529533386, 'Z': -0.16311891376972198}, {'X': 0.7206020355224609, 'Y': 0.41374456882476807, 'Z': -0.1822589933872223}]
[{'X': 0.593798041343689, 'Y': 0.7219408750534058, 'Z': -2.875214886444155e-05}, {'X': 0.5252437591552734, 'Y': 0.6947834491729736, 'Z': -0.051721248775720596}, {'X': 0.4785272479057312, 'Y': 0.6364562511444092, 'Z': -0.08963850885629654}, {'X': 0.44272685050964355, 'Y': 0.5999590754508972, 'Z': -0.12908771634101868}, {'X': 0.40495765209198, 'Y': 0.5828969478607178, 'Z': -0.16710692644119263}, {'X': 0.5411991477012634, 'Y': 0.49886953830718994, 'Z': -0.06863629072904587}, {'X': 0.5246093273162842, 'Y': 0.4086773991584778, 'Z': -0.11040060967206955}, {'X': 0.513076901435852, 'Y': 0.3652806282043457, 'Z': -0.15015485882759094}, {'X': 0.5011424422264099, 'Y': 0.3306508958339691, 'Z': -0.17851252853870392}, {'X': 0.587918758392334, 'Y': 0.4950677156448364, 'Z': -0.07670468091964722}, {'X': 0.593997597694397, 'Y': 0.38809770345687866, 'Z': -0.11308213323354721}, {'X': 0.5971710681915283, 'Y': 0.3355935215950012, 'Z': -0.15453605353832245}, {'X': 0.5958321690559387, 'Y': 0.3012946844100952, 'Z': -0.18477797508239746}, {'X': 0.6287608742713928, 'Y': 0.516577422618866, 'Z': -0.09108835458755493}, {'X': 0.6461398601531982, 'Y': 0.4231892228126526, 'Z': -0.12470953166484833}, {'X': 0.6516357660293579, 'Y': 0.37326136231422424, 'Z': -0.1603689044713974}, {'X': 0.6485714912414551, 'Y': 0.3330537676811218, 'Z': -0.18876835703849792}, {'X': 0.666639506816864, 'Y': 0.556771457195282, 'Z': -0.10928216576576233}, {'X': 0.6964782476425171, 'Y': 0.4950888156890869, 'Z': -0.1428443342447281}, {'X': 0.7129799723625183, 'Y': 0.4539944529533386, 'Z': -0.16311891376972198}, {'X': 0.7206020355224609, 'Y': 0.41374456882476807, 'Z': -0.1822589933872223}]
[{'X': 0.5635559558868408, 'Y': 0.7002074122428894, 'Z': -7.975918379088398e-06}, {'X': 0.503230094909668, 'Y': 0.6853618025779724, 'Z': -0.05844579264521599}, {'X': 0.4518318474292755, 'Y': 0.6348503828048706, 'Z': -0.09474748373031616}, {'X': 0.4156275987625122, 'Y': 0.5987303256988525, 'Z': -0.12852580845355988}, {'X': 0.37839019298553467, 'Y': 0.5820431709289551, 'Z': -0.1594192385673523}, {'X': 0.5042523741722107, 'Y': 0.5011685490608215, 'Z': -0.0759602040052414}, {'X': 0.4845530688762665, 'Y': 0.40900716185569763, 'Z': -0.11623301357030869}, {'X': 0.46716251969337463, 'Y': 0.3629380166530609, 'Z': -0.15257450938224792}, {'X': 0.45340031385421753, 'Y': 0.33156633377075195, 'Z': -0.1818830966949463}, {'X': 0.5485683679580688, 'Y': 0.4987819790840149, 'Z': -0.07563865929841995}, {'X': 0.5533997416496277, 'Y': 0.3940548598766327, 'Z': -0.11004923284053802}, {'X': 0.5558158159255981, 'Y': 0.33880797028541565, 'Z': -0.14441709220409393}, {'X': 0.5590133666992188, 'Y': 0.29654401540756226, 'Z': -0.16973190009593964}, {'X': 0.5885648131370544, 'Y': 0.5200279355049133, 'Z': -0.08164553344249725}, {'X': 0.6061173677444458, 'Y': 0.4305885136127472, 'Z': -0.11657188087701797}, {'X': 0.613824188709259, 'Y': 0.381853312253952, 'Z': -0.1443335860967636}, {'X': 0.6178696751594543, 'Y': 0.3415476083755493, 'Z': -0.16497427225112915}, {'X': 0.6255189180374146, 'Y': 0.5559385418891907, 'Z': -0.0910695269703865}, {'X': 0.6550190448760986, 'Y': 0.4948374330997467, 'Z': -0.12352359294891357}, {'X': 0.6699273586273193, 'Y': 0.45811882615089417, 'Z': -0.14138062298297882}, {'X': 0.678733766078949, 'Y': 0.4224967360496521, 'Z': -0.1531583070755005}]
[{'X': 0.5448495149612427, 'Y': 0.721260666847229, 'Z': -3.0344785045599565e-05}, {'X': 0.4842711091041565, 'Y': 0.6973726749420166, 'Z': -0.06128016486763954}, {'X': 0.4345807135105133, 'Y': 0.6400762796401978, 'Z': -0.10067666321992874}, {'X': 0.3994399309158325, 'Y': 0.601486086845398, 'Z': -0.13843777775764465}, {'X': 0.3623336851596832, 'Y': 0.5839226841926575, 'Z': -0.17348425090312958}, {'X': 0.48685482144355774, 'Y': 0.5080862641334534, 'Z': -0.07401444762945175}, {'X': 0.467149019241333, 'Y': 0.4131472706794739, 'Z': -0.10991224646568298}, {'X': 0.44951698184013367, 'Y': 0.36685407161712646, 'Z': -0.1433783322572708}, {'X': 0.43307462334632874, 'Y': 0.33359599113464355, 'Z': -0.17042072117328644}, {'X': 0.5294195413589478, 'Y': 0.5027709007263184, 'Z': -0.0721382275223732}, {'X': 0.5385229587554932, 'Y': 0.39532461762428284, 'Z': -0.10229328274726868}, {'X': 0.5412051677703857, 'Y': 0.34116676449775696, 'Z': -0.13478364050388336}, {'X': 0.5405442118644714, 'Y': 0.30190324783325195, 'Z': -0.15869462490081787}, {'X': 0.5662609934806824, 'Y': 0.5209442377090454, 'Z': -0.0764705240726471}, {'X': 0.5832927227020264, 'Y': 0.42890793085098267, 'Z': -0.10373574495315552}, {'X': 0.5891860723495483, 'Y': 0.3809416592121124, 'Z': -0.12996216118335724}, {'X': 0.5881617069244385, 'Y': 0.3421243131160736, 'Z': -0.14900784194469452}, {'X': 0.6011120080947876, 'Y': 0.5538473725318909, 'Z': -0.08514942228794098}, {'X': 0.6283624768257141, 'Y': 0.48967602849006653, 'Z': -0.11380916088819504}, {'X': 0.641913890838623, 'Y': 0.4533568024635315, 'Z': -0.12959085404872894}, {'X': 0.648661732673645, 'Y': 0.4169600009918213, 'Z': -0.14012567698955536}]
[{'X': 0.5242124199867249, 'Y': 0.7066177725791931, 'Z': -4.328888462623581e-05}, {'X': 0.4635349214076996, 'Y': 0.6884610056877136, 'Z': -0.05050564557313919}, {'X': 0.41139692068099976, 'Y': 0.6402379274368286, 'Z': -0.08255353569984436}, {'X': 0.3740144670009613, 'Y': 0.6066701412200928, 'Z': -0.11451906710863113}, {'X': 0.33618971705436707, 'Y': 0.5869912505149841, 'Z': -0.14521633088588715}, {'X': 0.4612724781036377, 'Y': 0.5067111253738403, 'Z': -0.061626676470041275}, {'X': 0.4377176761627197, 'Y': 0.4202701449394226, 'Z': -0.0961930975317955}, {'X': 0.41599738597869873, 'Y': 0.38017284870147705, 'Z': -0.13188505172729492}, {'X': 0.39618855714797974, 'Y': 0.35470449924468994, 'Z': -0.15994633734226227}, {'X': 0.5027136206626892, 'Y': 0.5004886984825134, 'Z': -0.06369563937187195}, {'X': 0.5066543817520142, 'Y': 0.3971955180168152, 'Z': -0.08817972242832184}, {'X': 0.5042141675949097, 'Y': 0.3419252634048462, 'Z': -0.11891180276870728}, {'X': 0.49903178215026855, 'Y': 0.3002367317676544, 'Z': -0.140128955245018}, {'X': 0.5398987531661987, 'Y': 0.5180504322052002, 'Z': -0.07208777964115143}, {'X': 0.5561128854751587, 'Y': 0.4292166233062744, 'Z': -0.0980759784579277}, {'X': 0.5615363121032715, 'Y': 0.3791749179363251, 'Z': -0.12474916875362396}, {'X': 0.5603250861167908, 'Y': 0.3371608257293701, 'Z': -0.14332467317581177}, {'X': 0.5760216116905212, 'Y': 0.5512336492538452, 'Z': -0.08342882245779037}, {'X': 0.6036357879638672, 'Y': 0.4876702129840851, 'Z': -0.11279818415641785}, {'X': 0.6173058152198792, 'Y': 0.4503946602344513, 'Z': -0.12910152971744537}, {'X': 0.6246715784072876, 'Y': 0.4134340286254883, 'Z': -0.1393681764602661}]
[{'X': 0.5073142647743225, 'Y': 0.7145516276359558, 'Z': -4.1535833588568494e-05}, {'X': 0.44422513246536255, 'Y': 0.6963701844215393, 'Z': -0.05566390976309776}, {'X': 0.39301005005836487, 'Y': 0.6494185924530029, 'Z': -0.09046341478824615}, {'X': 0.35502105951309204, 'Y': 0.6118122339248657, 'Z': -0.1253395676612854}, {'X': 0.3192722797393799, 'Y': 0.5929914116859436, 'Z': -0.1544012576341629}, {'X': 0.4390385150909424, 'Y': 0.5109588503837585, 'Z': -0.07055433839559555}, {'X': 0.4157174229621887, 'Y': 0.42769941687583923, 'Z': -0.10837137699127197}, {'X': 0.3991289734840393, 'Y': 0.3871317505836487, 'Z': -0.1449146270751953}, {'X': 0.38389572501182556, 'Y': 0.35768774151802063, 'Z': -0.17067715525627136}, {'X': 0.48174190521240234, 'Y': 0.49987414479255676, 'Z': -0.06882862746715546}, {'X': 0.4789528250694275, 'Y': 0.3959800899028778, 'Z': -0.09795016050338745}, {'X': 0.4772913157939911, 'Y': 0.3399655520915985, 'Z': -0.1331162303686142}, {'X': 0.47539910674095154, 'Y': 0.29838526248931885, 'Z': -0.16028501093387604}, {'X': 0.5195024013519287, 'Y': 0.5137678384780884, 'Z': -0.07307994365692139}, {'X': 0.5324088335037231, 'Y': 0.42722535133361816, 'Z': -0.10259891301393509}, {'X': 0.5400614142417908, 'Y': 0.3789284825325012, 'Z': -0.1337929368019104}, {'X': 0.5426961183547974, 'Y': 0.3391954302787781, 'Z': -0.1577288806438446}, {'X': 0.5562267899513245, 'Y': 0.5443709492683411, 'Z': -0.08154881000518799}, {'X': 0.580534040927887, 'Y': 0.48301705718040466, 'Z': -0.11022493988275528}, {'X': 0.5943543910980225, 'Y': 0.4466136693954468, 'Z': -0.12504467368125916}, {'X': 0.603437066078186, 'Y': 0.40933820605278015, 'Z': -0.13571636378765106}]
[{'X': 0.4973280429840088, 'Y': 0.707004189491272, 'Z': -1.9766070181503892e-05}, {'X': 0.43193697929382324, 'Y': 0.6998898386955261, 'Z': -0.05055976286530495}, {'X': 0.3839079439640045, 'Y': 0.6554303169250488, 'Z': -0.07742417603731155}, {'X': 0.3480180501937866, 'Y': 0.6168939471244812, 'Z': -0.10382980853319168}, {'X': 0.3103500306606293, 'Y': 0.6019505262374878, 'Z': -0.12545177340507507}, {'X': 0.4266420304775238, 'Y': 0.5180134177207947, 'Z': -0.05703291296958923}, {'X': 0.4027300179004669, 'Y': 0.4387786388397217, 'Z': -0.08436514437198639}, {'X': 0.3868504464626312, 'Y': 0.3958743214607239, 'Z': -0.11259855329990387}, {'X': 0.3738352060317993, 'Y': 0.3624168932437897, 'Z': -0.13549154996871948}, {'X': 0.46792104840278625, 'Y': 0.5042727589607239, 'Z': -0.052717212587594986}, {'X': 0.4646167755126953, 'Y': 0.4042956531047821, 'Z': -0.07231152802705765}, {'X': 0.46296536922454834, 'Y': 0.34940993785858154, 'Z': -0.10203449428081512}, {'X': 0.46237632632255554, 'Y': 0.30931705236434937, 'Z': -0.12461284548044205}, {'X': 0.5044481158256531, 'Y': 0.5137633085250854, 'Z': -0.05457255616784096}, {'X': 0.5170271396636963, 'Y': 0.4300040602684021, 'Z': -0.07764726877212524}, {'X': 0.5223061442375183, 'Y': 0.3815234899520874, 'Z': -0.10311958938837051}, {'X': 0.5249280333518982, 'Y': 0.3419415056705475, 'Z': -0.12318499386310577}, {'X': 0.5398464798927307, 'Y': 0.5401548147201538, 'Z': -0.05959686264395714}, {'X': 0.5631299614906311, 'Y': 0.48042768239974976, 'Z': -0.08589324355125427}, {'X': 0.5769160389900208, 'Y': 0.44578564167022705, 'Z': -0.09899842739105225}, {'X': 0.5871376395225525, 'Y': 0.411921888589859, 'Z': -0.10830529779195786}]
[{'X': 0.4895677864551544, 'Y': 0.7092700600624084, 'Z': -2.5803170501603745e-05}, {'X': 0.4306299686431885, 'Y': 0.6936384439468384, 'Z': -0.04285172000527382}, {'X': 0.3767429292201996, 'Y': 0.6483772993087769, 'Z': -0.0659078061580658}, {'X': 0.3370477557182312, 'Y': 0.6116121411323547, 'Z': -0.08954590559005737}, {'X': 0.29959070682525635, 'Y': 0.5964880585670471, 'Z': -0.10813650488853455}, {'X': 0.4188048839569092, 'Y': 0.514723002910614, 'Z': -0.04165831580758095}, {'X': 0.39227280020713806, 'Y': 0.4335498809814453, 'Z': -0.062399521470069885}, {'X': 0.374274343252182, 'Y': 0.39302805066108704, 'Z': -0.08351212739944458}, {'X': 0.3612757623195648, 'Y': 0.3609638810157776, 'Z': -0.10144605487585068}, {'X': 0.45694050192832947, 'Y': 0.5034031271934509, 'Z': -0.03909577801823616}, {'X': 0.452705979347229, 'Y': 0.4030835032463074, 'Z': -0.05435216799378395}, {'X': 0.447868287563324, 'Y': 0.35392284393310547, 'Z': -0.07571064680814743}, {'X': 0.4447125494480133, 'Y': 0.31486451625823975, 'Z': -0.0913749486207962}, {'X': 0.49160557985305786, 'Y': 0.5140450596809387, 'Z': -0.04290665686130524}, {'X': 0.5040205717086792, 'Y': 0.4266451299190521, 'Z': -0.06220710277557373}, {'X': 0.5104402303695679, 'Y': 0.3808910548686981, 'Z': -0.07798778265714645}, {'X': 0.5134820342063904, 'Y': 0.342579185962677, 'Z': -0.0906607136130333}, {'X': 0.5257751941680908, 'Y': 0.5409370064735413, 'Z': -0.04873298853635788}, {'X': 0.5481225848197937, 'Y': 0.47735974192619324, 'Z': -0.07314736396074295}, {'X': 0.5606787204742432, 'Y': 0.4453780949115753, 'Z': -0.08580275624990463}, {'X': 0.5701183080673218, 'Y': 0.4113505184650421, 'Z': -0.09209049493074417}]
[{'X': 0.4844343066215515, 'Y': 0.6906936168670654, 'Z': -5.03443916386459e-05}, {'X': 0.42851683497428894, 'Y': 0.6801249980926514, 'Z': -0.043310459703207016}, {'X': 0.3778896927833557, 'Y': 0.6365842819213867, 'Z': -0.06547988206148148}, {'X': 0.3422449827194214, 'Y': 0.6019160747528076, 'Z': -0.08842403441667557}, {'X': 0.30744844675064087, 'Y': 0.5885224342346191, 'Z': -0.10551965981721878}, {'X': 0.4155258238315582, 'Y': 0.5061740279197693, 'Z': -0.03310030326247215}, {'X': 0.39047616720199585, 'Y': 0.4261782467365265, 'Z': -0.049676768481731415}, {'X': 0.3727356195449829, 'Y': 0.3895309269428253, 'Z': -0.06985018402338028}, {'X': 0.3580584228038788, 'Y': 0.3642050325870514, 'Z': -0.09008510410785675}, {'X': 0.45262786746025085, 'Y': 0.49492883682250977, 'Z': -0.033624064177274704}, {'X': 0.4454280734062195, 'Y': 0.39388084411621094, 'Z': -0.04306447505950928}, {'X': 0.4383167326450348, 'Y': 0.3485872149467468, 'Z': -0.06274730712175369}, {'X': 0.43217793107032776, 'Y': 0.31452274322509766, 'Z': -0.07741344720125198}, {'X': 0.4870736300945282, 'Y': 0.5048744678497314, 'Z': -0.0421132892370224}, {'X': 0.4921012818813324, 'Y': 0.41764023900032043, 'Z': -0.05447455495595932}, {'X': 0.49294817447662354, 'Y': 0.3718700110912323, 'Z': -0.06949514895677567}, {'X': 0.4892047643661499, 'Y': 0.33299869298934937, 'Z': -0.08315418660640717}, {'X': 0.5226372480392456, 'Y': 0.531962513923645, 'Z': -0.053262293338775635}, {'X': 0.5447172522544861, 'Y': 0.4689505100250244, 'Z': -0.0732467919588089}, {'X': 0.5560263991355896, 'Y': 0.43711885809898376, 'Z': -0.08443120121955872}, {'X': 0.5618492364883423, 'Y': 0.40324997901916504, 'Z': -0.09086214005947113}]
[{'X': 0.4857228100299835, 'Y': 0.6923578381538391, 'Z': -3.071012542932294e-05}, {'X': 0.42410579323768616, 'Y': 0.679672360420227, 'Z': -0.04021000489592552}, {'X': 0.37389451265335083, 'Y': 0.6365684866905212, 'Z': -0.05967826396226883}, {'X': 0.33629485964775085, 'Y': 0.6011411547660828, 'Z': -0.08047692477703094}, {'X': 0.2992575168609619, 'Y': 0.5880782604217529, 'Z': -0.0988554134964943}, {'X': 0.4142470061779022, 'Y': 0.5075930953025818, 'Z': -0.031071139499545097}, {'X': 0.38826116919517517, 'Y': 0.43441396951675415, 'Z': -0.047778915613889694}, {'X': 0.37232446670532227, 'Y': 0.39443838596343994, 'Z': -0.07024387270212173}, {'X': 0.3597763478755951, 'Y': 0.36194244027137756, 'Z': -0.08999337255954742}, {'X': 0.45236414670944214, 'Y': 0.4948795735836029, 'Z': -0.029770217835903168}, {'X': 0.44764623045921326, 'Y': 0.4023684561252594, 'Z': -0.03791757673025131}, {'X': 0.4449198246002197, 'Y': 0.35257408022880554, 'Z': -0.059976331889629364}, {'X': 0.4429765045642853, 'Y': 0.31436067819595337, 'Z': -0.07838916033506393}, {'X': 0.4873047471046448, 'Y': 0.5026999115943909, 'Z': -0.03507199510931969}, {'X': 0.4932704567909241, 'Y': 0.4203246533870697, 'Z': -0.046424031257629395}, {'X': 0.49482783675193787, 'Y': 0.3745039105415344, 'Z': -0.06436856836080551}, {'X': 0.49416881799697876, 'Y': 0.33715730905532837, 'Z': -0.07979240268468857}, {'X': 0.5223475098609924, 'Y': 0.5277608633041382, 'Z': -0.04280495643615723}, {'X': 0.5408051013946533, 'Y': 0.46910178661346436, 'Z': -0.06048686429858208}, {'X': 0.5514599084854126, 'Y': 0.43433892726898193, 'Z': -0.07189949601888657}, {'X': 0.5582468509674072, 'Y': 0.40194374322891235, 'Z': -0.08050775527954102}]
[{'X': 0.48293083906173706, 'Y': 0.6846814155578613, 'Z': -3.997841849923134e-05}, {'X': 0.42261019349098206, 'Y': 0.6730653047561646, 'Z': -0.03942890092730522}, {'X': 0.3747066557407379, 'Y': 0.6347091197967529, 'Z': -0.05945977941155434}, {'X': 0.33947914838790894, 'Y': 0.6000818014144897, 'Z': -0.08019041270017624}, {'X': 0.3051181137561798, 'Y': 0.5881757140159607, 'Z': -0.09757205098867416}, {'X': 0.4141072630882263, 'Y': 0.5105146169662476, 'Z': -0.03427162766456604}, {'X': 0.38955792784690857, 'Y': 0.438524454832077, 'Z': -0.04900810495018959}, {'X': 0.3745603561401367, 'Y': 0.3989076614379883, 'Z': -0.07176262140274048}, {'X': 0.3619968295097351, 'Y': 0.36564919352531433, 'Z': -0.09450837224721909}, {'X': 0.45145857334136963, 'Y': 0.4971846342086792, 'Z': -0.03154318407177925}, {'X': 0.446861207485199, 'Y': 0.4039842188358307, 'Z': -0.03794180974364281}, {'X': 0.44415023922920227, 'Y': 0.3554110527038574, 'Z': -0.05941528454422951}, {'X': 0.4411263167858124, 'Y': 0.31818798184394836, 'Z': -0.07858698070049286}, {'X': 0.48520734906196594, 'Y': 0.5035159587860107, 'Z': -0.034396346658468246}, {'X': 0.4907993674278259, 'Y': 0.42041000723838806, 'Z': -0.04249894618988037}, {'X': 0.49338915944099426, 'Y': 0.3749399185180664, 'Z': -0.05779603496193886}, {'X': 0.4930401146411896, 'Y': 0.3375054597854614, 'Z': -0.07270152866840363}, {'X': 0.5190349221229553, 'Y': 0.5255473256111145, 'Z': -0.03969256207346916}, {'X': 0.5390756726264954, 'Y': 0.46722841262817383, 'Z': -0.054532963782548904}, {'X': 0.5516338348388672, 'Y': 0.43288370966911316, 'Z': -0.06412320584058762}, {'X': 0.5597141981124878, 'Y': 0.3997277021408081, 'Z': -0.07101947069168091}]
[{'X': 0.4809802174568176, 'Y': 0.6753011345863342, 'Z': -2.9159393307054415e-05}, {'X': 0.4227120280265808, 'Y': 0.6647917628288269, 'Z': -0.045975081622600555}, {'X': 0.3767203092575073, 'Y': 0.6319645047187805, 'Z': -0.07555706053972244}, {'X': 0.34447231888771057, 'Y': 0.5998076796531677, 'Z': -0.10400693118572235}, {'X': 0.3147706985473633, 'Y': 0.5812631845474243, 'Z': -0.13249026238918304}, {'X': 0.4162713587284088, 'Y': 0.5165066123008728, 'Z': -0.050110407173633575}, {'X': 0.39380747079849243, 'Y': 0.4467153251171112, 'Z': -0.07665921747684479}, {'X': 0.3784298598766327, 'Y': 0.40631744265556335, 'Z': -0.10551842302083969}, {'X': 0.3643503487110138, 'Y': 0.3715634047985077, 'Z': -0.1279941350221634}, {'X': 0.45452314615249634, 'Y': 0.5042859315872192, 'Z': -0.047537911683321}, {'X': 0.45147255063056946, 'Y': 0.4213522970676422, 'Z': -0.06516709923744202}, {'X': 0.45024996995925903, 'Y': 0.3688122034072876, 'Z': -0.09423264861106873}, {'X': 0.4492819011211395, 'Y': 0.324651837348938, 'Z': -0.11754436045885086}, {'X': 0.4892145097255707, 'Y': 0.5117810368537903, 'Z': -0.05123402550816536}, {'X': 0.49415042996406555, 'Y': 0.4368882179260254, 'Z': -0.06526923179626465}, {'X': 0.49755486845970154, 'Y': 0.3894461393356323, 'Z': -0.08896149694919586}, {'X': 0.4987112283706665, 'Y': 0.34925827383995056, 'Z': -0.10960005223751068}, {'X': 0.5226655006408691, 'Y': 0.5339363813400269, 'Z': -0.05809135362505913}, {'X': 0.5400766134262085, 'Y': 0.4793052077293396, 'Z': -0.0772394984960556}, {'X': 0.5512151718139648, 'Y': 0.443144291639328, 'Z': -0.09180442243814468}, {'X': 0.5588223338127136, 'Y': 0.40914055705070496, 'Z': -0.10598839819431305}]
[{'X': 0.4900197386741638, 'Y': 0.6818782091140747, 'Z': -2.59735115832882e-05}, {'X': 0.43244603276252747, 'Y': 0.6698169708251953, 'Z': -0.06407148391008377}, {'X': 0.38544559478759766, 'Y': 0.6284580826759338, 'Z': -0.10836891829967499}, {'X': 0.3513337969779968, 'Y': 0.5995614528656006, 'Z': -0.1473713517189026}, {'X': 0.31778448820114136, 'Y': 0.5805543065071106, 'Z': -0.18582460284233093}, {'X': 0.432862251996994, 'Y': 0.5143296718597412, 'Z': -0.09508243203163147}, {'X': 0.4110262393951416, 'Y': 0.4466536045074463, 'Z': -0.14887601137161255}, {'X': 0.3879183530807495, 'Y': 0.4142569303512573, 'Z': -0.1961313933134079}, {'X': 0.36713331937789917, 'Y': 0.3880344331264496, 'Z': -0.22791822254657745}, {'X': 0.4712350368499756, 'Y': 0.503793478012085, 'Z': -0.09024926275014877}, {'X': 0.47051507234573364, 'Y': 0.4220093786716461, 'Z': -0.13393379747867584}, {'X': 0.46650728583335876, 'Y': 0.37192362546920776, 'Z': -0.17257100343704224}, {'X': 0.4602094292640686, 'Y': 0.32367849349975586, 'Z': -0.20235265791416168}, {'X': 0.505047619342804, 'Y': 0.5131875872612, 'Z': -0.09032297879457474}, {'X': 0.5158160924911499, 'Y': 0.4399484694004059, 'Z': -0.1310136467218399}, {'X': 0.5203096866607666, 'Y': 0.3922988772392273, 'Z': -0.16780656576156616}, {'X': 0.5197989344596863, 'Y': 0.34722477197647095, 'Z': -0.19141262769699097}, {'X': 0.5359485745429993, 'Y': 0.538193941116333, 'Z': -0.09390333294868469}, {'X': 0.5545612573623657, 'Y': 0.4840886890888214, 'Z': -0.12463593482971191}, {'X': 0.5653335452079773, 'Y': 0.4509595036506653, 'Z': -0.1371171623468399}, {'X': 0.5720419883728027, 'Y': 0.41784900426864624, 'Z': -0.1451287865638733}]
