[{'X': 0.7825270891189575, 'Y': 0.6622850298881531, 'Z': -2.5582065063645132e-05}, {'X': 0.7286286354064941, 'Y': 0.6329658031463623, 'Z': -0.009710217826068401}, {'X': 0.6867576241493225, 'Y': 0.5465923547744751, 'Z': -0.0065849884413182735}, {'X': 0.6630859375, 'Y': 0.4704264998435974, 'Z': -0.009194421581923962}, {'X': 0.6371843218803406, 'Y': 0.4302544593811035, 'Z': -0.013578900136053562}, {'X': 0.7182928919792175, 'Y': 0.42369696497917175, 'Z': 0.03946528211236}, {'X': 0.7099140882492065, 'Y': 0.33489519357681274, 'Z': 0.04207683727145195}, {'X': 0.709187924861908, 'Y': 0.2798149585723877, 'Z': 0.0333399698138237}, {'X': 0.7110066413879395, 'Y': 0.23062999546527863, 'Z': 0.0238896906375885}, {'X': 0.7515851855278015, 'Y': 0.40664413571357727, 'Z': 0.034833457320928574}, {'X': 0.7468409538269043, 'Y': 0.3002784252166748, 'Z': 0.04486950486898422}, {'X': 0.7445935010910034, 'Y': 0.23030626773834229, 'Z': 0.030132990330457687}, {'X': 0.7457954287528992, 'Y': 0.1717974841594696, 'Z': 0.01543654315173626}, {'X': 0.7859423160552979, 'Y': 0.4106300175189972, 'Z': 0.02447023056447506}, {'X': 0.7812733054161072, 'Y': 0.3054557144641876, 'Z': 0.030478542670607567}, {'X': 0.7768276333808899, 'Y': 0.24145850539207458, 'Z': 0.018266987055540085}, {'X': 0.7751897573471069, 'Y': 0.18741950392723083, 'Z': 0.0065264771692454815}, {'X': 0.8226217031478882, 'Y': 0.4327230155467987, 'Z': 0.012279534712433815}, {'X': 0.8200908899307251, 'Y': 0.353988379240036, 'Z': 0.009433222934603691}, {'X': 0.8162765502929688, 'Y': 0.3076213002204895, 'Z': 0.0019459108589217067}, {'X': 0.812241792678833, 'Y': 0.26565226912498474, 'Z': -0.004414907656610012}]
[{'X': 0.78168123960495, 'Y': 0.6574470400810242, 'Z': -4.847145464736968e-05}, {'X': 0.7316067218780518, 'Y': 0.6182395219802856, 'Z': 0.006567348726093769}, {'X': 0.6964183449745178, 'Y': 0.52572101354599, 'Z': 0.025319641456007957}, {'X': 0.6758445501327515, 'Y': 0.4575890004634857, 'Z': 0.03222114220261574}, {'X': 0.6495450735092163, 'Y': 0.4108395278453827, 'Z': 0.0398058146238327}, {'X': 0.7264829874038696, 'Y': 0.43665724992752075, 'Z': 0.06987222284078598}, {'X': 0.7210097312927246, 'Y': 0.3576078414916992, 'Z': 0.0779760330915451}, {'X': 0.7181791067123413, 'Y': 0.3112058639526367, 'Z': 0.07413622736930847}, {'X': 0.7134436964988708, 'Y': 0.2729988098144531, 'Z': 0.06717079132795334}, {'X': 0.7556507587432861, 'Y': 0.4315856397151947, 'Z': 0.05472951754927635}, {'X': 0.745278537273407, 'Y': 0.3559421896934509, 'Z': 0.010641735047101974}, {'X': 0.7366772294044495, 'Y': 0.4243415296077728, 'Z': -0.029109984636306763}, {'X': 0.7342605590820312, 'Y': 0.4882112443447113, 'Z': -0.03709216043353081}, {'X': 0.7862663865089417, 'Y': 0.43120402097702026, 'Z': 0.036530788987874985}, {'X': 0.7830987572669983, 'Y': 0.3422448933124542, 'Z': 0.017817776650190353}, {'X': 0.7710705995559692, 'Y': 0.34253746271133423, 'Z': -0.009599841199815273}, {'X': 0.7623738050460815, 'Y': 0.34944677352905273, 'Z': -0.023822275921702385}, {'X': 0.8186153173446655, 'Y': 0.4384269118309021, 'Z': 0.017798686400055885}, {'X': 0.8223852515220642, 'Y': 0.3589414954185486, 'Z': 0.0138560114428401}, {'X': 0.813956081867218, 'Y': 0.32160454988479614, 'Z': -0.0018037996487691998}, {'X': 0.8035491704940796, 'Y': 0.2989606261253357, 'Z': -0.013356315903365612}]
[{'X': 0.7797633409500122, 'Y': 0.6571002006530762, 'Z': -4.807994628208689e-06}, {'X': 0.7263206839561462, 'Y': 0.6168363094329834, 'Z': 0.009538642130792141}, {'X': 0.6930288672447205, 'Y': 0.5252147316932678, 'Z': 0.031966596841812134}, {'X': 0.6718130111694336, 'Y': 0.456667959690094, 'Z': 0.04287813976407051}, {'X': 0.6489616632461548, 'Y': 0.4183652997016907, 'Z': 0.0536717064678669}, {'X': 0.72696453332901, 'Y': 0.4374715983867645, 'Z': 0.07709760963916779}, {'X': 0.7218326926231384, 'Y': 0.35611310601234436, 'Z': 0.0774044618010521}, {'X': 0.7151854038238525, 'Y': 0.316156804561615, 'Z': 0.06670143455266953}, {'X': 0.7112212181091309, 'Y': 0.292828768491745, 'Z': 0.060215093195438385}, {'X': 0.7547720670700073, 'Y': 0.4269186854362488, 'Z': 0.061122238636016846}, {'X': 0.7443479895591736, 'Y': 0.34306636452674866, 'Z': 0.018145013600587845}, {'X': 0.7331753373146057, 'Y': 0.40453171730041504, 'Z': -0.0192002821713686}, {'X': 0.7316175699234009, 'Y': 0.4661935269832611, 'Z': -0.026860713958740234}, {'X': 0.7863845825195312, 'Y': 0.42439785599708557, 'Z': 0.0400874987244606}, {'X': 0.7830104827880859, 'Y': 0.33071714639663696, 'Z': 0.016782552003860474}, {'X': 0.7676880359649658, 'Y': 0.34601080417633057, 'Z': -0.00969009380787611}, {'X': 0.7594895958900452, 'Y': 0.3717515766620636, 'Z': -0.019559290260076523}, {'X': 0.819145917892456, 'Y': 0.4364125430583954, 'Z': 0.019666539505124092}, {'X': 0.8202551603317261, 'Y': 0.35400310158729553, 'Z': 0.013735376298427582}, {'X': 0.8109785318374634, 'Y': 0.3175849914550781, 'Z': 0.00045073346700519323}, {'X': 0.801943302154541, 'Y': 0.29912853240966797, 'Z': -0.009470190852880478}]
[{'X': 0.7827141284942627, 'Y': 0.6512653827667236, 'Z': -1.0704229680413846e-05}, {'X': 0.7286718487739563, 'Y': 0.6122039556503296, 'Z': 0.0013173255138099194}, {'X': 0.6941012144088745, 'Y': 0.5248756408691406, 'Z': 0.018281955271959305}, {'X': 0.6717426180839539, 'Y': 0.45837292075157166, 'Z': 0.026042480021715164}, {'X': 0.6555320024490356, 'Y': 0.41664016246795654, 'Z': 0.037302255630493164}, {'X': 0.7306467890739441, 'Y': 0.42796820402145386, 'Z': 0.07272865623235703}, {'X': 0.7248530387878418, 'Y': 0.3448951840400696, 'Z': 0.0724591389298439}, {'X': 0.7169116735458374, 'Y': 0.30779919028282166, 'Z': 0.05815960466861725}, {'X': 0.7107374668121338, 'Y': 0.29273170232772827, 'Z': 0.047095999121665955}, {'X': 0.758388340473175, 'Y': 0.4152175784111023, 'Z': 0.05962654948234558}, {'X': 0.7523159980773926, 'Y': 0.31825581192970276, 'Z': 0.034943029284477234}, {'X': 0.7384278178215027, 'Y': 0.34489473700523376, 'Z': -0.0065085566602647305}, {'X': 0.7328947186470032, 'Y': 0.3947518765926361, 'Z': -0.0289767999202013}, {'X': 0.7887626886367798, 'Y': 0.4129053056240082, 'Z': 0.0415424108505249}, {'X': 0.7877622246742249, 'Y': 0.31423133611679077, 'Z': 0.022920450195670128}, {'X': 0.7735521197319031, 'Y': 0.32239073514938354, 'Z': -0.008879504166543484}, {'X': 0.764979898929596, 'Y': 0.356216698884964, 'Z': -0.026675736531615257}, {'X': 0.8206190466880798, 'Y': 0.4258994460105896, 'Z': 0.023897875100374222}, {'X': 0.8207733035087585, 'Y': 0.3443823456764221, 'Z': 0.01718585006892681}, {'X': 0.8125095963478088, 'Y': 0.3067803978919983, 'Z': 0.004264859948307276}, {'X': 0.8022767305374146, 'Y': 0.294816255569458, 'Z': -0.006230291910469532}]
[{'X': 0.7817097902297974, 'Y': 0.6521698832511902, 'Z': -2.146683618775569e-05}, {'X': 0.7288160920143127, 'Y': 0.6117774248123169, 'Z': 0.0008210865198634565}, {'X': 0.6933601498603821, 'Y': 0.5263609290122986, 'Z': 0.016382727771997452}, {'X': 0.6715491414070129, 'Y': 0.45964014530181885, 'Z': 0.023378852754831314}, {'X': 0.652715265750885, 'Y': 0.41801556944847107, 'Z': 0.03290766105055809}, {'X': 0.7313641309738159, 'Y': 0.4301091432571411, 'Z': 0.07005739957094193}, {'X': 0.7247103452682495, 'Y': 0.3519885540008545, 'Z': 0.07479190081357956}, {'X': 0.7189977765083313, 'Y': 0.31403011083602905, 'Z': 0.06062401458621025}, {'X': 0.7142704725265503, 'Y': 0.29433682560920715, 'Z': 0.04641176760196686}, {'X': 0.7608688473701477, 'Y': 0.41645240783691406, 'Z': 0.05836687609553337}, {'X': 0.7550978660583496, 'Y': 0.327200323343277, 'Z': 0.0447855107486248}, {'X': 0.7445374131202698, 'Y': 0.3244395852088928, 'Z': 0.0035210151690989733}, {'X': 0.7400661706924438, 'Y': 0.3518233895301819, 'Z': -0.025024205446243286}, {'X': 0.7915240526199341, 'Y': 0.4134497344493866, 'Z': 0.040717218071222305}, {'X': 0.7904818654060364, 'Y': 0.32450804114341736, 'Z': 0.03375356271862984}, {'X': 0.7798888683319092, 'Y': 0.31124916672706604, 'Z': 0.0016931474674493074}, {'X': 0.7720380425453186, 'Y': 0.3230460286140442, 'Z': -0.0220812875777483}, {'X': 0.8231980800628662, 'Y': 0.4266796112060547, 'Z': 0.02362622693181038}, {'X': 0.8215939402580261, 'Y': 0.351051926612854, 'Z': 0.02284899353981018}, {'X': 0.815380871295929, 'Y': 0.3088787794113159, 'Z': 0.008727979846298695}, {'X': 0.8052678108215332, 'Y': 0.2837865650653839, 'Z': -0.006150546483695507}]
[{'X': 0.782929003238678, 'Y': 0.6541708707809448, 'Z': -9.487544957664795e-06}, {'X': 0.7320753335952759, 'Y': 0.6143476963043213, 'Z': 0.003476549405604601}, {'X': 0.6960399150848389, 'Y': 0.5299147963523865, 'Z': 0.01837657392024994}, {'X': 0.6733884811401367, 'Y': 0.46299275755882263, 'Z': 0.02297051250934601}, {'X': 0.6535183191299438, 'Y': 0.4179039001464844, 'Z': 0.030607139691710472}, {'X': 0.7311493754386902, 'Y': 0.4338870644569397, 'Z': 0.07589017599821091}, {'X': 0.7243334650993347, 'Y': 0.35712307691574097, 'Z': 0.09052867442369461}, {'X': 0.7221861481666565, 'Y': 0.3121851086616516, 'Z': 0.08639378845691681}, {'X': 0.7199697494506836, 'Y': 0.28217923641204834, 'Z': 0.07893438637256622}, {'X': 0.7604745626449585, 'Y': 0.4193936586380005, 'Z': 0.06367194652557373}, {'X': 0.7546470165252686, 'Y': 0.3285008668899536, 'Z': 0.057071417570114136}, {'X': 0.7435885071754456, 'Y': 0.32207077741622925, 'Z': 0.02051089145243168}, {'X': 0.7372719645500183, 'Y': 0.34713900089263916, 'Z': -0.005881499964743853}, {'X': 0.7910021543502808, 'Y': 0.41633203625679016, 'Z': 0.04703681170940399}, {'X': 0.7905309200286865, 'Y': 0.32713818550109863, 'Z': 0.04778891056776047}, {'X': 0.7797173857688904, 'Y': 0.3097301125526428, 'Z': 0.02053835429251194}, {'X': 0.7716922760009766, 'Y': 0.3187994062900543, 'Z': 0.00028786848997697234}, {'X': 0.8220454454421997, 'Y': 0.42783161997795105, 'Z': 0.031005239114165306}, {'X': 0.8212812542915344, 'Y': 0.35178589820861816, 'Z': 0.034539658576250076}, {'X': 0.8154516220092773, 'Y': 0.30736544728279114, 'Z': 0.025370223447680473}, {'X': 0.8060599565505981, 'Y': 0.2812842130661011, 'Z': 0.015945754945278168}]
[{'X': 0.7820859551429749, 'Y': 0.646002471446991, 'Z': -4.5589535147883e-05}, {'X': 0.7332581877708435, 'Y': 0.6150242686271667, 'Z': -0.00024025674792937934}, {'X': 0.6958311200141907, 'Y': 0.5280623435974121, 'Z': 0.010219338349997997}, {'X': 0.6720895171165466, 'Y': 0.45608627796173096, 'Z': 0.010840852744877338}, {'X': 0.6515076160430908, 'Y': 0.4064999222755432, 'Z': 0.017457708716392517}, {'X': 0.7282100319862366, 'Y': 0.4223686754703522, 'Z': 0.06989070028066635}, {'X': 0.722091794013977, 'Y': 0.3392958641052246, 'Z': 0.0835927203297615}, {'X': 0.7208778262138367, 'Y': 0.29310354590415955, 'Z': 0.07952435314655304}, {'X': 0.7186888456344604, 'Y': 0.2583692669868469, 'Z': 0.0727524533867836}, {'X': 0.7579514980316162, 'Y': 0.4106408953666687, 'Z': 0.05689410865306854}, {'X': 0.7540284991264343, 'Y': 0.31563156843185425, 'Z': 0.048484355211257935}, {'X': 0.7459226250648499, 'Y': 0.31199806928634644, 'Z': 0.009099261835217476}, {'X': 0.7409482002258301, 'Y': 0.3378785252571106, 'Z': -0.016262182965874672}, {'X': 0.7887289524078369, 'Y': 0.4110339879989624, 'Z': 0.04069600999355316}, {'X': 0.7902555465698242, 'Y': 0.32018622756004333, 'Z': 0.040241606533527374}, {'X': 0.7827234864234924, 'Y': 0.3032004237174988, 'Z': 0.00980724859982729}, {'X': 0.7765663862228394, 'Y': 0.31015482544898987, 'Z': -0.011942941695451736}, {'X': 0.819677472114563, 'Y': 0.42509356141090393, 'Z': 0.024593276903033257}, {'X': 0.8206251859664917, 'Y': 0.3487955927848816, 'Z': 0.029670720919966698}, {'X': 0.8166949152946472, 'Y': 0.3033480942249298, 'Z': 0.0207144096493721}, {'X': 0.8094374537467957, 'Y': 0.27412593364715576, 'Z': 0.012480967678129673}]
[{'X': 0.7820442318916321, 'Y': 0.6431236267089844, 'Z': -4.575551429297775e-05}, {'X': 0.7332766652107239, 'Y': 0.611723005771637, 'Z': 0.0008076471858657897}, {'X': 0.6960987448692322, 'Y': 0.5256010293960571, 'Z': 0.011127919889986515}, {'X': 0.6724777221679688, 'Y': 0.4536137282848358, 'Z': 0.012085676193237305}, {'X': 0.6508039832115173, 'Y': 0.40482383966445923, 'Z': 0.019718796014785767}, {'X': 0.7259518504142761, 'Y': 0.4170273244380951, 'Z': 0.06957594305276871}, {'X': 0.7213270664215088, 'Y': 0.3307211399078369, 'Z': 0.0868377611041069}, {'X': 0.7231071591377258, 'Y': 0.2817026376724243, 'Z': 0.08483543246984482}, {'X': 0.7236728072166443, 'Y': 0.24424555897712708, 'Z': 0.0778072252869606}, {'X': 0.7566298246383667, 'Y': 0.4059595763683319, 'Z': 0.056695569306612015}, {'X': 0.7536185383796692, 'Y': 0.31197434663772583, 'Z': 0.05389920249581337}, {'X': 0.7491273880004883, 'Y': 0.29952943325042725, 'Z': 0.017526613548398018}, {'X': 0.7470393180847168, 'Y': 0.31898143887519836, 'Z': -0.008151188492774963}, {'X': 0.7879545092582703, 'Y': 0.40792134404182434, 'Z': 0.041124675422906876}, {'X': 0.7893925309181213, 'Y': 0.31857746839523315, 'Z': 0.04461254924535751}, {'X': 0.7841933965682983, 'Y': 0.29662030935287476, 'Z': 0.014525891281664371}, {'X': 0.779622495174408, 'Y': 0.29959434270858765, 'Z': -0.008716197684407234}, {'X': 0.8197588920593262, 'Y': 0.4233788251876831, 'Z': 0.024972902610898018}, {'X': 0.8213135004043579, 'Y': 0.3491765856742859, 'Z': 0.029843930155038834}, {'X': 0.8186277151107788, 'Y': 0.3044748306274414, 'Z': 0.01869552955031395}, {'X': 0.8128277063369751, 'Y': 0.2739272117614746, 'Z': 0.008677632547914982}]
[{'X': 0.7857334613800049, 'Y': 0.6523963809013367, 'Z': -6.0604539612540975e-05}, {'X': 0.7357885837554932, 'Y': 0.6177908778190613, 'Z': -0.0036534618120640516}, {'X': 0.6992719769477844, 'Y': 0.5303038358688354, 'Z': 0.0025603403337299824}, {'X': 0.6773940920829773, 'Y': 0.4542131721973419, 'Z': 0.0011320579797029495}, {'X': 0.6519674062728882, 'Y': 0.407719224691391, 'Z': 0.0016714755911380053}, {'X': 0.7248324751853943, 'Y': 0.4192197620868683, 'Z': 0.050331953912973404}, {'X': 0.7219735383987427, 'Y': 0.3328840136528015, 'Z': 0.05954062566161156}, {'X': 0.7264504432678223, 'Y': 0.2846660017967224, 'Z': 0.05345076322555542}, {'X': 0.7306914329528809, 'Y': 0.24866339564323425, 'Z': 0.04548511654138565}, {'X': 0.7568813562393188, 'Y': 0.4067622423171997, 'Z': 0.043126482516527176}, {'X': 0.7520354986190796, 'Y': 0.31617507338523865, 'Z': 0.049831002950668335}, {'X': 0.7493684887886047, 'Y': 0.2753446102142334, 'Z': 0.02987607941031456}, {'X': 0.7465982437133789, 'Y': 0.26091399788856506, 'Z': 0.010958334431052208}, {'X': 0.7880762815475464, 'Y': 0.4099496603012085, 'Z': 0.03193727880716324}, {'X': 0.7865901589393616, 'Y': 0.3218572437763214, 'Z': 0.037831518799066544}, {'X': 0.7834281921386719, 'Y': 0.28050440549850464, 'Z': 0.020838633179664612}, {'X': 0.7798405885696411, 'Y': 0.26090458035469055, 'Z': 0.005920558702200651}, {'X': 0.8198926448822021, 'Y': 0.42743515968322754, 'Z': 0.019161421805620193}, {'X': 0.8196312785148621, 'Y': 0.35870271921157837, 'Z': 0.021909361705183983}, {'X': 0.8175784349441528, 'Y': 0.31863903999328613, 'Z': 0.013462320901453495}, {'X': 0.8129677772521973, 'Y': 0.2851734161376953, 'Z': 0.004809080623090267}]
[{'X': 0.7852601408958435, 'Y': 0.6483361124992371, 'Z': -4.734060348710045e-05}, {'X': 0.7323364615440369, 'Y': 0.6144620776176453, 'Z': -0.0008878698572516441}, {'X': 0.6941446661949158, 'Y': 0.5278058648109436, 'Z': 0.009820248931646347}, {'X': 0.674802839756012, 'Y': 0.4549804627895355, 'Z': 0.013967073522508144}, {'X': 0.651170551776886, 'Y': 0.41704294085502625, 'Z': 0.015486334450542927}, {'X': 0.725145161151886, 'Y': 0.4178488254547119, 'Z': 0.05321938171982765}, {'X': 0.7221941351890564, 'Y': 0.33334556221961975, 'Z': 0.05976875498890877}, {'X': 0.7242131233215332, 'Y': 0.27922749519348145, 'Z': 0.05284135788679123}, {'X': 0.7278710007667542, 'Y': 0.23285533487796783, 'Z': 0.04476703330874443}, {'X': 0.7559967041015625, 'Y': 0.40492162108421326, 'Z': 0.04779203608632088}, {'X': 0.7516220211982727, 'Y': 0.3079153895378113, 'Z': 0.06181727722287178}, {'X': 0.7495092153549194, 'Y': 0.2473486214876175, 'Z': 0.05010966956615448}, {'X': 0.7500534057617188, 'Y': 0.19833965599536896, 'Z': 0.03933800011873245}, {'X': 0.7874079942703247, 'Y': 0.40943267941474915, 'Z': 0.037605512887239456}, {'X': 0.7827991247177124, 'Y': 0.3144947588443756, 'Z': 0.04732163995504379}, {'X': 0.778563380241394, 'Y': 0.2589572072029114, 'Z': 0.0369119830429554}, {'X': 0.7768400311470032, 'Y': 0.21335016191005707, 'Z': 0.027437672019004822}, {'X': 0.8209854960441589, 'Y': 0.4304390549659729, 'Z': 0.025685086846351624}, {'X': 0.816388726234436, 'Y': 0.35994940996170044, 'Z': 0.02642776072025299}, {'X': 0.8117420673370361, 'Y': 0.3186739683151245, 'Z': 0.02144950069487095}, {'X': 0.8064040541648865, 'Y': 0.28103068470954895, 'Z': 0.017207838594913483}]
[{'X': 0.7863250374794006, 'Y': 0.6428465247154236, 'Z': -3.5642351576825604e-05}, {'X': 0.7329702973365784, 'Y': 0.6127532720565796, 'Z': -0.0008975841337814927}, {'X': 0.693462073802948, 'Y': 0.5285667777061462, 'Z': 0.010205197148025036}, {'X': 0.6733178496360779, 'Y': 0.45397865772247314, 'Z': 0.014710859395563602}, {'X': 0.6493299007415771, 'Y': 0.4137132465839386, 'Z': 0.01626075990498066}, {'X': 0.7206283211708069, 'Y': 0.425889253616333, 'Z': 0.04747231304645538}, {'X': 0.714788556098938, 'Y': 0.33892959356307983, 'Z': 0.05346459150314331}, {'X': 0.7152090668678284, 'Y': 0.2840069532394409, 'Z': 0.04697294533252716}, {'X': 0.7179169058799744, 'Y': 0.23715662956237793, 'Z': 0.03950659558176994}, {'X': 0.7525187730789185, 'Y': 0.409484326839447, 'Z': 0.0412842258810997}, {'X': 0.7469284534454346, 'Y': 0.3069446384906769, 'Z': 0.05338636040687561}, {'X': 0.7445734143257141, 'Y': 0.23857074975967407, 'Z': 0.040703464299440384}, {'X': 0.7456315159797668, 'Y': 0.1827039122581482, 'Z': 0.027415048331022263}, {'X': 0.7857354283332825, 'Y': 0.4118455648422241, 'Z': 0.030432462692260742}, {'X': 0.7796746492385864, 'Y': 0.31420063972473145, 'Z': 0.03883187472820282}, {'X': 0.7747527360916138, 'Y': 0.2548064589500427, 'Z': 0.028353197500109673}, {'X': 0.7726064920425415, 'Y': 0.20584189891815186, 'Z': 0.018601566553115845}, {'X': 0.8213443160057068, 'Y': 0.43025800585746765, 'Z': 0.018171627074480057}, {'X': 0.8160197734832764, 'Y': 0.35574430227279663, 'Z': 0.01572249084711075}, {'X': 0.81086665391922, 'Y': 0.3125505745410919, 'Z': 0.010054102167487144}, {'X': 0.805509090423584, 'Y': 0.2741689085960388, 'Z': 0.0061997235752642155}]
[{'X': 0.786247193813324, 'Y': 0.6410447359085083, 'Z': -3.9324651879724115e-05}, {'X': 0.7319025993347168, 'Y': 0.6157538890838623, 'Z': -0.005053504835814238}, {'X': 0.6921595335006714, 'Y': 0.5324380397796631, 'Z': 0.0025679392274469137}, {'X': 0.6728902459144592, 'Y': 0.45632874965667725, 'Z': 0.004923563916236162}, {'X': 0.6502088904380798, 'Y': 0.4147050976753235, 'Z': 0.004742265213280916}, {'X': 0.7180997729301453, 'Y': 0.4285779893398285, 'Z': 0.03776198625564575}, {'X': 0.7084883451461792, 'Y': 0.3400099277496338, 'Z': 0.04020586982369423}, {'X': 0.707180380821228, 'Y': 0.2859276235103607, 'Z': 0.03360311686992645}, {'X': 0.7085281014442444, 'Y': 0.24057069420814514, 'Z': 0.02639925479888916}, {'X': 0.7507885098457336, 'Y': 0.4108528792858124, 'Z': 0.03196696937084198}, {'X': 0.7437819242477417, 'Y': 0.30500131845474243, 'Z': 0.0405619740486145}, {'X': 0.7404313087463379, 'Y': 0.2355833202600479, 'Z': 0.0250985287129879}, {'X': 0.7405639290809631, 'Y': 0.17814332246780396, 'Z': 0.010572333820164204}, {'X': 0.7852426171302795, 'Y': 0.4138000011444092, 'Z': 0.02199932560324669}, {'X': 0.7778375148773193, 'Y': 0.31343314051628113, 'Z': 0.02695697918534279}, {'X': 0.7713465690612793, 'Y': 0.2546718716621399, 'Z': 0.013689390383660793}, {'X': 0.7675479054450989, 'Y': 0.20574070513248444, 'Z': 0.001345417695119977}, {'X': 0.8224714994430542, 'Y': 0.43228885531425476, 'Z': 0.010359728708863258}, {'X': 0.8183579444885254, 'Y': 0.35521864891052246, 'Z': 0.006932166405022144}, {'X': 0.8136602640151978, 'Y': 0.3104633688926697, 'Z': -0.0011625769548118114}, {'X': 0.809072732925415, 'Y': 0.2699504494667053, 'Z': -0.008065101690590382}]
[{'X': 0.7846878170967102, 'Y': 0.6482126712799072, 'Z': -3.064867632929236e-05}, {'X': 0.7317312359809875, 'Y': 0.6182211637496948, 'Z': -0.007757370360195637}, {'X': 0.6923163533210754, 'Y': 0.5348460078239441, 'Z': -0.0017788520781323314}, {'X': 0.6717106103897095, 'Y': 0.4588208794593811, 'Z': -0.0005411187303252518}, {'X': 0.6470917463302612, 'Y': 0.41663554310798645, 'Z': -0.0023907620925456285}, {'X': 0.7197911143302917, 'Y': 0.4248310327529907, 'Z': 0.037822600454092026}, {'X': 0.7091929316520691, 'Y': 0.3372161090373993, 'Z': 0.03972097113728523}, {'X': 0.7074962258338928, 'Y': 0.2847132980823517, 'Z': 0.033027149736881256}, {'X': 0.7083430886268616, 'Y': 0.23845840990543365, 'Z': 0.02562897838652134}, {'X': 0.7518703937530518, 'Y': 0.40711769461631775, 'Z': 0.033413663506507874}, {'X': 0.7445995211601257, 'Y': 0.3038892149925232, 'Z': 0.04216306284070015}, {'X': 0.7410320043563843, 'Y': 0.23643991351127625, 'Z': 0.027828529477119446}, {'X': 0.7405992150306702, 'Y': 0.17875105142593384, 'Z': 0.01449477206915617}, {'X': 0.7861631512641907, 'Y': 0.40982043743133545, 'Z': 0.02429533191025257}, {'X': 0.7793483138084412, 'Y': 0.30858227610588074, 'Z': 0.029304614290595055}, {'X': 0.7741543054580688, 'Y': 0.24835535883903503, 'Z': 0.016796782612800598}, {'X': 0.7710981965065002, 'Y': 0.19633245468139648, 'Z': 0.005754072219133377}, {'X': 0.8233093023300171, 'Y': 0.4304868280887604, 'Z': 0.013798247091472149}, {'X': 0.8206605911254883, 'Y': 0.35498178005218506, 'Z': 0.009995737113058567}, {'X': 0.8171794414520264, 'Y': 0.31064319610595703, 'Z': 0.002908740658313036}, {'X': 0.8126623034477234, 'Y': 0.2694529891014099, 'Z': -0.0028974218294024467}]
