[{'X': 0.6087056398391724, 'Y': 0.6666889786720276, 'Z': -0.00010293819650541991}, {'X': 0.530413806438446, 'Y': 0.6395262479782104, 'Z': -0.0017351432470604777}, {'X': 0.4758846163749695, 'Y': 0.5798930525779724, 'Z': 0.013291728682816029}, {'X': 0.4477875232696533, 'Y': 0.5134690403938293, 'Z': 0.02378593571484089}, {'X': 0.42951586842536926, 'Y': 0.47156286239624023, 'Z': 0.041453760117292404}, {'X': 0.5100081562995911, 'Y': 0.47531142830848694, 'Z': 0.0515386238694191}, {'X': 0.4823455512523651, 'Y': 0.3944706320762634, 'Z': 0.05863723158836365}, {'X': 0.46925047039985657, 'Y': 0.34398138523101807, 'Z': 0.05481569096446037}, {'X': 0.45813772082328796, 'Y': 0.3018946051597595, 'Z': 0.04595889896154404}, {'X': 0.550190806388855, 'Y': 0.4506520628929138, 'Z': 0.04341473430395126}, {'X': 0.5244884490966797, 'Y': 0.35224831104278564, 'Z': 0.05801323056221008}, {'X': 0.5091198682785034, 'Y': 0.2937797009944916, 'Z': 0.041695818305015564}, {'X': 0.4967394173145294, 'Y': 0.2481418401002884, 'Z': 0.024442244321107864}, {'X': 0.5904340744018555, 'Y': 0.44323617219924927, 'Z': 0.03138332813978195}, {'X': 0.5716259479522705, 'Y': 0.3483352065086365, 'Z': 0.03880283981561661}, {'X': 0.5611857175827026, 'Y': 0.28966009616851807, 'Z': 0.028986617922782898}, {'X': 0.5503736734390259, 'Y': 0.24184143543243408, 'Z': 0.017794514074921608}, {'X': 0.6334540247917175, 'Y': 0.4530216455459595, 'Z': 0.018007786944508553}, {'X': 0.6276935338973999, 'Y': 0.37067750096321106, 'Z': 0.015578294172883034}, {'X': 0.6214408874511719, 'Y': 0.32146942615509033, 'Z': 0.007040954660624266}, {'X': 0.612293004989624, 'Y': 0.2765820622444153, 'Z': 0.001463192980736494}]
[{'X': 0.5860151052474976, 'Y': 0.640496015548706, 'Z': -9.519367449684069e-05}, {'X': 0.5120995044708252, 'Y': 0.6350031495094299, 'Z': 0.004894442390650511}, {'X': 0.46540260314941406, 'Y': 0.5787009596824646, 'Z': 0.024979911744594574}, {'X': 0.4428476393222809, 'Y': 0.5170247554779053, 'Z': 0.03982827439904213}, {'X': 0.42833608388900757, 'Y': 0.4709082841873169, 'Z': 0.05529426038265228}, {'X': 0.5033782124519348, 'Y': 0.48424285650253296, 'Z': 0.025468138977885246}, {'X': 0.48108747601509094, 'Y': 0.3909111022949219, 'Z': 0.01921447366476059}, {'X': 0.4725097417831421, 'Y': 0.33865275979042053, 'Z': 0.017438670620322227}, {'X': 0.46568313241004944, 'Y': 0.2915618121623993, 'Z': 0.015930086374282837}, {'X': 0.5417286157608032, 'Y': 0.46794965863227844, 'Z': 0.004997703712433577}, {'X': 0.5175666809082031, 'Y': 0.37132519483566284, 'Z': -0.0068604545667767525}, {'X': 0.500146746635437, 'Y': 0.3089753985404968, 'Z': -0.026130124926567078}, {'X': 0.4865316152572632, 'Y': 0.25615400075912476, 'Z': -0.038613539189100266}, {'X': 0.5808645486831665, 'Y': 0.47423744201660156, 'Z': -0.016645165160298347}, {'X': 0.5672612190246582, 'Y': 0.3855908513069153, 'Z': -0.04615939036011696}, {'X': 0.5514611005783081, 'Y': 0.3346146047115326, 'Z': -0.08234315365552902}, {'X': 0.5349316596984863, 'Y': 0.29430121183395386, 'Z': -0.10090096294879913}, {'X': 0.6213080286979675, 'Y': 0.4952583312988281, 'Z': -0.03575587645173073}, {'X': 0.606499433517456, 'Y': 0.4680672287940979, 'Z': -0.0818561241030693}, {'X': 0.5926347374916077, 'Y': 0.5037673115730286, 'Z': -0.10126565396785736}, {'X': 0.580451250076294, 'Y': 0.5389654040336609, 'Z': -0.10087279230356216}]
[{'X': 0.592292845249176, 'Y': 0.6513922810554504, 'Z': -0.00010300473513780162}, {'X': 0.520818829536438, 'Y': 0.6409152150154114, 'Z': 0.0021835449151694775}, {'X': 0.4683553874492645, 'Y': 0.5733153223991394, 'Z': 0.022519713267683983}, {'X': 0.44586482644081116, 'Y': 0.5073592662811279, 'Z': 0.039183445274829865}, {'X': 0.43210846185684204, 'Y': 0.462267130613327, 'Z': 0.05866605043411255}, {'X': 0.504696786403656, 'Y': 0.48056459426879883, 'Z': 0.023053716868162155}, {'X': 0.48247769474983215, 'Y': 0.39142611622810364, 'Z': 0.01588950678706169}, {'X': 0.47249311208724976, 'Y': 0.3387165665626526, 'Z': 0.013664446771144867}, {'X': 0.4655493199825287, 'Y': 0.29274606704711914, 'Z': 0.01060718484222889}, {'X': 0.5429356098175049, 'Y': 0.4670439064502716, 'Z': 0.004505178425461054}, {'X': 0.5167654752731323, 'Y': 0.37055090069770813, 'Z': -0.008713072165846825}, {'X': 0.4995078444480896, 'Y': 0.30763792991638184, 'Z': -0.02585017867386341}, {'X': 0.48784342408180237, 'Y': 0.25635862350463867, 'Z': -0.03635707125067711}, {'X': 0.585422158241272, 'Y': 0.4748901426792145, 'Z': -0.01592513918876648}, {'X': 0.5672656297683716, 'Y': 0.3820626139640808, 'Z': -0.04869559779763222}, {'X': 0.548563539981842, 'Y': 0.33291152119636536, 'Z': -0.0818190723657608}, {'X': 0.5309774279594421, 'Y': 0.2954569458961487, 'Z': -0.09924694895744324}, {'X': 0.6304756999015808, 'Y': 0.4965232014656067, 'Z': -0.0339837521314621}, {'X': 0.6079831123352051, 'Y': 0.46758243441581726, 'Z': -0.08371173590421677}, {'X': 0.592217206954956, 'Y': 0.5066245794296265, 'Z': -0.10633624345064163}, {'X': 0.5817642211914062, 'Y': 0.5439349412918091, 'Z': -0.11018390953540802}]
[{'X': 0.5940179228782654, 'Y': 0.650854766368866, 'Z': -0.00011084995639976114}, {'X': 0.5235503315925598, 'Y': 0.6367419362068176, 'Z': 0.002606152556836605}, {'X': 0.4690469801425934, 'Y': 0.5714278817176819, 'Z': 0.019808996468782425}, {'X': 0.44490930438041687, 'Y': 0.5060442090034485, 'Z': 0.03307710960507393}, {'X': 0.433525025844574, 'Y': 0.4617784321308136, 'Z': 0.0496254600584507}, {'X': 0.5047414302825928, 'Y': 0.47927552461624146, 'Z': 0.016574807465076447}, {'X': 0.4809177815914154, 'Y': 0.3903461694717407, 'Z': 0.011170645244419575}, {'X': 0.4696318507194519, 'Y': 0.3399355411529541, 'Z': 0.01259172149002552}, {'X': 0.4598119258880615, 'Y': 0.2958611249923706, 'Z': 0.011375394649803638}, {'X': 0.5436386466026306, 'Y': 0.4652169942855835, 'Z': -0.0011068428866565228}, {'X': 0.5155705213546753, 'Y': 0.36697372794151306, 'Z': -0.013087335042655468}, {'X': 0.4975515305995941, 'Y': 0.30543071031570435, 'Z': -0.027502693235874176}, {'X': 0.4840708076953888, 'Y': 0.257119357585907, 'Z': -0.03503069654107094}, {'X': 0.5862420201301575, 'Y': 0.47254011034965515, 'Z': -0.019895661622285843}, {'X': 0.566318154335022, 'Y': 0.3809354901313782, 'Z': -0.050687629729509354}, {'X': 0.5458080768585205, 'Y': 0.3317755460739136, 'Z': -0.08167662471532822}, {'X': 0.5249131917953491, 'Y': 0.2952343821525574, 'Z': -0.0983634665608406}, {'X': 0.6310975551605225, 'Y': 0.4942490756511688, 'Z': -0.035961613059043884}, {'X': 0.6095654368400574, 'Y': 0.466891884803772, 'Z': -0.08244194835424423}, {'X': 0.5930705070495605, 'Y': 0.5030907392501831, 'Z': -0.10392215847969055}, {'X': 0.5805424451828003, 'Y': 0.5385567545890808, 'Z': -0.10630857944488525}]
[{'X': 0.5899505615234375, 'Y': 0.6618906259536743, 'Z': -9.352925553685054e-05}, {'X': 0.5247798562049866, 'Y': 0.6405772566795349, 'Z': -0.007979939691722393}, {'X': 0.4693838357925415, 'Y': 0.5743088722229004, 'Z': -0.004098028875887394}, {'X': 0.44379907846450806, 'Y': 0.5124455094337463, 'Z': -0.003511463524773717}, {'X': 0.4349292516708374, 'Y': 0.46477484703063965, 'Z': 0.001851437147706747}, {'X': 0.5041125416755676, 'Y': 0.47622424364089966, 'Z': -0.006455902475863695}, {'X': 0.47989988327026367, 'Y': 0.3886461853981018, 'Z': -0.016186082735657692}, {'X': 0.46802663803100586, 'Y': 0.33691591024398804, 'Z': -0.01774546504020691}, {'X': 0.4588024914264679, 'Y': 0.29151028394699097, 'Z': -0.023286424577236176}, {'X': 0.5443289279937744, 'Y': 0.46107029914855957, 'Z': -0.024084027856588364}, {'X': 0.5147149562835693, 'Y': 0.3593849539756775, 'Z': -0.03763774409890175}, {'X': 0.497781902551651, 'Y': 0.2994428277015686, 'Z': -0.05356374382972717}, {'X': 0.48699480295181274, 'Y': 0.2515987753868103, 'Z': -0.06353383511304855}, {'X': 0.5875231623649597, 'Y': 0.4677218794822693, 'Z': -0.042188141494989395}, {'X': 0.566752016544342, 'Y': 0.37678754329681396, 'Z': -0.0712474137544632}, {'X': 0.5463161468505859, 'Y': 0.32497191429138184, 'Z': -0.09788618981838226}, {'X': 0.5268175005912781, 'Y': 0.28287169337272644, 'Z': -0.11480703949928284}, {'X': 0.6339225172996521, 'Y': 0.49144867062568665, 'Z': -0.059181470423936844}, {'X': 0.6094962954521179, 'Y': 0.4633277654647827, 'Z': -0.1023436114192009}, {'X': 0.5891179442405701, 'Y': 0.4939118027687073, 'Z': -0.1196216493844986}, {'X': 0.575893223285675, 'Y': 0.5224950313568115, 'Z': -0.12060686200857162}]
[{'X': 0.6005615592002869, 'Y': 0.6675134897232056, 'Z': -8.233720291173086e-05}, {'X': 0.5219616293907166, 'Y': 0.639289915561676, 'Z': 0.013523898087441921}, {'X': 0.4685060679912567, 'Y': 0.5787061452865601, 'Z': 0.032956160604953766}, {'X': 0.4437883198261261, 'Y': 0.5145012140274048, 'Z': 0.043613288551568985}, {'X': 0.4322526752948761, 'Y': 0.4729067385196686, 'Z': 0.06335942447185516}, {'X': 0.5003568530082703, 'Y': 0.4771347939968109, 'Z': 0.06055210530757904}, {'X': 0.47615206241607666, 'Y': 0.3928545415401459, 'Z': 0.06397353857755661}, {'X': 0.4653061628341675, 'Y': 0.34344834089279175, 'Z': 0.06484769284725189}, {'X': 0.4561868906021118, 'Y': 0.3016855716705322, 'Z': 0.059951867908239365}, {'X': 0.5371179580688477, 'Y': 0.458525687456131, 'Z': 0.03905787691473961}, {'X': 0.5097671151161194, 'Y': 0.3581323027610779, 'Z': 0.04431424289941788}, {'X': 0.4962169826030731, 'Y': 0.30076414346694946, 'Z': 0.031244445592164993}, {'X': 0.4849168360233307, 'Y': 0.2540550231933594, 'Z': 0.020252279937267303}, {'X': 0.5762307643890381, 'Y': 0.4572301506996155, 'Z': 0.013968122191727161}, {'X': 0.5509101748466492, 'Y': 0.3635009825229645, 'Z': 0.010990796610713005}, {'X': 0.5390943288803101, 'Y': 0.30291369557380676, 'Z': -0.0011277747107669711}, {'X': 0.5269500017166138, 'Y': 0.2506689727306366, 'Z': -0.011275121010839939}, {'X': 0.6202964186668396, 'Y': 0.4734504222869873, 'Z': -0.011269801296293736}, {'X': 0.5985573530197144, 'Y': 0.4015091061592102, 'Z': -0.027034355327486992}, {'X': 0.584581196308136, 'Y': 0.3596198260784149, 'Z': -0.042272116988897324}, {'X': 0.5682170987129211, 'Y': 0.3196651339530945, 'Z': -0.0511433407664299}]
[{'X': 0.6008233428001404, 'Y': 0.66521155834198, 'Z': -6.760364340152591e-05}, {'X': 0.5254654884338379, 'Y': 0.6373908519744873, 'Z': -0.00011510609328979626}, {'X': 0.47104310989379883, 'Y': 0.5791208744049072, 'Z': 0.01198921911418438}, {'X': 0.4412454664707184, 'Y': 0.5172887444496155, 'Z': 0.017487283796072006}, {'X': 0.42548108100891113, 'Y': 0.4760143756866455, 'Z': 0.030743611976504326}, {'X': 0.5007405877113342, 'Y': 0.47160273790359497, 'Z': 0.053088463842868805}, {'X': 0.4772663116455078, 'Y': 0.38994547724723816, 'Z': 0.05402637645602226}, {'X': 0.4670676290988922, 'Y': 0.3414906859397888, 'Z': 0.04857230931520462}, {'X': 0.45745110511779785, 'Y': 0.3002753257751465, 'Z': 0.03985822945833206}, {'X': 0.5391973853111267, 'Y': 0.4526134729385376, 'Z': 0.03652431443333626}, {'X': 0.5150532722473145, 'Y': 0.35354113578796387, 'Z': 0.04023274779319763}, {'X': 0.5005896091461182, 'Y': 0.297110915184021, 'Z': 0.02012106217443943}, {'X': 0.48851436376571655, 'Y': 0.25236231088638306, 'Z': 0.0023033865727484226}, {'X': 0.5795024037361145, 'Y': 0.4514378309249878, 'Z': 0.014454533345997334}, {'X': 0.560135543346405, 'Y': 0.3576008379459381, 'Z': 0.010908258147537708}, {'X': 0.5483495593070984, 'Y': 0.29626381397247314, 'Z': -0.007659319322556257}, {'X': 0.5347331762313843, 'Y': 0.24253542721271515, 'Z': -0.026096655055880547}, {'X': 0.6236258149147034, 'Y': 0.46904823184013367, 'Z': -0.00912179984152317}, {'X': 0.6158596277236938, 'Y': 0.39547014236450195, 'Z': -0.020484451204538345}, {'X': 0.6071223616600037, 'Y': 0.3475005626678467, 'Z': -0.03755441680550575}, {'X': 0.5930321216583252, 'Y': 0.2997649312019348, 'Z': -0.05047270655632019}]
[{'X': 0.6008233428001404, 'Y': 0.66521155834198, 'Z': -6.760364340152591e-05}, {'X': 0.5254654884338379, 'Y': 0.6373908519744873, 'Z': -0.00011510609328979626}, {'X': 0.47104310989379883, 'Y': 0.5791208744049072, 'Z': 0.01198921911418438}, {'X': 0.4412454664707184, 'Y': 0.5172887444496155, 'Z': 0.017487283796072006}, {'X': 0.42548108100891113, 'Y': 0.4760143756866455, 'Z': 0.030743611976504326}, {'X': 0.5007405877113342, 'Y': 0.47160273790359497, 'Z': 0.053088463842868805}, {'X': 0.4772663116455078, 'Y': 0.38994547724723816, 'Z': 0.05402637645602226}, {'X': 0.4670676290988922, 'Y': 0.3414906859397888, 'Z': 0.04857230931520462}, {'X': 0.45745110511779785, 'Y': 0.3002753257751465, 'Z': 0.03985822945833206}, {'X': 0.5391973853111267, 'Y': 0.4526134729385376, 'Z': 0.03652431443333626}, {'X': 0.5150532722473145, 'Y': 0.35354113578796387, 'Z': 0.04023274779319763}, {'X': 0.5005896091461182, 'Y': 0.297110915184021, 'Z': 0.02012106217443943}, {'X': 0.48851436376571655, 'Y': 0.25236231088638306, 'Z': 0.0023033865727484226}, {'X': 0.5795024037361145, 'Y': 0.4514378309249878, 'Z': 0.014454533345997334}, {'X': 0.560135543346405, 'Y': 0.3576008379459381, 'Z': 0.010908258147537708}, {'X': 0.5483495593070984, 'Y': 0.29626381397247314, 'Z': -0.007659319322556257}, {'X': 0.5347331762313843, 'Y': 0.24253542721271515, 'Z': -0.026096655055880547}, {'X': 0.6236258149147034, 'Y': 0.46904823184013367, 'Z': -0.00912179984152317}, {'X': 0.6158596277236938, 'Y': 0.39547014236450195, 'Z': -0.020484451204538345}, {'X': 0.6071223616600037, 'Y': 0.3475005626678467, 'Z': -0.03755441680550575}, {'X': 0.5930321216583252, 'Y': 0.2997649312019348, 'Z': -0.05047270655632019}]
[{'X': 0.602553129196167, 'Y': 0.6629976034164429, 'Z': -8.109727059490979e-05}, {'X': 0.5265715718269348, 'Y': 0.6381596326828003, 'Z': -0.003270855639129877}, {'X': 0.4717461168766022, 'Y': 0.5796197652816772, 'Z': 0.007449229713529348}, {'X': 0.44091084599494934, 'Y': 0.5160695910453796, 'Z': 0.012430432252585888}, {'X': 0.42613112926483154, 'Y': 0.47082650661468506, 'Z': 0.025786355137825012}, {'X': 0.5020543336868286, 'Y': 0.47199976444244385, 'Z': 0.05171111971139908}, {'X': 0.47656601667404175, 'Y': 0.38972920179367065, 'Z': 0.05320317670702934}, {'X': 0.4642398953437805, 'Y': 0.3425694406032562, 'Z': 0.0468226857483387}, {'X': 0.45348528027534485, 'Y': 0.30396515130996704, 'Z': 0.0373791828751564}, {'X': 0.5411317944526672, 'Y': 0.4507029354572296, 'Z': 0.038432776927948}, {'X': 0.5161523222923279, 'Y': 0.34988003969192505, 'Z': 0.04297379404306412}, {'X': 0.5003392100334167, 'Y': 0.29398560523986816, 'Z': 0.02139926888048649}, {'X': 0.4870632290840149, 'Y': 0.2513897120952606, 'Z': 0.0012199660995975137}, {'X': 0.5816887617111206, 'Y': 0.4475644528865814, 'Z': 0.01980370096862316}, {'X': 0.5618463158607483, 'Y': 0.3507087528705597, 'Z': 0.018320126459002495}, {'X': 0.5484712719917297, 'Y': 0.2930556535720825, 'Z': 0.0006711180321872234}, {'X': 0.5329945683479309, 'Y': 0.24461551010608673, 'Z': -0.017974263057112694}, {'X': 0.6253340244293213, 'Y': 0.46231937408447266, 'Z': 0.0005868531297892332}, {'X': 0.6178997755050659, 'Y': 0.38406336307525635, 'Z': -0.010167527012526989}, {'X': 0.6109331846237183, 'Y': 0.33386099338531494, 'Z': -0.025073785334825516}, {'X': 0.5991334915161133, 'Y': 0.2844584584236145, 'Z': -0.03659508004784584}]
[{'X': 0.6055139899253845, 'Y': 0.6598151922225952, 'Z': -9.143964416580275e-05}, {'X': 0.5276581645011902, 'Y': 0.6368929147720337, 'Z': -0.0025960132479667664}, {'X': 0.47090932726860046, 'Y': 0.5816025733947754, 'Z': 0.01273417565971613}, {'X': 0.44030889868736267, 'Y': 0.5190291404724121, 'Z': 0.023010199889540672}, {'X': 0.42780691385269165, 'Y': 0.4741249084472656, 'Z': 0.042511794716119766}, {'X': 0.501446008682251, 'Y': 0.46795472502708435, 'Z': 0.06026310846209526}, {'X': 0.47438591718673706, 'Y': 0.3899956941604614, 'Z': 0.06881048530340195}, {'X': 0.46222999691963196, 'Y': 0.34304702281951904, 'Z': 0.06429684907197952}, {'X': 0.4528546929359436, 'Y': 0.30478435754776, 'Z': 0.05533847212791443}, {'X': 0.5399589538574219, 'Y': 0.44433194398880005, 'Z': 0.05119863152503967}, {'X': 0.5137317180633545, 'Y': 0.3481394052505493, 'Z': 0.06742831319570541}, {'X': 0.4980221688747406, 'Y': 0.2926881015300751, 'Z': 0.05143367126584053}, {'X': 0.4861886501312256, 'Y': 0.250101774930954, 'Z': 0.03493458032608032}, {'X': 0.580917477607727, 'Y': 0.43991026282310486, 'Z': 0.03688986599445343}, {'X': 0.5621166825294495, 'Y': 0.34647101163864136, 'Z': 0.04484022781252861}, {'X': 0.5513817071914673, 'Y': 0.2894710600376129, 'Z': 0.034140415489673615}, {'X': 0.5402014255523682, 'Y': 0.2424011379480362, 'Z': 0.02169247530400753}, {'X': 0.6252298951148987, 'Y': 0.4551228880882263, 'Z': 0.020972052589058876}, {'X': 0.620826780796051, 'Y': 0.3786921501159668, 'Z': 0.0194595567882061}, {'X': 0.6160943508148193, 'Y': 0.3299904763698578, 'Z': 0.012033502571284771}, {'X': 0.6072447299957275, 'Y': 0.2846435010433197, 'Z': 0.007855887524783611}]
[{'X': 0.6057155728340149, 'Y': 0.656152606010437, 'Z': -0.00013937409676145762}, {'X': 0.5271156430244446, 'Y': 0.6362372040748596, 'Z': -0.002685633720830083}, {'X': 0.4709165096282959, 'Y': 0.5781324505805969, 'Z': 0.011945012025535107}, {'X': 0.43971341848373413, 'Y': 0.5140402317047119, 'Z': 0.022271713241934776}, {'X': 0.42494505643844604, 'Y': 0.4727919101715088, 'Z': 0.04162898659706116}, {'X': 0.501988410949707, 'Y': 0.4705600440502167, 'Z': 0.05121235549449921}, {'X': 0.474673330783844, 'Y': 0.3877311646938324, 'Z': 0.060660503804683685}, {'X': 0.46311891078948975, 'Y': 0.34050697088241577, 'Z': 0.05910665914416313}, {'X': 0.4530330300331116, 'Y': 0.30229848623275757, 'Z': 0.05125056952238083}, {'X': 0.5423664450645447, 'Y': 0.4454827308654785, 'Z': 0.04248270392417908}, {'X': 0.5162126421928406, 'Y': 0.34480202198028564, 'Z': 0.056076668202877045}, {'X': 0.5006012320518494, 'Y': 0.291152685880661, 'Z': 0.040967024862766266}, {'X': 0.48789530992507935, 'Y': 0.2502339482307434, 'Z': 0.023439908400177956}, {'X': 0.5836976170539856, 'Y': 0.4393859803676605, 'Z': 0.028632793575525284}, {'X': 0.5636159181594849, 'Y': 0.34125012159347534, 'Z': 0.0354849174618721}, {'X': 0.5515565872192383, 'Y': 0.28540879487991333, 'Z': 0.026153283193707466}, {'X': 0.5378326773643494, 'Y': 0.23831748962402344, 'Z': 0.01291525736451149}, {'X': 0.6280280351638794, 'Y': 0.45136475563049316, 'Z': 0.014085176400840282}, {'X': 0.6215248703956604, 'Y': 0.3704705834388733, 'Z': 0.011488656513392925}, {'X': 0.615987241268158, 'Y': 0.32132646441459656, 'Z': 0.0041277590207755566}, {'X': 0.605854868888855, 'Y': 0.2739132046699524, 'Z': -0.0007552350289188325}]
[{'X': 0.6020951271057129, 'Y': 0.6605439186096191, 'Z': -0.00010332938109058887}, {'X': 0.52409428358078, 'Y': 0.6360002160072327, 'Z': -0.00044570566387847066}, {'X': 0.46921589970588684, 'Y': 0.5775346159934998, 'Z': 0.01529371552169323}, {'X': 0.43932193517684937, 'Y': 0.5134539604187012, 'Z': 0.02551261894404888}, {'X': 0.4250764846801758, 'Y': 0.4713360071182251, 'Z': 0.04416817054152489}, {'X': 0.5011516809463501, 'Y': 0.4666929543018341, 'Z': 0.0613754577934742}, {'X': 0.47493499517440796, 'Y': 0.3844379782676697, 'Z': 0.0722624659538269}, {'X': 0.4635084569454193, 'Y': 0.33703145384788513, 'Z': 0.07020556181669235}, {'X': 0.4536169767379761, 'Y': 0.2989043593406677, 'Z': 0.06254341453313828}, {'X': 0.5416243076324463, 'Y': 0.44343331456184387, 'Z': 0.051579736173152924}, {'X': 0.5166562795639038, 'Y': 0.34306785464286804, 'Z': 0.06837094575166702}, {'X': 0.5011858940124512, 'Y': 0.2890213429927826, 'Z': 0.05464570224285126}, {'X': 0.4886457622051239, 'Y': 0.2478722780942917, 'Z': 0.03880532830953598}, {'X': 0.5832827687263489, 'Y': 0.43874257802963257, 'Z': 0.03661289066076279}, {'X': 0.5637264847755432, 'Y': 0.3412417769432068, 'Z': 0.04620007425546646}, {'X': 0.5517933964729309, 'Y': 0.28492605686187744, 'Z': 0.0387965552508831}, {'X': 0.5382091999053955, 'Y': 0.23754560947418213, 'Z': 0.027017777785658836}, {'X': 0.628093957901001, 'Y': 0.4522741138935089, 'Z': 0.020327044650912285}, {'X': 0.6230194568634033, 'Y': 0.37138432264328003, 'Z': 0.020272037014365196}, {'X': 0.6165083050727844, 'Y': 0.32277512550354004, 'Z': 0.015109886415302753}, {'X': 0.6053128242492676, 'Y': 0.2759806513786316, 'Z': 0.011304816231131554}]
[{'X': 0.6034426689147949, 'Y': 0.6577133536338806, 'Z': -0.0001328594225924462}, {'X': 0.5246652960777283, 'Y': 0.6348909735679626, 'Z': 0.00019891111878678203}, {'X': 0.46972936391830444, 'Y': 0.5783818960189819, 'Z': 0.015121177770197392}, {'X': 0.43953195214271545, 'Y': 0.5155930519104004, 'Z': 0.024813279509544373}, {'X': 0.4245007336139679, 'Y': 0.4727911949157715, 'Z': 0.04349018633365631}, {'X': 0.5010915398597717, 'Y': 0.46987810730934143, 'Z': 0.054901521652936935}, {'X': 0.47377046942710876, 'Y': 0.38692063093185425, 'Z': 0.06501307338476181}, {'X': 0.4624188542366028, 'Y': 0.3372095227241516, 'Z': 0.06429854035377502}, {'X': 0.45245361328125, 'Y': 0.2975770831108093, 'Z': 0.05795715004205704}, {'X': 0.5427125692367554, 'Y': 0.445325642824173, 'Z': 0.044727858155965805}, {'X': 0.5174506902694702, 'Y': 0.34388554096221924, 'Z': 0.05916403979063034}, {'X': 0.5016838908195496, 'Y': 0.28839361667633057, 'Z': 0.043541278690099716}, {'X': 0.48860812187194824, 'Y': 0.2473287582397461, 'Z': 0.02600030042231083}, {'X': 0.5850573778152466, 'Y': 0.43914374709129333, 'Z': 0.029759002849459648}, {'X': 0.5670149922370911, 'Y': 0.34047311544418335, 'Z': 0.03797519952058792}, {'X': 0.5546995401382446, 'Y': 0.28296470642089844, 'Z': 0.02844134531915188}, {'X': 0.5406228303909302, 'Y': 0.23556265234947205, 'Z': 0.014921139925718307}, {'X': 0.6297743320465088, 'Y': 0.450848251581192, 'Z': 0.014310899190604687}, {'X': 0.6243800520896912, 'Y': 0.368489533662796, 'Z': 0.011610379442572594}, {'X': 0.6168726086616516, 'Y': 0.31900838017463684, 'Z': 0.002910628682002425}, {'X': 0.604182779788971, 'Y': 0.2725517153739929, 'Z': -0.0037860034499317408}]
[{'X': 0.603123128414154, 'Y': 0.6534446477890015, 'Z': -0.0001373663981212303}, {'X': 0.5261312127113342, 'Y': 0.6330950260162354, 'Z': -0.003496745601296425}, {'X': 0.47011086344718933, 'Y': 0.5749087929725647, 'Z': 0.011316467076539993}, {'X': 0.44087451696395874, 'Y': 0.5102396011352539, 'Z': 0.02184949815273285}, {'X': 0.42785459756851196, 'Y': 0.4663347005844116, 'Z': 0.040671031922101974}, {'X': 0.5041807293891907, 'Y': 0.4704514443874359, 'Z': 0.050948869436979294}, {'X': 0.4774108827114105, 'Y': 0.3891369104385376, 'Z': 0.05703342705965042}, {'X': 0.4653812348842621, 'Y': 0.3390309810638428, 'Z': 0.05348455533385277}, {'X': 0.45487791299819946, 'Y': 0.29884040355682373, 'Z': 0.04502534493803978}, {'X': 0.544377863407135, 'Y': 0.44626569747924805, 'Z': 0.04176708683371544}, {'X': 0.5185496211051941, 'Y': 0.3475440442562103, 'Z': 0.053444426506757736}, {'X': 0.5021212697029114, 'Y': 0.2907080054283142, 'Z': 0.03525388240814209}, {'X': 0.48812639713287354, 'Y': 0.24698512256145477, 'Z': 0.01600600592792034}, {'X': 0.5859147906303406, 'Y': 0.4404623806476593, 'Z': 0.028265096247196198}, {'X': 0.5662075877189636, 'Y': 0.3444899320602417, 'Z': 0.033650267869234085}, {'X': 0.5547077059745789, 'Y': 0.28672724962234497, 'Z': 0.022007081657648087}, {'X': 0.5414963960647583, 'Y': 0.23961761593818665, 'Z': 0.008586124517023563}, {'X': 0.6303467154502869, 'Y': 0.45236197113990784, 'Z': 0.013201776891946793}, {'X': 0.6237072944641113, 'Y': 0.37160614132881165, 'Z': 0.008640581741929054}, {'X': 0.6167386770248413, 'Y': 0.32155483961105347, 'Z': 2.7220772608416155e-05}, {'X': 0.6055683493614197, 'Y': 0.2759796977043152, 'Z': -0.006005503702908754}]
