[{'X': 0.701995849609375, 'Y': 0.7979223132133484, 'Z': -6.987737288000062e-05}, {'X': 0.6381304264068604, 'Y': 0.7568416595458984, 'Z': -0.027424583211541176}, {'X': 0.5881259441375732, 'Y': 0.6588770747184753, 'Z': -0.032707199454307556}, {'X': 0.5572347640991211, 'Y': 0.5800990462303162, 'Z': -0.04338846355676651}, {'X': 0.5257695317268372, 'Y': 0.547204315662384, 'Z': -0.062186773866415024}, {'X': 0.6339045763015747, 'Y': 0.5134916305541992, 'Z': 0.025523023679852486}, {'X': 0.6260538697242737, 'Y': 0.3973011374473572, 'Z': 0.019284788519144058}, {'X': 0.6216855645179749, 'Y': 0.32710230350494385, 'Z': 0.004787606652826071}, {'X': 0.6176690459251404, 'Y': 0.2652081847190857, 'Z': -0.011723554693162441}, {'X': 0.672884464263916, 'Y': 0.49332788586616516, 'Z': 0.017615705728530884}, {'X': 0.6627184748649597, 'Y': 0.36878710985183716, 'Z': 0.015545814298093319}, {'X': 0.6538782715797424, 'Y': 0.2946871519088745, 'Z': -0.011812619864940643}, {'X': 0.6457323431968689, 'Y': 0.2279101014137268, 'Z': -0.03156333416700363}, {'X': 0.7124325037002563, 'Y': 0.4981610178947449, 'Z': 0.0024234408047050238}, {'X': 0.7063021063804626, 'Y': 0.37011003494262695, 'Z': -0.006420945283025503}, {'X': 0.697822630405426, 'Y': 0.29206299781799316, 'Z': -0.03799150884151459}, {'X': 0.6889501214027405, 'Y': 0.22360235452651978, 'Z': -0.06266319751739502}, {'X': 0.7539958953857422, 'Y': 0.5286861658096313, 'Z': -0.015600880607962608}, {'X': 0.7711600065231323, 'Y': 0.4331115186214447, 'Z': -0.030882827937602997}, {'X': 0.7795366644859314, 'Y': 0.3656904995441437, 'Z': -0.05082841217517853}, {'X': 0.7826693058013916, 'Y': 0.29779568314552307, 'Z': -0.07056932896375656}]
[{'X': 0.7069706320762634, 'Y': 0.7769227027893066, 'Z': -0.00015627812535967678}, {'X': 0.6506187915802002, 'Y': 0.7521175146102905, 'Z': -0.019456369802355766}, {'X': 0.5986144542694092, 'Y': 0.6503852605819702, 'Z': -0.028615618124604225}, {'X': 0.564387857913971, 'Y': 0.5809123516082764, 'Z': -0.04308287426829338}, {'X': 0.5353372693061829, 'Y': 0.5420699119567871, 'Z': -0.0744137093424797}, {'X': 0.6368874311447144, 'Y': 0.5439150929450989, 'Z': 0.014672084711492062}, {'X': 0.6243305206298828, 'Y': 0.4187212586402893, 'Z': 0.01475625392049551}, {'X': 0.6163139343261719, 'Y': 0.34379005432128906, 'Z': -3.5422403925622348e-06}, {'X': 0.6091907024383545, 'Y': 0.28456640243530273, 'Z': -0.020788811147212982}, {'X': 0.6719956994056702, 'Y': 0.5345029234886169, 'Z': -0.001864839461632073}, {'X': 0.6444950103759766, 'Y': 0.48664090037345886, 'Z': -0.06949331611394882}, {'X': 0.6299278140068054, 'Y': 0.57523512840271, 'Z': -0.10903367400169373}, {'X': 0.624585747718811, 'Y': 0.648100733757019, 'Z': -0.10793786495923996}, {'X': 0.7101994752883911, 'Y': 0.5325741767883301, 'Z': -0.023106513544917107}, {'X': 0.6968516707420349, 'Y': 0.4256659746170044, 'Z': -0.04983755573630333}, {'X': 0.6682569980621338, 'Y': 0.3812471032142639, 'Z': -0.08529774099588394}, {'X': 0.6406983137130737, 'Y': 0.3412514328956604, 'Z': -0.10689476877450943}, {'X': 0.7506408095359802, 'Y': 0.5405610799789429, 'Z': -0.0458330437541008}, {'X': 0.7592859268188477, 'Y': 0.4435954689979553, 'Z': -0.060561493039131165}, {'X': 0.7641580700874329, 'Y': 0.3757283687591553, 'Z': -0.07688121497631073}, {'X': 0.762980043888092, 'Y': 0.30294978618621826, 'Z': -0.09423382580280304}]
[{'X': 0.7000836730003357, 'Y': 0.755126416683197, 'Z': -0.0001387272495776415}, {'X': 0.6524586081504822, 'Y': 0.7483008503913879, 'Z': -0.010384386405348778}, {'X': 0.6044628620147705, 'Y': 0.6387312412261963, 'Z': -0.005378482397645712}, {'X': 0.5724083185195923, 'Y': 0.5670490264892578, 'Z': -0.00960166659206152}, {'X': 0.5328478813171387, 'Y': 0.5359116196632385, 'Z': -0.029322894290089607}, {'X': 0.6390123963356018, 'Y': 0.5366331934928894, 'Z': 0.03222935274243355}, {'X': 0.6231353878974915, 'Y': 0.4379386901855469, 'Z': 0.028332216665148735}, {'X': 0.6105361580848694, 'Y': 0.3758108615875244, 'Z': 0.0148893091827631}, {'X': 0.5987241864204407, 'Y': 0.324893057346344, 'Z': -0.0015188459074124694}, {'X': 0.6719849109649658, 'Y': 0.5245652794837952, 'Z': 0.01237344928085804}, {'X': 0.6425133347511292, 'Y': 0.4733368754386902, 'Z': -0.0462205596268177}, {'X': 0.6339017152786255, 'Y': 0.5592467784881592, 'Z': -0.08199676871299744}, {'X': 0.6338132619857788, 'Y': 0.6314404606819153, 'Z': -0.08369453996419907}, {'X': 0.706749439239502, 'Y': 0.5265388488769531, 'Z': -0.011932876892387867}, {'X': 0.6879176497459412, 'Y': 0.4314919412136078, 'Z': -0.03594544902443886}, {'X': 0.6582446694374084, 'Y': 0.418133020401001, 'Z': -0.06475065648555756}, {'X': 0.6321181654930115, 'Y': 0.4061610698699951, 'Z': -0.08045613020658493}, {'X': 0.742024302482605, 'Y': 0.5370925068855286, 'Z': -0.03816289082169533}, {'X': 0.7488311529159546, 'Y': 0.446544349193573, 'Z': -0.05842187628149986}, {'X': 0.7546442747116089, 'Y': 0.38609129190444946, 'Z': -0.07850784063339233}, {'X': 0.7556564807891846, 'Y': 0.3164864480495453, 'Z': -0.09837235510349274}]
[{'X': 0.7056490778923035, 'Y': 0.7706828117370605, 'Z': -0.00018492902745492756}, {'X': 0.6571102142333984, 'Y': 0.7545512914657593, 'Z': -0.013179568573832512}, {'X': 0.6090484857559204, 'Y': 0.6455174684524536, 'Z': -0.011247016489505768}, {'X': 0.5791992545127869, 'Y': 0.5742901563644409, 'Z': -0.01836821623146534}, {'X': 0.5410222411155701, 'Y': 0.537932276725769, 'Z': -0.037560898810625076}, {'X': 0.6413673162460327, 'Y': 0.5300928354263306, 'Z': 0.03172491118311882}, {'X': 0.6280430555343628, 'Y': 0.4405704438686371, 'Z': 0.025157049298286438}, {'X': 0.6136525273323059, 'Y': 0.38523101806640625, 'Z': 0.016319477930665016}, {'X': 0.5976638197898865, 'Y': 0.34058427810668945, 'Z': 0.006000080145895481}, {'X': 0.6741722822189331, 'Y': 0.5213543176651001, 'Z': 0.011043192818760872}, {'X': 0.6499568819999695, 'Y': 0.45159056782722473, 'Z': -0.052830372005701065}, {'X': 0.6381525993347168, 'Y': 0.5415757298469543, 'Z': -0.08981186896562576}, {'X': 0.6372597217559814, 'Y': 0.6215406656265259, 'Z': -0.0911964401602745}, {'X': 0.7098481059074402, 'Y': 0.5248576402664185, 'Z': -0.01619086228311062}, {'X': 0.6948131918907166, 'Y': 0.42296302318573, 'Z': -0.04819916933774948}, {'X': 0.6606349945068359, 'Y': 0.4267733097076416, 'Z': -0.0730566531419754}, {'X': 0.6330167055130005, 'Y': 0.4351787567138672, 'Z': -0.0817725732922554}, {'X': 0.7473853230476379, 'Y': 0.5401013493537903, 'Z': -0.04439271613955498}, {'X': 0.7538291811943054, 'Y': 0.44543060660362244, 'Z': -0.06604122370481491}, {'X': 0.7567904591560364, 'Y': 0.37770214676856995, 'Z': -0.08501853793859482}, {'X': 0.7558818459510803, 'Y': 0.30648893117904663, 'Z': -0.10071157664060593}]
[{'X': 0.7084858417510986, 'Y': 0.7809146046638489, 'Z': -0.00017111578199546784}, {'X': 0.6568882465362549, 'Y': 0.7590112686157227, 'Z': -0.01534396130591631}, {'X': 0.6095542907714844, 'Y': 0.6481972932815552, 'Z': -0.014734869822859764}, {'X': 0.5781890749931335, 'Y': 0.5731682181358337, 'Z': -0.023602638393640518}, {'X': 0.5357861518859863, 'Y': 0.5374161005020142, 'Z': -0.04166657477617264}, {'X': 0.6368501782417297, 'Y': 0.527836263179779, 'Z': 0.0324203260242939}, {'X': 0.6260002851486206, 'Y': 0.4437091648578644, 'Z': 0.02489270269870758}, {'X': 0.6136871576309204, 'Y': 0.39609357714653015, 'Z': 0.01679155044257641}, {'X': 0.5971945524215698, 'Y': 0.3585894703865051, 'Z': 0.006184430327266455}, {'X': 0.6713359951972961, 'Y': 0.5165358185768127, 'Z': 0.012204989790916443}, {'X': 0.6503790020942688, 'Y': 0.43765318393707275, 'Z': -0.05299963057041168}, {'X': 0.6398563981056213, 'Y': 0.5241737365722656, 'Z': -0.10360540449619293}, {'X': 0.6386550068855286, 'Y': 0.6101350784301758, 'Z': -0.1143246740102768}, {'X': 0.7085535526275635, 'Y': 0.5195871591567993, 'Z': -0.013866925612092018}, {'X': 0.6981081962585449, 'Y': 0.42066219449043274, 'Z': -0.04879628121852875}, {'X': 0.6671331524848938, 'Y': 0.42222535610198975, 'Z': -0.08066248893737793}, {'X': 0.6411672830581665, 'Y': 0.4333665370941162, 'Z': -0.0940757617354393}, {'X': 0.746227502822876, 'Y': 0.5384863615036011, 'Z': -0.04141407832503319}, {'X': 0.7530081868171692, 'Y': 0.44656670093536377, 'Z': -0.06230779364705086}, {'X': 0.7527478933334351, 'Y': 0.3814646601676941, 'Z': -0.08198152482509613}, {'X': 0.7489292621612549, 'Y': 0.31652089953422546, 'Z': -0.09610898792743683}]
[{'X': 0.6962096691131592, 'Y': 0.7496629953384399, 'Z': -0.00011712973355315626}, {'X': 0.6454353928565979, 'Y': 0.7339041829109192, 'Z': -0.015506348572671413}, {'X': 0.6002624034881592, 'Y': 0.629909873008728, 'Z': -0.014514682814478874}, {'X': 0.5686992406845093, 'Y': 0.5668935775756836, 'Z': -0.022509686648845673}, {'X': 0.5280219912528992, 'Y': 0.5407547950744629, 'Z': -0.04290280491113663}, {'X': 0.6354190707206726, 'Y': 0.5191225409507751, 'Z': 0.0422031544148922}, {'X': 0.6267853379249573, 'Y': 0.4357142746448517, 'Z': 0.03552047163248062}, {'X': 0.6132647395133972, 'Y': 0.3980723023414612, 'Z': 0.019339097663760185}, {'X': 0.5980824828147888, 'Y': 0.37796327471733093, 'Z': 0.003392488230019808}, {'X': 0.668437123298645, 'Y': 0.5098331570625305, 'Z': 0.02445625700056553}, {'X': 0.6514209508895874, 'Y': 0.42616236209869385, 'Z': -0.03180897235870361}, {'X': 0.6348114013671875, 'Y': 0.4895586371421814, 'Z': -0.09088759869337082}, {'X': 0.6290662884712219, 'Y': 0.5640876293182373, 'Z': -0.11057010293006897}, {'X': 0.7046871781349182, 'Y': 0.5142143368721008, 'Z': 0.002588279079645872}, {'X': 0.700086772441864, 'Y': 0.4153047204017639, 'Z': -0.025953933596611023}, {'X': 0.6706842184066772, 'Y': 0.408648818731308, 'Z': -0.06767089664936066}, {'X': 0.6456344127655029, 'Y': 0.41520723700523376, 'Z': -0.08838167786598206}, {'X': 0.7406297326087952, 'Y': 0.5325159430503845, 'Z': -0.021708736196160316}, {'X': 0.7492712736129761, 'Y': 0.4451584219932556, 'Z': -0.041770897805690765}, {'X': 0.7496450543403625, 'Y': 0.3848714828491211, 'Z': -0.06546993553638458}, {'X': 0.7435505390167236, 'Y': 0.3260307312011719, 'Z': -0.08195513486862183}]
[{'X': 0.6897632479667664, 'Y': 0.7428630590438843, 'Z': -0.00010522176307858899}, {'X': 0.6391043066978455, 'Y': 0.7168741226196289, 'Z': -0.014128107577562332}, {'X': 0.5953946709632874, 'Y': 0.617870569229126, 'Z': -0.013897411525249481}, {'X': 0.5623887777328491, 'Y': 0.5609584450721741, 'Z': -0.021850435063242912}, {'X': 0.5224609375, 'Y': 0.5404922962188721, 'Z': -0.04311415180563927}, {'X': 0.6335958242416382, 'Y': 0.5101563334465027, 'Z': 0.027102621272206306}, {'X': 0.6281911134719849, 'Y': 0.4150615930557251, 'Z': 0.0016913514118641615}, {'X': 0.6115133166313171, 'Y': 0.3917955160140991, 'Z': -0.029609469696879387}, {'X': 0.597568154335022, 'Y': 0.39633214473724365, 'Z': -0.04916882887482643}, {'X': 0.6671839952468872, 'Y': 0.5039301514625549, 'Z': 0.00815496314316988}, {'X': 0.6491691470146179, 'Y': 0.4199921488761902, 'Z': -0.05299697071313858}, {'X': 0.6341143250465393, 'Y': 0.493240088224411, 'Z': -0.10353408753871918}, {'X': 0.6305787563323975, 'Y': 0.5623700618743896, 'Z': -0.12131302803754807}, {'X': 0.7045406699180603, 'Y': 0.5119120478630066, 'Z': -0.01687818579375744}, {'X': 0.6931220293045044, 'Y': 0.4102121889591217, 'Z': -0.054281726479530334}, {'X': 0.6641759872436523, 'Y': 0.429680734872818, 'Z': -0.09024328738451004}, {'X': 0.6450796723365784, 'Y': 0.4589995741844177, 'Z': -0.10833830386400223}, {'X': 0.7404711246490479, 'Y': 0.5313770174980164, 'Z': -0.043389398604631424}, {'X': 0.7468958497047424, 'Y': 0.43960726261138916, 'Z': -0.0656701847910881}, {'X': 0.744139552116394, 'Y': 0.3798532485961914, 'Z': -0.09207059442996979}, {'X': 0.734721839427948, 'Y': 0.32479697465896606, 'Z': -0.11311333626508713}]
[{'X': 0.6846631765365601, 'Y': 0.7235091924667358, 'Z': -7.601168908877298e-05}, {'X': 0.6340590119361877, 'Y': 0.702839732170105, 'Z': -0.013262772001326084}, {'X': 0.5920117497444153, 'Y': 0.6110251545906067, 'Z': -0.014718454331159592}, {'X': 0.5607706904411316, 'Y': 0.5557258725166321, 'Z': -0.024446066468954086}, {'X': 0.5199765563011169, 'Y': 0.5379731059074402, 'Z': -0.046820927411317825}, {'X': 0.6322718858718872, 'Y': 0.504848301410675, 'Z': 0.023381074890494347}, {'X': 0.6273358464241028, 'Y': 0.4151606559753418, 'Z': 0.00041727395728230476}, {'X': 0.6101472973823547, 'Y': 0.3925012946128845, 'Z': -0.028645755723118782}, {'X': 0.5943498611450195, 'Y': 0.3978196978569031, 'Z': -0.04726903513073921}, {'X': 0.6649114489555359, 'Y': 0.4979255795478821, 'Z': 0.0051466054283082485}, {'X': 0.6533352732658386, 'Y': 0.41183358430862427, 'Z': -0.04491719231009483}, {'X': 0.635944128036499, 'Y': 0.4617921710014343, 'Z': -0.09993014484643936}, {'X': 0.6270347237586975, 'Y': 0.5233246088027954, 'Z': -0.1249064952135086}, {'X': 0.7004823684692383, 'Y': 0.5075376629829407, 'Z': -0.0166343804448843}, {'X': 0.6949328780174255, 'Y': 0.41375118494033813, 'Z': -0.047644659876823425}, {'X': 0.6689092516899109, 'Y': 0.41640210151672363, 'Z': -0.09095518290996552}, {'X': 0.6493798494338989, 'Y': 0.43389517068862915, 'Z': -0.11439622938632965}, {'X': 0.7338141202926636, 'Y': 0.5305930376052856, 'Z': -0.03984066843986511}, {'X': 0.7442552447319031, 'Y': 0.44735315442085266, 'Z': -0.061045899987220764}, {'X': 0.7436131238937378, 'Y': 0.38564416766166687, 'Z': -0.08975548297166824}, {'X': 0.733972430229187, 'Y': 0.32800763845443726, 'Z': -0.1119285374879837}]
[{'X': 0.6839770078659058, 'Y': 0.7356792688369751, 'Z': -8.077161328401417e-05}, {'X': 0.6347143054008484, 'Y': 0.7096922397613525, 'Z': -0.022475091740489006}, {'X': 0.5922009944915771, 'Y': 0.6181157827377319, 'Z': -0.0276878010481596}, {'X': 0.5591393113136292, 'Y': 0.5607384443283081, 'Z': -0.039612915366888046}, {'X': 0.5215731859207153, 'Y': 0.5397684574127197, 'Z': -0.06077199801802635}, {'X': 0.6309677958488464, 'Y': 0.5090014934539795, 'Z': 0.01716776192188263}, {'X': 0.6252513527870178, 'Y': 0.41914111375808716, 'Z': -0.006200342904776335}, {'X': 0.6085603833198547, 'Y': 0.3883071839809418, 'Z': -0.036542441695928574}, {'X': 0.5914946794509888, 'Y': 0.38603293895721436, 'Z': -0.05795791745185852}, {'X': 0.6648615002632141, 'Y': 0.5000569820404053, 'Z': 7.917084985820111e-06}, {'X': 0.6581864953041077, 'Y': 0.3995562195777893, 'Z': -0.051180072128772736}, {'X': 0.6397531628608704, 'Y': 0.42847922444343567, 'Z': -0.10993805527687073}, {'X': 0.6287044286727905, 'Y': 0.48387518525123596, 'Z': -0.14096727967262268}, {'X': 0.7017812728881836, 'Y': 0.5085304975509644, 'Z': -0.021932682022452354}, {'X': 0.6987858414649963, 'Y': 0.4065200686454773, 'Z': -0.06015538424253464}, {'X': 0.6748471856117249, 'Y': 0.41499555110931396, 'Z': -0.10825230181217194}, {'X': 0.6568266153335571, 'Y': 0.4477055072784424, 'Z': -0.13362589478492737}, {'X': 0.7366679310798645, 'Y': 0.5309571027755737, 'Z': -0.04554473236203194}, {'X': 0.7474632859230042, 'Y': 0.4432559609413147, 'Z': -0.06783215701580048}, {'X': 0.7456094622612, 'Y': 0.3791254758834839, 'Z': -0.09615287184715271}, {'X': 0.735351026058197, 'Y': 0.32665592432022095, 'Z': -0.120036780834198}]
[{'X': 0.6818926930427551, 'Y': 0.7297300696372986, 'Z': -9.045912156580016e-05}, {'X': 0.6314149498939514, 'Y': 0.7032149434089661, 'Z': -0.01610935851931572}, {'X': 0.5922442078590393, 'Y': 0.6171075105667114, 'Z': -0.02493727207183838}, {'X': 0.5620276927947998, 'Y': 0.562300980091095, 'Z': -0.04239021986722946}, {'X': 0.5299201607704163, 'Y': 0.5425663590431213, 'Z': -0.066741943359375}, {'X': 0.6352931261062622, 'Y': 0.5008091926574707, 'Z': 0.017990821972489357}, {'X': 0.626798689365387, 'Y': 0.4120917320251465, 'Z': -0.006520324386656284}, {'X': 0.6111963987350464, 'Y': 0.3812810480594635, 'Z': -0.041048165410757065}, {'X': 0.5935050845146179, 'Y': 0.37956702709198, 'Z': -0.06649462133646011}, {'X': 0.6672285795211792, 'Y': 0.4894959330558777, 'Z': -0.002446133876219392}, {'X': 0.6661116480827332, 'Y': 0.39606907963752747, 'Z': -0.035519082099199295}, {'X': 0.6506152749061584, 'Y': 0.3811036944389343, 'Z': -0.08708831667900085}, {'X': 0.6339384913444519, 'Y': 0.3974466621875763, 'Z': -0.12135175615549088}, {'X': 0.7001659870147705, 'Y': 0.5024787783622742, 'Z': -0.028495758771896362}, {'X': 0.7044537663459778, 'Y': 0.4099775552749634, 'Z': -0.05343642830848694}, {'X': 0.6887031197547913, 'Y': 0.3860904574394226, 'Z': -0.09583374112844467}, {'X': 0.6717442870140076, 'Y': 0.3860868811607361, 'Z': -0.12555547058582306}, {'X': 0.7304847836494446, 'Y': 0.5365629196166992, 'Z': -0.05803723260760307}, {'X': 0.741514265537262, 'Y': 0.459703266620636, 'Z': -0.0711769238114357}, {'X': 0.7407310009002686, 'Y': 0.3965684175491333, 'Z': -0.09023379534482956}, {'X': 0.7300833463668823, 'Y': 0.3425326943397522, 'Z': -0.11209274083375931}]
[{'X': 0.6881377696990967, 'Y': 0.7617870569229126, 'Z': -9.97029710561037e-05}, {'X': 0.6368100643157959, 'Y': 0.727043628692627, 'Z': -0.01602523773908615}, {'X': 0.5909194946289062, 'Y': 0.634210467338562, 'Z': -0.02208145521581173}, {'X': 0.5540123581886292, 'Y': 0.5679186582565308, 'Z': -0.03707495331764221}, {'X': 0.5147147178649902, 'Y': 0.5389882326126099, 'Z': -0.059613924473524094}, {'X': 0.6344932913780212, 'Y': 0.49627816677093506, 'Z': 0.0303207840770483}, {'X': 0.6273017525672913, 'Y': 0.39433911442756653, 'Z': 0.02291235327720642}, {'X': 0.6147875785827637, 'Y': 0.34323030710220337, 'Z': 0.005033495370298624}, {'X': 0.6005651354789734, 'Y': 0.3123975992202759, 'Z': -0.011482330039143562}, {'X': 0.6686620712280273, 'Y': 0.48491960763931274, 'Z': 0.012079429812729359}, {'X': 0.6667836904525757, 'Y': 0.371792197227478, 'Z': -0.012305735610425472}, {'X': 0.65038001537323, 'Y': 0.36274200677871704, 'Z': -0.059428781270980835}, {'X': 0.6380256414413452, 'Y': 0.39261218905448914, 'Z': -0.08553546667098999}, {'X': 0.7029867172241211, 'Y': 0.49684447050094604, 'Z': -0.01002433616667986}, {'X': 0.7087582349777222, 'Y': 0.3854682445526123, 'Z': -0.025424417108297348}, {'X': 0.6938073039054871, 'Y': 0.353235125541687, 'Z': -0.07107090950012207}, {'X': 0.6824688911437988, 'Y': 0.3463652729988098, 'Z': -0.10020402073860168}, {'X': 0.7367261052131653, 'Y': 0.5316346287727356, 'Z': -0.036195915192365646}, {'X': 0.7538681030273438, 'Y': 0.4527088403701782, 'Z': -0.0488927997648716}, {'X': 0.7640818357467651, 'Y': 0.3892456591129303, 'Z': -0.07794127613306046}, {'X': 0.7698233127593994, 'Y': 0.33134233951568604, 'Z': -0.10421188175678253}]
[{'X': 0.6946106553077698, 'Y': 0.7825369238853455, 'Z': -7.523514068452641e-05}, {'X': 0.6362348198890686, 'Y': 0.7383744120597839, 'Z': -0.011659914627671242}, {'X': 0.5919920802116394, 'Y': 0.6416747570037842, 'Z': -0.016642067581415176}, {'X': 0.5538010597229004, 'Y': 0.5724549889564514, 'Z': -0.03085937164723873}, {'X': 0.5149692296981812, 'Y': 0.5466044545173645, 'Z': -0.049529384821653366}, {'X': 0.6351154446601868, 'Y': 0.4946463406085968, 'Z': 0.04742136225104332}, {'X': 0.6354867815971375, 'Y': 0.38046959042549133, 'Z': 0.04172658547759056}, {'X': 0.6263867616653442, 'Y': 0.3181905746459961, 'Z': 0.023875972256064415}, {'X': 0.6159411072731018, 'Y': 0.275808185338974, 'Z': 0.006393713410943747}, {'X': 0.6690505743026733, 'Y': 0.4826068580150604, 'Z': 0.030863715335726738}, {'X': 0.6668916940689087, 'Y': 0.3646123707294464, 'Z': 0.012110273353755474}, {'X': 0.6462085843086243, 'Y': 0.34682923555374146, 'Z': -0.027486948296427727}, {'X': 0.6306849122047424, 'Y': 0.36614277958869934, 'Z': -0.045947156846523285}, {'X': 0.7035040855407715, 'Y': 0.49255460500717163, 'Z': 0.008859367109835148}, {'X': 0.7102952599525452, 'Y': 0.37235331535339355, 'Z': 0.00022381676535587758}, {'X': 0.6934055089950562, 'Y': 0.31915467977523804, 'Z': -0.04027332365512848}, {'X': 0.6803498268127441, 'Y': 0.2897683382034302, 'Z': -0.06468575447797775}, {'X': 0.7384073138237, 'Y': 0.5280745625495911, 'Z': -0.01644151099026203}, {'X': 0.7515357732772827, 'Y': 0.44990894198417664, 'Z': -0.024186933413147926}, {'X': 0.7565026879310608, 'Y': 0.3896436095237732, 'Z': -0.04632119461894035}, {'X': 0.7615436315536499, 'Y': 0.3357149064540863, 'Z': -0.06412850320339203}]
[{'X': 0.698206901550293, 'Y': 0.7661450505256653, 'Z': -0.00011165029718540609}, {'X': 0.641594648361206, 'Y': 0.7319426536560059, 'Z': -0.01688452623784542}, {'X': 0.5958749055862427, 'Y': 0.6398767828941345, 'Z': -0.018408406525850296}, {'X': 0.560001790523529, 'Y': 0.5745841264724731, 'Z': -0.02971212938427925}, {'X': 0.524817705154419, 'Y': 0.5573891997337341, 'Z': -0.04627850279211998}, {'X': 0.6361775398254395, 'Y': 0.4988686144351959, 'Z': 0.05395231768488884}, {'X': 0.634719729423523, 'Y': 0.40625399351119995, 'Z': 0.05967983230948448}, {'X': 0.6304894089698792, 'Y': 0.34860852360725403, 'Z': 0.04817560315132141}, {'X': 0.6273291707038879, 'Y': 0.3018713593482971, 'Z': 0.0343683585524559}, {'X': 0.6714836359024048, 'Y': 0.4803099036216736, 'Z': 0.04382602125406265}, {'X': 0.6701539158821106, 'Y': 0.3837144076824188, 'Z': 0.05735844001173973}, {'X': 0.6618912220001221, 'Y': 0.32760077714920044, 'Z': 0.03811725974082947}, {'X': 0.6527600288391113, 'Y': 0.28600847721099854, 'Z': 0.023013539612293243}, {'X': 0.7072518467903137, 'Y': 0.48638468980789185, 'Z': 0.026808662340044975}, {'X': 0.7115394473075867, 'Y': 0.3793436884880066, 'Z': 0.03643970936536789}, {'X': 0.7047885060310364, 'Y': 0.313806414604187, 'Z': 0.01240827888250351}, {'X': 0.6966309547424316, 'Y': 0.26131829619407654, 'Z': -0.008580033667385578}, {'X': 0.7444666028022766, 'Y': 0.5179377794265747, 'Z': 0.004784707445651293}, {'X': 0.7604801654815674, 'Y': 0.4449894428253174, 'Z': 0.005537213291972876}, {'X': 0.7692395448684692, 'Y': 0.3928309977054596, 'Z': -0.008013316430151463}, {'X': 0.7767497897148132, 'Y': 0.3447267711162567, 'Z': -0.02280326932668686}]
[{'X': 0.6996704936027527, 'Y': 0.7723362445831299, 'Z': -9.457289706915617e-05}, {'X': 0.6416698694229126, 'Y': 0.7344039082527161, 'Z': -0.016539886593818665}, {'X': 0.5949257612228394, 'Y': 0.6389124393463135, 'Z': -0.0179341621696949}, {'X': 0.5583908557891846, 'Y': 0.5695801973342896, 'Z': -0.026534900069236755}, {'X': 0.5215349197387695, 'Y': 0.5483062267303467, 'Z': -0.04016620293259621}, {'X': 0.6337956190109253, 'Y': 0.5000128746032715, 'Z': 0.03687166050076485}, {'X': 0.6311396956443787, 'Y': 0.40413621068000793, 'Z': 0.032716501504182816}, {'X': 0.6293777227401733, 'Y': 0.3403538465499878, 'Z': 0.017352860420942307}, {'X': 0.6288670301437378, 'Y': 0.28430214524269104, 'Z': 0.0036518361885100603}, {'X': 0.670214831829071, 'Y': 0.48242560029029846, 'Z': 0.025981420651078224}, {'X': 0.667998194694519, 'Y': 0.37753909826278687, 'Z': 0.030979560688138008}, {'X': 0.6607500314712524, 'Y': 0.3162039518356323, 'Z': 0.006287813652306795}, {'X': 0.6527827978134155, 'Y': 0.2657102346420288, 'Z': -0.01124730333685875}, {'X': 0.7080464363098145, 'Y': 0.488545686006546, 'Z': 0.009800978936254978}, {'X': 0.7118364572525024, 'Y': 0.37371259927749634, 'Z': 0.01091392245143652}, {'X': 0.7061929702758789, 'Y': 0.3044319152832031, 'Z': -0.0153413787484169}, {'X': 0.699146568775177, 'Y': 0.24616974592208862, 'Z': -0.03623281419277191}, {'X': 0.748113214969635, 'Y': 0.5192743539810181, 'Z': -0.009809291921555996}, {'X': 0.7652422189712524, 'Y': 0.43947234749794006, 'Z': -0.014203056693077087}, {'X': 0.7774754166603088, 'Y': 0.3817319869995117, 'Z': -0.027459071949124336}, {'X': 0.7874950766563416, 'Y': 0.3231801986694336, 'Z': -0.042059797793626785}]
