[{'X': 0.5815722942352295, 'Y': 0.6967700123786926, 'Z': -8.971624629339203e-05}, {'X': 0.5166298151016235, 'Y': 0.7019802927970886, 'Z': 0.010144274681806564}, {'X': 0.4634099006652832, 'Y': 0.6223806738853455, 'Z': 0.02846960909664631}, {'X': 0.4303736686706543, 'Y': 0.5556445121765137, 'Z': 0.03708184137940407}, {'X': 0.4025428593158722, 'Y': 0.5413612723350525, 'Z': 0.04509492963552475}, {'X': 0.49123090505599976, 'Y': 0.45760342478752136, 'Z': 0.06514621526002884}, {'X': 0.47078737616539, 'Y': 0.3569675385951996, 'Z': 0.07374762743711472}, {'X': 0.4578012526035309, 'Y': 0.29314494132995605, 'Z': 0.0701041966676712}, {'X': 0.44735100865364075, 'Y': 0.24219761788845062, 'Z': 0.060131072998046875}, {'X': 0.522133469581604, 'Y': 0.4228869378566742, 'Z': 0.047236859798431396}, {'X': 0.4991734027862549, 'Y': 0.3071850538253784, 'Z': 0.061691612005233765}, {'X': 0.47698158025741577, 'Y': 0.235821932554245, 'Z': 0.04821058362722397}, {'X': 0.4591045379638672, 'Y': 0.17593562602996826, 'Z': 0.03731671720743179}, {'X': 0.5571998357772827, 'Y': 0.40851086378097534, 'Z': 0.024624723941087723}, {'X': 0.5350063443183899, 'Y': 0.2882922291755676, 'Z': 0.031548529863357544}, {'X': 0.5136349201202393, 'Y': 0.21871404349803925, 'Z': 0.015188288874924183}, {'X': 0.4934082627296448, 'Y': 0.15689989924430847, 'Z': 0.0033868313767015934}, {'X': 0.5975693464279175, 'Y': 0.4147126376628876, 'Z': 0.0015205313684418797}, {'X': 0.5984815359115601, 'Y': 0.31228747963905334, 'Z': -0.0026824597734957933}, {'X': 0.5961556434631348, 'Y': 0.24907031655311584, 'Z': -0.011475172825157642}, {'X': 0.5908816456794739, 'Y': 0.18973970413208008, 'Z': -0.018238460645079613}]
[{'X': 0.5632374286651611, 'Y': 0.6993746757507324, 'Z': -2.988550841109827e-05}, {'X': 0.49904218316078186, 'Y': 0.6633971929550171, 'Z': 0.008386497385799885}, {'X': 0.4646947383880615, 'Y': 0.5887163877487183, 'Z': -0.005965307354927063}, {'X': 0.44518518447875977, 'Y': 0.538830041885376, 'Z': -0.024157728999853134}, {'X': 0.42649203538894653, 'Y': 0.49932166934013367, 'Z': -0.04619898274540901}, {'X': 0.4972698986530304, 'Y': 0.5094123482704163, 'Z': -0.08340862393379211}, {'X': 0.48535844683647156, 'Y': 0.3966944217681885, 'Z': -0.12481432408094406}, {'X': 0.46537187695503235, 'Y': 0.338386595249176, 'Z': -0.14698410034179688}, {'X': 0.44704559445381165, 'Y': 0.3024676442146301, 'Z': -0.15839539468288422}, {'X': 0.526336133480072, 'Y': 0.5142804980278015, 'Z': -0.10710965842008591}, {'X': 0.521936297416687, 'Y': 0.3889637291431427, 'Z': -0.16215769946575165}, {'X': 0.4971329867839813, 'Y': 0.32897764444351196, 'Z': -0.1970878541469574}, {'X': 0.4752460718154907, 'Y': 0.29659372568130493, 'Z': -0.2189827561378479}, {'X': 0.5569782257080078, 'Y': 0.536710262298584, 'Z': -0.12592913210391998}, {'X': 0.5525357723236084, 'Y': 0.42589205503463745, 'Z': -0.17535902559757233}, {'X': 0.5284110903739929, 'Y': 0.39039501547813416, 'Z': -0.20651207864284515}, {'X': 0.5108294486999512, 'Y': 0.3766424059867859, 'Z': -0.22708366811275482}, {'X': 0.5830100774765015, 'Y': 0.5751692056655884, 'Z': -0.1398705244064331}, {'X': 0.5789833664894104, 'Y': 0.5019837617874146, 'Z': -0.1865546703338623}, {'X': 0.5648102164268494, 'Y': 0.4693619906902313, 'Z': -0.2172965258359909}, {'X': 0.549994945526123, 'Y': 0.4511079490184784, 'Z': -0.23884396255016327}]
[{'X': 0.57021564245224, 'Y': 0.6951038837432861, 'Z': -7.047705730656162e-05}, {'X': 0.510908842086792, 'Y': 0.672987699508667, 'Z': -0.00229021068662405}, {'X': 0.46832552552223206, 'Y': 0.5920520424842834, 'Z': -0.01779155805706978}, {'X': 0.4461185336112976, 'Y': 0.5314157605171204, 'Z': -0.03383319824934006}, {'X': 0.4281579554080963, 'Y': 0.5052087306976318, 'Z': -0.05810466408729553}, {'X': 0.5091963410377502, 'Y': 0.49966758489608765, 'Z': -0.06201619282364845}, {'X': 0.4958614408969879, 'Y': 0.39295464754104614, 'Z': -0.08635519444942474}, {'X': 0.4712032377719879, 'Y': 0.34558629989624023, 'Z': -0.09656336903572083}, {'X': 0.4466656446456909, 'Y': 0.32570016384124756, 'Z': -0.10389494895935059}, {'X': 0.5424131155014038, 'Y': 0.48959264159202576, 'Z': -0.07908139377832413}, {'X': 0.5222867727279663, 'Y': 0.38180387020111084, 'Z': -0.12144866585731506}, {'X': 0.4956587255001068, 'Y': 0.3686479330062866, 'Z': -0.13911943137645721}, {'X': 0.4779312014579773, 'Y': 0.38649114966392517, 'Z': -0.14793096482753754}, {'X': 0.5750685334205627, 'Y': 0.4917440414428711, 'Z': -0.09254113584756851}, {'X': 0.5482829213142395, 'Y': 0.3872113525867462, 'Z': -0.12752217054367065}, {'X': 0.5152885317802429, 'Y': 0.3792974352836609, 'Z': -0.14411380887031555}, {'X': 0.4994192123413086, 'Y': 0.3997344374656677, 'Z': -0.15106140077114105}, {'X': 0.6055068969726562, 'Y': 0.5083127021789551, 'Z': -0.10299674421548843}, {'X': 0.5752867460250854, 'Y': 0.4257797300815582, 'Z': -0.136618509888649}, {'X': 0.5463763475418091, 'Y': 0.40276241302490234, 'Z': -0.15396641194820404}, {'X': 0.5248772501945496, 'Y': 0.40025851130485535, 'Z': -0.1667996048927307}]
[{'X': 0.572068452835083, 'Y': 0.6651797294616699, 'Z': -1.9125336621073075e-05}, {'X': 0.5099441409111023, 'Y': 0.661756157875061, 'Z': 0.02944016642868519}, {'X': 0.46493691205978394, 'Y': 0.5891177654266357, 'Z': 0.05199101194739342}, {'X': 0.4473487138748169, 'Y': 0.5354487299919128, 'Z': 0.0621979683637619}, {'X': 0.43177738785743713, 'Y': 0.5062238574028015, 'Z': 0.05977509170770645}, {'X': 0.4973261058330536, 'Y': 0.4590666890144348, 'Z': 0.08567434549331665}, {'X': 0.4878303110599518, 'Y': 0.36614638566970825, 'Z': 0.08218926936388016}, {'X': 0.4682917892932892, 'Y': 0.31438779830932617, 'Z': 0.06930521875619888}, {'X': 0.4483586251735687, 'Y': 0.283206582069397, 'Z': 0.06316236406564713}, {'X': 0.525509774684906, 'Y': 0.4440780282020569, 'Z': 0.05728445574641228}, {'X': 0.5016276240348816, 'Y': 0.3544086813926697, 'Z': 0.027833614498376846}, {'X': 0.4714183211326599, 'Y': 0.3509383201599121, 'Z': -0.0026288072112947702}, {'X': 0.44897007942199707, 'Y': 0.3704705238342285, 'Z': -0.014104651287198067}, {'X': 0.5571147203445435, 'Y': 0.43494755029678345, 'Z': 0.025804271921515465}, {'X': 0.5271925330162048, 'Y': 0.39008086919784546, 'Z': -0.00965510867536068}, {'X': 0.5198735594749451, 'Y': 0.4734240770339966, 'Z': -0.04109790921211243}, {'X': 0.5213783383369446, 'Y': 0.5474269390106201, 'Z': -0.049389831721782684}, {'X': 0.5914694666862488, 'Y': 0.4299371540546417, 'Z': -0.0030810032039880753}, {'X': 0.5674488544464111, 'Y': 0.35577791929244995, 'Z': -0.019035307690501213}, {'X': 0.5380344986915588, 'Y': 0.3317030668258667, 'Z': -0.036098603159189224}, {'X': 0.510284423828125, 'Y': 0.326223760843277, 'Z': -0.046488936990499496}]
[{'X': 0.565329909324646, 'Y': 0.6633417010307312, 'Z': -1.688460361037869e-05}, {'X': 0.5082906484603882, 'Y': 0.6632075905799866, 'Z': 0.01691305637359619}, {'X': 0.4616188406944275, 'Y': 0.5925124287605286, 'Z': 0.03112534061074257}, {'X': 0.44342994689941406, 'Y': 0.5378850102424622, 'Z': 0.03699972480535507}, {'X': 0.42867717146873474, 'Y': 0.5101628303527832, 'Z': 0.03213316574692726}, {'X': 0.497220903635025, 'Y': 0.46062493324279785, 'Z': 0.049826450645923615}, {'X': 0.4895203411579132, 'Y': 0.36336833238601685, 'Z': 0.04262785241007805}, {'X': 0.4692721664905548, 'Y': 0.31524717807769775, 'Z': 0.03316974639892578}, {'X': 0.4467358887195587, 'Y': 0.28615838289260864, 'Z': 0.02668633870780468}, {'X': 0.5264770984649658, 'Y': 0.44607630372047424, 'Z': 0.025031834840774536}, {'X': 0.501937210559845, 'Y': 0.362055242061615, 'Z': -0.012228208594024181}, {'X': 0.477392315864563, 'Y': 0.3866315484046936, 'Z': -0.0381348580121994}, {'X': 0.46051251888275146, 'Y': 0.4234275817871094, 'Z': -0.046133577823638916}, {'X': 0.5590082406997681, 'Y': 0.43682658672332764, 'Z': -0.0015204583760350943}, {'X': 0.5285466313362122, 'Y': 0.3785754144191742, 'Z': -0.03428323566913605}, {'X': 0.5176709890365601, 'Y': 0.45651307702064514, 'Z': -0.05986315757036209}, {'X': 0.5162607431411743, 'Y': 0.525467574596405, 'Z': -0.06953154504299164}, {'X': 0.5932008624076843, 'Y': 0.4318883419036865, 'Z': -0.02730257622897625}, {'X': 0.5703901052474976, 'Y': 0.3582170605659485, 'Z': -0.04464199021458626}, {'X': 0.5393131375312805, 'Y': 0.33471500873565674, 'Z': -0.06372365355491638}, {'X': 0.5091486573219299, 'Y': 0.32890403270721436, 'Z': -0.07773946970701218}]
[{'X': 0.5620651245117188, 'Y': 0.6922681927680969, 'Z': 9.763355137692997e-07}, {'X': 0.5002732872962952, 'Y': 0.6693717241287231, 'Z': -0.014805077575147152}, {'X': 0.4640830457210541, 'Y': 0.6053533554077148, 'Z': -0.035901449620723724}, {'X': 0.443472295999527, 'Y': 0.5537014007568359, 'Z': -0.05274336412549019}, {'X': 0.42883241176605225, 'Y': 0.5180262923240662, 'Z': -0.07406872510910034}, {'X': 0.4972614645957947, 'Y': 0.5196923017501831, 'Z': -0.10263559222221375}, {'X': 0.48500755429267883, 'Y': 0.410661518573761, 'Z': -0.13575085997581482}, {'X': 0.46814030408859253, 'Y': 0.3726518750190735, 'Z': -0.14834216237068176}, {'X': 0.4563346207141876, 'Y': 0.362421452999115, 'Z': -0.1534300148487091}, {'X': 0.5290244221687317, 'Y': 0.5188847780227661, 'Z': -0.10982230305671692}, {'X': 0.5245552659034729, 'Y': 0.40440472960472107, 'Z': -0.15609906613826752}, {'X': 0.5085715055465698, 'Y': 0.35955965518951416, 'Z': -0.1843005120754242}, {'X': 0.495785653591156, 'Y': 0.34080806374549866, 'Z': -0.20523813366889954}, {'X': 0.5604267716407776, 'Y': 0.5327160358428955, 'Z': -0.11168672144412994}, {'X': 0.5584783554077148, 'Y': 0.42998144030570984, 'Z': -0.15002018213272095}, {'X': 0.5401330590248108, 'Y': 0.39000368118286133, 'Z': -0.1751565784215927}, {'X': 0.5270518660545349, 'Y': 0.3682565689086914, 'Z': -0.1933555155992508}, {'X': 0.586949348449707, 'Y': 0.5597553849220276, 'Z': -0.11086796224117279}, {'X': 0.5866259336471558, 'Y': 0.49222710728645325, 'Z': -0.14073173701763153}, {'X': 0.5754351615905762, 'Y': 0.46047917008399963, 'Z': -0.15834356844425201}, {'X': 0.5631592869758606, 'Y': 0.43691837787628174, 'Z': -0.1729663908481598}]
[{'X': 0.5623634457588196, 'Y': 0.650702953338623, 'Z': -6.0296632000245154e-05}, {'X': 0.5093120336532593, 'Y': 0.6539431214332581, 'Z': 0.013278595171868801}, {'X': 0.4660857915878296, 'Y': 0.5888458490371704, 'Z': 0.03620875999331474}, {'X': 0.447673499584198, 'Y': 0.5382293462753296, 'Z': 0.053503114730119705}, {'X': 0.4341209828853607, 'Y': 0.5201653838157654, 'Z': 0.06622690707445145}, {'X': 0.49335864186286926, 'Y': 0.44177553057670593, 'Z': 0.08501233160495758}, {'X': 0.4802614748477936, 'Y': 0.3474549651145935, 'Z': 0.08605307340621948}, {'X': 0.4611331820487976, 'Y': 0.3040638864040375, 'Z': 0.08466194570064545}, {'X': 0.44179198145866394, 'Y': 0.2759600877761841, 'Z': 0.08373600244522095}, {'X': 0.5195904970169067, 'Y': 0.42332223057746887, 'Z': 0.0640530213713646}, {'X': 0.49793243408203125, 'Y': 0.3245861828327179, 'Z': 0.02800246886909008}, {'X': 0.47739386558532715, 'Y': 0.34035524725914, 'Z': -0.002126814564689994}, {'X': 0.46861404180526733, 'Y': 0.3763468265533447, 'Z': -0.017345787957310677}, {'X': 0.5519280433654785, 'Y': 0.40839892625808716, 'Z': 0.03873753547668457}, {'X': 0.5242100358009338, 'Y': 0.3726259469985962, 'Z': -0.007539236452430487}, {'X': 0.5158053040504456, 'Y': 0.4598698616027832, 'Z': -0.031498607248067856}, {'X': 0.517723023891449, 'Y': 0.5348626375198364, 'Z': -0.033394113183021545}, {'X': 0.5916737914085388, 'Y': 0.39929741621017456, 'Z': 0.014445709064602852}, {'X': 0.5659265518188477, 'Y': 0.3229988217353821, 'Z': -0.01581489108502865}, {'X': 0.5455895662307739, 'Y': 0.3351042568683624, 'Z': -0.03220183774828911}, {'X': 0.5343976020812988, 'Y': 0.3693566620349884, 'Z': -0.039486050605773926}]
[{'X': 0.5753287076950073, 'Y': 0.6804595589637756, 'Z': -2.1423937141662464e-05}, {'X': 0.5117349624633789, 'Y': 0.6767406463623047, 'Z': 0.021076632663607597}, {'X': 0.466999888420105, 'Y': 0.6066907048225403, 'Z': 0.0485224723815918}, {'X': 0.4485861361026764, 'Y': 0.5474551320075989, 'Z': 0.06452234834432602}, {'X': 0.4343482553958893, 'Y': 0.5120967626571655, 'Z': 0.07425381243228912}, {'X': 0.4989650547504425, 'Y': 0.4875941574573517, 'Z': 0.08886827528476715}, {'X': 0.4877219498157501, 'Y': 0.3934008479118347, 'Z': 0.09263908118009567}, {'X': 0.47207513451576233, 'Y': 0.3454284071922302, 'Z': 0.08357272297143936}, {'X': 0.45742082595825195, 'Y': 0.31717026233673096, 'Z': 0.0766393393278122}, {'X': 0.5276120901107788, 'Y': 0.4646766781806946, 'Z': 0.06483200192451477}, {'X': 0.5095346570014954, 'Y': 0.37156379222869873, 'Z': 0.04626986384391785}, {'X': 0.48825564980506897, 'Y': 0.34088626503944397, 'Z': 0.007894279435276985}, {'X': 0.47759073972702026, 'Y': 0.3404633402824402, 'Z': -0.01244462188333273}, {'X': 0.558569610118866, 'Y': 0.45174214243888855, 'Z': 0.037968482822179794}, {'X': 0.5404736995697021, 'Y': 0.3581257462501526, 'Z': 0.01939314790070057}, {'X': 0.5181929469108582, 'Y': 0.33280330896377563, 'Z': -0.023596327751874924}, {'X': 0.505876898765564, 'Y': 0.3329160809516907, 'Z': -0.049089379608631134}, {'X': 0.591947615146637, 'Y': 0.44789767265319824, 'Z': 0.012238530442118645}, {'X': 0.5794689655303955, 'Y': 0.3734528422355652, 'Z': -0.0048947082832455635}, {'X': 0.5637350678443909, 'Y': 0.3302781581878662, 'Z': -0.028886085376143456}, {'X': 0.5483871698379517, 'Y': 0.30321699380874634, 'Z': -0.048450782895088196}]
[{'X': 0.5669485330581665, 'Y': 0.6647941470146179, 'Z': -1.3167494216759223e-05}, {'X': 0.507050096988678, 'Y': 0.6660648584365845, 'Z': 0.012220477685332298}, {'X': 0.4610651433467865, 'Y': 0.5941171646118164, 'Z': 0.03624362498521805}, {'X': 0.44461095333099365, 'Y': 0.5356732606887817, 'Z': 0.053660206496715546}, {'X': 0.43551796674728394, 'Y': 0.511568009853363, 'Z': 0.06713081896305084}, {'X': 0.49747470021247864, 'Y': 0.45177239179611206, 'Z': 0.09347309917211533}, {'X': 0.4866616725921631, 'Y': 0.3549683392047882, 'Z': 0.10001514852046967}, {'X': 0.4724712371826172, 'Y': 0.30695998668670654, 'Z': 0.09507671743631363}, {'X': 0.4599357843399048, 'Y': 0.2753327488899231, 'Z': 0.09227773547172546}, {'X': 0.5297772884368896, 'Y': 0.43420344591140747, 'Z': 0.07371974736452103}, {'X': 0.5122659206390381, 'Y': 0.331851989030838, 'Z': 0.05602399259805679}, {'X': 0.4936780333518982, 'Y': 0.3326333165168762, 'Z': 0.026224860921502113}, {'X': 0.4849308729171753, 'Y': 0.3597475588321686, 'Z': 0.009866236709058285}, {'X': 0.565741240978241, 'Y': 0.42809411883354187, 'Z': 0.05013903230428696}, {'X': 0.5431942343711853, 'Y': 0.3368297219276428, 'Z': 0.022270236164331436}, {'X': 0.5272170305252075, 'Y': 0.39265522360801697, 'Z': -0.016239101067185402}, {'X': 0.5238503217697144, 'Y': 0.46268829703330994, 'Z': -0.03402584046125412}, {'X': 0.6052457094192505, 'Y': 0.4296932816505432, 'Z': 0.027923298999667168}, {'X': 0.5885424613952637, 'Y': 0.34137195348739624, 'Z': 0.015935027971863747}, {'X': 0.5685886144638062, 'Y': 0.3120458424091339, 'Z': 0.005347785074263811}, {'X': 0.5545325875282288, 'Y': 0.30592307448387146, 'Z': -0.0024323633406311274}]
[{'X': 0.5767039656639099, 'Y': 0.6836773157119751, 'Z': -2.761916766758077e-05}, {'X': 0.5115229487419128, 'Y': 0.6794923543930054, 'Z': -0.0012695585610345006}, {'X': 0.4699041545391083, 'Y': 0.6119379997253418, 'Z': 0.010447965003550053}, {'X': 0.4538525640964508, 'Y': 0.553799033164978, 'Z': 0.015353825874626637}, {'X': 0.43655693531036377, 'Y': 0.5309632420539856, 'Z': 0.016100171953439713}, {'X': 0.504272997379303, 'Y': 0.4884617328643799, 'Z': 0.05616280063986778}, {'X': 0.4994446933269501, 'Y': 0.40450868010520935, 'Z': 0.04579143226146698}, {'X': 0.4921940565109253, 'Y': 0.35917943716049194, 'Z': 0.01837160252034664}, {'X': 0.4854356050491333, 'Y': 0.33393311500549316, 'Z': -0.006299110595136881}, {'X': 0.5355746150016785, 'Y': 0.4637562930583954, 'Z': 0.045962586998939514}, {'X': 0.5293066501617432, 'Y': 0.37692809104919434, 'Z': 0.02372448518872261}, {'X': 0.5131099224090576, 'Y': 0.3423452377319336, 'Z': -0.01983129233121872}, {'X': 0.5036900639533997, 'Y': 0.3334783911705017, 'Z': -0.04858160763978958}, {'X': 0.5676184892654419, 'Y': 0.4482609033584595, 'Z': 0.030356083065271378}, {'X': 0.5588704347610474, 'Y': 0.3551737368106842, 'Z': 0.016787489876151085}, {'X': 0.5406338572502136, 'Y': 0.32301610708236694, 'Z': -0.01607142761349678}, {'X': 0.5277440547943115, 'Y': 0.30930930376052856, 'Z': -0.039982520043849945}, {'X': 0.6016892194747925, 'Y': 0.44012731313705444, 'Z': 0.012914848513901234}, {'X': 0.5904391407966614, 'Y': 0.36473003029823303, 'Z': 0.005773730110377073}, {'X': 0.5734410285949707, 'Y': 0.3193782567977905, 'Z': -0.008153081871569157}, {'X': 0.5541737079620361, 'Y': 0.28502824902534485, 'Z': -0.020038628950715065}]
[{'X': 0.5814657211303711, 'Y': 0.6782852411270142, 'Z': -4.461461867322214e-05}, {'X': 0.5131765007972717, 'Y': 0.6717292666435242, 'Z': 0.018303867429494858}, {'X': 0.4682941138744354, 'Y': 0.6018311977386475, 'Z': 0.04475463926792145}, {'X': 0.44527435302734375, 'Y': 0.5414472818374634, 'Z': 0.056447215378284454}, {'X': 0.4337046146392822, 'Y': 0.5089608430862427, 'Z': 0.06087881699204445}, {'X': 0.4979887008666992, 'Y': 0.47581666707992554, 'Z': 0.08827481418848038}, {'X': 0.48083072900772095, 'Y': 0.3764297366142273, 'Z': 0.10514160245656967}, {'X': 0.4656829237937927, 'Y': 0.3289182186126709, 'Z': 0.10515813529491425}, {'X': 0.45365142822265625, 'Y': 0.29765644669532776, 'Z': 0.10379066318273544}, {'X': 0.5245019793510437, 'Y': 0.4525001347064972, 'Z': 0.06791295856237411}, {'X': 0.5112314820289612, 'Y': 0.3490985929965973, 'Z': 0.07569862902164459}, {'X': 0.49673032760620117, 'Y': 0.3224549889564514, 'Z': 0.05549149587750435}, {'X': 0.49207091331481934, 'Y': 0.3220551013946533, 'Z': 0.04566499963402748}, {'X': 0.5537704229354858, 'Y': 0.43991774320602417, 'Z': 0.042789775878190994}, {'X': 0.5415726900100708, 'Y': 0.3425678014755249, 'Z': 0.038918960839509964}, {'X': 0.5222694873809814, 'Y': 0.30985042452812195, 'Z': 0.004462458658963442}, {'X': 0.5124940872192383, 'Y': 0.2972487211227417, 'Z': -0.014336378313601017}, {'X': 0.5857648849487305, 'Y': 0.4395886957645416, 'Z': 0.017856242135167122}, {'X': 0.5754436254501343, 'Y': 0.36761772632598877, 'Z': 0.013354538939893246}, {'X': 0.5626524686813354, 'Y': 0.3270580768585205, 'Z': -0.0014181174337863922}, {'X': 0.5525160431861877, 'Y': 0.2951943874359131, 'Z': -0.013787062838673592}]
[{'X': 0.5787181258201599, 'Y': 0.6753196716308594, 'Z': -5.105589661980048e-05}, {'X': 0.5101940035820007, 'Y': 0.6725102663040161, 'Z': 0.02352304942905903}, {'X': 0.46549102663993835, 'Y': 0.6079020500183105, 'Z': 0.04736042022705078}, {'X': 0.4448019862174988, 'Y': 0.5501603484153748, 'Z': 0.05503020063042641}, {'X': 0.4357907176017761, 'Y': 0.511060357093811, 'Z': 0.057810038328170776}, {'X': 0.5010695457458496, 'Y': 0.4807375371456146, 'Z': 0.09399286657571793}, {'X': 0.4852723777294159, 'Y': 0.3795683979988098, 'Z': 0.10769864916801453}, {'X': 0.47108355164527893, 'Y': 0.3283809423446655, 'Z': 0.10449177771806717}, {'X': 0.4600156545639038, 'Y': 0.2957095801830292, 'Z': 0.10006900876760483}, {'X': 0.5285391807556152, 'Y': 0.46067097783088684, 'Z': 0.06869877874851227}, {'X': 0.5147601962089539, 'Y': 0.356728732585907, 'Z': 0.0675855353474617}, {'X': 0.49898579716682434, 'Y': 0.3263270854949951, 'Z': 0.03790825232863426}, {'X': 0.4931285083293915, 'Y': 0.3255663812160492, 'Z': 0.019712483510375023}, {'X': 0.5583890676498413, 'Y': 0.4475322961807251, 'Z': 0.040100228041410446}, {'X': 0.5448987483978271, 'Y': 0.35140863060951233, 'Z': 0.027430035173892975}, {'X': 0.5263270735740662, 'Y': 0.3180310130119324, 'Z': -0.013092770241200924}, {'X': 0.5177277326583862, 'Y': 0.3100042939186096, 'Z': -0.036652520298957825}, {'X': 0.5902960896492004, 'Y': 0.44511038064956665, 'Z': 0.012369118630886078}, {'X': 0.5757687091827393, 'Y': 0.3713563084602356, 'Z': 0.0016041379421949387}, {'X': 0.5603277087211609, 'Y': 0.3295992612838745, 'Z': -0.01569216698408127}, {'X': 0.5481879115104675, 'Y': 0.3041555881500244, 'Z': -0.029347281903028488}]
[{'X': 0.5744260549545288, 'Y': 0.6723263263702393, 'Z': -5.880895332666114e-05}, {'X': 0.5077558755874634, 'Y': 0.6723859906196594, 'Z': 0.034222058951854706}, {'X': 0.4673605263233185, 'Y': 0.6067089438438416, 'Z': 0.06343286484479904}, {'X': 0.4467007517814636, 'Y': 0.5491721034049988, 'Z': 0.07443913072347641}, {'X': 0.4322226047515869, 'Y': 0.5199386477470398, 'Z': 0.07960314303636551}, {'X': 0.49808523058891296, 'Y': 0.4767370820045471, 'Z': 0.11239711195230484}, {'X': 0.48747748136520386, 'Y': 0.3750894069671631, 'Z': 0.13339585065841675}, {'X': 0.47441795468330383, 'Y': 0.32131844758987427, 'Z': 0.13630908727645874}, {'X': 0.4636618196964264, 'Y': 0.28639522194862366, 'Z': 0.13500526547431946}, {'X': 0.5250914692878723, 'Y': 0.45403748750686646, 'Z': 0.08294235914945602}, {'X': 0.5139390826225281, 'Y': 0.35135868191719055, 'Z': 0.09073374420404434}, {'X': 0.49579301476478577, 'Y': 0.31914040446281433, 'Z': 0.06677653640508652}, {'X': 0.48781946301460266, 'Y': 0.3191208243370056, 'Z': 0.0528317391872406}, {'X': 0.555542528629303, 'Y': 0.4402778744697571, 'Z': 0.05032861977815628}, {'X': 0.544196367263794, 'Y': 0.3406774401664734, 'Z': 0.04503065347671509}, {'X': 0.5253477096557617, 'Y': 0.30911093950271606, 'Z': 0.009155181236565113}, {'X': 0.5167391300201416, 'Y': 0.30459722876548767, 'Z': -0.0102444002404809}, {'X': 0.588146984577179, 'Y': 0.43737170100212097, 'Z': 0.01851927675306797}, {'X': 0.577070951461792, 'Y': 0.3581565022468567, 'Z': 0.013828896917402744}, {'X': 0.5643948316574097, 'Y': 0.3120265603065491, 'Z': -2.645752772423293e-07}, {'X': 0.555268406867981, 'Y': 0.2835525572299957, 'Z': -0.012393629178404808}]
[{'X': 0.5735999345779419, 'Y': 0.6593422293663025, 'Z': -3.25400433212053e-05}, {'X': 0.5116537809371948, 'Y': 0.6665329337120056, 'Z': 0.04202938824892044}, {'X': 0.47427898645401, 'Y': 0.6106469035148621, 'Z': 0.07466147094964981}, {'X': 0.45121920108795166, 'Y': 0.558795154094696, 'Z': 0.08706967532634735}, {'X': 0.43835189938545227, 'Y': 0.5294995903968811, 'Z': 0.0927174910902977}, {'X': 0.496430367231369, 'Y': 0.5037336945533752, 'Z': 0.11224089562892914}, {'X': 0.48443174362182617, 'Y': 0.4167736768722534, 'Z': 0.1302463710308075}, {'X': 0.4823756217956543, 'Y': 0.36985358595848083, 'Z': 0.1235806792974472}, {'X': 0.4849044382572174, 'Y': 0.33606135845184326, 'Z': 0.11551202088594437}, {'X': 0.5144457817077637, 'Y': 0.477477490901947, 'Z': 0.0861014723777771}, {'X': 0.5045036673545837, 'Y': 0.38391828536987305, 'Z': 0.10514282435178757}, {'X': 0.49603739380836487, 'Y': 0.3222397565841675, 'Z': 0.0938478335738182}, {'X': 0.49192380905151367, 'Y': 0.27247703075408936, 'Z': 0.08480273187160492}, {'X': 0.5339789390563965, 'Y': 0.461326003074646, 'Z': 0.05640420690178871}, {'X': 0.5211042761802673, 'Y': 0.371951699256897, 'Z': 0.06279998272657394}, {'X': 0.5092574954032898, 'Y': 0.3223700225353241, 'Z': 0.042719583958387375}, {'X': 0.5000514984130859, 'Y': 0.2809740900993347, 'Z': 0.025262601673603058}, {'X': 0.5547230839729309, 'Y': 0.45276978611946106, 'Z': 0.02869262546300888}, {'X': 0.5402851700782776, 'Y': 0.39031898975372314, 'Z': 0.022621307522058487}, {'X': 0.5253446102142334, 'Y': 0.35222166776657104, 'Z': 0.006664453539997339}, {'X': 0.5119838714599609, 'Y': 0.3229941725730896, 'Z': -0.006931666750460863}]
