[{'X': 0.7152711749076843, 'Y': 0.7540991902351379, 'Z': -0.0001151069300249219}, {'X': 0.6469249129295349, 'Y': 0.7342928051948547, 'Z': 0.020721159875392914}, {'X': 0.5987648367881775, 'Y': 0.6551092267036438, 'Z': 0.03395458310842514}, {'X': 0.5726416707038879, 'Y': 0.5879853367805481, 'Z': 0.03461587056517601}, {'X': 0.5558099150657654, 'Y': 0.5478149652481079, 'Z': 0.030295638367533684}, {'X': 0.6299789547920227, 'Y': 0.508671760559082, 'Z': 0.0645279511809349}, {'X': 0.6159869432449341, 'Y': 0.40077319741249084, 'Z': 0.07531934231519699}, {'X': 0.6063451766967773, 'Y': 0.3274024426937103, 'Z': 0.0697392150759697}, {'X': 0.5961564779281616, 'Y': 0.2646557092666626, 'Z': 0.058088093996047974}, {'X': 0.6622958183288574, 'Y': 0.4900025725364685, 'Z': 0.040190309286117554}, {'X': 0.643031656742096, 'Y': 0.371690571308136, 'Z': 0.04626668617129326}, {'X': 0.6247990131378174, 'Y': 0.2922601103782654, 'Z': 0.026219401508569717}, {'X': 0.6105523705482483, 'Y': 0.231387197971344, 'Z': 0.014687923714518547}, {'X': 0.69956374168396, 'Y': 0.48874345421791077, 'Z': 0.014194333925843239}, {'X': 0.6768204569816589, 'Y': 0.37028276920318604, 'Z': 0.014172891154885292}, {'X': 0.6541011929512024, 'Y': 0.30573856830596924, 'Z': -0.0068913716822862625}, {'X': 0.6361128091812134, 'Y': 0.2560504078865051, 'Z': -0.021044960245490074}, {'X': 0.7387603521347046, 'Y': 0.5073140859603882, 'Z': -0.01063910685479641}, {'X': 0.7283072471618652, 'Y': 0.4101523160934448, 'Z': -0.015247589908540249}, {'X': 0.7142829895019531, 'Y': 0.3454015254974365, 'Z': -0.029524464160203934}, {'X': 0.6969324350357056, 'Y': 0.2867874801158905, 'Z': -0.03933774307370186}]
[{'X': 0.7206135988235474, 'Y': 0.7513868808746338, 'Z': -0.00010084800305776298}, {'X': 0.6468284726142883, 'Y': 0.7307565212249756, 'Z': 0.023871446028351784}, {'X': 0.6007214784622192, 'Y': 0.6572880148887634, 'Z': 0.04746432974934578}, {'X': 0.5730663537979126, 'Y': 0.6039155125617981, 'Z': 0.06093551963567734}, {'X': 0.5486878156661987, 'Y': 0.5781891942024231, 'Z': 0.07288312911987305}, {'X': 0.6405469179153442, 'Y': 0.5210791230201721, 'Z': 0.07938695698976517}, {'X': 0.6299548745155334, 'Y': 0.4144723415374756, 'Z': 0.09122195839881897}, {'X': 0.619114100933075, 'Y': 0.3433152437210083, 'Z': 0.09026902914047241}, {'X': 0.6063557863235474, 'Y': 0.29775217175483704, 'Z': 0.08367148786783218}, {'X': 0.6745160818099976, 'Y': 0.5062059164047241, 'Z': 0.05533808842301369}, {'X': 0.6636781096458435, 'Y': 0.3892320394515991, 'Z': 0.0490247905254364}, {'X': 0.6437105536460876, 'Y': 0.32690438628196716, 'Z': 0.027806947007775307}, {'X': 0.6233133673667908, 'Y': 0.29953086376190186, 'Z': 0.014666315168142319}, {'X': 0.7111966609954834, 'Y': 0.511004626750946, 'Z': 0.028607476502656937}, {'X': 0.7020214200019836, 'Y': 0.4025736451148987, 'Z': 0.006060874089598656}, {'X': 0.6835469603538513, 'Y': 0.37932586669921875, 'Z': -0.03157135844230652}, {'X': 0.6681933403015137, 'Y': 0.38761430978775024, 'Z': -0.049302954226732254}, {'X': 0.7473615407943726, 'Y': 0.5323663949966431, 'Z': 0.003935716580599546}, {'X': 0.7360827922821045, 'Y': 0.4505062699317932, 'Z': -0.03366882726550102}, {'X': 0.7173913717269897, 'Y': 0.42729121446609497, 'Z': -0.06470637768507004}, {'X': 0.6982348561286926, 'Y': 0.4338147044181824, 'Z': -0.08189237117767334}]
[{'X': 0.7242849469184875, 'Y': 0.7511392831802368, 'Z': -0.00011012867616955191}, {'X': 0.6495197415351868, 'Y': 0.7352669835090637, 'Z': 0.024505464360117912}, {'X': 0.6012446880340576, 'Y': 0.6625577211380005, 'Z': 0.05064825341105461}, {'X': 0.573918879032135, 'Y': 0.6059923768043518, 'Z': 0.06430061906576157}, {'X': 0.5548505783081055, 'Y': 0.5715845823287964, 'Z': 0.07776782661676407}, {'X': 0.6389726400375366, 'Y': 0.5242609977722168, 'Z': 0.09283912926912308}, {'X': 0.6265305876731873, 'Y': 0.4218161702156067, 'Z': 0.1076640635728836}, {'X': 0.6173917651176453, 'Y': 0.3541306257247925, 'Z': 0.10677259415388107}, {'X': 0.6078605651855469, 'Y': 0.30645227432250977, 'Z': 0.10118556767702103}, {'X': 0.6705566048622131, 'Y': 0.5054401755332947, 'Z': 0.06888964772224426}, {'X': 0.6603405475616455, 'Y': 0.3881435692310333, 'Z': 0.06728460639715195}, {'X': 0.6417780518531799, 'Y': 0.3268062472343445, 'Z': 0.0483180470764637}, {'X': 0.6259449124336243, 'Y': 0.29564037919044495, 'Z': 0.03816555067896843}, {'X': 0.7051870226860046, 'Y': 0.5036106109619141, 'Z': 0.041047606617212296}, {'X': 0.6923335790634155, 'Y': 0.39291858673095703, 'Z': 0.0239325650036335}, {'X': 0.6707115173339844, 'Y': 0.38308805227279663, 'Z': -0.014377770945429802}, {'X': 0.654897153377533, 'Y': 0.4014202952384949, 'Z': -0.032226379960775375}, {'X': 0.7400846481323242, 'Y': 0.514933168888092, 'Z': 0.01604754850268364}, {'X': 0.723877489566803, 'Y': 0.43403464555740356, 'Z': -0.015615182928740978}, {'X': 0.7006697654724121, 'Y': 0.4181813597679138, 'Z': -0.04804955795407295}, {'X': 0.6787823438644409, 'Y': 0.4306318759918213, 'Z': -0.06684250384569168}]
[{'X': 0.7165773510932922, 'Y': 0.753109335899353, 'Z': -0.00011413035826990381}, {'X': 0.6454194784164429, 'Y': 0.7272711992263794, 'Z': 0.022367358207702637}, {'X': 0.6003338694572449, 'Y': 0.6517699956893921, 'Z': 0.041000474244356155}, {'X': 0.572960376739502, 'Y': 0.5986751317977905, 'Z': 0.04893725365400314}, {'X': 0.5496982336044312, 'Y': 0.574180543422699, 'Z': 0.05606180056929588}, {'X': 0.6398229002952576, 'Y': 0.5183777809143066, 'Z': 0.0705934390425682}, {'X': 0.6314343214035034, 'Y': 0.40734124183654785, 'Z': 0.0793658047914505}, {'X': 0.6221989393234253, 'Y': 0.33795738220214844, 'Z': 0.07780854403972626}, {'X': 0.6133233308792114, 'Y': 0.29530811309814453, 'Z': 0.0734039917588234}, {'X': 0.674444854259491, 'Y': 0.5040122270584106, 'Z': 0.04503475874662399}, {'X': 0.6651160717010498, 'Y': 0.381427526473999, 'Z': 0.03714494779706001}, {'X': 0.6448367834091187, 'Y': 0.32236671447753906, 'Z': 0.021581057459115982}, {'X': 0.6271595358848572, 'Y': 0.29864245653152466, 'Z': 0.013896742835640907}, {'X': 0.7121177911758423, 'Y': 0.5110841989517212, 'Z': 0.017343943938612938}, {'X': 0.7002678513526917, 'Y': 0.3993070423603058, 'Z': -0.007429527118802071}, {'X': 0.6755763292312622, 'Y': 0.3977854549884796, 'Z': -0.04473281279206276}, {'X': 0.6569232940673828, 'Y': 0.42383673787117004, 'Z': -0.05975409224629402}, {'X': 0.7503913640975952, 'Y': 0.5337892174720764, 'Z': -0.007495845668017864}, {'X': 0.7336456179618835, 'Y': 0.45810019969940186, 'Z': -0.04819902032613754}, {'X': 0.7103863954544067, 'Y': 0.4583950340747833, 'Z': -0.07818102836608887}, {'X': 0.6916393041610718, 'Y': 0.4824361205101013, 'Z': -0.09335009753704071}]
[{'X': 0.7103822827339172, 'Y': 0.7571797370910645, 'Z': -8.444800914730877e-05}, {'X': 0.6416783928871155, 'Y': 0.728348970413208, 'Z': 0.012818110175430775}, {'X': 0.5984610319137573, 'Y': 0.6514067053794861, 'Z': 0.025280537083745003}, {'X': 0.573833703994751, 'Y': 0.5990765690803528, 'Z': 0.029664484784007072}, {'X': 0.5547744035720825, 'Y': 0.5703487992286682, 'Z': 0.029680585488677025}, {'X': 0.6407752633094788, 'Y': 0.5308037400245667, 'Z': 0.049519672989845276}, {'X': 0.6348876357078552, 'Y': 0.4103163480758667, 'Z': 0.050228048115968704}, {'X': 0.6285198330879211, 'Y': 0.33817213773727417, 'Z': 0.04669472947716713}, {'X': 0.6218095421791077, 'Y': 0.29158148169517517, 'Z': 0.04342271387577057}, {'X': 0.6759093999862671, 'Y': 0.5209519863128662, 'Z': 0.02605040743947029}, {'X': 0.6704476475715637, 'Y': 0.3898191750049591, 'Z': 0.004832107108086348}, {'X': 0.6536941528320312, 'Y': 0.3312804102897644, 'Z': -0.0199107863008976}, {'X': 0.6393597722053528, 'Y': 0.3117123246192932, 'Z': -0.02985885553061962}, {'X': 0.7143056392669678, 'Y': 0.5329889059066772, 'Z': 0.0008013513870537281}, {'X': 0.7060873508453369, 'Y': 0.4183759093284607, 'Z': -0.03380797430872917}, {'X': 0.6824197173118591, 'Y': 0.40960556268692017, 'Z': -0.07560235261917114}, {'X': 0.6641496419906616, 'Y': 0.4331793785095215, 'Z': -0.0929931253194809}, {'X': 0.752754807472229, 'Y': 0.5622251629829407, 'Z': -0.021707123145461082}, {'X': 0.7409765124320984, 'Y': 0.4856034815311432, 'Z': -0.07173527032136917}, {'X': 0.718885064125061, 'Y': 0.48623162508010864, 'Z': -0.10606741905212402}, {'X': 0.6993464827537537, 'Y': 0.5155813694000244, 'Z': -0.12403057515621185}]
[{'X': 0.7211782336235046, 'Y': 0.784332275390625, 'Z': -0.00010163718252442777}, {'X': 0.6460880041122437, 'Y': 0.7414093613624573, 'Z': 0.007753924001008272}, {'X': 0.5951515436172485, 'Y': 0.657372772693634, 'Z': 0.01853962242603302}, {'X': 0.5684590935707092, 'Y': 0.6028574109077454, 'Z': 0.021015925332903862}, {'X': 0.5605528950691223, 'Y': 0.566606879234314, 'Z': 0.01673031412065029}, {'X': 0.6432091593742371, 'Y': 0.5168736577033997, 'Z': 0.033509522676467896}, {'X': 0.6373046636581421, 'Y': 0.40174663066864014, 'Z': 0.029067223891615868}, {'X': 0.6283267140388489, 'Y': 0.3320443332195282, 'Z': 0.024444041773676872}, {'X': 0.6172055602073669, 'Y': 0.286750853061676, 'Z': 0.021302107721567154}, {'X': 0.6797240376472473, 'Y': 0.5101448893547058, 'Z': 0.01239591371268034}, {'X': 0.6766055226325989, 'Y': 0.3781835436820984, 'Z': -0.01825081557035446}, {'X': 0.6546298861503601, 'Y': 0.35120880603790283, 'Z': -0.044963378459215164}, {'X': 0.6389098763465881, 'Y': 0.36817479133605957, 'Z': -0.054530322551727295}, {'X': 0.7183122038841248, 'Y': 0.5251643061637878, 'Z': -0.01078014262020588}, {'X': 0.7115439176559448, 'Y': 0.4140854775905609, 'Z': -0.0434349849820137}, {'X': 0.6843990087509155, 'Y': 0.4280760884284973, 'Z': -0.07974430918693542}, {'X': 0.666326642036438, 'Y': 0.46926671266555786, 'Z': -0.09858985990285873}, {'X': 0.7566879391670227, 'Y': 0.5605663657188416, 'Z': -0.03270331770181656}, {'X': 0.7429936528205872, 'Y': 0.48985108733177185, 'Z': -0.07939449697732925}, {'X': 0.7200645208358765, 'Y': 0.5034546256065369, 'Z': -0.11226353049278259}, {'X': 0.703279972076416, 'Y': 0.5357401371002197, 'Z': -0.1378273367881775}]
[{'X': 0.7165356874465942, 'Y': 0.7671647071838379, 'Z': -8.52484445204027e-05}, {'X': 0.6508198380470276, 'Y': 0.7339350581169128, 'Z': 0.014254935085773468}, {'X': 0.604165256023407, 'Y': 0.6520881652832031, 'Z': 0.02632702700793743}, {'X': 0.5766491293907166, 'Y': 0.5974948406219482, 'Z': 0.031936973333358765}, {'X': 0.5572159886360168, 'Y': 0.5638665556907654, 'Z': 0.029641807079315186}, {'X': 0.6429398059844971, 'Y': 0.5380624532699585, 'Z': 0.030421871691942215}, {'X': 0.6380875110626221, 'Y': 0.43019795417785645, 'Z': 0.026134531944990158}, {'X': 0.6308470368385315, 'Y': 0.35950544476509094, 'Z': 0.022829873487353325}, {'X': 0.6224591135978699, 'Y': 0.307363361120224, 'Z': 0.022856930270791054}, {'X': 0.6770449280738831, 'Y': 0.5257022976875305, 'Z': 0.009580480866134167}, {'X': 0.6710464954376221, 'Y': 0.40400147438049316, 'Z': -0.015080863609910011}, {'X': 0.651944100856781, 'Y': 0.3470858633518219, 'Z': -0.030022000893950462}, {'X': 0.6347840428352356, 'Y': 0.31455862522125244, 'Z': -0.0381917729973793}, {'X': 0.7159168124198914, 'Y': 0.5371846556663513, 'Z': -0.01296254899352789}, {'X': 0.6966199278831482, 'Y': 0.4376256465911865, 'Z': -0.04888305440545082}, {'X': 0.6721519827842712, 'Y': 0.45178157091140747, 'Z': -0.07698095589876175}, {'X': 0.6561402082443237, 'Y': 0.4803841710090637, 'Z': -0.09080047160387039}, {'X': 0.7543326020240784, 'Y': 0.5632518529891968, 'Z': -0.03259779140353203}, {'X': 0.7260655164718628, 'Y': 0.5036458373069763, 'Z': -0.0783960148692131}, {'X': 0.6983338594436646, 'Y': 0.5312325358390808, 'Z': -0.10568638145923615}, {'X': 0.6786532998085022, 'Y': 0.5709678530693054, 'Z': -0.12624087929725647}]
[{'X': 0.7061097025871277, 'Y': 0.7630206942558289, 'Z': -5.711588528356515e-05}, {'X': 0.6463192105293274, 'Y': 0.7380770444869995, 'Z': 0.01209175679832697}, {'X': 0.6024476885795593, 'Y': 0.6548988819122314, 'Z': 0.014831852167844772}, {'X': 0.5759540796279907, 'Y': 0.6044706702232361, 'Z': 0.008216669782996178}, {'X': 0.5553326606750488, 'Y': 0.5751054883003235, 'Z': -0.008297805674374104}, {'X': 0.6395456790924072, 'Y': 0.5496713519096375, 'Z': 0.008731850422918797}, {'X': 0.6353402733802795, 'Y': 0.4398959279060364, 'Z': -0.007289559580385685}, {'X': 0.6264469027519226, 'Y': 0.378335177898407, 'Z': -0.018612956628203392}, {'X': 0.6198118925094604, 'Y': 0.3340824842453003, 'Z': -0.022574445232748985}, {'X': 0.6734977960586548, 'Y': 0.5422729849815369, 'Z': -0.012721038423478603}, {'X': 0.6685265302658081, 'Y': 0.4229024052619934, 'Z': -0.04215257614850998}, {'X': 0.655258059501648, 'Y': 0.36350584030151367, 'Z': -0.06100529432296753}, {'X': 0.6456432342529297, 'Y': 0.3259088397026062, 'Z': -0.06736051291227341}, {'X': 0.7124000787734985, 'Y': 0.555157482624054, 'Z': -0.034826505929231644}, {'X': 0.7013190984725952, 'Y': 0.4542572498321533, 'Z': -0.07980453968048096}, {'X': 0.6797055602073669, 'Y': 0.4165842533111572, 'Z': -0.10832294821739197}, {'X': 0.6658340692520142, 'Y': 0.3951488733291626, 'Z': -0.11969757080078125}, {'X': 0.7488129734992981, 'Y': 0.5877696871757507, 'Z': -0.05228028818964958}, {'X': 0.7295419573783875, 'Y': 0.5320007801055908, 'Z': -0.10195809602737427}, {'X': 0.704786479473114, 'Y': 0.547680675983429, 'Z': -0.12427632510662079}, {'X': 0.6850226521492004, 'Y': 0.5716718435287476, 'Z': -0.13558454811573029}]
[{'X': 0.7017447352409363, 'Y': 0.7490437626838684, 'Z': -5.678220259142108e-05}, {'X': 0.6459826827049255, 'Y': 0.7317278981208801, 'Z': 2.4192930140998214e-05}, {'X': 0.601447343826294, 'Y': 0.6495795249938965, 'Z': 0.00032199849374592304}, {'X': 0.5770699381828308, 'Y': 0.595249593257904, 'Z': -0.003457731567323208}, {'X': 0.554284930229187, 'Y': 0.5680188536643982, 'Z': -0.016801966354250908}, {'X': 0.6392490267753601, 'Y': 0.5463783740997314, 'Z': -0.006788123399019241}, {'X': 0.6366280317306519, 'Y': 0.4479334354400635, 'Z': -0.023492654785513878}, {'X': 0.6343766450881958, 'Y': 0.3808463215827942, 'Z': -0.03549013286828995}, {'X': 0.6312974691390991, 'Y': 0.3239608108997345, 'Z': -0.04099933058023453}, {'X': 0.6720362901687622, 'Y': 0.5329517722129822, 'Z': -0.024887515231966972}, {'X': 0.6654124855995178, 'Y': 0.4332374334335327, 'Z': -0.06187991052865982}, {'X': 0.6549897193908691, 'Y': 0.3692936599254608, 'Z': -0.08462132513523102}, {'X': 0.6468204259872437, 'Y': 0.3073332905769348, 'Z': -0.10162454843521118}, {'X': 0.7073889970779419, 'Y': 0.5433371663093567, 'Z': -0.04475969821214676}, {'X': 0.690193772315979, 'Y': 0.45649468898773193, 'Z': -0.0958757996559143}, {'X': 0.6705643534660339, 'Y': 0.45169174671173096, 'Z': -0.1269081085920334}, {'X': 0.6581076979637146, 'Y': 0.4548989534378052, 'Z': -0.14054980874061584}, {'X': 0.7433514595031738, 'Y': 0.5669873952865601, 'Z': -0.061962924897670746}, {'X': 0.7171300649642944, 'Y': 0.5152192115783691, 'Z': -0.11384399980306625}, {'X': 0.6906506419181824, 'Y': 0.5454144477844238, 'Z': -0.13693827390670776}, {'X': 0.6728673577308655, 'Y': 0.5843293070793152, 'Z': -0.15304292738437653}]
[{'X': 0.711209774017334, 'Y': 0.7696212530136108, 'Z': -5.130118370288983e-05}, {'X': 0.6458799242973328, 'Y': 0.7303963899612427, 'Z': 0.01333464402705431}, {'X': 0.5976961255073547, 'Y': 0.647965133190155, 'Z': 0.01989128068089485}, {'X': 0.5693427920341492, 'Y': 0.592452347278595, 'Z': 0.016260668635368347}, {'X': 0.5517781972885132, 'Y': 0.5508534908294678, 'Z': 0.0018695868784561753}, {'X': 0.6429594159126282, 'Y': 0.5456855893135071, 'Z': 0.011399826966226101}, {'X': 0.6429696679115295, 'Y': 0.4326850175857544, 'Z': -0.002825079020112753}, {'X': 0.6338121891021729, 'Y': 0.36631011962890625, 'Z': -0.009207247756421566}, {'X': 0.620952308177948, 'Y': 0.3249869644641876, 'Z': -0.009441861882805824}, {'X': 0.676198422908783, 'Y': 0.5378320813179016, 'Z': -0.014136679470539093}, {'X': 0.6688058376312256, 'Y': 0.41024911403656006, 'Z': -0.04776596277952194}, {'X': 0.6463172435760498, 'Y': 0.3445205092430115, 'Z': -0.0656912550330162}, {'X': 0.6239049434661865, 'Y': 0.30261164903640747, 'Z': -0.07395697385072708}, {'X': 0.7138399481773376, 'Y': 0.5531318783760071, 'Z': -0.039098866283893585}, {'X': 0.6900993585586548, 'Y': 0.4685724973678589, 'Z': -0.08449935168027878}, {'X': 0.6618934869766235, 'Y': 0.4712279438972473, 'Z': -0.11042565852403641}, {'X': 0.6410523056983948, 'Y': 0.48472368717193604, 'Z': -0.11924012005329132}, {'X': 0.7495545744895935, 'Y': 0.5841716527938843, 'Z': -0.061174727976322174}, {'X': 0.7222503423690796, 'Y': 0.529155433177948, 'Z': -0.11460235714912415}, {'X': 0.6932043433189392, 'Y': 0.5447392463684082, 'Z': -0.1423133760690689}, {'X': 0.6696375012397766, 'Y': 0.5693330764770508, 'Z': -0.15861718356609344}]
[{'X': 0.701210618019104, 'Y': 0.7540925145149231, 'Z': -9.18794612516649e-05}, {'X': 0.6424059867858887, 'Y': 0.7354354858398438, 'Z': -0.00983115378767252}, {'X': 0.597710907459259, 'Y': 0.6554563641548157, 'Z': -0.03237658366560936}, {'X': 0.5757729411125183, 'Y': 0.5978782773017883, 'Z': -0.05815821886062622}, {'X': 0.5564749240875244, 'Y': 0.5581285953521729, 'Z': -0.09209534525871277}, {'X': 0.6263279318809509, 'Y': 0.5823917984962463, 'Z': -0.07759883999824524}, {'X': 0.6190770864486694, 'Y': 0.48573437333106995, 'Z': -0.12082794308662415}, {'X': 0.6221558451652527, 'Y': 0.4161648750305176, 'Z': -0.1387963891029358}, {'X': 0.6250109076499939, 'Y': 0.36287686228752136, 'Z': -0.14615876972675323}, {'X': 0.6651818752288818, 'Y': 0.5699864029884338, 'Z': -0.09320083260536194}, {'X': 0.6599198579788208, 'Y': 0.48176321387290955, 'Z': -0.1543026566505432}, {'X': 0.6574282646179199, 'Y': 0.4222407042980194, 'Z': -0.1805495172739029}, {'X': 0.6561403870582581, 'Y': 0.37417399883270264, 'Z': -0.19423584640026093}, {'X': 0.703029453754425, 'Y': 0.5788548588752747, 'Z': -0.10595901310443878}, {'X': 0.6867425441741943, 'Y': 0.5449073910713196, 'Z': -0.1621515303850174}, {'X': 0.6776158213615417, 'Y': 0.6073650121688843, 'Z': -0.1551247239112854}, {'X': 0.6762444376945496, 'Y': 0.6579522490501404, 'Z': -0.13713692128658295}, {'X': 0.7371544241905212, 'Y': 0.6030876040458679, 'Z': -0.11855950951576233}, {'X': 0.7119746804237366, 'Y': 0.5530107021331787, 'Z': -0.15787595510482788}, {'X': 0.6917455792427063, 'Y': 0.5536273121833801, 'Z': -0.16184960305690765}, {'X': 0.6773114800453186, 'Y': 0.5630705952644348, 'Z': -0.15929476916790009}]
[{'X': 0.6944147348403931, 'Y': 0.7665303349494934, 'Z': -0.00010424884385429323}, {'X': 0.6349587440490723, 'Y': 0.7304065227508545, 'Z': -0.009695625863969326}, {'X': 0.6003412008285522, 'Y': 0.6507946848869324, 'Z': -0.03934652730822563}, {'X': 0.5801083445549011, 'Y': 0.5953055024147034, 'Z': -0.07152767479419708}, {'X': 0.5609641075134277, 'Y': 0.5478467345237732, 'Z': -0.11379510909318924}, {'X': 0.629120409488678, 'Y': 0.588115394115448, 'Z': -0.11656372249126434}, {'X': 0.6224956512451172, 'Y': 0.4956281781196594, 'Z': -0.1748822033405304}, {'X': 0.6207122206687927, 'Y': 0.4240553677082062, 'Z': -0.207267165184021}, {'X': 0.6207494139671326, 'Y': 0.3642165958881378, 'Z': -0.2259216457605362}, {'X': 0.6609036326408386, 'Y': 0.586227536201477, 'Z': -0.14070940017700195}, {'X': 0.6561294198036194, 'Y': 0.4941070079803467, 'Z': -0.2143811136484146}, {'X': 0.6525376439094543, 'Y': 0.4270901083946228, 'Z': -0.25063151121139526}, {'X': 0.6513703465461731, 'Y': 0.3715140223503113, 'Z': -0.27337393164634705}, {'X': 0.6963707804679871, 'Y': 0.6044875979423523, 'Z': -0.16103586554527283}, {'X': 0.6880419254302979, 'Y': 0.5205608606338501, 'Z': -0.23063360154628754}, {'X': 0.6763466000556946, 'Y': 0.4655546545982361, 'Z': -0.26124852895736694}, {'X': 0.6687962412834167, 'Y': 0.4249690771102905, 'Z': -0.2821773886680603}, {'X': 0.7301013469696045, 'Y': 0.6406189203262329, 'Z': -0.17813751101493835}, {'X': 0.7194939255714417, 'Y': 0.5835802555084229, 'Z': -0.23828716576099396}, {'X': 0.703580915927887, 'Y': 0.5538426041603088, 'Z': -0.2712990939617157}, {'X': 0.6876462697982788, 'Y': 0.5307329893112183, 'Z': -0.300078421831131}]
[{'X': 0.7145566940307617, 'Y': 0.7680521011352539, 'Z': -5.09149904246442e-05}, {'X': 0.6509131789207458, 'Y': 0.7405403852462769, 'Z': 0.011260268278419971}, {'X': 0.6002329587936401, 'Y': 0.6565375328063965, 'Z': 0.010866078548133373}, {'X': 0.5706338882446289, 'Y': 0.5884678363800049, 'Z': -0.004893511533737183}, {'X': 0.5675241351127625, 'Y': 0.5342440009117126, 'Z': -0.03686730936169624}, {'X': 0.6415509581565857, 'Y': 0.5376132726669312, 'Z': 0.012498886324465275}, {'X': 0.6337729692459106, 'Y': 0.4255973696708679, 'Z': -0.002411759225651622}, {'X': 0.6182410717010498, 'Y': 0.3703749179840088, 'Z': -0.007901888340711594}, {'X': 0.6009758114814758, 'Y': 0.3362405002117157, 'Z': -0.004568802658468485}, {'X': 0.6748702526092529, 'Y': 0.5241697430610657, 'Z': -0.01722676493227482}, {'X': 0.6624224781990051, 'Y': 0.3892475962638855, 'Z': -0.04507365822792053}, {'X': 0.6324805021286011, 'Y': 0.33024728298187256, 'Z': -0.05364027991890907}, {'X': 0.6104452013969421, 'Y': 0.3021409809589386, 'Z': -0.052747875452041626}, {'X': 0.7102388739585876, 'Y': 0.5395525693893433, 'Z': -0.048707570880651474}, {'X': 0.6838857531547546, 'Y': 0.4315892457962036, 'Z': -0.09445011615753174}, {'X': 0.6415522694587708, 'Y': 0.43532171845436096, 'Z': -0.11875930428504944}, {'X': 0.6136531829833984, 'Y': 0.4595349431037903, 'Z': -0.12432039529085159}, {'X': 0.737335741519928, 'Y': 0.5764138102531433, 'Z': -0.07728666812181473}, {'X': 0.6995714902877808, 'Y': 0.5325741767883301, 'Z': -0.13159555196762085}, {'X': 0.6634373664855957, 'Y': 0.5775344371795654, 'Z': -0.1512811928987503}, {'X': 0.6402782797813416, 'Y': 0.6300185322761536, 'Z': -0.15945634245872498}]
[{'X': 0.7022729516029358, 'Y': 0.753730297088623, 'Z': -9.439985296921805e-05}, {'X': 0.6503302454948425, 'Y': 0.7369183897972107, 'Z': -0.013334974646568298}, {'X': 0.6063651442527771, 'Y': 0.6556664705276489, 'Z': -0.04019124060869217}, {'X': 0.5827295780181885, 'Y': 0.589438259601593, 'Z': -0.07290690392255783}, {'X': 0.5659124255180359, 'Y': 0.5334808826446533, 'Z': -0.11864711344242096}, {'X': 0.6396604180335999, 'Y': 0.5577159523963928, 'Z': -0.06772112846374512}, {'X': 0.6305463314056396, 'Y': 0.46765685081481934, 'Z': -0.10489148646593094}, {'X': 0.6194483637809753, 'Y': 0.4162532687187195, 'Z': -0.12231225520372391}, {'X': 0.6051255464553833, 'Y': 0.3826006054878235, 'Z': -0.1331101953983307}, {'X': 0.6698026657104492, 'Y': 0.5415964722633362, 'Z': -0.08878058195114136}, {'X': 0.6609221696853638, 'Y': 0.451360285282135, 'Z': -0.14125940203666687}, {'X': 0.638396143913269, 'Y': 0.4201388955116272, 'Z': -0.1608125865459442}, {'X': 0.6194760799407959, 'Y': 0.41333287954330444, 'Z': -0.17132602632045746}, {'X': 0.7050029635429382, 'Y': 0.5535944104194641, 'Z': -0.11225472390651703}, {'X': 0.6849603056907654, 'Y': 0.4696027338504791, 'Z': -0.1680716872215271}, {'X': 0.6513460278511047, 'Y': 0.45184803009033203, 'Z': -0.1947186142206192}, {'X': 0.6263967752456665, 'Y': 0.4565858840942383, 'Z': -0.21008895337581635}, {'X': 0.7366499304771423, 'Y': 0.5893707871437073, 'Z': -0.1336784064769745}, {'X': 0.7103449106216431, 'Y': 0.5421437621116638, 'Z': -0.19087637960910797}, {'X': 0.6794288158416748, 'Y': 0.5599453449249268, 'Z': -0.21582484245300293}, {'X': 0.656250536441803, 'Y': 0.5895534157752991, 'Z': -0.23245179653167725}]
