[{'X': 0.5098276734352112, 'Y': 0.7299927473068237, 'Z': -5.422914546215907e-05}, {'X': 0.47664234042167664, 'Y': 0.7197675108909607, 'Z': -0.02035500667989254}, {'X': 0.44525808095932007, 'Y': 0.6940398216247559, 'Z': -0.028633221983909607}, {'X': 0.4243536591529846, 'Y': 0.6666338443756104, 'Z': -0.03711166977882385}, {'X': 0.40894266963005066, 'Y': 0.6463111042976379, 'Z': -0.04157603904604912}, {'X': 0.452260285615921, 'Y': 0.6221256256103516, 'Z': -0.0007550950977019966}, {'X': 0.431599497795105, 'Y': 0.5806919932365417, 'Z': -0.007048378232866526}, {'X': 0.4195111095905304, 'Y': 0.5563990473747253, 'Z': -0.013291602954268456}, {'X': 0.4094286561012268, 'Y': 0.5355172157287598, 'Z': -0.01831638626754284}, {'X': 0.4708561897277832, 'Y': 0.609032392501831, 'Z': 0.003693674923852086}, {'X': 0.4589436948299408, 'Y': 0.5602230429649353, 'Z': 0.0037029171362519264}, {'X': 0.4529514014720917, 'Y': 0.5299584269523621, 'Z': -0.002562065375968814}, {'X': 0.4483354985713959, 'Y': 0.5040262937545776, 'Z': -0.007990345358848572}, {'X': 0.48811376094818115, 'Y': 0.608595609664917, 'Z': 0.004819836001843214}, {'X': 0.48414552211761475, 'Y': 0.5656295418739319, 'Z': 0.003064837772399187}, {'X': 0.4842126667499542, 'Y': 0.5369085073471069, 'Z': -0.003441601525992155}, {'X': 0.4824681878089905, 'Y': 0.5119361281394958, 'Z': -0.009764579124748707}, {'X': 0.5052619576454163, 'Y': 0.6153261065483093, 'Z': 0.0032674253452569246}, {'X': 0.5015482902526855, 'Y': 0.5790190696716309, 'Z': -0.0013934401795268059}, {'X': 0.5010325312614441, 'Y': 0.5579885840415955, 'Z': -0.00918794609606266}, {'X': 0.49909350275993347, 'Y': 0.5388209223747253, 'Z': -0.014677471481263638}]
[{'X': 0.4997979700565338, 'Y': 0.7291732430458069, 'Z': -4.126915519009344e-05}, {'X': 0.4648869037628174, 'Y': 0.7136293053627014, 'Z': -0.02843560092151165}, {'X': 0.44163253903388977, 'Y': 0.6798887252807617, 'Z': -0.04982275143265724}, {'X': 0.4302082657814026, 'Y': 0.6538540720939636, 'Z': -0.06555221974849701}, {'X': 0.41333186626434326, 'Y': 0.631220281124115, 'Z': -0.07906493544578552}, {'X': 0.4593089818954468, 'Y': 0.614165186882019, 'Z': -0.0669916495680809}, {'X': 0.44782763719558716, 'Y': 0.5657957792282104, 'Z': -0.09670896828174591}, {'X': 0.44262680411338806, 'Y': 0.537829577922821, 'Z': -0.12047883868217468}, {'X': 0.43960732221603394, 'Y': 0.5144808292388916, 'Z': -0.1380556970834732}, {'X': 0.4852519929409027, 'Y': 0.6157002449035645, 'Z': -0.06783130019903183}, {'X': 0.4939761757850647, 'Y': 0.5647339224815369, 'Z': -0.09879688173532486}, {'X': 0.498177170753479, 'Y': 0.5341556668281555, 'Z': -0.12520822882652283}, {'X': 0.5028897523880005, 'Y': 0.5094308853149414, 'Z': -0.14593879878520966}, {'X': 0.5063648223876953, 'Y': 0.6335858702659607, 'Z': -0.06847511976957321}, {'X': 0.5205079317092896, 'Y': 0.599445104598999, 'Z': -0.09850303083658218}, {'X': 0.5233038067817688, 'Y': 0.587283730506897, 'Z': -0.12299661338329315}, {'X': 0.5253244638442993, 'Y': 0.5789468288421631, 'Z': -0.14055107533931732}, {'X': 0.5220584869384766, 'Y': 0.6589673161506653, 'Z': -0.06958850473165512}, {'X': 0.528750479221344, 'Y': 0.6483376026153564, 'Z': -0.09611912816762924}, {'X': 0.5252993106842041, 'Y': 0.6528338193893433, 'Z': -0.11167530715465546}, {'X': 0.5217232704162598, 'Y': 0.6567341685295105, 'Z': -0.12174113094806671}]
[{'X': 0.4994049072265625, 'Y': 0.7374717593193054, 'Z': -4.495686152949929e-05}, {'X': 0.46069785952568054, 'Y': 0.7148472666740417, 'Z': -0.020879732444882393}, {'X': 0.4330042898654938, 'Y': 0.6809746026992798, 'Z': -0.038847096264362335}, {'X': 0.419659286737442, 'Y': 0.6548885107040405, 'Z': -0.0541849248111248}, {'X': 0.4145359396934509, 'Y': 0.6277899742126465, 'Z': -0.06716887652873993}, {'X': 0.4528302550315857, 'Y': 0.619741678237915, 'Z': -0.04284173995256424}, {'X': 0.4410959780216217, 'Y': 0.5702288150787354, 'Z': -0.06686911731958389}, {'X': 0.43745872378349304, 'Y': 0.5435310006141663, 'Z': -0.08820336312055588}, {'X': 0.4373640716075897, 'Y': 0.5227053165435791, 'Z': -0.10553546994924545}, {'X': 0.4775611460208893, 'Y': 0.624648928642273, 'Z': -0.04794476926326752}, {'X': 0.4835413992404938, 'Y': 0.5762768983840942, 'Z': -0.07147809118032455}, {'X': 0.4900057017803192, 'Y': 0.5521876811981201, 'Z': -0.09130873531103134}, {'X': 0.4992784559726715, 'Y': 0.5336868762969971, 'Z': -0.10861171782016754}, {'X': 0.4983491897583008, 'Y': 0.6418784260749817, 'Z': -0.053733617067337036}, {'X': 0.5114160180091858, 'Y': 0.610259473323822, 'Z': -0.07959035038948059}, {'X': 0.5186598896980286, 'Y': 0.594164252281189, 'Z': -0.10156571865081787}, {'X': 0.5266937613487244, 'Y': 0.5825089812278748, 'Z': -0.11915194988250732}, {'X': 0.5158542394638062, 'Y': 0.6667343974113464, 'Z': -0.05983678624033928}, {'X': 0.5240148305892944, 'Y': 0.6605027914047241, 'Z': -0.08214059472084045}, {'X': 0.5237207412719727, 'Y': 0.6698243021965027, 'Z': -0.09537440538406372}, {'X': 0.5239291787147522, 'Y': 0.6769412159919739, 'Z': -0.10549149662256241}]
[{'X': 0.4942687451839447, 'Y': 0.7318605184555054, 'Z': -6.371396011672914e-05}, {'X': 0.45595359802246094, 'Y': 0.7148324847221375, 'Z': -0.029290243983268738}, {'X': 0.43013498187065125, 'Y': 0.6821479201316833, 'Z': -0.045122914016246796}, {'X': 0.41779690980911255, 'Y': 0.6539198160171509, 'Z': -0.05694756656885147}, {'X': 0.405647337436676, 'Y': 0.6282368302345276, 'Z': -0.06691983342170715}, {'X': 0.4493044316768646, 'Y': 0.6240332722663879, 'Z': -0.04188011959195137}, {'X': 0.4388499855995178, 'Y': 0.5784623622894287, 'Z': -0.06323510408401489}, {'X': 0.43556711077690125, 'Y': 0.5523391366004944, 'Z': -0.07769846171140671}, {'X': 0.43437039852142334, 'Y': 0.5296691656112671, 'Z': -0.08743561059236526}, {'X': 0.4733533561229706, 'Y': 0.6254087090492249, 'Z': -0.03855275362730026}, {'X': 0.4827175736427307, 'Y': 0.5846251845359802, 'Z': -0.058454208076000214}, {'X': 0.49249008297920227, 'Y': 0.5635378360748291, 'Z': -0.07726875692605972}, {'X': 0.5015906095504761, 'Y': 0.5470622181892395, 'Z': -0.09291856735944748}, {'X': 0.4932132661342621, 'Y': 0.6374396085739136, 'Z': -0.036585401743650436}, {'X': 0.5071698427200317, 'Y': 0.6127443909645081, 'Z': -0.060630545020103455}, {'X': 0.5180637836456299, 'Y': 0.5987285375595093, 'Z': -0.08096842467784882}, {'X': 0.5266999006271362, 'Y': 0.5879522562026978, 'Z': -0.09540822356939316}, {'X': 0.509651243686676, 'Y': 0.65678870677948, 'Z': -0.03565864637494087}, {'X': 0.5186993479728699, 'Y': 0.6469526886940002, 'Z': -0.05921207740902901}, {'X': 0.521761417388916, 'Y': 0.6507381796836853, 'Z': -0.07518009841442108}, {'X': 0.5226255059242249, 'Y': 0.6535294651985168, 'Z': -0.08585932850837708}]
[{'X': 0.4942687451839447, 'Y': 0.7318605184555054, 'Z': -6.371396011672914e-05}, {'X': 0.45595359802246094, 'Y': 0.7148324847221375, 'Z': -0.029290243983268738}, {'X': 0.43013498187065125, 'Y': 0.6821479201316833, 'Z': -0.045122914016246796}, {'X': 0.41779690980911255, 'Y': 0.6539198160171509, 'Z': -0.05694756656885147}, {'X': 0.405647337436676, 'Y': 0.6282368302345276, 'Z': -0.06691983342170715}, {'X': 0.4493044316768646, 'Y': 0.6240332722663879, 'Z': -0.04188011959195137}, {'X': 0.4388499855995178, 'Y': 0.5784623622894287, 'Z': -0.06323510408401489}, {'X': 0.43556711077690125, 'Y': 0.5523391366004944, 'Z': -0.07769846171140671}, {'X': 0.43437039852142334, 'Y': 0.5296691656112671, 'Z': -0.08743561059236526}, {'X': 0.4733533561229706, 'Y': 0.6254087090492249, 'Z': -0.03855275362730026}, {'X': 0.4827175736427307, 'Y': 0.5846251845359802, 'Z': -0.058454208076000214}, {'X': 0.49249008297920227, 'Y': 0.5635378360748291, 'Z': -0.07726875692605972}, {'X': 0.5015906095504761, 'Y': 0.5470622181892395, 'Z': -0.09291856735944748}, {'X': 0.4932132661342621, 'Y': 0.6374396085739136, 'Z': -0.036585401743650436}, {'X': 0.5071698427200317, 'Y': 0.6127443909645081, 'Z': -0.060630545020103455}, {'X': 0.5180637836456299, 'Y': 0.5987285375595093, 'Z': -0.08096842467784882}, {'X': 0.5266999006271362, 'Y': 0.5879522562026978, 'Z': -0.09540822356939316}, {'X': 0.509651243686676, 'Y': 0.65678870677948, 'Z': -0.03565864637494087}, {'X': 0.5186993479728699, 'Y': 0.6469526886940002, 'Z': -0.05921207740902901}, {'X': 0.521761417388916, 'Y': 0.6507381796836853, 'Z': -0.07518009841442108}, {'X': 0.5226255059242249, 'Y': 0.6535294651985168, 'Z': -0.08585932850837708}]
[{'X': 0.4977608323097229, 'Y': 0.730207085609436, 'Z': -7.447708048857749e-05}, {'X': 0.46120893955230713, 'Y': 0.716648280620575, 'Z': -0.028671618551015854}, {'X': 0.4330260455608368, 'Y': 0.6872254014015198, 'Z': -0.04302442446351051}, {'X': 0.4170524477958679, 'Y': 0.6575222015380859, 'Z': -0.052503276616334915}, {'X': 0.40496984124183655, 'Y': 0.6321279406547546, 'Z': -0.05961174517869949}, {'X': 0.4471175968647003, 'Y': 0.6310086250305176, 'Z': -0.03343711048364639}, {'X': 0.43368133902549744, 'Y': 0.5869340896606445, 'Z': -0.05301085487008095}, {'X': 0.4304429590702057, 'Y': 0.5607758164405823, 'Z': -0.0672377273440361}, {'X': 0.43059036135673523, 'Y': 0.541022002696991, 'Z': -0.07675337046384811}, {'X': 0.4703642427921295, 'Y': 0.6249621510505676, 'Z': -0.028121843934059143}, {'X': 0.47621944546699524, 'Y': 0.5799481868743896, 'Z': -0.04849544167518616}, {'X': 0.4854890704154968, 'Y': 0.5579410791397095, 'Z': -0.06768453121185303}, {'X': 0.4933686852455139, 'Y': 0.543632984161377, 'Z': -0.08212392777204514}, {'X': 0.490445077419281, 'Y': 0.6292162537574768, 'Z': -0.023377520963549614}, {'X': 0.5014614462852478, 'Y': 0.594789981842041, 'Z': -0.04467936232686043}, {'X': 0.5118655562400818, 'Y': 0.5798220634460449, 'Z': -0.0650961697101593}, {'X': 0.5187440514564514, 'Y': 0.569975733757019, 'Z': -0.08011392503976822}, {'X': 0.5065992474555969, 'Y': 0.6408527493476868, 'Z': -0.020404784008860588}, {'X': 0.5167979598045349, 'Y': 0.6185491681098938, 'Z': -0.04042684659361839}, {'X': 0.5234524607658386, 'Y': 0.6109898090362549, 'Z': -0.05703604593873024}, {'X': 0.5269508957862854, 'Y': 0.6056773066520691, 'Z': -0.06946571916341782}]
[{'X': 0.49495601654052734, 'Y': 0.7302855849266052, 'Z': -4.567441646941006e-05}, {'X': 0.45926418900489807, 'Y': 0.7169647812843323, 'Z': -0.02315966784954071}, {'X': 0.43170908093452454, 'Y': 0.6905229091644287, 'Z': -0.04347199574112892}, {'X': 0.41548243165016174, 'Y': 0.6681371927261353, 'Z': -0.06293654441833496}, {'X': 0.40380698442459106, 'Y': 0.6460373997688293, 'Z': -0.07644527405500412}, {'X': 0.4481912851333618, 'Y': 0.6361487507820129, 'Z': -0.04154902696609497}, {'X': 0.44611072540283203, 'Y': 0.6136840581893921, 'Z': -0.06936429440975189}, {'X': 0.4505867660045624, 'Y': 0.6270549297332764, 'Z': -0.08941885828971863}, {'X': 0.4557605981826782, 'Y': 0.6411148905754089, 'Z': -0.10100561380386353}, {'X': 0.46789029240608215, 'Y': 0.6278347373008728, 'Z': -0.04388241469860077}, {'X': 0.47153744101524353, 'Y': 0.5785269737243652, 'Z': -0.06072009354829788}, {'X': 0.47456106543540955, 'Y': 0.5536995530128479, 'Z': -0.07199982553720474}, {'X': 0.47673070430755615, 'Y': 0.5314697027206421, 'Z': -0.08177459239959717}, {'X': 0.48533958196640015, 'Y': 0.6297162175178528, 'Z': -0.04733249172568321}, {'X': 0.4909299612045288, 'Y': 0.5807857513427734, 'Z': -0.06350637227296829}, {'X': 0.49314451217651367, 'Y': 0.5561594367027283, 'Z': -0.07259978353977203}, {'X': 0.49410831928253174, 'Y': 0.5336679220199585, 'Z': -0.08020256459712982}, {'X': 0.5017737746238708, 'Y': 0.6388113498687744, 'Z': -0.05279545113444328}, {'X': 0.5091131925582886, 'Y': 0.6043246984481812, 'Z': -0.06273790448904037}, {'X': 0.5140174627304077, 'Y': 0.5861312747001648, 'Z': -0.06603491306304932}, {'X': 0.5176420211791992, 'Y': 0.5667720437049866, 'Z': -0.07086793333292007}]
[{'X': 0.5055087208747864, 'Y': 0.7459350824356079, 'Z': -5.1915518270106986e-05}, {'X': 0.46675097942352295, 'Y': 0.7272013425827026, 'Z': -0.012925183400511742}, {'X': 0.4355320930480957, 'Y': 0.6951648592948914, 'Z': -0.02198145166039467}, {'X': 0.4162857234477997, 'Y': 0.6665098071098328, 'Z': -0.03371607884764671}, {'X': 0.3999745547771454, 'Y': 0.6440317630767822, 'Z': -0.04444795846939087}, {'X': 0.4429680407047272, 'Y': 0.6326544880867004, 'Z': -0.008026649244129658}, {'X': 0.4213208854198456, 'Y': 0.5915123820304871, 'Z': -0.0176564808934927}, {'X': 0.4101746678352356, 'Y': 0.5673534274101257, 'Z': -0.02507237158715725}, {'X': 0.4016544222831726, 'Y': 0.5459029674530029, 'Z': -0.031550511717796326}, {'X': 0.46429240703582764, 'Y': 0.6259014010429382, 'Z': -0.012905356474220753}, {'X': 0.45939552783966064, 'Y': 0.5765591859817505, 'Z': -0.01954420655965805}, {'X': 0.4580062925815582, 'Y': 0.5483948588371277, 'Z': -0.028629742562770844}, {'X': 0.45642560720443726, 'Y': 0.5222558379173279, 'Z': -0.03601021319627762}, {'X': 0.48426443338394165, 'Y': 0.6308659911155701, 'Z': -0.020388763397932053}, {'X': 0.48612016439437866, 'Y': 0.5847219824790955, 'Z': -0.030199401080608368}, {'X': 0.48599982261657715, 'Y': 0.5577705502510071, 'Z': -0.041269998997449875}, {'X': 0.4825793206691742, 'Y': 0.5324041247367859, 'Z': -0.04886828735470772}, {'X': 0.5041189193725586, 'Y': 0.6445813775062561, 'Z': -0.029536385089159012}, {'X': 0.5113329887390137, 'Y': 0.6113904714584351, 'Z': -0.04313700646162033}, {'X': 0.5145204067230225, 'Y': 0.5907019972801208, 'Z': -0.05424893647432327}, {'X': 0.5135596990585327, 'Y': 0.5697237253189087, 'Z': -0.06264891475439072}]
[{'X': 0.5082308650016785, 'Y': 0.7369942665100098, 'Z': -4.360260209068656e-05}, {'X': 0.47057223320007324, 'Y': 0.7229839563369751, 'Z': -0.01982460916042328}, {'X': 0.4378446340560913, 'Y': 0.6965649724006653, 'Z': -0.02864265814423561}, {'X': 0.41704362630844116, 'Y': 0.6683080792427063, 'Z': -0.03850451111793518}, {'X': 0.40221107006073, 'Y': 0.6459220051765442, 'Z': -0.04360320419073105}, {'X': 0.4458793103694916, 'Y': 0.6308388710021973, 'Z': -0.008715786039829254}, {'X': 0.42293936014175415, 'Y': 0.5888769030570984, 'Z': -0.017844177782535553}, {'X': 0.41007012128829956, 'Y': 0.5656248927116394, 'Z': -0.02592233195900917}, {'X': 0.39848610758781433, 'Y': 0.5454950928688049, 'Z': -0.0335724875330925}, {'X': 0.46646812558174133, 'Y': 0.6186503171920776, 'Z': -0.007872154004871845}, {'X': 0.4593288004398346, 'Y': 0.5657673478126526, 'Z': -0.012167365290224552}, {'X': 0.45758455991744995, 'Y': 0.5363221764564514, 'Z': -0.022451728582382202}, {'X': 0.4566460847854614, 'Y': 0.5097752213478088, 'Z': -0.032049354165792465}, {'X': 0.48560017347335815, 'Y': 0.6190953850746155, 'Z': -0.009539582766592503}, {'X': 0.4837528169155121, 'Y': 0.5736064910888672, 'Z': -0.01666424795985222}, {'X': 0.4842318892478943, 'Y': 0.5484974384307861, 'Z': -0.027832601219415665}, {'X': 0.4819188416004181, 'Y': 0.5265347957611084, 'Z': -0.03785758092999458}, {'X': 0.5047765970230103, 'Y': 0.626452624797821, 'Z': -0.013660549186170101}, {'X': 0.5091022849082947, 'Y': 0.5914938449859619, 'Z': -0.02450554445385933}, {'X': 0.5120288729667664, 'Y': 0.5706772804260254, 'Z': -0.035291675478219986}, {'X': 0.5123478174209595, 'Y': 0.5506236553192139, 'Z': -0.043844081461429596}]
[{'X': 0.5099372267723083, 'Y': 0.7342714667320251, 'Z': -6.0960835980949923e-05}, {'X': 0.4763950705528259, 'Y': 0.722464919090271, 'Z': -0.016795115545392036}, {'X': 0.4440382719039917, 'Y': 0.6946154832839966, 'Z': -0.02502581849694252}, {'X': 0.4230252504348755, 'Y': 0.6651986837387085, 'Z': -0.033348191529512405}, {'X': 0.4059669077396393, 'Y': 0.6446467041969299, 'Z': -0.03616918623447418}, {'X': 0.4451775848865509, 'Y': 0.6319227814674377, 'Z': -0.008458430878818035}, {'X': 0.4213126599788666, 'Y': 0.583119809627533, 'Z': -0.010305285453796387}, {'X': 0.4087969958782196, 'Y': 0.561387836933136, 'Z': -0.007970859296619892}, {'X': 0.39989668130874634, 'Y': 0.5433908104896545, 'Z': -0.00828393455594778}, {'X': 0.46504005789756775, 'Y': 0.6175590753555298, 'Z': -0.00639048358425498}, {'X': 0.4631897211074829, 'Y': 0.5945707559585571, 'Z': -0.010847724042832851}, {'X': 0.4705623686313629, 'Y': 0.5942070484161377, 'Z': -0.020431596785783768}, {'X': 0.47444355487823486, 'Y': 0.5904303193092346, 'Z': -0.025146862491965294}, {'X': 0.48273906111717224, 'Y': 0.6115773916244507, 'Z': -0.00557513814419508}, {'X': 0.4776322841644287, 'Y': 0.573151707649231, 'Z': -0.00690368190407753}, {'X': 0.47621291875839233, 'Y': 0.5408863425254822, 'Z': -0.013692645356059074}, {'X': 0.47268274426460266, 'Y': 0.5126922726631165, 'Z': -0.018560968339443207}, {'X': 0.5011473894119263, 'Y': 0.6137122511863708, 'Z': -0.006360810715705156}, {'X': 0.5029759407043457, 'Y': 0.5776282548904419, 'Z': -0.01040627621114254}, {'X': 0.5055280327796936, 'Y': 0.5556793808937073, 'Z': -0.01344560831785202}, {'X': 0.5055599212646484, 'Y': 0.5357513427734375, 'Z': -0.013433307409286499}]
[{'X': 0.5118055939674377, 'Y': 0.7299516797065735, 'Z': -5.280085315462202e-05}, {'X': 0.47952109575271606, 'Y': 0.7217603325843811, 'Z': -0.019532756879925728}, {'X': 0.44698283076286316, 'Y': 0.696757435798645, 'Z': -0.02785108983516693}, {'X': 0.42432451248168945, 'Y': 0.6669202446937561, 'Z': -0.03661118820309639}, {'X': 0.40540778636932373, 'Y': 0.6523488163948059, 'Z': -0.041188474744558334}, {'X': 0.44466453790664673, 'Y': 0.6308570504188538, 'Z': -0.00723135843873024}, {'X': 0.42054641246795654, 'Y': 0.5930720567703247, 'Z': -0.01425944734364748}, {'X': 0.4077995717525482, 'Y': 0.5708358287811279, 'Z': -0.017889725044369698}, {'X': 0.3986209034919739, 'Y': 0.5513536930084229, 'Z': -0.021312259137630463}, {'X': 0.4621853828430176, 'Y': 0.6137142181396484, 'Z': -0.004324563313275576}, {'X': 0.4455440640449524, 'Y': 0.569470226764679, 'Z': -0.005545006599277258}, {'X': 0.4372522234916687, 'Y': 0.5408743619918823, 'Z': -0.011009150184690952}, {'X': 0.43146440386772156, 'Y': 0.5145688652992249, 'Z': -0.017887067049741745}, {'X': 0.4798967242240906, 'Y': 0.6086747050285339, 'Z': -0.004040084779262543}, {'X': 0.4708290994167328, 'Y': 0.5698551535606384, 'Z': -0.009210393764078617}, {'X': 0.4681105315685272, 'Y': 0.5476564168930054, 'Z': -0.016659066081047058}, {'X': 0.46523317694664, 'Y': 0.5270677804946899, 'Z': -0.022812001407146454}, {'X': 0.4983796775341034, 'Y': 0.6112028360366821, 'Z': -0.005841605365276337}, {'X': 0.4978480935096741, 'Y': 0.5745664238929749, 'Z': -0.013491553254425526}, {'X': 0.49901461601257324, 'Y': 0.554924726486206, 'Z': -0.019313132390379906}, {'X': 0.4985445737838745, 'Y': 0.537015974521637, 'Z': -0.02395911142230034}]
[{'X': 0.5123095512390137, 'Y': 0.7291079163551331, 'Z': -6.250695150811225e-05}, {'X': 0.48030880093574524, 'Y': 0.7231684923171997, 'Z': -0.022792281582951546}, {'X': 0.44701528549194336, 'Y': 0.6987884044647217, 'Z': -0.03173166140913963}, {'X': 0.4235977828502655, 'Y': 0.6703606247901917, 'Z': -0.0404219888150692}, {'X': 0.4039423167705536, 'Y': 0.655539870262146, 'Z': -0.0457763709127903}, {'X': 0.4451335072517395, 'Y': 0.6296632885932922, 'Z': -0.0033701832871884108}, {'X': 0.4211277663707733, 'Y': 0.5915637612342834, 'Z': -0.007692430634051561}, {'X': 0.40779176354408264, 'Y': 0.5688374638557434, 'Z': -0.011480461806058884}, {'X': 0.39760470390319824, 'Y': 0.5491682887077332, 'Z': -0.014912666752934456}, {'X': 0.46230095624923706, 'Y': 0.6129213571548462, 'Z': 0.0020605032332241535}, {'X': 0.4446635842323303, 'Y': 0.5683348178863525, 'Z': 0.0038760819006711245}, {'X': 0.43546056747436523, 'Y': 0.5416191816329956, 'Z': -0.00041053383029066026}, {'X': 0.42814892530441284, 'Y': 0.517453134059906, 'Z': -0.006219027563929558}, {'X': 0.4794650673866272, 'Y': 0.6079668402671814, 'Z': 0.003980651497840881}, {'X': 0.47036343812942505, 'Y': 0.5684347152709961, 'Z': 0.001236586831510067}, {'X': 0.4680195152759552, 'Y': 0.5449455976486206, 'Z': -0.006434118375182152}, {'X': 0.4647643268108368, 'Y': 0.5239050388336182, 'Z': -0.014041846618056297}, {'X': 0.49738848209381104, 'Y': 0.6108127236366272, 'Z': 0.003459618892520666}, {'X': 0.4951624572277069, 'Y': 0.5752983689308167, 'Z': -0.002404248109087348}, {'X': 0.49554505944252014, 'Y': 0.5554735064506531, 'Z': -0.008966723456978798}, {'X': 0.49406710267066956, 'Y': 0.5375200510025024, 'Z': -0.01430570799857378}]
[{'X': 0.513809084892273, 'Y': 0.7310232520103455, 'Z': -5.332580258254893e-05}, {'X': 0.48163333535194397, 'Y': 0.7250678539276123, 'Z': -0.022682948037981987}, {'X': 0.44814884662628174, 'Y': 0.7010058760643005, 'Z': -0.030565107241272926}, {'X': 0.4250715374946594, 'Y': 0.6725020408630371, 'Z': -0.03788832947611809}, {'X': 0.40694954991340637, 'Y': 0.6572018265724182, 'Z': -0.03986620903015137}, {'X': 0.44582292437553406, 'Y': 0.6320778131484985, 'Z': -0.004833793733268976}, {'X': 0.41996943950653076, 'Y': 0.5915290117263794, 'Z': -0.00843080971390009}, {'X': 0.4061211943626404, 'Y': 0.5683475136756897, 'Z': -0.01138921920210123}, {'X': 0.39587196707725525, 'Y': 0.5479488968849182, 'Z': -0.01485553290694952}, {'X': 0.46217888593673706, 'Y': 0.6158267855644226, 'Z': 0.0008467248408123851}, {'X': 0.4409923255443573, 'Y': 0.5661826729774475, 'Z': 0.004327697213739157}, {'X': 0.4307416081428528, 'Y': 0.5401402711868286, 'Z': 0.0016562025994062424}, {'X': 0.4233716130256653, 'Y': 0.5153293013572693, 'Z': -0.0022206404246389866}, {'X': 0.47865551710128784, 'Y': 0.6105459928512573, 'Z': 0.003372915554791689}, {'X': 0.46726688742637634, 'Y': 0.5676442384719849, 'Z': 0.001230392954312265}, {'X': 0.46496352553367615, 'Y': 0.5438073873519897, 'Z': -0.005380600690841675}, {'X': 0.4620974361896515, 'Y': 0.5208590030670166, 'Z': -0.012018688023090363}, {'X': 0.49631285667419434, 'Y': 0.6130632162094116, 'Z': 0.0031386681366711855}, {'X': 0.49245309829711914, 'Y': 0.5769968628883362, 'Z': -0.0019120906945317984}, {'X': 0.49280083179473877, 'Y': 0.5566688776016235, 'Z': -0.007643436081707478}, {'X': 0.4918033480644226, 'Y': 0.536340057849884, 'Z': -0.01153774093836546}]
[{'X': 0.513809084892273, 'Y': 0.7310232520103455, 'Z': -5.332580258254893e-05}, {'X': 0.48163333535194397, 'Y': 0.7250678539276123, 'Z': -0.022682948037981987}, {'X': 0.44814884662628174, 'Y': 0.7010058760643005, 'Z': -0.030565107241272926}, {'X': 0.4250715374946594, 'Y': 0.6725020408630371, 'Z': -0.03788832947611809}, {'X': 0.40694954991340637, 'Y': 0.6572018265724182, 'Z': -0.03986620903015137}, {'X': 0.44582292437553406, 'Y': 0.6320778131484985, 'Z': -0.004833793733268976}, {'X': 0.41996943950653076, 'Y': 0.5915290117263794, 'Z': -0.00843080971390009}, {'X': 0.4061211943626404, 'Y': 0.5683475136756897, 'Z': -0.01138921920210123}, {'X': 0.39587196707725525, 'Y': 0.5479488968849182, 'Z': -0.01485553290694952}, {'X': 0.46217888593673706, 'Y': 0.6158267855644226, 'Z': 0.0008467248408123851}, {'X': 0.4409923255443573, 'Y': 0.5661826729774475, 'Z': 0.004327697213739157}, {'X': 0.4307416081428528, 'Y': 0.5401402711868286, 'Z': 0.0016562025994062424}, {'X': 0.4233716130256653, 'Y': 0.5153293013572693, 'Z': -0.0022206404246389866}, {'X': 0.47865551710128784, 'Y': 0.6105459928512573, 'Z': 0.003372915554791689}, {'X': 0.46726688742637634, 'Y': 0.5676442384719849, 'Z': 0.001230392954312265}, {'X': 0.46496352553367615, 'Y': 0.5438073873519897, 'Z': -0.005380600690841675}, {'X': 0.4620974361896515, 'Y': 0.5208590030670166, 'Z': -0.012018688023090363}, {'X': 0.49631285667419434, 'Y': 0.6130632162094116, 'Z': 0.0031386681366711855}, {'X': 0.49245309829711914, 'Y': 0.5769968628883362, 'Z': -0.0019120906945317984}, {'X': 0.49280083179473877, 'Y': 0.5566688776016235, 'Z': -0.007643436081707478}, {'X': 0.4918033480644226, 'Y': 0.536340057849884, 'Z': -0.01153774093836546}]
