[{'X': 0.8123123645782471, 'Y': 0.6535913944244385, 'Z': -0.0001024327939376235}, {'X': 0.734194815158844, 'Y': 0.6320277452468872, 'Z': -0.013561397790908813}, {'X': 0.6785978078842163, 'Y': 0.5614902377128601, 'Z': -0.009135289117693901}, {'X': 0.6490799188613892, 'Y': 0.48666173219680786, 'Z': -0.010298316366970539}, {'X': 0.6251752972602844, 'Y': 0.4329732358455658, 'Z': -0.010228783823549747}, {'X': 0.7210085391998291, 'Y': 0.4606492519378662, 'Z': 0.037776049226522446}, {'X': 0.7055974006652832, 'Y': 0.36685609817504883, 'Z': 0.04065084084868431}, {'X': 0.6986736059188843, 'Y': 0.31112754344940186, 'Z': 0.029765143990516663}, {'X': 0.6956366896629333, 'Y': 0.2606709897518158, 'Z': 0.017743319272994995}, {'X': 0.7623540759086609, 'Y': 0.44758668541908264, 'Z': 0.030623149126768112}, {'X': 0.7459904551506042, 'Y': 0.3450460731983185, 'Z': 0.035619329661130905}, {'X': 0.7380648851394653, 'Y': 0.28374743461608887, 'Z': 0.014149380847811699}, {'X': 0.7318775653839111, 'Y': 0.22979934513568878, 'Z': -0.002887814538553357}, {'X': 0.805136501789093, 'Y': 0.4494701623916626, 'Z': 0.0185240488499403}, {'X': 0.7919038534164429, 'Y': 0.35637855529785156, 'Z': 0.023292960599064827}, {'X': 0.7800161242485046, 'Y': 0.29774025082588196, 'Z': 0.0015877290861681104}, {'X': 0.768849790096283, 'Y': 0.2471284568309784, 'Z': -0.014719284139573574}, {'X': 0.8499323129653931, 'Y': 0.46481433510780334, 'Z': 0.004295095335692167}, {'X': 0.8431190848350525, 'Y': 0.3914761543273926, 'Z': -0.00150674011092633}, {'X': 0.8320703506469727, 'Y': 0.3424752652645111, 'Z': -0.01503677573055029}, {'X': 0.8171316385269165, 'Y': 0.2976047396659851, 'Z': -0.025741402059793472}]
[{'X': 0.8313953280448914, 'Y': 0.6152490973472595, 'Z': -0.00012405157031025738}, {'X': 0.751098096370697, 'Y': 0.573587954044342, 'Z': 0.0032522527035325766}, {'X': 0.6946501135826111, 'Y': 0.5060582756996155, 'Z': 0.008071482181549072}, {'X': 0.6625887751579285, 'Y': 0.44196826219558716, 'Z': 0.007999184541404247}, {'X': 0.6585645079612732, 'Y': 0.38420435786247253, 'Z': 0.022675711661577225}, {'X': 0.7456719279289246, 'Y': 0.4465242326259613, 'Z': 0.03599647432565689}, {'X': 0.735796332359314, 'Y': 0.3794492781162262, 'Z': 0.018398836255073547}, {'X': 0.7448168396949768, 'Y': 0.4215430021286011, 'Z': 0.0042591034434735775}, {'X': 0.7552681565284729, 'Y': 0.4607623815536499, 'Z': -0.00017896038480103016}, {'X': 0.7845230102539062, 'Y': 0.4302694499492645, 'Z': 0.023963341489434242}, {'X': 0.774388313293457, 'Y': 0.320162296295166, 'Z': 0.027293147519230843}, {'X': 0.770714282989502, 'Y': 0.26485270261764526, 'Z': 0.022750120609998703}, {'X': 0.7671767473220825, 'Y': 0.21498161554336548, 'Z': 0.01646854169666767}, {'X': 0.8242145776748657, 'Y': 0.4318259060382843, 'Z': 0.009676648303866386}, {'X': 0.8132814168930054, 'Y': 0.32872331142425537, 'Z': 0.011782897636294365}, {'X': 0.8058376908302307, 'Y': 0.2776145339012146, 'Z': 0.018699772655963898}, {'X': 0.7976898550987244, 'Y': 0.23334966599941254, 'Z': 0.026446834206581116}, {'X': 0.862417459487915, 'Y': 0.44523611664772034, 'Z': -0.00821216031908989}, {'X': 0.8591646552085876, 'Y': 0.36628350615501404, 'Z': 0.0015502418391406536}, {'X': 0.8518933057785034, 'Y': 0.3229925036430359, 'Z': 0.012759879231452942}, {'X': 0.841443657875061, 'Y': 0.2780407667160034, 'Z': 0.019304828718304634}]
[{'X': 0.8283718824386597, 'Y': 0.6204153299331665, 'Z': -0.0001146581707871519}, {'X': 0.7472674250602722, 'Y': 0.5767226815223694, 'Z': 0.0043021310120821}, {'X': 0.6886453032493591, 'Y': 0.5085309147834778, 'Z': 0.013164078816771507}, {'X': 0.6549961566925049, 'Y': 0.4423535168170929, 'Z': 0.01761239767074585}, {'X': 0.651799738407135, 'Y': 0.3900199234485626, 'Z': 0.0347481332719326}, {'X': 0.7384940981864929, 'Y': 0.45242926478385925, 'Z': 0.05048143491148949}, {'X': 0.7307360172271729, 'Y': 0.3881196081638336, 'Z': 0.03828010335564613}, {'X': 0.7382906675338745, 'Y': 0.4232710599899292, 'Z': 0.017434490844607353}, {'X': 0.7447645664215088, 'Y': 0.45697474479675293, 'Z': 0.005417840555310249}, {'X': 0.7777370810508728, 'Y': 0.43416714668273926, 'Z': 0.04203394800424576}, {'X': 0.7675963640213013, 'Y': 0.32945874333381653, 'Z': 0.05606648325920105}, {'X': 0.7615947723388672, 'Y': 0.2776154577732086, 'Z': 0.05511366203427315}, {'X': 0.7549689412117004, 'Y': 0.23225520551204681, 'Z': 0.050506677478551865}, {'X': 0.8171963691711426, 'Y': 0.4321993887424469, 'Z': 0.03043700009584427}, {'X': 0.8038815855979919, 'Y': 0.33129215240478516, 'Z': 0.038860984146595}, {'X': 0.792995035648346, 'Y': 0.27899467945098877, 'Z': 0.044910915195941925}, {'X': 0.7812913656234741, 'Y': 0.23464755713939667, 'Z': 0.05056736245751381}, {'X': 0.8555067777633667, 'Y': 0.44399985671043396, 'Z': 0.015360383316874504}, {'X': 0.8502702713012695, 'Y': 0.3668364882469177, 'Z': 0.03279479220509529}, {'X': 0.8421027064323425, 'Y': 0.32474109530448914, 'Z': 0.04814402759075165}, {'X': 0.8299605250358582, 'Y': 0.28055548667907715, 'Z': 0.056228429079055786}]
[{'X': 0.8283718824386597, 'Y': 0.6204153299331665, 'Z': -0.0001146581707871519}, {'X': 0.7472674250602722, 'Y': 0.5767226815223694, 'Z': 0.0043021310120821}, {'X': 0.6886453032493591, 'Y': 0.5085309147834778, 'Z': 0.013164078816771507}, {'X': 0.6549961566925049, 'Y': 0.4423535168170929, 'Z': 0.01761239767074585}, {'X': 0.651799738407135, 'Y': 0.3900199234485626, 'Z': 0.0347481332719326}, {'X': 0.7384940981864929, 'Y': 0.45242926478385925, 'Z': 0.05048143491148949}, {'X': 0.7307360172271729, 'Y': 0.3881196081638336, 'Z': 0.03828010335564613}, {'X': 0.7382906675338745, 'Y': 0.4232710599899292, 'Z': 0.017434490844607353}, {'X': 0.7447645664215088, 'Y': 0.45697474479675293, 'Z': 0.005417840555310249}, {'X': 0.7777370810508728, 'Y': 0.43416714668273926, 'Z': 0.04203394800424576}, {'X': 0.7675963640213013, 'Y': 0.32945874333381653, 'Z': 0.05606648325920105}, {'X': 0.7615947723388672, 'Y': 0.2776154577732086, 'Z': 0.05511366203427315}, {'X': 0.7549689412117004, 'Y': 0.23225520551204681, 'Z': 0.050506677478551865}, {'X': 0.8171963691711426, 'Y': 0.4321993887424469, 'Z': 0.03043700009584427}, {'X': 0.8038815855979919, 'Y': 0.33129215240478516, 'Z': 0.038860984146595}, {'X': 0.792995035648346, 'Y': 0.27899467945098877, 'Z': 0.044910915195941925}, {'X': 0.7812913656234741, 'Y': 0.23464755713939667, 'Z': 0.05056736245751381}, {'X': 0.8555067777633667, 'Y': 0.44399985671043396, 'Z': 0.015360383316874504}, {'X': 0.8502702713012695, 'Y': 0.3668364882469177, 'Z': 0.03279479220509529}, {'X': 0.8421027064323425, 'Y': 0.32474109530448914, 'Z': 0.04814402759075165}, {'X': 0.8299605250358582, 'Y': 0.28055548667907715, 'Z': 0.056228429079055786}]
[{'X': 0.8370851874351501, 'Y': 0.6316914558410645, 'Z': -0.00010001930058933794}, {'X': 0.7471263408660889, 'Y': 0.5851202011108398, 'Z': 0.006913589313626289}, {'X': 0.684723436832428, 'Y': 0.5188261866569519, 'Z': 0.013993171975016594}, {'X': 0.6471773386001587, 'Y': 0.4498719573020935, 'Z': 0.01496019959449768}, {'X': 0.6391709446907043, 'Y': 0.39175668358802795, 'Z': 0.02640179917216301}, {'X': 0.7338725924491882, 'Y': 0.45620185136795044, 'Z': 0.06946180015802383}, {'X': 0.7233325242996216, 'Y': 0.3871524930000305, 'Z': 0.05354997515678406}, {'X': 0.7324105501174927, 'Y': 0.4272748529911041, 'Z': 0.024548422545194626}, {'X': 0.7414093017578125, 'Y': 0.4645041525363922, 'Z': 0.009087000042200089}, {'X': 0.7750929594039917, 'Y': 0.4382128417491913, 'Z': 0.0627157986164093}, {'X': 0.75838303565979, 'Y': 0.3356018662452698, 'Z': 0.08146730810403824}, {'X': 0.7510488033294678, 'Y': 0.28284746408462524, 'Z': 0.07986915111541748}, {'X': 0.7452440857887268, 'Y': 0.23329290747642517, 'Z': 0.0751996636390686}, {'X': 0.8164509534835815, 'Y': 0.4372032880783081, 'Z': 0.05054003372788429}, {'X': 0.8034355044364929, 'Y': 0.33994269371032715, 'Z': 0.06539948284626007}, {'X': 0.7945272922515869, 'Y': 0.2858057916164398, 'Z': 0.07283493876457214}, {'X': 0.7841727137565613, 'Y': 0.23884528875350952, 'Z': 0.07928793132305145}, {'X': 0.8562667369842529, 'Y': 0.44753873348236084, 'Z': 0.03485272824764252}, {'X': 0.8440731763839722, 'Y': 0.3729459345340729, 'Z': 0.06281682848930359}, {'X': 0.8337089419364929, 'Y': 0.32909974455833435, 'Z': 0.08336079865694046}, {'X': 0.8214512467384338, 'Y': 0.28482896089553833, 'Z': 0.09742426127195358}]
[{'X': 0.8391251564025879, 'Y': 0.6340497732162476, 'Z': -0.00011393091699574143}, {'X': 0.7464539408683777, 'Y': 0.5871371626853943, 'Z': 0.005161525681614876}, {'X': 0.6844393014907837, 'Y': 0.5251882076263428, 'Z': 0.01409648172557354}, {'X': 0.6506953835487366, 'Y': 0.46102532744407654, 'Z': 0.014296349138021469}, {'X': 0.6392214894294739, 'Y': 0.40938466787338257, 'Z': 0.020533455535769463}, {'X': 0.7300231456756592, 'Y': 0.46469464898109436, 'Z': 0.08655940741300583}, {'X': 0.7176123857498169, 'Y': 0.3885808289051056, 'Z': 0.06451352685689926}, {'X': 0.7285975217819214, 'Y': 0.4212060570716858, 'Z': 0.02086896076798439}, {'X': 0.7379692792892456, 'Y': 0.4547535181045532, 'Z': -0.004547583870589733}, {'X': 0.7704418897628784, 'Y': 0.4431055784225464, 'Z': 0.08171092718839645}, {'X': 0.7575147747993469, 'Y': 0.3469482660293579, 'Z': 0.10134406387805939}, {'X': 0.7532656192779541, 'Y': 0.29727381467819214, 'Z': 0.09439647942781448}, {'X': 0.7476085424423218, 'Y': 0.24701161682605743, 'Z': 0.08638671785593033}, {'X': 0.8114374876022339, 'Y': 0.43707889318466187, 'Z': 0.06765865534543991}, {'X': 0.7955471277236938, 'Y': 0.34693601727485657, 'Z': 0.0836639404296875}, {'X': 0.7864739894866943, 'Y': 0.2954479157924652, 'Z': 0.08596070855855942}, {'X': 0.7751882672309875, 'Y': 0.24921740591526031, 'Z': 0.08803002536296844}, {'X': 0.8521382808685303, 'Y': 0.44306933879852295, 'Z': 0.05143803730607033}, {'X': 0.8400083184242249, 'Y': 0.37598076462745667, 'Z': 0.08127288520336151}, {'X': 0.8309670090675354, 'Y': 0.3326423466205597, 'Z': 0.10291946679353714}, {'X': 0.817716658115387, 'Y': 0.28733330965042114, 'Z': 0.11735515296459198}]
[{'X': 0.8319657444953918, 'Y': 0.6262688040733337, 'Z': -0.0001318483700742945}, {'X': 0.7421603798866272, 'Y': 0.585116446018219, 'Z': 0.002007981762290001}, {'X': 0.6794427633285522, 'Y': 0.521712064743042, 'Z': 0.011964877136051655}, {'X': 0.6452577710151672, 'Y': 0.45771515369415283, 'Z': 0.018817637115716934}, {'X': 0.6488730311393738, 'Y': 0.4029259979724884, 'Z': 0.035833656787872314}, {'X': 0.7358226776123047, 'Y': 0.4501153230667114, 'Z': 0.05492943152785301}, {'X': 0.7195688486099243, 'Y': 0.385873019695282, 'Z': 0.03874754533171654}, {'X': 0.7250925898551941, 'Y': 0.4246608018875122, 'Z': 0.007767657749354839}, {'X': 0.7347901463508606, 'Y': 0.45921653509140015, 'Z': -0.010975431650876999}, {'X': 0.7775686383247375, 'Y': 0.4314764440059662, 'Z': 0.05402602627873421}, {'X': 0.7640743255615234, 'Y': 0.34089165925979614, 'Z': 0.0739797055721283}, {'X': 0.7570008635520935, 'Y': 0.2926306128501892, 'Z': 0.0712570920586586}, {'X': 0.7526921629905701, 'Y': 0.24815092980861664, 'Z': 0.06299230456352234}, {'X': 0.8179535865783691, 'Y': 0.4314517080783844, 'Z': 0.04739381745457649}, {'X': 0.807155430316925, 'Y': 0.34461891651153564, 'Z': 0.060706060379743576}, {'X': 0.7987048029899597, 'Y': 0.29192447662353516, 'Z': 0.06517738103866577}, {'X': 0.7907089591026306, 'Y': 0.2466079145669937, 'Z': 0.06751341372728348}, {'X': 0.856869101524353, 'Y': 0.44415125250816345, 'Z': 0.03808130696415901}, {'X': 0.8447860479354858, 'Y': 0.3814734220504761, 'Z': 0.06256838887929916}, {'X': 0.8289005160331726, 'Y': 0.3428478240966797, 'Z': 0.08030761778354645}, {'X': 0.8111161589622498, 'Y': 0.30628111958503723, 'Z': 0.09268536418676376}]
[{'X': 0.8186586499214172, 'Y': 0.6118007898330688, 'Z': -0.0001462656946387142}, {'X': 0.7338716387748718, 'Y': 0.5719159841537476, 'Z': -0.0013433973072096705}, {'X': 0.6761289238929749, 'Y': 0.5071269273757935, 'Z': 0.011027212254703045}, {'X': 0.6501547694206238, 'Y': 0.43833664059638977, 'Z': 0.017461977899074554}, {'X': 0.6614689826965332, 'Y': 0.3862493634223938, 'Z': 0.035438939929008484}, {'X': 0.7320541739463806, 'Y': 0.43911540508270264, 'Z': 0.06044161319732666}, {'X': 0.7243173122406006, 'Y': 0.38078123331069946, 'Z': 0.029152726754546165}, {'X': 0.7295359373092651, 'Y': 0.4178314805030823, 'Z': -0.007136377971619368}, {'X': 0.736487865447998, 'Y': 0.44983014464378357, 'Z': -0.02566695027053356}, {'X': 0.772212564945221, 'Y': 0.42197075486183167, 'Z': 0.049472760409116745}, {'X': 0.7648712396621704, 'Y': 0.33565330505371094, 'Z': 0.04869208112359047}, {'X': 0.7598191499710083, 'Y': 0.30149775743484497, 'Z': 0.03369346261024475}, {'X': 0.7560862898826599, 'Y': 0.2761579155921936, 'Z': 0.022124556824564934}, {'X': 0.8102463483810425, 'Y': 0.42169204354286194, 'Z': 0.030933143571019173}, {'X': 0.806715726852417, 'Y': 0.33660998940467834, 'Z': 0.023623095825314522}, {'X': 0.7972988486289978, 'Y': 0.2930455803871155, 'Z': 0.015012497082352638}, {'X': 0.788188636302948, 'Y': 0.2545502781867981, 'Z': 0.011907941661775112}, {'X': 0.8460217714309692, 'Y': 0.4335874021053314, 'Z': 0.0099252387881279}, {'X': 0.8416476845741272, 'Y': 0.36788344383239746, 'Z': 0.021338842809200287}, {'X': 0.8301993012428284, 'Y': 0.3296729028224945, 'Z': 0.029418470337986946}, {'X': 0.8129404783248901, 'Y': 0.2887462377548218, 'Z': 0.03044978156685829}]
[{'X': 0.8129358291625977, 'Y': 0.5948814153671265, 'Z': -0.00014348029799293727}, {'X': 0.735893726348877, 'Y': 0.5565813779830933, 'Z': 0.013366946950554848}, {'X': 0.6801127195358276, 'Y': 0.5013208389282227, 'Z': 0.02201029844582081}, {'X': 0.659062385559082, 'Y': 0.43515411019325256, 'Z': 0.01932918094098568}, {'X': 0.6793338060379028, 'Y': 0.38849759101867676, 'Z': 0.02278296649456024}, {'X': 0.7376309037208557, 'Y': 0.41834962368011475, 'Z': 0.06560506671667099}, {'X': 0.7259113192558289, 'Y': 0.349013090133667, 'Z': 0.04006390646100044}, {'X': 0.7249206900596619, 'Y': 0.3622835874557495, 'Z': 0.012386130169034004}, {'X': 0.7278546690940857, 'Y': 0.3829081356525421, 'Z': -0.0040864041075110435}, {'X': 0.7736629247665405, 'Y': 0.4030555486679077, 'Z': 0.042359430342912674}, {'X': 0.7698259353637695, 'Y': 0.32083719968795776, 'Z': 0.0367283970117569}, {'X': 0.7604888677597046, 'Y': 0.29969125986099243, 'Z': 0.01952877640724182}, {'X': 0.7525520920753479, 'Y': 0.29332661628723145, 'Z': 0.005913655273616314}, {'X': 0.8077487945556641, 'Y': 0.40370580554008484, 'Z': 0.013415619730949402}, {'X': 0.8074889183044434, 'Y': 0.32429343461990356, 'Z': 0.004280774854123592}, {'X': 0.7929163575172424, 'Y': 0.2889498472213745, 'Z': -0.008197649382054806}, {'X': 0.779944658279419, 'Y': 0.26408496499061584, 'Z': -0.015671884641051292}, {'X': 0.8397985696792603, 'Y': 0.4180302619934082, 'Z': -0.01622447930276394}, {'X': 0.8346531987190247, 'Y': 0.35476768016815186, 'Z': -0.011496646329760551}, {'X': 0.8202816247940063, 'Y': 0.31962600350379944, 'Z': -0.007500088773667812}, {'X': 0.8006759881973267, 'Y': 0.28817880153656006, 'Z': -0.006105354521423578}]
[{'X': 0.8060470819473267, 'Y': 0.5548025369644165, 'Z': -8.307000098284334e-05}, {'X': 0.7358092069625854, 'Y': 0.5275231003761292, 'Z': 0.004209274426102638}, {'X': 0.6855321526527405, 'Y': 0.4812498092651367, 'Z': 0.0068618543446063995}, {'X': 0.6628072261810303, 'Y': 0.4272741377353668, 'Z': 0.0006755556678399444}, {'X': 0.6703383326530457, 'Y': 0.3834855258464813, 'Z': -0.000173517779330723}, {'X': 0.7340103983879089, 'Y': 0.39861419796943665, 'Z': 0.04750587418675423}, {'X': 0.7246584296226501, 'Y': 0.3358149528503418, 'Z': 0.022548923268914223}, {'X': 0.7217566967010498, 'Y': 0.33530867099761963, 'Z': -0.010630948469042778}, {'X': 0.7229064106941223, 'Y': 0.3419315814971924, 'Z': -0.034516073763370514}, {'X': 0.7668314576148987, 'Y': 0.3812921643257141, 'Z': 0.026973245665431023}, {'X': 0.7644398212432861, 'Y': 0.3103623390197754, 'Z': 0.01602812670171261}, {'X': 0.7550884485244751, 'Y': 0.28750383853912354, 'Z': -0.006493748631328344}, {'X': 0.747148871421814, 'Y': 0.27610182762145996, 'Z': -0.023595664650201797}, {'X': 0.8000975251197815, 'Y': 0.3765562176704407, 'Z': 0.0005732711870223284}, {'X': 0.7985678315162659, 'Y': 0.30534395575523376, 'Z': -0.011812187731266022}, {'X': 0.7887628674507141, 'Y': 0.2684679627418518, 'Z': -0.029252640902996063}, {'X': 0.7790005803108215, 'Y': 0.24136608839035034, 'Z': -0.04011822119355202}, {'X': 0.8333651423454285, 'Y': 0.3833893835544586, 'Z': -0.027221716940402985}, {'X': 0.8288547992706299, 'Y': 0.31947243213653564, 'Z': -0.025837989524006844}, {'X': 0.8198278546333313, 'Y': 0.2793790400028229, 'Z': -0.025615990161895752}, {'X': 0.8045816421508789, 'Y': 0.2420332282781601, 'Z': -0.02852414920926094}]
[{'X': 0.8080028295516968, 'Y': 0.5272408723831177, 'Z': -9.91599663393572e-05}, {'X': 0.7373055219650269, 'Y': 0.49858033657073975, 'Z': 0.0060660941526293755}, {'X': 0.6920834183692932, 'Y': 0.4504479169845581, 'Z': 0.005745962727814913}, {'X': 0.6710544228553772, 'Y': 0.3989039659500122, 'Z': -2.3991746274987236e-05}, {'X': 0.671377420425415, 'Y': 0.3583863377571106, 'Z': 0.003875038819387555}, {'X': 0.741997480392456, 'Y': 0.35033026337623596, 'Z': 0.031340233981609344}, {'X': 0.7384548187255859, 'Y': 0.2817365527153015, 'Z': 0.013607967644929886}, {'X': 0.7359626889228821, 'Y': 0.27845150232315063, 'Z': -0.015816988423466682}, {'X': 0.7360090017318726, 'Y': 0.2869992256164551, 'Z': -0.04110776260495186}, {'X': 0.7777395844459534, 'Y': 0.34022340178489685, 'Z': 0.01361554954200983}, {'X': 0.7834010124206543, 'Y': 0.26042991876602173, 'Z': 0.008467176929116249}, {'X': 0.7773327231407166, 'Y': 0.23065949976444244, 'Z': -0.010949874296784401}, {'X': 0.7718302011489868, 'Y': 0.218948632478714, 'Z': -0.029989877715706825}, {'X': 0.8130069375038147, 'Y': 0.3458164632320404, 'Z': -0.009059763513505459}, {'X': 0.8203970789909363, 'Y': 0.2666521370410919, 'Z': -0.01654428243637085}, {'X': 0.817755937576294, 'Y': 0.22347067296504974, 'Z': -0.03147295117378235}, {'X': 0.8133900761604309, 'Y': 0.19177815318107605, 'Z': -0.04321394860744476}, {'X': 0.8482727408409119, 'Y': 0.36420249938964844, 'Z': -0.031166618689894676}, {'X': 0.851679265499115, 'Y': 0.2953563928604126, 'Z': -0.03015500120818615}, {'X': 0.8494501113891602, 'Y': 0.2562399208545685, 'Z': -0.03182663396000862}, {'X': 0.8426779508590698, 'Y': 0.21988722681999207, 'Z': -0.036465585231781006}]
[{'X': 0.8048973083496094, 'Y': 0.5087889432907104, 'Z': -9.422986477147788e-05}, {'X': 0.7384522557258606, 'Y': 0.4732850193977356, 'Z': 0.005752749741077423}, {'X': 0.6929701566696167, 'Y': 0.41642072796821594, 'Z': 0.01243771892040968}, {'X': 0.6705697774887085, 'Y': 0.36166155338287354, 'Z': 0.008530357852578163}, {'X': 0.6734514832496643, 'Y': 0.3213440477848053, 'Z': 0.011677399277687073}, {'X': 0.7482507824897766, 'Y': 0.3212892711162567, 'Z': 0.060638897120952606}, {'X': 0.7419217824935913, 'Y': 0.25101199746131897, 'Z': 0.04655390605330467}, {'X': 0.7394804358482361, 'Y': 0.2466176152229309, 'Z': 0.01729748770594597}, {'X': 0.7415627241134644, 'Y': 0.2558886706829071, 'Z': -0.007964114658534527}, {'X': 0.7861015796661377, 'Y': 0.31006139516830444, 'Z': 0.04234175756573677}, {'X': 0.7925606966018677, 'Y': 0.22682993113994598, 'Z': 0.049068402498960495}, {'X': 0.7882881164550781, 'Y': 0.19647124409675598, 'Z': 0.03425392508506775}, {'X': 0.783308744430542, 'Y': 0.1857394576072693, 'Z': 0.020214920863509178}, {'X': 0.8212128281593323, 'Y': 0.3128817677497864, 'Z': 0.01711023971438408}, {'X': 0.8293827176094055, 'Y': 0.23537439107894897, 'Z': 0.020886728540062904}, {'X': 0.8253774642944336, 'Y': 0.19354894757270813, 'Z': 0.010967030189931393}, {'X': 0.8191961646080017, 'Y': 0.16773883998394012, 'Z': 0.0024173373822122812}, {'X': 0.8552414178848267, 'Y': 0.3305654525756836, 'Z': -0.010455780662596226}, {'X': 0.8598805069923401, 'Y': 0.26401668787002563, 'Z': -0.0021318935323506594}, {'X': 0.8570477366447449, 'Y': 0.22443628311157227, 'Z': -0.0003050476952921599}, {'X': 0.8478808403015137, 'Y': 0.19263142347335815, 'Z': -0.0022641129326075315}]
[{'X': 0.8147729635238647, 'Y': 0.4978560209274292, 'Z': -0.00012419841368682683}, {'X': 0.7384045720100403, 'Y': 0.4578222930431366, 'Z': 0.015561710111796856}, {'X': 0.6903808116912842, 'Y': 0.39690425992012024, 'Z': 0.032449718564748764}, {'X': 0.667551577091217, 'Y': 0.33736103773117065, 'Z': 0.03627581149339676}, {'X': 0.6746707558631897, 'Y': 0.29420915246009827, 'Z': 0.04973645135760307}, {'X': 0.7519881129264832, 'Y': 0.31035640835762024, 'Z': 0.08563409745693207}, {'X': 0.7445273399353027, 'Y': 0.2414858341217041, 'Z': 0.08209062367677689}, {'X': 0.7412740588188171, 'Y': 0.23403634130954742, 'Z': 0.06218641623854637}, {'X': 0.7451189756393433, 'Y': 0.2367788851261139, 'Z': 0.044124580919742584}, {'X': 0.7891892194747925, 'Y': 0.3001211881637573, 'Z': 0.06834138184785843}, {'X': 0.797662615776062, 'Y': 0.2183833122253418, 'Z': 0.08863842487335205}, {'X': 0.7952902913093567, 'Y': 0.1838001012802124, 'Z': 0.08539187163114548}, {'X': 0.793463408946991, 'Y': 0.16005413234233856, 'Z': 0.07902944087982178}, {'X': 0.8230894207954407, 'Y': 0.30362677574157715, 'Z': 0.04410438984632492}, {'X': 0.8339120149612427, 'Y': 0.22834503650665283, 'Z': 0.05786285921931267}, {'X': 0.8336971402168274, 'Y': 0.18106423318386078, 'Z': 0.05552271008491516}, {'X': 0.8319318294525146, 'Y': 0.1437753438949585, 'Z': 0.05057402327656746}, {'X': 0.8549930453300476, 'Y': 0.3204977512359619, 'Z': 0.01755402609705925}, {'X': 0.8623467683792114, 'Y': 0.25895246863365173, 'Z': 0.03380095958709717}, {'X': 0.8607848882675171, 'Y': 0.21823148429393768, 'Z': 0.04029752314090729}, {'X': 0.8542181849479675, 'Y': 0.182713121175766, 'Z': 0.04175185412168503}]
[{'X': 0.8155003190040588, 'Y': 0.5058618187904358, 'Z': -0.00015744700795039535}, {'X': 0.7299071550369263, 'Y': 0.4495249390602112, 'Z': 0.037055399268865585}, {'X': 0.6814502477645874, 'Y': 0.38051527738571167, 'Z': 0.07495030015707016}, {'X': 0.6637488007545471, 'Y': 0.32103297114372253, 'Z': 0.09806866943836212}, {'X': 0.6776108741760254, 'Y': 0.2830261290073395, 'Z': 0.13323470950126648}, {'X': 0.7556028366088867, 'Y': 0.2901357412338257, 'Z': 0.13692782819271088}, {'X': 0.7530362606048584, 'Y': 0.21101564168930054, 'Z': 0.15284298360347748}, {'X': 0.749512255191803, 'Y': 0.1977270245552063, 'Z': 0.1482478529214859}, {'X': 0.7479146122932434, 'Y': 0.20295649766921997, 'Z': 0.13825705647468567}, {'X': 0.7923246622085571, 'Y': 0.2832125127315521, 'Z': 0.11585131287574768}, {'X': 0.805620014667511, 'Y': 0.1919485181570053, 'Z': 0.14860355854034424}, {'X': 0.8026488423347473, 'Y': 0.1531982570886612, 'Z': 0.15498735010623932}, {'X': 0.794319212436676, 'Y': 0.13952913880348206, 'Z': 0.1573236584663391}, {'X': 0.8237892389297485, 'Y': 0.29089248180389404, 'Z': 0.08727115392684937}, {'X': 0.8382668495178223, 'Y': 0.21210698783397675, 'Z': 0.11142373085021973}, {'X': 0.8348453640937805, 'Y': 0.1726960837841034, 'Z': 0.11645069718360901}, {'X': 0.8244248628616333, 'Y': 0.15739460289478302, 'Z': 0.11922299861907959}, {'X': 0.8520036935806274, 'Y': 0.309802770614624, 'Z': 0.05731740593910217}, {'X': 0.85854172706604, 'Y': 0.25171536207199097, 'Z': 0.07823257148265839}, {'X': 0.8534101247787476, 'Y': 0.21557363867759705, 'Z': 0.08625537902116776}, {'X': 0.8406731486320496, 'Y': 0.19473202526569366, 'Z': 0.09167308360338211}]
