[{'X': 0.9091467261314392, 'Y': 0.36006709933280945, 'Z': -7.184485002653673e-05}, {'X': 0.8564469218254089, 'Y': 0.3484550714492798, 'Z': -0.015619764104485512}, {'X': 0.814292311668396, 'Y': 0.3106113374233246, 'Z': -0.01758420653641224}, {'X': 0.7871543169021606, 'Y': 0.2672610878944397, 'Z': -0.02238582633435726}, {'X': 0.7737587690353394, 'Y': 0.22790776193141937, 'Z': -0.02092951536178589}, {'X': 0.8471481204032898, 'Y': 0.2270016074180603, 'Z': 0.019570667296648026}, {'X': 0.8373603820800781, 'Y': 0.1574133038520813, 'Z': 0.016158755868673325}, {'X': 0.8342225551605225, 'Y': 0.12027259916067123, 'Z': 0.006055224221199751}, {'X': 0.8322954773902893, 'Y': 0.08932481706142426, 'Z': -0.00270952470600605}, {'X': 0.8766701817512512, 'Y': 0.21593107283115387, 'Z': 0.016192283481359482}, {'X': 0.865047037601471, 'Y': 0.14098116755485535, 'Z': 0.017295805737376213}, {'X': 0.8604927062988281, 'Y': 0.10251273959875107, 'Z': 0.006292401347309351}, {'X': 0.8557910919189453, 'Y': 0.07040886580944061, 'Z': -0.0019506823737174273}, {'X': 0.906654953956604, 'Y': 0.21682249009609222, 'Z': 0.00926156248897314}, {'X': 0.8988122940063477, 'Y': 0.14921924471855164, 'Z': 0.009940399788320065}, {'X': 0.8926438093185425, 'Y': 0.11072958260774612, 'Z': 0.00017580096027813852}, {'X': 0.8851553201675415, 'Y': 0.07805995643138885, 'Z': -0.00908175390213728}, {'X': 0.9383798241615295, 'Y': 0.22881492972373962, 'Z': -0.0007698675617575645}, {'X': 0.9349061846733093, 'Y': 0.17400524020195007, 'Z': -0.0018379202811047435}, {'X': 0.927216649055481, 'Y': 0.14269143342971802, 'Z': -0.007799780927598476}, {'X': 0.9161264896392822, 'Y': 0.11642467975616455, 'Z': -0.012586992233991623}]
[{'X': 0.9203656911849976, 'Y': 0.36680638790130615, 'Z': -0.00010923046647803858}, {'X': 0.865585207939148, 'Y': 0.3601647615432739, 'Z': -0.01721610315144062}, {'X': 0.8189723491668701, 'Y': 0.32223156094551086, 'Z': -0.014703910797834396}, {'X': 0.7920861840248108, 'Y': 0.27646341919898987, 'Z': -0.015926629304885864}, {'X': 0.7759050726890564, 'Y': 0.23787705600261688, 'Z': -0.010834944434463978}, {'X': 0.8524689078330994, 'Y': 0.24233290553092957, 'Z': 0.028333326801657677}, {'X': 0.8410619497299194, 'Y': 0.16909369826316833, 'Z': 0.030389633029699326}, {'X': 0.8382306694984436, 'Y': 0.12946805357933044, 'Z': 0.02422877587378025}, {'X': 0.8380138874053955, 'Y': 0.098798967897892, 'Z': 0.01691051945090294}, {'X': 0.8828516006469727, 'Y': 0.2294386327266693, 'Z': 0.02561447024345398}, {'X': 0.8689561486244202, 'Y': 0.15148738026618958, 'Z': 0.03043556399643421}, {'X': 0.864456832408905, 'Y': 0.10917315632104874, 'Z': 0.019786382094025612}, {'X': 0.8623524904251099, 'Y': 0.07621081173419952, 'Z': 0.010755034163594246}, {'X': 0.9131605625152588, 'Y': 0.22809550166130066, 'Z': 0.01874207705259323}, {'X': 0.9036188721656799, 'Y': 0.1587194800376892, 'Z': 0.021711481735110283}, {'X': 0.8968496322631836, 'Y': 0.12058600038290024, 'Z': 0.014112493954598904}, {'X': 0.8900544047355652, 'Y': 0.0904650092124939, 'Z': 0.005410263314843178}, {'X': 0.9454367160797119, 'Y': 0.23635146021842957, 'Z': 0.009081549942493439}, {'X': 0.9430496692657471, 'Y': 0.1821962296962738, 'Z': 0.008075515739619732}, {'X': 0.9368031024932861, 'Y': 0.1512739509344101, 'Z': 0.0028662944678217173}, {'X': 0.9275830388069153, 'Y': 0.12481190264225006, 'Z': -0.0008726606029085815}]
[{'X': 0.9203656911849976, 'Y': 0.36680638790130615, 'Z': -0.00010923046647803858}, {'X': 0.865585207939148, 'Y': 0.3601647615432739, 'Z': -0.01721610315144062}, {'X': 0.8189723491668701, 'Y': 0.32223156094551086, 'Z': -0.014703910797834396}, {'X': 0.7920861840248108, 'Y': 0.27646341919898987, 'Z': -0.015926629304885864}, {'X': 0.7759050726890564, 'Y': 0.23787705600261688, 'Z': -0.010834944434463978}, {'X': 0.8524689078330994, 'Y': 0.24233290553092957, 'Z': 0.028333326801657677}, {'X': 0.8410619497299194, 'Y': 0.16909369826316833, 'Z': 0.030389633029699326}, {'X': 0.8382306694984436, 'Y': 0.12946805357933044, 'Z': 0.02422877587378025}, {'X': 0.8380138874053955, 'Y': 0.098798967897892, 'Z': 0.01691051945090294}, {'X': 0.8828516006469727, 'Y': 0.2294386327266693, 'Z': 0.02561447024345398}, {'X': 0.8689561486244202, 'Y': 0.15148738026618958, 'Z': 0.03043556399643421}, {'X': 0.864456832408905, 'Y': 0.10917315632104874, 'Z': 0.019786382094025612}, {'X': 0.8623524904251099, 'Y': 0.07621081173419952, 'Z': 0.010755034163594246}, {'X': 0.9131605625152588, 'Y': 0.22809550166130066, 'Z': 0.01874207705259323}, {'X': 0.9036188721656799, 'Y': 0.1587194800376892, 'Z': 0.021711481735110283}, {'X': 0.8968496322631836, 'Y': 0.12058600038290024, 'Z': 0.014112493954598904}, {'X': 0.8900544047355652, 'Y': 0.0904650092124939, 'Z': 0.005410263314843178}, {'X': 0.9454367160797119, 'Y': 0.23635146021842957, 'Z': 0.009081549942493439}, {'X': 0.9430496692657471, 'Y': 0.1821962296962738, 'Z': 0.008075515739619732}, {'X': 0.9368031024932861, 'Y': 0.1512739509344101, 'Z': 0.0028662944678217173}, {'X': 0.9275830388069153, 'Y': 0.12481190264225006, 'Z': -0.0008726606029085815}]
[{'X': 0.9192956686019897, 'Y': 0.3782958984375, 'Z': -5.958502151770517e-05}, {'X': 0.8640415668487549, 'Y': 0.36808186769485474, 'Z': -0.017121868208050728}, {'X': 0.8191310167312622, 'Y': 0.32773953676223755, 'Z': -0.019743233919143677}, {'X': 0.792783260345459, 'Y': 0.28164446353912354, 'Z': -0.026167677715420723}, {'X': 0.7756936550140381, 'Y': 0.2442319244146347, 'Z': -0.030658058822155}, {'X': 0.8492079973220825, 'Y': 0.24194537103176117, 'Z': 0.020195402204990387}, {'X': 0.8383104205131531, 'Y': 0.1708139181137085, 'Z': 0.019942104816436768}, {'X': 0.8341246247291565, 'Y': 0.13120335340499878, 'Z': 0.01302577368915081}, {'X': 0.8311954140663147, 'Y': 0.0979766845703125, 'Z': 0.00626746891066432}, {'X': 0.8795809745788574, 'Y': 0.22947810590267181, 'Z': 0.017660757526755333}, {'X': 0.8673394918441772, 'Y': 0.15222828090190887, 'Z': 0.02196628227829933}, {'X': 0.8610904216766357, 'Y': 0.11100856214761734, 'Z': 0.013461672700941563}, {'X': 0.8547937273979187, 'Y': 0.07615838944911957, 'Z': 0.007673514075577259}, {'X': 0.9104266166687012, 'Y': 0.22934076189994812, 'Z': 0.011211820878088474}, {'X': 0.9013627171516418, 'Y': 0.15837432444095612, 'Z': 0.013994849286973476}, {'X': 0.8938148021697998, 'Y': 0.11745070666074753, 'Z': 0.001992638921365142}, {'X': 0.8857300877571106, 'Y': 0.08421145379543304, 'Z': -0.007213884498924017}, {'X': 0.9429193735122681, 'Y': 0.23968897759914398, 'Z': 0.0024207669775933027}, {'X': 0.9403372406959534, 'Y': 0.1844949722290039, 'Z': 0.0005528181209228933}, {'X': 0.9333639144897461, 'Y': 0.15190885961055756, 'Z': -0.005491812713444233}, {'X': 0.9234060049057007, 'Y': 0.12447594106197357, 'Z': -0.010775996372103691}]
[{'X': 0.9100362062454224, 'Y': 0.391061395406723, 'Z': -6.195261084940284e-05}, {'X': 0.8544890880584717, 'Y': 0.37024611234664917, 'Z': -0.015582654625177383}, {'X': 0.807695209980011, 'Y': 0.32651597261428833, 'Z': -0.016246113926172256}, {'X': 0.7783082127571106, 'Y': 0.2807903289794922, 'Z': -0.02040458470582962}, {'X': 0.76139235496521, 'Y': 0.24671688675880432, 'Z': -0.019621405750513077}, {'X': 0.8395630121231079, 'Y': 0.23173807561397552, 'Z': 0.020778587087988853}, {'X': 0.8274169564247131, 'Y': 0.159544438123703, 'Z': 0.02422436699271202}, {'X': 0.8237035870552063, 'Y': 0.11828581988811493, 'Z': 0.018259206786751747}, {'X': 0.8208739757537842, 'Y': 0.0909503698348999, 'Z': 0.009548806585371494}, {'X': 0.8694449067115784, 'Y': 0.22143039107322693, 'Z': 0.01784665137529373}, {'X': 0.8592304587364197, 'Y': 0.13765044510364532, 'Z': 0.011229281313717365}, {'X': 0.8535770177841187, 'Y': 0.09866055846214294, 'Z': -0.00636292016133666}, {'X': 0.845474362373352, 'Y': 0.08060739934444427, 'Z': -0.018614979460835457}, {'X': 0.897952675819397, 'Y': 0.22365668416023254, 'Z': 0.010974797420203686}, {'X': 0.8929674029350281, 'Y': 0.15154844522476196, 'Z': -0.005025709047913551}, {'X': 0.8891467452049255, 'Y': 0.1425846368074417, 'Z': -0.03128311038017273}, {'X': 0.8816720843315125, 'Y': 0.1495029330253601, 'Z': -0.0453738272190094}, {'X': 0.9271935820579529, 'Y': 0.23612532019615173, 'Z': 0.004801938310265541}, {'X': 0.9249839782714844, 'Y': 0.18017135560512543, 'Z': -0.012229414656758308}, {'X': 0.9171116948127747, 'Y': 0.16447420418262482, 'Z': -0.030832462012767792}, {'X': 0.9067217707633972, 'Y': 0.16619117558002472, 'Z': -0.041943300515413284}]
[{'X': 0.8901252150535583, 'Y': 0.40227824449539185, 'Z': -0.00011350138083798811}, {'X': 0.8325356841087341, 'Y': 0.3823889195919037, 'Z': -0.025618664920330048}, {'X': 0.7820678353309631, 'Y': 0.34607982635498047, 'Z': -0.039559412747621536}, {'X': 0.746565580368042, 'Y': 0.31033438444137573, 'Z': -0.05591050162911415}, {'X': 0.7364506125450134, 'Y': 0.27816304564476013, 'Z': -0.06704802811145782}, {'X': 0.811183512210846, 'Y': 0.22350463271141052, 'Z': 0.004227644298225641}, {'X': 0.8071271181106567, 'Y': 0.13576233386993408, 'Z': -0.015859829261898994}, {'X': 0.8043201565742493, 'Y': 0.12391071021556854, 'Z': -0.04628020524978638}, {'X': 0.8055831789970398, 'Y': 0.13978074491024017, 'Z': -0.07124495506286621}, {'X': 0.842006504535675, 'Y': 0.22039511799812317, 'Z': 0.0024049771018326283}, {'X': 0.8390224575996399, 'Y': 0.12294073402881622, 'Z': -0.02926047332584858}, {'X': 0.8338848352432251, 'Y': 0.14234495162963867, 'Z': -0.06976840645074844}, {'X': 0.8316991329193115, 'Y': 0.17678523063659668, 'Z': -0.0907367467880249}, {'X': 0.869985818862915, 'Y': 0.22918222844600677, 'Z': -0.0019668065942823887}, {'X': 0.8741456270217896, 'Y': 0.14798769354820251, 'Z': -0.03087628446519375}, {'X': 0.8644283413887024, 'Y': 0.1684742122888565, 'Z': -0.06190817803144455}, {'X': 0.8575785756111145, 'Y': 0.19847360253334045, 'Z': -0.07374749332666397}, {'X': 0.8968367576599121, 'Y': 0.24716883897781372, 'Z': -0.007429083343595266}, {'X': 0.9035941362380981, 'Y': 0.1860990673303604, 'Z': -0.03654055297374725}, {'X': 0.8895832300186157, 'Y': 0.19336126744747162, 'Z': -0.057408835738897324}, {'X': 0.875360369682312, 'Y': 0.2147068977355957, 'Z': -0.06481480598449707}]
[{'X': 0.8691853880882263, 'Y': 0.4489454925060272, 'Z': -0.00014542830467689782}, {'X': 0.8033689260482788, 'Y': 0.4200471043586731, 'Z': -0.032634057104587555}, {'X': 0.7482054233551025, 'Y': 0.3908853232860565, 'Z': -0.06847037374973297}, {'X': 0.7177104353904724, 'Y': 0.3538886308670044, 'Z': -0.10242210328578949}, {'X': 0.7300980687141418, 'Y': 0.3408656716346741, 'Z': -0.12830471992492676}, {'X': 0.7723764777183533, 'Y': 0.2439257800579071, 'Z': -0.033982373774051666}, {'X': 0.7542262673377991, 'Y': 0.13699212670326233, 'Z': -0.055034130811691284}, {'X': 0.7336286902427673, 'Y': 0.1546337902545929, 'Z': -0.07111568748950958}, {'X': 0.729333221912384, 'Y': 0.19152794778347015, 'Z': -0.08446904271841049}, {'X': 0.7972160577774048, 'Y': 0.23162852227687836, 'Z': -0.03769424557685852}, {'X': 0.7776889204978943, 'Y': 0.1262165904045105, 'Z': -0.05905371904373169}, {'X': 0.7569451332092285, 'Y': 0.1679043173789978, 'Z': -0.08478176593780518}, {'X': 0.7572073340415955, 'Y': 0.21581324934959412, 'Z': -0.10767463594675064}, {'X': 0.8216954469680786, 'Y': 0.23470962047576904, 'Z': -0.04340937361121178}, {'X': 0.8037444353103638, 'Y': 0.14209987223148346, 'Z': -0.055054422467947006}, {'X': 0.7850310206413269, 'Y': 0.18034693598747253, 'Z': -0.06622382998466492}, {'X': 0.7867874503135681, 'Y': 0.22544090449810028, 'Z': -0.0792408213019371}, {'X': 0.8485245704650879, 'Y': 0.24845387041568756, 'Z': -0.05215750262141228}, {'X': 0.8314175009727478, 'Y': 0.1691245436668396, 'Z': -0.06369292736053467}, {'X': 0.8098540306091309, 'Y': 0.17946401238441467, 'Z': -0.07197389006614685}, {'X': 0.8021407127380371, 'Y': 0.2073952704668045, 'Z': -0.08137987554073334}]
[{'X': 0.5479512810707092, 'Y': 0.7393710613250732, 'Z': -2.7099578801426105e-05}, {'X': 0.49346214532852173, 'Y': 0.7347738742828369, 'Z': -0.021130917593836784}, {'X': 0.4475524127483368, 'Y': 0.6857678890228271, 'Z': -0.03380287066102028}, {'X': 0.41691431403160095, 'Y': 0.6479513645172119, 'Z': -0.050023119896650314}, {'X': 0.38800519704818726, 'Y': 0.6237223148345947, 'Z': -0.07101918756961823}, {'X': 0.46388915181159973, 'Y': 0.6011568903923035, 'Z': -0.013303784653544426}, {'X': 0.4347396194934845, 'Y': 0.5442772507667542, 'Z': -0.04797311872243881}, {'X': 0.41571661829948425, 'Y': 0.5378118753433228, 'Z': -0.08764331042766571}, {'X': 0.40560024976730347, 'Y': 0.5473263263702393, 'Z': -0.11537454277276993}, {'X': 0.48573070764541626, 'Y': 0.5817242860794067, 'Z': -0.02149989828467369}, {'X': 0.4579848349094391, 'Y': 0.5159256458282471, 'Z': -0.05184087157249451}, {'X': 0.4354943633079529, 'Y': 0.4779163599014282, 'Z': -0.08467714488506317}, {'X': 0.41834530234336853, 'Y': 0.45285356044769287, 'Z': -0.10658618062734604}, {'X': 0.5116248726844788, 'Y': 0.5737168192863464, 'Z': -0.033974383026361465}, {'X': 0.4889557361602783, 'Y': 0.5028964877128601, 'Z': -0.05243733897805214}, {'X': 0.47023022174835205, 'Y': 0.45817703008651733, 'Z': -0.07358591258525848}, {'X': 0.4548199474811554, 'Y': 0.4261961281299591, 'Z': -0.08955872058868408}, {'X': 0.5432875156402588, 'Y': 0.5766622424125671, 'Z': -0.049271807074546814}, {'X': 0.5287056565284729, 'Y': 0.5119425058364868, 'Z': -0.06046109274029732}, {'X': 0.514334499835968, 'Y': 0.47011515498161316, 'Z': -0.068975068628788}, {'X': 0.4999590218067169, 'Y': 0.4352920651435852, 'Z': -0.078902967274189}]
[{'X': 0.5479512810707092, 'Y': 0.7393710613250732, 'Z': -2.7099578801426105e-05}, {'X': 0.49346214532852173, 'Y': 0.7347738742828369, 'Z': -0.021130917593836784}, {'X': 0.4475524127483368, 'Y': 0.6857678890228271, 'Z': -0.03380287066102028}, {'X': 0.41691431403160095, 'Y': 0.6479513645172119, 'Z': -0.050023119896650314}, {'X': 0.38800519704818726, 'Y': 0.6237223148345947, 'Z': -0.07101918756961823}, {'X': 0.46388915181159973, 'Y': 0.6011568903923035, 'Z': -0.013303784653544426}, {'X': 0.4347396194934845, 'Y': 0.5442772507667542, 'Z': -0.04797311872243881}, {'X': 0.41571661829948425, 'Y': 0.5378118753433228, 'Z': -0.08764331042766571}, {'X': 0.40560024976730347, 'Y': 0.5473263263702393, 'Z': -0.11537454277276993}, {'X': 0.48573070764541626, 'Y': 0.5817242860794067, 'Z': -0.02149989828467369}, {'X': 0.4579848349094391, 'Y': 0.5159256458282471, 'Z': -0.05184087157249451}, {'X': 0.4354943633079529, 'Y': 0.4779163599014282, 'Z': -0.08467714488506317}, {'X': 0.41834530234336853, 'Y': 0.45285356044769287, 'Z': -0.10658618062734604}, {'X': 0.5116248726844788, 'Y': 0.5737168192863464, 'Z': -0.033974383026361465}, {'X': 0.4889557361602783, 'Y': 0.5028964877128601, 'Z': -0.05243733897805214}, {'X': 0.47023022174835205, 'Y': 0.45817703008651733, 'Z': -0.07358591258525848}, {'X': 0.4548199474811554, 'Y': 0.4261961281299591, 'Z': -0.08955872058868408}, {'X': 0.5432875156402588, 'Y': 0.5766622424125671, 'Z': -0.049271807074546814}, {'X': 0.5287056565284729, 'Y': 0.5119425058364868, 'Z': -0.06046109274029732}, {'X': 0.514334499835968, 'Y': 0.47011515498161316, 'Z': -0.068975068628788}, {'X': 0.4999590218067169, 'Y': 0.4352920651435852, 'Z': -0.078902967274189}]
[{'X': 0.4581041932106018, 'Y': 0.7955079078674316, 'Z': -3.2596904929960147e-05}, {'X': 0.3774525821208954, 'Y': 0.7760246992111206, 'Z': -0.05847224220633507}, {'X': 0.32279038429260254, 'Y': 0.7035479545593262, 'Z': -0.10573446750640869}, {'X': 0.2995077669620514, 'Y': 0.6311466693878174, 'Z': -0.14596660435199738}, {'X': 0.28001025319099426, 'Y': 0.5633161664009094, 'Z': -0.18520161509513855}, {'X': 0.358707070350647, 'Y': 0.616506040096283, 'Z': -0.12078628689050674}, {'X': 0.3455761671066284, 'Y': 0.5274536609649658, 'Z': -0.17481254041194916}, {'X': 0.3270743787288666, 'Y': 0.49424275755882263, 'Z': -0.21032842993736267}, {'X': 0.3106158971786499, 'Y': 0.4809172749519348, 'Z': -0.23808422684669495}, {'X': 0.3962422013282776, 'Y': 0.6094444990158081, 'Z': -0.12097002565860748}, {'X': 0.38852459192276, 'Y': 0.5218451619148254, 'Z': -0.18257303535938263}, {'X': 0.36350131034851074, 'Y': 0.48854589462280273, 'Z': -0.23385974764823914}, {'X': 0.3448515832424164, 'Y': 0.4795091152191162, 'Z': -0.2745961546897888}, {'X': 0.4353436231613159, 'Y': 0.618030309677124, 'Z': -0.12355388700962067}, {'X': 0.43185263872146606, 'Y': 0.5339374542236328, 'Z': -0.17308755218982697}, {'X': 0.4098670184612274, 'Y': 0.5050836801528931, 'Z': -0.22483506798744202}, {'X': 0.3911881446838379, 'Y': 0.49953097105026245, 'Z': -0.2623727321624756}, {'X': 0.4760391414165497, 'Y': 0.6380617618560791, 'Z': -0.1293632537126541}, {'X': 0.48091304302215576, 'Y': 0.5604032874107361, 'Z': -0.18068332970142365}, {'X': 0.4643397331237793, 'Y': 0.5314561128616333, 'Z': -0.21967007219791412}, {'X': 0.4459187686443329, 'Y': 0.5211511850357056, 'Z': -0.2546760141849518}]
[{'X': 0.4361431896686554, 'Y': 0.7869631052017212, 'Z': 4.761553554999409e-06}, {'X': 0.37874019145965576, 'Y': 0.8019384145736694, 'Z': -0.05445186048746109}, {'X': 0.34099316596984863, 'Y': 0.78782057762146, 'Z': -0.11552148312330246}, {'X': 0.31612756848335266, 'Y': 0.772217869758606, 'Z': -0.16461661458015442}, {'X': 0.2799842059612274, 'Y': 0.7543830871582031, 'Z': -0.21693450212478638}, {'X': 0.33406010270118713, 'Y': 0.6616132259368896, 'Z': -0.15857355296611786}, {'X': 0.3082273006439209, 'Y': 0.576400637626648, 'Z': -0.2160819172859192}, {'X': 0.29405927658081055, 'Y': 0.5210374593734741, 'Z': -0.2564902901649475}, {'X': 0.2804783880710602, 'Y': 0.4752544164657593, 'Z': -0.2893182337284088}, {'X': 0.3701622188091278, 'Y': 0.6475284099578857, 'Z': -0.16380111873149872}, {'X': 0.3535160720348358, 'Y': 0.5567020177841187, 'Z': -0.23649337887763977}, {'X': 0.3331020474433899, 'Y': 0.5113924145698547, 'Z': -0.28521430492401123}, {'X': 0.3148499131202698, 'Y': 0.47794610261917114, 'Z': -0.31942498683929443}, {'X': 0.408381849527359, 'Y': 0.6544073224067688, 'Z': -0.16971711814403534}, {'X': 0.4006923735141754, 'Y': 0.5746532678604126, 'Z': -0.23172126710414886}, {'X': 0.38219305872917175, 'Y': 0.535097062587738, 'Z': -0.27577653527259827}, {'X': 0.3619425594806671, 'Y': 0.5030978322029114, 'Z': -0.3112180233001709}, {'X': 0.4467713236808777, 'Y': 0.6732469201087952, 'Z': -0.17503677308559418}, {'X': 0.4506649374961853, 'Y': 0.615634024143219, 'Z': -0.23165883123874664}, {'X': 0.4398323893547058, 'Y': 0.585417628288269, 'Z': -0.2695266902446747}, {'X': 0.4251152276992798, 'Y': 0.5595576167106628, 'Z': -0.2998571991920471}]
[{'X': 0.388168066740036, 'Y': 0.8311921954154968, 'Z': -5.237308141659014e-05}, {'X': 0.330317884683609, 'Y': 0.840141236782074, 'Z': -0.019087711349129677}, {'X': 0.29518309235572815, 'Y': 0.8198205232620239, 'Z': -0.06135796383023262}, {'X': 0.2739313840866089, 'Y': 0.7946171164512634, 'Z': -0.10061745345592499}, {'X': 0.2495846450328827, 'Y': 0.7729065418243408, 'Z': -0.14344878494739532}, {'X': 0.30283400416374207, 'Y': 0.6919233202934265, 'Z': -0.11236119270324707}, {'X': 0.28144606947898865, 'Y': 0.5933564305305481, 'Z': -0.15596158802509308}, {'X': 0.272474467754364, 'Y': 0.5355484485626221, 'Z': -0.18493197858333588}, {'X': 0.2630336880683899, 'Y': 0.484807550907135, 'Z': -0.2098006010055542}, {'X': 0.33399754762649536, 'Y': 0.6836205124855042, 'Z': -0.13037502765655518}, {'X': 0.31371909379959106, 'Y': 0.5894830822944641, 'Z': -0.19462651014328003}, {'X': 0.29939204454421997, 'Y': 0.5306960940361023, 'Z': -0.23110929131507874}, {'X': 0.2897886335849762, 'Y': 0.4799456000328064, 'Z': -0.2520099878311157}, {'X': 0.3704458475112915, 'Y': 0.6903683543205261, 'Z': -0.14762139320373535}, {'X': 0.3554975092411041, 'Y': 0.6051480770111084, 'Z': -0.19887351989746094}, {'X': 0.33509328961372375, 'Y': 0.5534478425979614, 'Z': -0.23497670888900757}, {'X': 0.3177502751350403, 'Y': 0.5093108415603638, 'Z': -0.26519718766212463}, {'X': 0.4135437607765198, 'Y': 0.7053399682044983, 'Z': -0.16203689575195312}, {'X': 0.4022495150566101, 'Y': 0.6417255997657776, 'Z': -0.2114182561635971}, {'X': 0.38515305519104004, 'Y': 0.6033127903938293, 'Z': -0.24545817077159882}, {'X': 0.36616194248199463, 'Y': 0.5669735670089722, 'Z': -0.2740860879421234}]
[{'X': 0.40973952412605286, 'Y': 0.8714452385902405, 'Z': -1.6632635379210114e-05}, {'X': 0.3460277020931244, 'Y': 0.8811135292053223, 'Z': -0.014540376141667366}, {'X': 0.3015363812446594, 'Y': 0.8581932783126831, 'Z': -0.03607167676091194}, {'X': 0.27197927236557007, 'Y': 0.8237830996513367, 'Z': -0.06066613271832466}, {'X': 0.24193242192268372, 'Y': 0.7986966371536255, 'Z': -0.08322776854038239}, {'X': 0.3042619526386261, 'Y': 0.7310829162597656, 'Z': -0.0315677747130394}, {'X': 0.27873286604881287, 'Y': 0.642600417137146, 'Z': -0.05908345803618431}, {'X': 0.2672644853591919, 'Y': 0.5956255793571472, 'Z': -0.07702760398387909}, {'X': 0.25832319259643555, 'Y': 0.5542428493499756, 'Z': -0.09019450098276138}, {'X': 0.33077341318130493, 'Y': 0.7122910618782043, 'Z': -0.050055213272571564}, {'X': 0.3034813106060028, 'Y': 0.6235842108726501, 'Z': -0.08478113263845444}, {'X': 0.2874968647956848, 'Y': 0.5702655911445618, 'Z': -0.11396188288927078}, {'X': 0.27586427330970764, 'Y': 0.5248826146125793, 'Z': -0.1288265734910965}, {'X': 0.36382734775543213, 'Y': 0.7091445922851562, 'Z': -0.07339682430028915}, {'X': 0.3413807451725006, 'Y': 0.6279008388519287, 'Z': -0.1000780239701271}, {'X': 0.3225434720516205, 'Y': 0.5769400000572205, 'Z': -0.12852410972118378}, {'X': 0.307501882314682, 'Y': 0.5332414507865906, 'Z': -0.1478300541639328}, {'X': 0.4061918258666992, 'Y': 0.7166241407394409, 'Z': -0.0973350778222084}, {'X': 0.38729894161224365, 'Y': 0.6483388543128967, 'Z': -0.12685200572013855}, {'X': 0.37033993005752563, 'Y': 0.6084064245223999, 'Z': -0.15167032182216644}, {'X': 0.3532772660255432, 'Y': 0.5705432891845703, 'Z': -0.16976243257522583}]
[{'X': 0.40973952412605286, 'Y': 0.8714452385902405, 'Z': -1.6632635379210114e-05}, {'X': 0.3460277020931244, 'Y': 0.8811135292053223, 'Z': -0.014540376141667366}, {'X': 0.3015363812446594, 'Y': 0.8581932783126831, 'Z': -0.03607167676091194}, {'X': 0.27197927236557007, 'Y': 0.8237830996513367, 'Z': -0.06066613271832466}, {'X': 0.24193242192268372, 'Y': 0.7986966371536255, 'Z': -0.08322776854038239}, {'X': 0.3042619526386261, 'Y': 0.7310829162597656, 'Z': -0.0315677747130394}, {'X': 0.27873286604881287, 'Y': 0.642600417137146, 'Z': -0.05908345803618431}, {'X': 0.2672644853591919, 'Y': 0.5956255793571472, 'Z': -0.07702760398387909}, {'X': 0.25832319259643555, 'Y': 0.5542428493499756, 'Z': -0.09019450098276138}, {'X': 0.33077341318130493, 'Y': 0.7122910618782043, 'Z': -0.050055213272571564}, {'X': 0.3034813106060028, 'Y': 0.6235842108726501, 'Z': -0.08478113263845444}, {'X': 0.2874968647956848, 'Y': 0.5702655911445618, 'Z': -0.11396188288927078}, {'X': 0.27586427330970764, 'Y': 0.5248826146125793, 'Z': -0.1288265734910965}, {'X': 0.36382734775543213, 'Y': 0.7091445922851562, 'Z': -0.07339682430028915}, {'X': 0.3413807451725006, 'Y': 0.6279008388519287, 'Z': -0.1000780239701271}, {'X': 0.3225434720516205, 'Y': 0.5769400000572205, 'Z': -0.12852410972118378}, {'X': 0.307501882314682, 'Y': 0.5332414507865906, 'Z': -0.1478300541639328}, {'X': 0.4061918258666992, 'Y': 0.7166241407394409, 'Z': -0.0973350778222084}, {'X': 0.38729894161224365, 'Y': 0.6483388543128967, 'Z': -0.12685200572013855}, {'X': 0.37033993005752563, 'Y': 0.6084064245223999, 'Z': -0.15167032182216644}, {'X': 0.3532772660255432, 'Y': 0.5705432891845703, 'Z': -0.16976243257522583}]
