[{'X': 0.7318099141120911, 'Y': 0.2359524965286255, 'Z': -7.415680738631636e-05}, {'X': 0.6677853465080261, 'Y': 0.2009788155555725, 'Z': -0.04343317076563835}, {'X': 0.6264392137527466, 'Y': 0.10569498687982559, 'Z': -0.07359486073255539}, {'X': 0.609382152557373, 'Y': 0.016360560432076454, 'Z': -0.10195044428110123}, {'X': 0.5991507172584534, 'Y': -0.0513814352452755, 'Z': -0.1270972192287445}, {'X': 0.6592186689376831, 'Y': -0.002678350545465946, 'Z': -0.06592608988285065}, {'X': 0.6556218862533569, 'Y': -0.11015623807907104, 'Z': -0.10479286313056946}, {'X': 0.6565765142440796, 'Y': -0.10895461589097977, 'Z': -0.12409712374210358}, {'X': 0.6600826382637024, 'Y': -0.08710627257823944, 'Z': -0.13232126832008362}, {'X': 0.7003629803657532, 'Y': -0.013577052392065525, 'Z': -0.059832870960235596}, {'X': 0.6994801163673401, 'Y': -0.11838909238576889, 'Z': -0.09369927644729614}, {'X': 0.6950510740280151, 'Y': -0.09263928979635239, 'Z': -0.11744493246078491}, {'X': 0.694456160068512, 'Y': -0.06573614478111267, 'Z': -0.1334785372018814}, {'X': 0.740436315536499, 'Y': -0.01073139812797308, 'Z': -0.056697823107242584}, {'X': 0.7401360273361206, 'Y': -0.1154368445277214, 'Z': -0.08550222963094711}, {'X': 0.7356935143470764, 'Y': -0.09802663326263428, 'Z': -0.10393771529197693}, {'X': 0.7351402044296265, 'Y': -0.07339891791343689, 'Z': -0.11790420114994049}, {'X': 0.7798182368278503, 'Y': 3.454461693763733e-05, 'Z': -0.055403973907232285}, {'X': 0.7826333045959473, 'Y': -0.0960489884018898, 'Z': -0.07896099239587784}, {'X': 0.7772734761238098, 'Y': -0.11733375489711761, 'Z': -0.09057429432868958}, {'X': 0.7725846171379089, 'Y': -0.12759631872177124, 'Z': -0.09976103901863098}]
[{'X': 0.746592104434967, 'Y': 0.8037769794464111, 'Z': -5.537884862860665e-05}, {'X': 0.6869400143623352, 'Y': 0.8029832243919373, 'Z': -0.054376792162656784}, {'X': 0.6464436650276184, 'Y': 0.7155750393867493, 'Z': -0.08209799975156784}, {'X': 0.6314430236816406, 'Y': 0.629890501499176, 'Z': -0.10726113617420197}, {'X': 0.6029114723205566, 'Y': 0.5580449104309082, 'Z': -0.1380639672279358}, {'X': 0.6792329549789429, 'Y': 0.5949480533599854, 'Z': -0.06679350137710571}, {'X': 0.665589451789856, 'Y': 0.4843320846557617, 'Z': -0.10798431187868118}, {'X': 0.6562989354133606, 'Y': 0.4121875464916229, 'Z': -0.140497088432312}, {'X': 0.6489773392677307, 'Y': 0.34175577759742737, 'Z': -0.16183079779148102}, {'X': 0.7204901576042175, 'Y': 0.5812453031539917, 'Z': -0.06825708597898483}, {'X': 0.7150489091873169, 'Y': 0.46544143557548523, 'Z': -0.10511109232902527}, {'X': 0.7089942097663879, 'Y': 0.38054966926574707, 'Z': -0.14820806682109833}, {'X': 0.7047027945518494, 'Y': 0.2992786169052124, 'Z': -0.17890989780426025}, {'X': 0.762434720993042, 'Y': 0.5940432548522949, 'Z': -0.07294880598783493}, {'X': 0.7615236639976501, 'Y': 0.48031991720199585, 'Z': -0.10533708333969116}, {'X': 0.7573668956756592, 'Y': 0.39775019884109497, 'Z': -0.1480444222688675}, {'X': 0.7527141571044922, 'Y': 0.31928855180740356, 'Z': -0.18346484005451202}, {'X': 0.8056338429450989, 'Y': 0.6258276700973511, 'Z': -0.08122032135725021}, {'X': 0.8145201802253723, 'Y': 0.5377994775772095, 'Z': -0.11239694803953171}, {'X': 0.8169161081314087, 'Y': 0.4789779782295227, 'Z': -0.14005433022975922}, {'X': 0.8161508440971375, 'Y': 0.41690319776535034, 'Z': -0.1639641523361206}]
[{'X': 0.7569006085395813, 'Y': 0.8456276059150696, 'Z': -9.133795538218692e-05}, {'X': 0.6981058716773987, 'Y': 0.8233401775360107, 'Z': -0.04541671648621559}, {'X': 0.6599048972129822, 'Y': 0.7265653610229492, 'Z': -0.0696488544344902}, {'X': 0.6453129649162292, 'Y': 0.6375294327735901, 'Z': -0.09121007472276688}, {'X': 0.6194204092025757, 'Y': 0.5676080584526062, 'Z': -0.1141742691397667}, {'X': 0.6956989765167236, 'Y': 0.5997631549835205, 'Z': -0.04574022442102432}, {'X': 0.6847352981567383, 'Y': 0.49212566018104553, 'Z': -0.08174226433038712}, {'X': 0.6776926517486572, 'Y': 0.4180331528186798, 'Z': -0.11149868369102478}, {'X': 0.6739658117294312, 'Y': 0.34552398324012756, 'Z': -0.13409709930419922}, {'X': 0.7367571592330933, 'Y': 0.5889570116996765, 'Z': -0.04843897372484207}, {'X': 0.731276273727417, 'Y': 0.4747655391693115, 'Z': -0.07848953455686569}, {'X': 0.7273051142692566, 'Y': 0.39224711060523987, 'Z': -0.11544612050056458}, {'X': 0.7251216769218445, 'Y': 0.31334301829338074, 'Z': -0.14157456159591675}, {'X': 0.7771302461624146, 'Y': 0.6038656830787659, 'Z': -0.05530622974038124}, {'X': 0.7776811122894287, 'Y': 0.4910542368888855, 'Z': -0.0845358744263649}, {'X': 0.7748525738716125, 'Y': 0.4106515645980835, 'Z': -0.11897848546504974}, {'X': 0.7711247205734253, 'Y': 0.3340059518814087, 'Z': -0.14663507044315338}, {'X': 0.8181604743003845, 'Y': 0.6402767300605774, 'Z': -0.06524534523487091}, {'X': 0.8284376859664917, 'Y': 0.553071141242981, 'Z': -0.0932067260146141}, {'X': 0.8322142362594604, 'Y': 0.4932481646537781, 'Z': -0.11623705178499222}, {'X': 0.8318266272544861, 'Y': 0.43069684505462646, 'Z': -0.13579003512859344}]
[{'X': 0.7721845507621765, 'Y': 0.8564119338989258, 'Z': -6.901429151184857e-05}, {'X': 0.7115932703018188, 'Y': 0.8375775218009949, 'Z': -0.047967929393053055}, {'X': 0.6710926294326782, 'Y': 0.7397996187210083, 'Z': -0.0706491693854332}, {'X': 0.6568319797515869, 'Y': 0.6487641930580139, 'Z': -0.09142398089170456}, {'X': 0.6312234401702881, 'Y': 0.5793433785438538, 'Z': -0.11611728370189667}, {'X': 0.7072156071662903, 'Y': 0.6131424903869629, 'Z': -0.050621066242456436}, {'X': 0.695633590221405, 'Y': 0.4996234178543091, 'Z': -0.08424413204193115}, {'X': 0.6886270642280579, 'Y': 0.42914122343063354, 'Z': -0.1112750694155693}, {'X': 0.6850826740264893, 'Y': 0.36171481013298035, 'Z': -0.128840833902359}, {'X': 0.7488501667976379, 'Y': 0.5993290543556213, 'Z': -0.05005750432610512}, {'X': 0.7452669143676758, 'Y': 0.47994333505630493, 'Z': -0.07486775517463684}, {'X': 0.7415086030960083, 'Y': 0.39605623483657837, 'Z': -0.10876807570457458}, {'X': 0.7403980493545532, 'Y': 0.31970372796058655, 'Z': -0.1357274204492569}, {'X': 0.7893105745315552, 'Y': 0.6144691109657288, 'Z': -0.05387084186077118}, {'X': 0.7910141348838806, 'Y': 0.49931231141090393, 'Z': -0.07921843975782394}, {'X': 0.7878908514976501, 'Y': 0.4200635850429535, 'Z': -0.11468569189310074}, {'X': 0.7844139337539673, 'Y': 0.3482811748981476, 'Z': -0.14500920474529266}, {'X': 0.8308584094047546, 'Y': 0.6506984233856201, 'Z': -0.060950249433517456}, {'X': 0.8424966931343079, 'Y': 0.5617785453796387, 'Z': -0.08804050832986832}, {'X': 0.8448367714881897, 'Y': 0.5063378810882568, 'Z': -0.11280175298452377}, {'X': 0.8445179462432861, 'Y': 0.44961443543434143, 'Z': -0.13484406471252441}]
[{'X': 0.7789142727851868, 'Y': 0.8776425123214722, 'Z': -8.440280362265185e-05}, {'X': 0.7165934443473816, 'Y': 0.8414227962493896, 'Z': -0.03655669465661049}, {'X': 0.6775875091552734, 'Y': 0.7380169034004211, 'Z': -0.05213521048426628}, {'X': 0.6633564233779907, 'Y': 0.6438000202178955, 'Z': -0.0686255544424057}, {'X': 0.6413933634757996, 'Y': 0.5759457349777222, 'Z': -0.08678509294986725}, {'X': 0.7144361138343811, 'Y': 0.6105772852897644, 'Z': -0.03138340264558792}, {'X': 0.7033969163894653, 'Y': 0.4990141689777374, 'Z': -0.057313304394483566}, {'X': 0.6995832920074463, 'Y': 0.4304908812046051, 'Z': -0.07897276431322098}, {'X': 0.6985533237457275, 'Y': 0.3652200400829315, 'Z': -0.09324148297309875}, {'X': 0.7557043433189392, 'Y': 0.5975430011749268, 'Z': -0.03237054497003555}, {'X': 0.7534432411193848, 'Y': 0.47414326667785645, 'Z': -0.04947024583816528}, {'X': 0.7528564929962158, 'Y': 0.3949139714241028, 'Z': -0.07798293232917786}, {'X': 0.7537984251976013, 'Y': 0.3236810564994812, 'Z': -0.10306224226951599}, {'X': 0.7954971194267273, 'Y': 0.6130713820457458, 'Z': -0.037161581218242645}, {'X': 0.7979959845542908, 'Y': 0.49706006050109863, 'Z': -0.05715169385075569}, {'X': 0.798405110836029, 'Y': 0.4218066334724426, 'Z': -0.0873318538069725}, {'X': 0.7985550165176392, 'Y': 0.35302990674972534, 'Z': -0.11532292515039444}, {'X': 0.8362430334091187, 'Y': 0.650403618812561, 'Z': -0.04521997272968292}, {'X': 0.8466016054153442, 'Y': 0.561288595199585, 'Z': -0.06543142348527908}, {'X': 0.8509429097175598, 'Y': 0.5075746774673462, 'Z': -0.0867016389966011}, {'X': 0.8539151549339294, 'Y': 0.4529181122779846, 'Z': -0.10758394002914429}]
[{'X': 0.7860130071640015, 'Y': 0.8436417579650879, 'Z': -4.9800695705926046e-05}, {'X': 0.7244749665260315, 'Y': 0.8220298886299133, 'Z': -0.043801214545965195}, {'X': 0.6858431100845337, 'Y': 0.7279789447784424, 'Z': -0.06501435488462448}, {'X': 0.6718519330024719, 'Y': 0.637939989566803, 'Z': -0.08659403026103973}, {'X': 0.6487085223197937, 'Y': 0.5666808485984802, 'Z': -0.1132819876074791}, {'X': 0.7199762463569641, 'Y': 0.6081109642982483, 'Z': -0.040825266391038895}, {'X': 0.7094237208366394, 'Y': 0.4988802671432495, 'Z': -0.07130983471870422}, {'X': 0.7054929733276367, 'Y': 0.4274366796016693, 'Z': -0.09998276829719543}, {'X': 0.7045227289199829, 'Y': 0.35996291041374207, 'Z': -0.12062996625900269}, {'X': 0.7600864768028259, 'Y': 0.5964415073394775, 'Z': -0.04155675321817398}, {'X': 0.7591487765312195, 'Y': 0.4771493673324585, 'Z': -0.0629328191280365}, {'X': 0.7575311660766602, 'Y': 0.39491885900497437, 'Z': -0.09533365815877914}, {'X': 0.7582541108131409, 'Y': 0.32121556997299194, 'Z': -0.12315810471773148}, {'X': 0.7992379069328308, 'Y': 0.6118690371513367, 'Z': -0.047076813876628876}, {'X': 0.803053081035614, 'Y': 0.49570924043655396, 'Z': -0.06884803622961044}, {'X': 0.8028395175933838, 'Y': 0.41574427485466003, 'Z': -0.10433664172887802}, {'X': 0.8025408983230591, 'Y': 0.344042032957077, 'Z': -0.1351008415222168}, {'X': 0.8399698734283447, 'Y': 0.6477150917053223, 'Z': -0.05629819259047508}, {'X': 0.852705180644989, 'Y': 0.5585208535194397, 'Z': -0.08140076696872711}, {'X': 0.8567624688148499, 'Y': 0.5038437843322754, 'Z': -0.1071629673242569}, {'X': 0.8594556450843811, 'Y': 0.4486377239227295, 'Z': -0.130722314119339}]
[{'X': 0.7842748761177063, 'Y': 0.8270218372344971, 'Z': -3.1381830922327936e-05}, {'X': 0.7250915169715881, 'Y': 0.8108080625534058, 'Z': -0.05255534499883652}, {'X': 0.6879410743713379, 'Y': 0.7164446711540222, 'Z': -0.07363765686750412}, {'X': 0.6756110787391663, 'Y': 0.627038836479187, 'Z': -0.09239434450864792}, {'X': 0.6534156203269958, 'Y': 0.5576723217964172, 'Z': -0.11652765423059464}, {'X': 0.7213380336761475, 'Y': 0.6004135012626648, 'Z': -0.03982006758451462}, {'X': 0.7118052840232849, 'Y': 0.4933560788631439, 'Z': -0.07242576777935028}, {'X': 0.7072937488555908, 'Y': 0.4229419231414795, 'Z': -0.09900471568107605}, {'X': 0.7069366574287415, 'Y': 0.355177640914917, 'Z': -0.11701776087284088}, {'X': 0.7621849179267883, 'Y': 0.5888373851776123, 'Z': -0.03746560588479042}, {'X': 0.7601954340934753, 'Y': 0.4711361527442932, 'Z': -0.060858603566884995}, {'X': 0.7583324909210205, 'Y': 0.38948529958724976, 'Z': -0.09584970772266388}, {'X': 0.7595891356468201, 'Y': 0.31364086270332336, 'Z': -0.12185472995042801}, {'X': 0.8020034432411194, 'Y': 0.6020830273628235, 'Z': -0.04006439447402954}, {'X': 0.8065177798271179, 'Y': 0.4861524999141693, 'Z': -0.06323933601379395}, {'X': 0.8069190979003906, 'Y': 0.4094378352165222, 'Z': -0.09894824028015137}, {'X': 0.8071114420890808, 'Y': 0.3382987082004547, 'Z': -0.12794698774814606}, {'X': 0.8423377871513367, 'Y': 0.6340857148170471, 'Z': -0.0469876267015934}, {'X': 0.8559308648109436, 'Y': 0.5481175184249878, 'Z': -0.07333504408597946}, {'X': 0.8611112833023071, 'Y': 0.4942384660243988, 'Z': -0.09814039617776871}, {'X': 0.8631553053855896, 'Y': 0.4377645254135132, 'Z': -0.1195588931441307}]
[{'X': 0.7889124155044556, 'Y': 0.8249413967132568, 'Z': -7.399520836770535e-05}, {'X': 0.7294107675552368, 'Y': 0.8020665049552917, 'Z': -0.033960431814193726}, {'X': 0.6904223561286926, 'Y': 0.7040475010871887, 'Z': -0.048426251858472824}, {'X': 0.6765817999839783, 'Y': 0.6127772927284241, 'Z': -0.06457757204771042}, {'X': 0.6554484963417053, 'Y': 0.544113278388977, 'Z': -0.082345150411129}, {'X': 0.7264595627784729, 'Y': 0.5895914435386658, 'Z': -0.027520040050148964}, {'X': 0.7151938676834106, 'Y': 0.47836193442344666, 'Z': -0.053012482821941376}, {'X': 0.7101752758026123, 'Y': 0.40878015756607056, 'Z': -0.07528997212648392}, {'X': 0.7086032629013062, 'Y': 0.3450514078140259, 'Z': -0.08938416093587875}, {'X': 0.7654843926429749, 'Y': 0.5759616494178772, 'Z': -0.03093782067298889}, {'X': 0.7630300521850586, 'Y': 0.45497721433639526, 'Z': -0.04837270453572273}, {'X': 0.7609567642211914, 'Y': 0.37424105405807495, 'Z': -0.07749795913696289}, {'X': 0.7617642283439636, 'Y': 0.3043568730354309, 'Z': -0.10262707620859146}, {'X': 0.8035542368888855, 'Y': 0.5907235741615295, 'Z': -0.03823957219719887}, {'X': 0.8060924410820007, 'Y': 0.4749685823917389, 'Z': -0.05711938440799713}, {'X': 0.8054497241973877, 'Y': 0.3968724012374878, 'Z': -0.08877753466367722}, {'X': 0.8052905201911926, 'Y': 0.3275442123413086, 'Z': -0.11690493673086166}, {'X': 0.8427094221115112, 'Y': 0.625698983669281, 'Z': -0.048093318939208984}, {'X': 0.8548644781112671, 'Y': 0.5381410717964172, 'Z': -0.06939683109521866}, {'X': 0.857545018196106, 'Y': 0.48380428552627563, 'Z': -0.09246096760034561}, {'X': 0.8588587045669556, 'Y': 0.42967909574508667, 'Z': -0.11417927592992783}]
[{'X': 0.7840056419372559, 'Y': 0.8122645020484924, 'Z': -5.668547237291932e-05}, {'X': 0.7251608967781067, 'Y': 0.7925028800964355, 'Z': -0.04184538125991821}, {'X': 0.6890046000480652, 'Y': 0.6958211660385132, 'Z': -0.05999380350112915}, {'X': 0.6777276992797852, 'Y': 0.6043259501457214, 'Z': -0.07745486497879028}, {'X': 0.656957745552063, 'Y': 0.535106897354126, 'Z': -0.09725747257471085}, {'X': 0.7246132493019104, 'Y': 0.5805539488792419, 'Z': -0.030087703838944435}, {'X': 0.7134877443313599, 'Y': 0.4708986282348633, 'Z': -0.05967441573739052}, {'X': 0.7082854509353638, 'Y': 0.40257495641708374, 'Z': -0.08235720545053482}, {'X': 0.7075870633125305, 'Y': 0.3379601240158081, 'Z': -0.0970257818698883}, {'X': 0.7641477584838867, 'Y': 0.567298948764801, 'Z': -0.030814094468951225}, {'X': 0.7612651586532593, 'Y': 0.4497948884963989, 'Z': -0.050591256469488144}, {'X': 0.7584776878356934, 'Y': 0.3699280917644501, 'Z': -0.08100477606058121}, {'X': 0.7591270208358765, 'Y': 0.29625174403190613, 'Z': -0.10361501574516296}, {'X': 0.8023767471313477, 'Y': 0.5798969268798828, 'Z': -0.0362975113093853}, {'X': 0.8053950071334839, 'Y': 0.46473634243011475, 'Z': -0.05659359693527222}, {'X': 0.8040135502815247, 'Y': 0.38819169998168945, 'Z': -0.08952773362398148}, {'X': 0.8037330508232117, 'Y': 0.3176243305206299, 'Z': -0.11678122729063034}, {'X': 0.8412463068962097, 'Y': 0.6130151152610779, 'Z': -0.04468394070863724}, {'X': 0.8540635704994202, 'Y': 0.524724006652832, 'Z': -0.06704836338758469}, {'X': 0.8584640026092529, 'Y': 0.4694056510925293, 'Z': -0.09094270318746567}, {'X': 0.8613739013671875, 'Y': 0.4126202464103699, 'Z': -0.11189383268356323}]
[{'X': 0.7835919857025146, 'Y': 0.7858724594116211, 'Z': -6.61566955386661e-05}, {'X': 0.7255147695541382, 'Y': 0.7720561027526855, 'Z': -0.04254765063524246}, {'X': 0.687605082988739, 'Y': 0.6803951859474182, 'Z': -0.0578807070851326}, {'X': 0.6733568906784058, 'Y': 0.5937224626541138, 'Z': -0.07109542191028595}, {'X': 0.6523218750953674, 'Y': 0.5244728922843933, 'Z': -0.08596563339233398}, {'X': 0.720378041267395, 'Y': 0.5703862309455872, 'Z': -0.03105849400162697}, {'X': 0.7103446125984192, 'Y': 0.4649895131587982, 'Z': -0.06182645261287689}, {'X': 0.7066857814788818, 'Y': 0.39176011085510254, 'Z': -0.0870087742805481}, {'X': 0.7072307467460632, 'Y': 0.32453250885009766, 'Z': -0.10614001005887985}, {'X': 0.7598437070846558, 'Y': 0.5589368343353271, 'Z': -0.03151736781001091}, {'X': 0.7570498585700989, 'Y': 0.4446266293525696, 'Z': -0.05026375874876976}, {'X': 0.7558994293212891, 'Y': 0.36226505041122437, 'Z': -0.08174896240234375}, {'X': 0.7582183480262756, 'Y': 0.2895555794239044, 'Z': -0.10496094077825546}, {'X': 0.7983724474906921, 'Y': 0.5719108581542969, 'Z': -0.0370301678776741}, {'X': 0.8030065298080444, 'Y': 0.4604058563709259, 'Z': -0.057079583406448364}, {'X': 0.8028090000152588, 'Y': 0.38225558400154114, 'Z': -0.08983404189348221}, {'X': 0.8023774027824402, 'Y': 0.3117319643497467, 'Z': -0.11645058542490005}, {'X': 0.836754322052002, 'Y': 0.6038342714309692, 'Z': -0.046322766691446304}, {'X': 0.8474575877189636, 'Y': 0.5238775014877319, 'Z': -0.07222767919301987}, {'X': 0.8510653972625732, 'Y': 0.4690978229045868, 'Z': -0.09676171839237213}, {'X': 0.8510459661483765, 'Y': 0.41398173570632935, 'Z': -0.11721327155828476}]
[{'X': 0.7826930284500122, 'Y': 0.788648247718811, 'Z': -6.943676271475852e-05}, {'X': 0.7239767909049988, 'Y': 0.7695625424385071, 'Z': -0.03945797309279442}, {'X': 0.6864675283432007, 'Y': 0.673719584941864, 'Z': -0.05741658806800842}, {'X': 0.6734773516654968, 'Y': 0.583217442035675, 'Z': -0.07594860345125198}, {'X': 0.6521132588386536, 'Y': 0.5132446885108948, 'Z': -0.09769368171691895}, {'X': 0.7210761904716492, 'Y': 0.5581855177879333, 'Z': -0.026679718866944313}, {'X': 0.7104425430297852, 'Y': 0.4488607347011566, 'Z': -0.05365023761987686}, {'X': 0.705091655254364, 'Y': 0.3798794746398926, 'Z': -0.0757971778512001}, {'X': 0.7040541172027588, 'Y': 0.3158477544784546, 'Z': -0.08965335041284561}, {'X': 0.7599630951881409, 'Y': 0.5449008345603943, 'Z': -0.027926107868552208}, {'X': 0.756767213344574, 'Y': 0.4288010597229004, 'Z': -0.04585016518831253}, {'X': 0.7541719079017639, 'Y': 0.34854307770729065, 'Z': -0.0743926391005516}, {'X': 0.7551196217536926, 'Y': 0.275655597448349, 'Z': -0.09673741459846497}, {'X': 0.7983804941177368, 'Y': 0.5575723052024841, 'Z': -0.03448471799492836}, {'X': 0.8002539277076721, 'Y': 0.4449039101600647, 'Z': -0.05324883759021759}, {'X': 0.7983888387680054, 'Y': 0.3693287968635559, 'Z': -0.08388067036867142}, {'X': 0.797411322593689, 'Y': 0.3004900813102722, 'Z': -0.10946344584226608}, {'X': 0.8380204439163208, 'Y': 0.5899069309234619, 'Z': -0.04421890527009964}, {'X': 0.8489842414855957, 'Y': 0.501544713973999, 'Z': -0.06535382568836212}, {'X': 0.8519955277442932, 'Y': 0.44666963815689087, 'Z': -0.08793215453624725}, {'X': 0.8535730838775635, 'Y': 0.3917226195335388, 'Z': -0.10785091668367386}]
[{'X': 0.7806041240692139, 'Y': 0.7827199697494507, 'Z': -5.9885511291213334e-05}, {'X': 0.7227139472961426, 'Y': 0.7623388171195984, 'Z': -0.03479062393307686}, {'X': 0.6842243671417236, 'Y': 0.6663803458213806, 'Z': -0.05072712153196335}, {'X': 0.6701088547706604, 'Y': 0.5757690072059631, 'Z': -0.06834163516759872}, {'X': 0.6483466625213623, 'Y': 0.5071691274642944, 'Z': -0.08901667594909668}, {'X': 0.7187772393226624, 'Y': 0.5502693057060242, 'Z': -0.026437195017933846}, {'X': 0.7075105309486389, 'Y': 0.4415283501148224, 'Z': -0.05317090079188347}, {'X': 0.7021397352218628, 'Y': 0.3734852075576782, 'Z': -0.07612834125757217}, {'X': 0.699863076210022, 'Y': 0.31096407771110535, 'Z': -0.08997463434934616}, {'X': 0.7575375437736511, 'Y': 0.5359983444213867, 'Z': -0.029095325618982315}, {'X': 0.7536858320236206, 'Y': 0.4186747074127197, 'Z': -0.04664052650332451}, {'X': 0.7513501048088074, 'Y': 0.33894896507263184, 'Z': -0.07469306886196136}, {'X': 0.7514945864677429, 'Y': 0.26850736141204834, 'Z': -0.09786304086446762}, {'X': 0.7957176566123962, 'Y': 0.5494440793991089, 'Z': -0.03644012659788132}, {'X': 0.7969810962677002, 'Y': 0.43640002608299255, 'Z': -0.05502788722515106}, {'X': 0.7958060503005981, 'Y': 0.36077022552490234, 'Z': -0.0863356962800026}, {'X': 0.7949896454811096, 'Y': 0.29263120889663696, 'Z': -0.11332623660564423}, {'X': 0.8352417945861816, 'Y': 0.5830405950546265, 'Z': -0.04632720723748207}, {'X': 0.8457845449447632, 'Y': 0.49593785405158997, 'Z': -0.06726973503828049}, {'X': 0.8477673530578613, 'Y': 0.4409952759742737, 'Z': -0.09059453010559082}, {'X': 0.8481633067131042, 'Y': 0.3854585886001587, 'Z': -0.11192340403795242}]
[{'X': 0.7783849239349365, 'Y': 0.7646099925041199, 'Z': -8.424901898251846e-05}, {'X': 0.7214491963386536, 'Y': 0.7511872053146362, 'Z': -0.04335041344165802}, {'X': 0.6813217997550964, 'Y': 0.6590387225151062, 'Z': -0.055344197899103165}, {'X': 0.6648588180541992, 'Y': 0.5698407292366028, 'Z': -0.06830411404371262}, {'X': 0.6450488567352295, 'Y': 0.5003054738044739, 'Z': -0.08026772737503052}, {'X': 0.715330183506012, 'Y': 0.5400597453117371, 'Z': -0.023453613743185997}, {'X': 0.7036045789718628, 'Y': 0.4422585964202881, 'Z': -0.051735296845436096}, {'X': 0.6986368298530579, 'Y': 0.3691517114639282, 'Z': -0.07881791889667511}, {'X': 0.6969071626663208, 'Y': 0.30103588104248047, 'Z': -0.10141359269618988}, {'X': 0.7522401213645935, 'Y': 0.5287537574768066, 'Z': -0.02301470935344696}, {'X': 0.7521091103553772, 'Y': 0.414948046207428, 'Z': -0.036959029734134674}, {'X': 0.7514591813087463, 'Y': 0.3347102999687195, 'Z': -0.06432756781578064}, {'X': 0.7523676753044128, 'Y': 0.2638927400112152, 'Z': -0.08315743505954742}, {'X': 0.7888261079788208, 'Y': 0.5402716398239136, 'Z': -0.028374861925840378}, {'X': 0.7948728799819946, 'Y': 0.4314870238304138, 'Z': -0.041924867779016495}, {'X': 0.7944027781486511, 'Y': 0.3548596501350403, 'Z': -0.06706849485635757}, {'X': 0.7927401065826416, 'Y': 0.2862112820148468, 'Z': -0.0875653475522995}, {'X': 0.8245118260383606, 'Y': 0.5708137154579163, 'Z': -0.039101552218198776}, {'X': 0.8345924615859985, 'Y': 0.49671196937561035, 'Z': -0.05711855739355087}, {'X': 0.8420290350914001, 'Y': 0.4405234456062317, 'Z': -0.07548428326845169}, {'X': 0.8465304970741272, 'Y': 0.3837852478027344, 'Z': -0.09140712767839432}]
[{'X': 0.7753050923347473, 'Y': 0.7526554465293884, 'Z': -6.07447000220418e-05}, {'X': 0.7181610465049744, 'Y': 0.7406250834465027, 'Z': -0.04177791625261307}, {'X': 0.6797657608985901, 'Y': 0.6504886150360107, 'Z': -0.055052250623703}, {'X': 0.6649971008300781, 'Y': 0.5632794499397278, 'Z': -0.06676236540079117}, {'X': 0.6435355544090271, 'Y': 0.4942814111709595, 'Z': -0.07968935370445251}, {'X': 0.712421178817749, 'Y': 0.5397363305091858, 'Z': -0.024860674515366554}, {'X': 0.7016952037811279, 'Y': 0.435289591550827, 'Z': -0.05235682800412178}, {'X': 0.6981760859489441, 'Y': 0.3628186583518982, 'Z': -0.075893335044384}, {'X': 0.6987199783325195, 'Y': 0.2963583767414093, 'Z': -0.09383697807788849}, {'X': 0.7513381242752075, 'Y': 0.5280236005783081, 'Z': -0.024931108579039574}, {'X': 0.7477534413337708, 'Y': 0.4134671688079834, 'Z': -0.04041258990764618}, {'X': 0.7463570237159729, 'Y': 0.33165088295936584, 'Z': -0.07085992395877838}, {'X': 0.748071551322937, 'Y': 0.2606595456600189, 'Z': -0.09300757944583893}, {'X': 0.7892894148826599, 'Y': 0.5402384400367737, 'Z': -0.030381491407752037}, {'X': 0.7928871512413025, 'Y': 0.4284752607345581, 'Z': -0.046960171312093735}, {'X': 0.7922409772872925, 'Y': 0.35058295726776123, 'Z': -0.0785980150103569}, {'X': 0.7911674976348877, 'Y': 0.2809807062149048, 'Z': -0.10413636267185211}, {'X': 0.8274349570274353, 'Y': 0.5715068578720093, 'Z': -0.039662763476371765}, {'X': 0.8371031284332275, 'Y': 0.49142271280288696, 'Z': -0.06391765177249908}, {'X': 0.8403410911560059, 'Y': 0.43560791015625, 'Z': -0.08808591216802597}, {'X': 0.8401346802711487, 'Y': 0.3803834915161133, 'Z': -0.10744070261716843}]
