[{'X': 0.7041516304016113, 'Y': 0.7275893688201904, 'Z': -2.192238753195852e-05}, {'X': 0.6563163995742798, 'Y': 0.7101474404335022, 'Z': -0.01889527402818203}, {'X': 0.6148694753646851, 'Y': 0.6451805830001831, 'Z': -0.025154830887913704}, {'X': 0.5872147679328918, 'Y': 0.5867498517036438, 'Z': -0.03320120647549629}, {'X': 0.562052309513092, 'Y': 0.5487398505210876, 'Z': -0.04315873235464096}, {'X': 0.6449418663978577, 'Y': 0.5241448283195496, 'Z': 0.021132295951247215}, {'X': 0.6396633386611938, 'Y': 0.44670766592025757, 'Z': 0.019098466262221336}, {'X': 0.6391217708587646, 'Y': 0.3963940143585205, 'Z': 0.007142315618693829}, {'X': 0.640123724937439, 'Y': 0.3479293882846832, 'Z': -0.004675077740103006}, {'X': 0.6711030006408691, 'Y': 0.5158394575119019, 'Z': 0.019191375002264977}, {'X': 0.6645320057868958, 'Y': 0.42363062500953674, 'Z': 0.022843586280941963}, {'X': 0.6630753874778748, 'Y': 0.36701375246047974, 'Z': 0.009380246512591839}, {'X': 0.6626647710800171, 'Y': 0.3164745569229126, 'Z': 1.5694864487159066e-05}, {'X': 0.6989162564277649, 'Y': 0.5195091366767883, 'Z': 0.013238770887255669}, {'X': 0.6925738453865051, 'Y': 0.4307999014854431, 'Z': 0.014170617796480656}, {'X': 0.6879513263702393, 'Y': 0.37817227840423584, 'Z': 0.0006742326077073812}, {'X': 0.6849128603935242, 'Y': 0.3307744264602661, 'Z': -0.00879790261387825}, {'X': 0.7292340397834778, 'Y': 0.5363762378692627, 'Z': 0.004359421785920858}, {'X': 0.7238143682479858, 'Y': 0.46969687938690186, 'Z': 0.0003874695103149861}, {'X': 0.7187603116035461, 'Y': 0.42808884382247925, 'Z': -0.007788922172039747}, {'X': 0.7126610279083252, 'Y': 0.38704901933670044, 'Z': -0.013714124448597431}]
[{'X': 0.7064353823661804, 'Y': 0.7139270901679993, 'Z': -5.977030741632916e-05}, {'X': 0.6590461134910583, 'Y': 0.679700493812561, 'Z': -0.015413750894367695}, {'X': 0.6312900185585022, 'Y': 0.6003857851028442, 'Z': -0.008433609269559383}, {'X': 0.6472123265266418, 'Y': 0.5251327157020569, 'Z': -0.0023167545441538095}, {'X': 0.6744636297225952, 'Y': 0.49192938208580017, 'Z': 0.006344587076455355}, {'X': 0.645889401435852, 'Y': 0.5422782897949219, 'Z': 0.04415806010365486}, {'X': 0.638740062713623, 'Y': 0.473389208316803, 'Z': 0.033349424600601196}, {'X': 0.6365864276885986, 'Y': 0.4287053644657135, 'Z': 0.02176450565457344}, {'X': 0.6353548765182495, 'Y': 0.38751742243766785, 'Z': 0.01674390397965908}, {'X': 0.6708449721336365, 'Y': 0.5289742946624756, 'Z': 0.04237377271056175}, {'X': 0.6640851497650146, 'Y': 0.4535406231880188, 'Z': 0.039467956870794296}, {'X': 0.661247968673706, 'Y': 0.40048736333847046, 'Z': 0.02412244863808155}, {'X': 0.657962441444397, 'Y': 0.35529187321662903, 'Z': 0.019324585795402527}, {'X': 0.6972226500511169, 'Y': 0.5289626717567444, 'Z': 0.03282300382852554}, {'X': 0.691819965839386, 'Y': 0.45268481969833374, 'Z': 0.028150159865617752}, {'X': 0.6850541234016418, 'Y': 0.4032077193260193, 'Z': 0.0076030949130654335}, {'X': 0.6787635684013367, 'Y': 0.35905441641807556, 'Z': -0.003101448295637965}, {'X': 0.7258865833282471, 'Y': 0.5428487062454224, 'Z': 0.020312156528234482}, {'X': 0.7216242551803589, 'Y': 0.48338356614112854, 'Z': 0.012051517143845558}, {'X': 0.7129170298576355, 'Y': 0.4395659565925598, 'Z': -0.00044221727875992656}, {'X': 0.7016336917877197, 'Y': 0.39835548400878906, 'Z': -0.006154907401651144}]
[{'X': 0.7110951542854309, 'Y': 0.7175620198249817, 'Z': -3.0138779038679786e-05}, {'X': 0.6626799702644348, 'Y': 0.6808900833129883, 'Z': -0.013543905690312386}, {'X': 0.6365907192230225, 'Y': 0.5923712253570557, 'Z': -0.003917665686458349}, {'X': 0.649063766002655, 'Y': 0.5111396312713623, 'Z': 0.0038065114058554173}, {'X': 0.6737673282623291, 'Y': 0.47744715213775635, 'Z': 0.015313324518501759}, {'X': 0.6503016352653503, 'Y': 0.5376632213592529, 'Z': 0.05215146020054817}, {'X': 0.6467409133911133, 'Y': 0.46518272161483765, 'Z': 0.04693431034684181}, {'X': 0.6469064950942993, 'Y': 0.42588892579078674, 'Z': 0.037883590906858444}, {'X': 0.6481534242630005, 'Y': 0.3970109820365906, 'Z': 0.03170750290155411}, {'X': 0.6779050827026367, 'Y': 0.5244250297546387, 'Z': 0.05037355795502663}, {'X': 0.6722767949104309, 'Y': 0.4473232924938202, 'Z': 0.05080696567893028}, {'X': 0.6693655252456665, 'Y': 0.40101391077041626, 'Z': 0.038992222398519516}, {'X': 0.6686275005340576, 'Y': 0.3699701130390167, 'Z': 0.03333853930234909}, {'X': 0.7041905522346497, 'Y': 0.5254938006401062, 'Z': 0.04088160768151283}, {'X': 0.6999381184577942, 'Y': 0.45101651549339294, 'Z': 0.03665276989340782}, {'X': 0.6948917508125305, 'Y': 0.40908002853393555, 'Z': 0.019659604877233505}, {'X': 0.6925101280212402, 'Y': 0.37683552503585815, 'Z': 0.00984140858054161}, {'X': 0.7308026552200317, 'Y': 0.541611909866333, 'Z': 0.02861662767827511}, {'X': 0.7258370518684387, 'Y': 0.488984614610672, 'Z': 0.019350651651620865}, {'X': 0.7203410863876343, 'Y': 0.4536241292953491, 'Z': 0.00834446121007204}, {'X': 0.7160032987594604, 'Y': 0.4218592047691345, 'Z': 0.0024607814848423004}]
[{'X': 0.7144057750701904, 'Y': 0.7108207941055298, 'Z': -4.620572508429177e-05}, {'X': 0.6730732917785645, 'Y': 0.6732812523841858, 'Z': -0.021362757310271263}, {'X': 0.6515233516693115, 'Y': 0.5823468565940857, 'Z': -0.02229193225502968}, {'X': 0.6531640887260437, 'Y': 0.4973665177822113, 'Z': -0.028325332328677177}, {'X': 0.6567638516426086, 'Y': 0.4384681284427643, 'Z': -0.02946319617331028}, {'X': 0.6623814702033997, 'Y': 0.5265373587608337, 'Z': 0.0231242123991251}, {'X': 0.6577536463737488, 'Y': 0.45084697008132935, 'Z': 0.0023853087332099676}, {'X': 0.6595308184623718, 'Y': 0.4144739806652069, 'Z': -0.020040186122059822}, {'X': 0.6630008220672607, 'Y': 0.3890363574028015, 'Z': -0.0373111329972744}, {'X': 0.6887389421463013, 'Y': 0.5207045078277588, 'Z': 0.020506571978330612}, {'X': 0.682898759841919, 'Y': 0.4373854994773865, 'Z': -0.001626305398531258}, {'X': 0.6831987500190735, 'Y': 0.4024583697319031, 'Z': -0.03140268474817276}, {'X': 0.6846883893013, 'Y': 0.38149088621139526, 'Z': -0.04712783545255661}, {'X': 0.7134641408920288, 'Y': 0.5284267067909241, 'Z': 0.010699274018406868}, {'X': 0.709219753742218, 'Y': 0.4478544294834137, 'Z': -0.01465489249676466}, {'X': 0.7072501182556152, 'Y': 0.4223479628562927, 'Z': -0.039494022727012634}, {'X': 0.7052165269851685, 'Y': 0.4015263020992279, 'Z': -0.05244244262576103}, {'X': 0.7398478984832764, 'Y': 0.5505141019821167, 'Z': -0.0006415832322090864}, {'X': 0.7339166402816772, 'Y': 0.4925316572189331, 'Z': -0.023584527894854546}, {'X': 0.729715883731842, 'Y': 0.4646502435207367, 'Z': -0.03973107039928436}, {'X': 0.72437983751297, 'Y': 0.43465444445610046, 'Z': -0.04898536577820778}]
[{'X': 0.7151109576225281, 'Y': 0.7221252918243408, 'Z': -4.837694359594025e-05}, {'X': 0.6729307770729065, 'Y': 0.673962414264679, 'Z': -0.017866240814328194}, {'X': 0.6562966704368591, 'Y': 0.5829592347145081, 'Z': -0.016986727714538574}, {'X': 0.6599316596984863, 'Y': 0.5008748769760132, 'Z': -0.022026672959327698}, {'X': 0.6615962982177734, 'Y': 0.4397156834602356, 'Z': -0.025053495541214943}, {'X': 0.6664673686027527, 'Y': 0.528887152671814, 'Z': 0.041672319173812866}, {'X': 0.663253903388977, 'Y': 0.4529981017112732, 'Z': 0.0313430093228817}, {'X': 0.6650808453559875, 'Y': 0.41309669613838196, 'Z': 0.013533457182347775}, {'X': 0.667265772819519, 'Y': 0.38462263345718384, 'Z': -0.0019117570482194424}, {'X': 0.6932423114776611, 'Y': 0.5253006815910339, 'Z': 0.04049231484532356}, {'X': 0.6890377402305603, 'Y': 0.4432831108570099, 'Z': 0.028621485456824303}, {'X': 0.6877391338348389, 'Y': 0.4024842381477356, 'Z': 0.0009071521344594657}, {'X': 0.6875993013381958, 'Y': 0.37657344341278076, 'Z': -0.017440589144825935}, {'X': 0.7174166440963745, 'Y': 0.5339489579200745, 'Z': 0.03171445056796074}, {'X': 0.7139257192611694, 'Y': 0.45462340116500854, 'Z': 0.0183128509670496}, {'X': 0.7105939388275146, 'Y': 0.41924259066581726, 'Z': -0.006831634324043989}, {'X': 0.7085559964179993, 'Y': 0.3937687277793884, 'Z': -0.023492446169257164}, {'X': 0.7424159049987793, 'Y': 0.5560715794563293, 'Z': 0.021742772310972214}, {'X': 0.7380876541137695, 'Y': 0.49926987290382385, 'Z': 0.00655515817925334}, {'X': 0.7347297072410583, 'Y': 0.46654012799263, 'Z': -0.010268854908645153}, {'X': 0.7315892577171326, 'Y': 0.4328296184539795, 'Z': -0.022145530208945274}]
[{'X': 0.7186650633811951, 'Y': 0.7253223657608032, 'Z': -5.354768654797226e-05}, {'X': 0.6746988296508789, 'Y': 0.6717172861099243, 'Z': -0.014631806872785091}, {'X': 0.6556594371795654, 'Y': 0.5808323621749878, 'Z': -0.00950861070305109}, {'X': 0.6578922271728516, 'Y': 0.5009086728096008, 'Z': -0.012335490435361862}, {'X': 0.6610921621322632, 'Y': 0.4388158619403839, 'Z': -0.01268824003636837}, {'X': 0.6660957932472229, 'Y': 0.5379089713096619, 'Z': 0.05169204995036125}, {'X': 0.6613911390304565, 'Y': 0.46606045961380005, 'Z': 0.04602774232625961}, {'X': 0.6619734168052673, 'Y': 0.42488181591033936, 'Z': 0.03329392895102501}, {'X': 0.6627274751663208, 'Y': 0.38938191533088684, 'Z': 0.0214891005307436}, {'X': 0.6925075054168701, 'Y': 0.5339716076850891, 'Z': 0.05124033987522125}, {'X': 0.6879249811172485, 'Y': 0.4573715627193451, 'Z': 0.04903111234307289}, {'X': 0.6858646273612976, 'Y': 0.41246724128723145, 'Z': 0.024334833025932312}, {'X': 0.685113251209259, 'Y': 0.37422963976860046, 'Z': 0.0077626267448067665}, {'X': 0.716803252696991, 'Y': 0.539435625076294, 'Z': 0.04242777079343796}, {'X': 0.7139977216720581, 'Y': 0.46596384048461914, 'Z': 0.03888591378927231}, {'X': 0.7101621627807617, 'Y': 0.4247254431247711, 'Z': 0.016541140154004097}, {'X': 0.7074503898620605, 'Y': 0.38890135288238525, 'Z': -0.0014504243154078722}, {'X': 0.7421419024467468, 'Y': 0.5568068623542786, 'Z': 0.03178428113460541}, {'X': 0.7383226156234741, 'Y': 0.5000085830688477, 'Z': 0.02292776294052601}, {'X': 0.7338945269584656, 'Y': 0.4669342637062073, 'Z': 0.007262963801622391}, {'X': 0.7290692329406738, 'Y': 0.4318752586841583, 'Z': -0.004661255516111851}]
[{'X': 0.7150779366493225, 'Y': 0.7202694416046143, 'Z': -3.888723222189583e-05}, {'X': 0.6734592914581299, 'Y': 0.6734606027603149, 'Z': -0.01724649779498577}, {'X': 0.6567080616950989, 'Y': 0.5829422473907471, 'Z': -0.016049673780798912}, {'X': 0.6603935956954956, 'Y': 0.5009837746620178, 'Z': -0.021556096151471138}, {'X': 0.6613100171089172, 'Y': 0.4385181665420532, 'Z': -0.02533775195479393}, {'X': 0.6649350523948669, 'Y': 0.5319612622261047, 'Z': 0.03866823762655258}, {'X': 0.660898745059967, 'Y': 0.45751672983169556, 'Z': 0.028234517201781273}, {'X': 0.6621955037117004, 'Y': 0.4167678952217102, 'Z': 0.012504600919783115}, {'X': 0.6641040444374084, 'Y': 0.38393208384513855, 'Z': -0.0010193639900535345}, {'X': 0.6912307739257812, 'Y': 0.5278428196907043, 'Z': 0.036844585090875626}, {'X': 0.6866444945335388, 'Y': 0.4485248923301697, 'Z': 0.0265412125736475}, {'X': 0.685606837272644, 'Y': 0.4056914448738098, 'Z': -0.00039822718827053905}, {'X': 0.6863337755203247, 'Y': 0.37382784485816956, 'Z': -0.017467711120843887}, {'X': 0.7154371738433838, 'Y': 0.5361664891242981, 'Z': 0.027320895344018936}, {'X': 0.7118879556655884, 'Y': 0.45965760946273804, 'Z': 0.01574421115219593}, {'X': 0.7086654901504517, 'Y': 0.42093512415885925, 'Z': -0.008502548560500145}, {'X': 0.7068890929222107, 'Y': 0.3889304995536804, 'Z': -0.025942202657461166}, {'X': 0.7406171560287476, 'Y': 0.5580613017082214, 'Z': 0.01627677120268345}, {'X': 0.735866367816925, 'Y': 0.5003292560577393, 'Z': 0.001653989078477025}, {'X': 0.7323204278945923, 'Y': 0.46633467078208923, 'Z': -0.01539762131869793}, {'X': 0.7287709712982178, 'Y': 0.42959773540496826, 'Z': -0.027535835281014442}]
[{'X': 0.7147287130355835, 'Y': 0.7182279825210571, 'Z': -5.196385245653801e-05}, {'X': 0.6718969345092773, 'Y': 0.6726604104042053, 'Z': -0.020082445815205574}, {'X': 0.6551352739334106, 'Y': 0.5825445652008057, 'Z': -0.02007615938782692}, {'X': 0.6599006652832031, 'Y': 0.5003798007965088, 'Z': -0.025261826813220978}, {'X': 0.6626257300376892, 'Y': 0.43917274475097656, 'Z': -0.02859167940914631}, {'X': 0.6628738641738892, 'Y': 0.5280746221542358, 'Z': 0.03950616344809532}, {'X': 0.6593526601791382, 'Y': 0.45202964544296265, 'Z': 0.029050257056951523}, {'X': 0.6614024639129639, 'Y': 0.412311851978302, 'Z': 0.010054443962872028}, {'X': 0.664131224155426, 'Y': 0.38522079586982727, 'Z': -0.005819744896143675}, {'X': 0.6898601651191711, 'Y': 0.523642361164093, 'Z': 0.03936268389225006}, {'X': 0.6853164434432983, 'Y': 0.4426068663597107, 'Z': 0.027678459882736206}, {'X': 0.6848713159561157, 'Y': 0.4012828767299652, 'Z': -0.0008061448461376131}, {'X': 0.6855278015136719, 'Y': 0.37613436579704285, 'Z': -0.019611282274127007}, {'X': 0.7145939469337463, 'Y': 0.5318941473960876, 'Z': 0.03149273619055748}, {'X': 0.7112914323806763, 'Y': 0.45383793115615845, 'Z': 0.0186935942620039}, {'X': 0.7085986137390137, 'Y': 0.4175337553024292, 'Z': -0.007449135649949312}, {'X': 0.7071516513824463, 'Y': 0.39146775007247925, 'Z': -0.024866566061973572}, {'X': 0.7398282885551453, 'Y': 0.5531006455421448, 'Z': 0.02205139957368374}, {'X': 0.7361820340156555, 'Y': 0.4961170256137848, 'Z': 0.007510149851441383}, {'X': 0.7334464192390442, 'Y': 0.46205487847328186, 'Z': -0.009722838178277016}, {'X': 0.730803906917572, 'Y': 0.42700085043907166, 'Z': -0.021812625229358673}]
[{'X': 0.7125617861747742, 'Y': 0.6973146200180054, 'Z': -4.523161624092609e-05}, {'X': 0.6725848317146301, 'Y': 0.6686373353004456, 'Z': -0.025291061028838158}, {'X': 0.6479665040969849, 'Y': 0.5885142683982849, 'Z': -0.029708966612815857}, {'X': 0.6443813443183899, 'Y': 0.5115665197372437, 'Z': -0.03818991780281067}, {'X': 0.6430204510688782, 'Y': 0.45090317726135254, 'Z': -0.04543241485953331}, {'X': 0.6639195680618286, 'Y': 0.5264382362365723, 'Z': 0.013857189565896988}, {'X': 0.6593393087387085, 'Y': 0.44723939895629883, 'Z': -0.0032301954925060272}, {'X': 0.6597506999969482, 'Y': 0.4056304097175598, 'Z': -0.02057885378599167}, {'X': 0.6619848608970642, 'Y': 0.37461039423942566, 'Z': -0.0334237702190876}, {'X': 0.6906037330627441, 'Y': 0.5212565660476685, 'Z': 0.012277687899768353}, {'X': 0.6849797964096069, 'Y': 0.4382702112197876, 'Z': -0.0012481340672820807}, {'X': 0.6823975443840027, 'Y': 0.3934297561645508, 'Z': -0.02646745927631855}, {'X': 0.6827347278594971, 'Y': 0.35714298486709595, 'Z': -0.04366704821586609}, {'X': 0.7163702845573425, 'Y': 0.5282636880874634, 'Z': 0.003983430564403534}, {'X': 0.712174654006958, 'Y': 0.4502676725387573, 'Z': -0.006836575455963612}, {'X': 0.7082275748252869, 'Y': 0.4065316915512085, 'Z': -0.029623713344335556}, {'X': 0.7064642906188965, 'Y': 0.36664626002311707, 'Z': -0.04763686656951904}, {'X': 0.7425873279571533, 'Y': 0.5472341179847717, 'Z': -0.006635769736021757}, {'X': 0.739402174949646, 'Y': 0.48750925064086914, 'Z': -0.0170749519020319}, {'X': 0.7364228963851929, 'Y': 0.4496653079986572, 'Z': -0.03167401999235153}, {'X': 0.7330358624458313, 'Y': 0.4121283292770386, 'Z': -0.043865401297807693}]
[{'X': 0.7152397036552429, 'Y': 0.7065075039863586, 'Z': -2.2171858290676028e-05}, {'X': 0.6680955290794373, 'Y': 0.6782251596450806, 'Z': -0.01344507746398449}, {'X': 0.6361818909645081, 'Y': 0.6021962761878967, 'Z': -0.01420500222593546}, {'X': 0.6238148808479309, 'Y': 0.5254877805709839, 'Z': -0.01920490339398384}, {'X': 0.6114159226417542, 'Y': 0.46729210019111633, 'Z': -0.025192398577928543}, {'X': 0.6614814400672913, 'Y': 0.5160133838653564, 'Z': 0.033190954476594925}, {'X': 0.6550775170326233, 'Y': 0.43394237756729126, 'Z': 0.03556510806083679}, {'X': 0.6548163890838623, 'Y': 0.3838486075401306, 'Z': 0.026841774582862854}, {'X': 0.6569439768791199, 'Y': 0.34020182490348816, 'Z': 0.017945662140846252}, {'X': 0.6892438530921936, 'Y': 0.5076940655708313, 'Z': 0.03202085569500923}, {'X': 0.683056116104126, 'Y': 0.4159872531890869, 'Z': 0.038708824664354324}, {'X': 0.6819981336593628, 'Y': 0.36246511340141296, 'Z': 0.023493319749832153}, {'X': 0.6836991906166077, 'Y': 0.3165990710258484, 'Z': 0.010144504718482494}, {'X': 0.7167088985443115, 'Y': 0.5145936012268066, 'Z': 0.026737075299024582}, {'X': 0.7120898962020874, 'Y': 0.42548972368240356, 'Z': 0.03238837420940399}, {'X': 0.7086164355278015, 'Y': 0.3727497458457947, 'Z': 0.01683894917368889}, {'X': 0.7073125839233398, 'Y': 0.3292577266693115, 'Z': 0.003898230381309986}, {'X': 0.7451725602149963, 'Y': 0.5347926616668701, 'Z': 0.020082814618945122}, {'X': 0.7418439388275146, 'Y': 0.46554115414619446, 'Z': 0.01809053309261799}, {'X': 0.7385256290435791, 'Y': 0.42127180099487305, 'Z': 0.009087472222745419}, {'X': 0.7345899343490601, 'Y': 0.38160374760627747, 'Z': 0.0005728576797991991}]
[{'X': 0.7105465531349182, 'Y': 0.7174077033996582, 'Z': -2.2400989109883085e-05}, {'X': 0.6655663251876831, 'Y': 0.6921458840370178, 'Z': -0.02001773566007614}, {'X': 0.6302517056465149, 'Y': 0.6200037002563477, 'Z': -0.02631554566323757}, {'X': 0.6108884215354919, 'Y': 0.5498313307762146, 'Z': -0.03523271530866623}, {'X': 0.590113639831543, 'Y': 0.5015298128128052, 'Z': -0.04577615484595299}, {'X': 0.6571356058120728, 'Y': 0.5167137980461121, 'Z': 0.018288129940629005}, {'X': 0.6518221497535706, 'Y': 0.4377971887588501, 'Z': 0.015961799770593643}, {'X': 0.6516727805137634, 'Y': 0.38992398977279663, 'Z': 0.004908677190542221}, {'X': 0.6528031229972839, 'Y': 0.34492501616477966, 'Z': -0.0066249314695596695}, {'X': 0.6851143836975098, 'Y': 0.5089072585105896, 'Z': 0.017442528158426285}, {'X': 0.6792536377906799, 'Y': 0.41913118958473206, 'Z': 0.021344339475035667}, {'X': 0.6774463057518005, 'Y': 0.3666609525680542, 'Z': 0.0049900165759027}, {'X': 0.6768985986709595, 'Y': 0.32065099477767944, 'Z': -0.008919430896639824}, {'X': 0.7132439017295837, 'Y': 0.5156371593475342, 'Z': 0.012311833910644054}, {'X': 0.708602786064148, 'Y': 0.429890513420105, 'Z': 0.015434722416102886}, {'X': 0.7043991088867188, 'Y': 0.3789616823196411, 'Z': -0.0021661713253706694}, {'X': 0.7013823986053467, 'Y': 0.3350483775138855, 'Z': -0.01623266562819481}, {'X': 0.7431347370147705, 'Y': 0.5362988114356995, 'Z': 0.005265510641038418}, {'X': 0.7416547536849976, 'Y': 0.4710369408130646, 'Z': 0.000628218927886337}, {'X': 0.7381690740585327, 'Y': 0.430314302444458, 'Z': -0.010127385146915913}, {'X': 0.733506441116333, 'Y': 0.3926001191139221, 'Z': -0.01920205168426037}]
[{'X': 0.709723949432373, 'Y': 0.7218015193939209, 'Z': -8.895103746908717e-06}, {'X': 0.6632310152053833, 'Y': 0.6993883848190308, 'Z': -0.01559409685432911}, {'X': 0.6254485845565796, 'Y': 0.6253251433372498, 'Z': -0.01708826795220375}, {'X': 0.6024717092514038, 'Y': 0.5550062656402588, 'Z': -0.022129487246274948}, {'X': 0.5809633135795593, 'Y': 0.5100478529930115, 'Z': -0.02725679613649845}, {'X': 0.6558900475502014, 'Y': 0.5180382132530212, 'Z': 0.03100331872701645}, {'X': 0.6501681208610535, 'Y': 0.434095174074173, 'Z': 0.03376871347427368}, {'X': 0.6501046419143677, 'Y': 0.3856245279312134, 'Z': 0.025568639859557152}, {'X': 0.6507406830787659, 'Y': 0.3441765308380127, 'Z': 0.015724483877420425}, {'X': 0.6840603351593018, 'Y': 0.5083121061325073, 'Z': 0.02938825450837612}, {'X': 0.6773910522460938, 'Y': 0.4139941334724426, 'Z': 0.03649592772126198}, {'X': 0.6746993064880371, 'Y': 0.36126935482025146, 'Z': 0.025531942024827003}, {'X': 0.6731567978858948, 'Y': 0.31663385033607483, 'Z': 0.014940975233912468}, {'X': 0.7114065289497375, 'Y': 0.5140818357467651, 'Z': 0.023265905678272247}, {'X': 0.7059718370437622, 'Y': 0.42295342683792114, 'Z': 0.02768983133137226}, {'X': 0.7012981176376343, 'Y': 0.3726661205291748, 'Z': 0.01659817434847355}, {'X': 0.6975831985473633, 'Y': 0.33034878969192505, 'Z': 0.00589150283485651}, {'X': 0.740360677242279, 'Y': 0.5343573093414307, 'Z': 0.014856421388685703}, {'X': 0.7378275394439697, 'Y': 0.46477264165878296, 'Z': 0.012598464265465736}, {'X': 0.7343541979789734, 'Y': 0.4233347177505493, 'Z': 0.006015533581376076}, {'X': 0.7292816042900085, 'Y': 0.3859442174434662, 'Z': -0.00031710733310319483}]
[{'X': 0.7075016498565674, 'Y': 0.714851438999176, 'Z': -1.9213432096876204e-05}, {'X': 0.661971926689148, 'Y': 0.6932308077812195, 'Z': -0.015879981219768524}, {'X': 0.6226898431777954, 'Y': 0.6252602338790894, 'Z': -0.017812831327319145}, {'X': 0.5984161496162415, 'Y': 0.5584009289741516, 'Z': -0.02370082028210163}, {'X': 0.5773776769638062, 'Y': 0.5127992630004883, 'Z': -0.030350234359502792}, {'X': 0.6533857583999634, 'Y': 0.5201928019523621, 'Z': 0.029144812375307083}, {'X': 0.648476243019104, 'Y': 0.43597611784935, 'Z': 0.031469978392124176}, {'X': 0.6483810544013977, 'Y': 0.3866382837295532, 'Z': 0.02382289059460163}, {'X': 0.6488979458808899, 'Y': 0.3433803915977478, 'Z': 0.014442034997045994}, {'X': 0.6817817687988281, 'Y': 0.5100772380828857, 'Z': 0.02706591598689556}, {'X': 0.6764807105064392, 'Y': 0.4150998890399933, 'Z': 0.03300455957651138}, {'X': 0.6747190952301025, 'Y': 0.3603157103061676, 'Z': 0.018140681087970734}, {'X': 0.6734389662742615, 'Y': 0.31437772512435913, 'Z': 0.005066928919404745}, {'X': 0.7103652358055115, 'Y': 0.5149546265602112, 'Z': 0.02113323286175728}, {'X': 0.7053389549255371, 'Y': 0.4251113831996918, 'Z': 0.024844259023666382}, {'X': 0.7010863423347473, 'Y': 0.3723341226577759, 'Z': 0.009286384098231792}, {'X': 0.6975849270820618, 'Y': 0.3285104036331177, 'Z': -0.003569698892533779}, {'X': 0.7407980561256409, 'Y': 0.5346171259880066, 'Z': 0.013086177408695221}, {'X': 0.7394294142723083, 'Y': 0.4676801562309265, 'Z': 0.008743096143007278}, {'X': 0.7357052564620972, 'Y': 0.42499464750289917, 'Z': 3.063581607420929e-05}, {'X': 0.7298331260681152, 'Y': 0.3863127827644348, 'Z': -0.007247761823236942}]
[{'X': 0.7085533142089844, 'Y': 0.7167741060256958, 'Z': -1.3498673069989309e-05}, {'X': 0.6634702086448669, 'Y': 0.6965665817260742, 'Z': -0.016808003187179565}, {'X': 0.624629557132721, 'Y': 0.6282792091369629, 'Z': -0.020909328013658524}, {'X': 0.600706160068512, 'Y': 0.5611945986747742, 'Z': -0.028580307960510254}, {'X': 0.5786563754081726, 'Y': 0.5153638124465942, 'Z': -0.03825521096587181}, {'X': 0.6533074975013733, 'Y': 0.519077718257904, 'Z': 0.02714550495147705}, {'X': 0.6471912860870361, 'Y': 0.43670469522476196, 'Z': 0.02920951507985592}, {'X': 0.6473415493965149, 'Y': 0.3869590163230896, 'Z': 0.020799385383725166}, {'X': 0.648758590221405, 'Y': 0.34339654445648193, 'Z': 0.01087409257888794}, {'X': 0.6810274124145508, 'Y': 0.5083541870117188, 'Z': 0.025579269975423813}, {'X': 0.6746444702148438, 'Y': 0.4168371260166168, 'Z': 0.03134114295244217}, {'X': 0.6726033687591553, 'Y': 0.3630746603012085, 'Z': 0.01716822013258934}, {'X': 0.6718282103538513, 'Y': 0.3177552819252014, 'Z': 0.004604998975992203}, {'X': 0.7094124555587769, 'Y': 0.51347416639328, 'Z': 0.019965162500739098}, {'X': 0.7037347555160522, 'Y': 0.42521023750305176, 'Z': 0.02395796962082386}, {'X': 0.6997007727622986, 'Y': 0.3741629123687744, 'Z': 0.008894986473023891}, {'X': 0.6970289349555969, 'Y': 0.3308737277984619, 'Z': -0.003777656937018037}, {'X': 0.7402052283287048, 'Y': 0.5329590439796448, 'Z': 0.012221633456647396}, {'X': 0.7376518249511719, 'Y': 0.4647647440433502, 'Z': 0.009648527018725872}, {'X': 0.7343043088912964, 'Y': 0.422701358795166, 'Z': 0.0018393656937405467}, {'X': 0.7296420335769653, 'Y': 0.3835792541503906, 'Z': -0.0057670604437589645}]
