[{'X': 0.6186809539794922, 'Y': 0.827722430229187, 'Z': -7.038978219497949e-05}, {'X': 0.5653101205825806, 'Y': 0.8091723322868347, 'Z': 0.013108589686453342}, {'X': 0.5355050563812256, 'Y': 0.7451841831207275, 'Z': 0.02098703384399414}, {'X': 0.519005298614502, 'Y': 0.6951281428337097, 'Z': 0.022133469581604004}, {'X': 0.4992443323135376, 'Y': 0.6724584102630615, 'Z': 0.020446160808205605}, {'X': 0.570125162601471, 'Y': 0.6153370141983032, 'Z': 0.033275146037340164}, {'X': 0.5653277635574341, 'Y': 0.5243269205093384, 'Z': 0.035287488251924515}, {'X': 0.5578548908233643, 'Y': 0.46673810482025146, 'Z': 0.024640604853630066}, {'X': 0.5486751794815063, 'Y': 0.4204156696796417, 'Z': 0.012202557176351547}, {'X': 0.5990205407142639, 'Y': 0.601447582244873, 'Z': 0.014056289568543434}, {'X': 0.5937034487724304, 'Y': 0.5034887790679932, 'Z': 0.015143027529120445}, {'X': 0.5825958251953125, 'Y': 0.4348209500312805, 'Z': -0.001103850663639605}, {'X': 0.5704727172851562, 'Y': 0.3810952603816986, 'Z': -0.01521560549736023}, {'X': 0.6273415088653564, 'Y': 0.6054596304893494, 'Z': -0.007267830893397331}, {'X': 0.6231893301010132, 'Y': 0.5063402652740479, 'Z': -0.009379486553370953}, {'X': 0.614036500453949, 'Y': 0.44172561168670654, 'Z': -0.021087268367409706}, {'X': 0.6031201481819153, 'Y': 0.38899314403533936, 'Z': -0.03317798301577568}, {'X': 0.6580392718315125, 'Y': 0.6287072896957397, 'Z': -0.029109645634889603}, {'X': 0.6692342758178711, 'Y': 0.5446686744689941, 'Z': -0.03589172288775444}, {'X': 0.6722568273544312, 'Y': 0.4862363338470459, 'Z': -0.0447625070810318}, {'X': 0.6701287627220154, 'Y': 0.42929792404174805, 'Z': -0.05093027278780937}]
[{'X': 0.6196286082267761, 'Y': 0.8386465907096863, 'Z': -6.678506906609982e-05}, {'X': 0.5688667893409729, 'Y': 0.8094350099563599, 'Z': 0.02588902786374092}, {'X': 0.539086639881134, 'Y': 0.7404618263244629, 'Z': 0.04575493186712265}, {'X': 0.5192863345146179, 'Y': 0.6904510855674744, 'Z': 0.05434131249785423}, {'X': 0.5071978569030762, 'Y': 0.6689026355743408, 'Z': 0.061716701835393906}, {'X': 0.576319694519043, 'Y': 0.6177948713302612, 'Z': 0.06541035324335098}, {'X': 0.5663726329803467, 'Y': 0.5427175164222717, 'Z': 0.07562568783760071}, {'X': 0.554777204990387, 'Y': 0.5052667856216431, 'Z': 0.07122725993394852}, {'X': 0.544947624206543, 'Y': 0.4819532334804535, 'Z': 0.06656848639249802}, {'X': 0.5993876457214355, 'Y': 0.6002333760261536, 'Z': 0.04088073596358299}, {'X': 0.5855182409286499, 'Y': 0.5088322758674622, 'Z': 0.047507144510746}, {'X': 0.5705923438072205, 'Y': 0.4581182599067688, 'Z': 0.0367584228515625}, {'X': 0.557726263999939, 'Y': 0.4145738482475281, 'Z': 0.025339612737298012}, {'X': 0.6230478882789612, 'Y': 0.6026091575622559, 'Z': 0.012591412290930748}, {'X': 0.6060488224029541, 'Y': 0.5189232230186462, 'Z': 0.0051617189310491085}, {'X': 0.5819494724273682, 'Y': 0.4935356378555298, 'Z': -0.013647885993123055}, {'X': 0.5600078701972961, 'Y': 0.48032093048095703, 'Z': -0.02385225147008896}, {'X': 0.6513323783874512, 'Y': 0.6171459555625916, 'Z': -0.01581844501197338}, {'X': 0.6572423577308655, 'Y': 0.531947672367096, 'Z': -0.022487075999379158}, {'X': 0.6595721244812012, 'Y': 0.4790780246257782, 'Z': -0.03171186521649361}, {'X': 0.6568260192871094, 'Y': 0.4226977229118347, 'Z': -0.03783990815281868}]
[{'X': 0.6136583089828491, 'Y': 0.834394633769989, 'Z': -5.207400681683794e-05}, {'X': 0.5656704902648926, 'Y': 0.8083030581474304, 'Z': 0.024163801223039627}, {'X': 0.5358445048332214, 'Y': 0.7416093349456787, 'Z': 0.03416867554187775}, {'X': 0.5154716372489929, 'Y': 0.6954630613327026, 'Z': 0.03264904022216797}, {'X': 0.5030241012573242, 'Y': 0.6644044518470764, 'Z': 0.028046326711773872}, {'X': 0.5776224136352539, 'Y': 0.6271829605102539, 'Z': 0.053989559412002563}, {'X': 0.574891209602356, 'Y': 0.5394753217697144, 'Z': 0.06781568378210068}, {'X': 0.5670689940452576, 'Y': 0.49008291959762573, 'Z': 0.07248379290103912}, {'X': 0.559394896030426, 'Y': 0.4583653509616852, 'Z': 0.0719955712556839}, {'X': 0.6006311774253845, 'Y': 0.6141690611839294, 'Z': 0.025440141558647156}, {'X': 0.5890177488327026, 'Y': 0.5199148654937744, 'Z': 0.019472280517220497}, {'X': 0.5672447085380554, 'Y': 0.4783130884170532, 'Z': -0.0016348162898793817}, {'X': 0.5481694340705872, 'Y': 0.4539015293121338, 'Z': -0.016873063519597054}, {'X': 0.6240005493164062, 'Y': 0.6186831593513489, 'Z': -0.0037540581542998552}, {'X': 0.6038978099822998, 'Y': 0.5330094695091248, 'Z': -0.01721350848674774}, {'X': 0.5692254900932312, 'Y': 0.5393837094306946, 'Z': -0.041556764394044876}, {'X': 0.5445945262908936, 'Y': 0.5644814372062683, 'Z': -0.05360475182533264}, {'X': 0.6511393785476685, 'Y': 0.6329017281532288, 'Z': -0.03361682593822479}, {'X': 0.6554347276687622, 'Y': 0.5421445965766907, 'Z': -0.04221445694565773}, {'X': 0.6536357998847961, 'Y': 0.48299676179885864, 'Z': -0.05622182413935661}, {'X': 0.6477410197257996, 'Y': 0.4275330901145935, 'Z': -0.06675620377063751}]
[{'X': 0.6117327809333801, 'Y': 0.8088662028312683, 'Z': -4.8303067160304636e-05}, {'X': 0.5725624561309814, 'Y': 0.8103254437446594, 'Z': -0.006218848749995232}, {'X': 0.5391272306442261, 'Y': 0.7656382918357849, 'Z': -0.019948361441493034}, {'X': 0.5182876586914062, 'Y': 0.7433340549468994, 'Z': -0.040013231337070465}, {'X': 0.50528484582901, 'Y': 0.7366594672203064, 'Z': -0.06528667360544205}, {'X': 0.5726787447929382, 'Y': 0.6350102424621582, 'Z': -0.0011846955167129636}, {'X': 0.5716556310653687, 'Y': 0.5710570812225342, 'Z': -0.019443776458501816}, {'X': 0.5671425461769104, 'Y': 0.566844642162323, 'Z': -0.038698434829711914}, {'X': 0.559326708316803, 'Y': 0.5758455395698547, 'Z': -0.05213126167654991}, {'X': 0.5952440500259399, 'Y': 0.6158737540245056, 'Z': -0.0192513857036829}, {'X': 0.5825022459030151, 'Y': 0.5262740850448608, 'Z': -0.03513124957680702}, {'X': 0.5670937895774841, 'Y': 0.4689980447292328, 'Z': -0.0592622347176075}, {'X': 0.5501817464828491, 'Y': 0.4108022153377533, 'Z': -0.0816769152879715}, {'X': 0.6193259358406067, 'Y': 0.6180555820465088, 'Z': -0.04130923002958298}, {'X': 0.5974994897842407, 'Y': 0.5449281334877014, 'Z': -0.07176128774881363}, {'X': 0.5703238248825073, 'Y': 0.5481971502304077, 'Z': -0.09832008928060532}, {'X': 0.5488771200180054, 'Y': 0.5590314865112305, 'Z': -0.11512306332588196}, {'X': 0.6465124487876892, 'Y': 0.6286293864250183, 'Z': -0.0642833486199379}, {'X': 0.6468749642372131, 'Y': 0.5448837876319885, 'Z': -0.08404172956943512}, {'X': 0.6432114839553833, 'Y': 0.487374484539032, 'Z': -0.09921631217002869}, {'X': 0.6348238587379456, 'Y': 0.42817848920822144, 'Z': -0.11163134127855301}]
[{'X': 0.6245784759521484, 'Y': 0.8527698516845703, 'Z': -9.784181747818366e-05}, {'X': 0.5792945623397827, 'Y': 0.8199823498725891, 'Z': -0.012436988763511181}, {'X': 0.5461655855178833, 'Y': 0.764991283416748, 'Z': -0.04064587131142616}, {'X': 0.5267536044120789, 'Y': 0.7457413077354431, 'Z': -0.07753688842058182}, {'X': 0.5127960443496704, 'Y': 0.7528267502784729, 'Z': -0.12637270987033844}, {'X': 0.5721465945243835, 'Y': 0.6293884515762329, 'Z': -0.0037890172097831964}, {'X': 0.5656458139419556, 'Y': 0.5616452097892761, 'Z': -0.011842587031424046}, {'X': 0.5598307847976685, 'Y': 0.540044367313385, 'Z': -0.014289946295320988}, {'X': 0.5507227778434753, 'Y': 0.5158258080482483, 'Z': -0.013732069171965122}, {'X': 0.5982927680015564, 'Y': 0.6170562505722046, 'Z': -0.01977677457034588}, {'X': 0.5900082588195801, 'Y': 0.5218939185142517, 'Z': -0.03722189739346504}, {'X': 0.5756744146347046, 'Y': 0.4815148711204529, 'Z': -0.0548243448138237}, {'X': 0.55739426612854, 'Y': 0.4528449773788452, 'Z': -0.0715971291065216}, {'X': 0.6248825788497925, 'Y': 0.6234958171844482, 'Z': -0.03926834464073181}, {'X': 0.6002154350280762, 'Y': 0.5691720247268677, 'Z': -0.06491032242774963}, {'X': 0.5744996666908264, 'Y': 0.5933254361152649, 'Z': -0.09043316543102264}, {'X': 0.5552806854248047, 'Y': 0.6231968998908997, 'Z': -0.10887768119573593}, {'X': 0.6506606340408325, 'Y': 0.6454204320907593, 'Z': -0.06162877380847931}, {'X': 0.6373745203018188, 'Y': 0.5762788653373718, 'Z': -0.07640442997217178}, {'X': 0.6253069043159485, 'Y': 0.5351523160934448, 'Z': -0.09908636659383774}, {'X': 0.60809725522995, 'Y': 0.4980303943157196, 'Z': -0.12431325763463974}]
[{'X': 0.6212586164474487, 'Y': 0.8596171736717224, 'Z': -8.698056626599282e-05}, {'X': 0.5679833292961121, 'Y': 0.8123890161514282, 'Z': 0.016091836616396904}, {'X': 0.5355787873268127, 'Y': 0.7434377670288086, 'Z': 0.01744804158806801}, {'X': 0.5194223523139954, 'Y': 0.7071412801742554, 'Z': 0.006678317207843065}, {'X': 0.5248681902885437, 'Y': 0.7050110101699829, 'Z': -0.012216910719871521}, {'X': 0.5769004821777344, 'Y': 0.607886791229248, 'Z': 0.06091924011707306}, {'X': 0.5638503432273865, 'Y': 0.5175949931144714, 'Z': 0.05583440139889717}, {'X': 0.5451674461364746, 'Y': 0.4785178601741791, 'Z': 0.05075440928339958}, {'X': 0.5256946682929993, 'Y': 0.4505522549152374, 'Z': 0.0516384094953537}, {'X': 0.6042931079864502, 'Y': 0.6031860113143921, 'Z': 0.03393348678946495}, {'X': 0.5829470753669739, 'Y': 0.556415319442749, 'Z': 0.004647406749427319}, {'X': 0.5730042457580566, 'Y': 0.6084716320037842, 'Z': -0.010429665446281433}, {'X': 0.570850133895874, 'Y': 0.6539439558982849, 'Z': -0.010555841960012913}, {'X': 0.6276024580001831, 'Y': 0.6151443123817444, 'Z': 0.002736968221142888}, {'X': 0.5908412337303162, 'Y': 0.6087891459465027, 'Z': -0.036620110273361206}, {'X': 0.5818049907684326, 'Y': 0.6900180578231812, 'Z': -0.04967565834522247}, {'X': 0.5827253460884094, 'Y': 0.7473064661026001, 'Z': -0.04717324674129486}, {'X': 0.648644208908081, 'Y': 0.6386377811431885, 'Z': -0.030353037640452385}, {'X': 0.6308920383453369, 'Y': 0.5692301988601685, 'Z': -0.04821420833468437}, {'X': 0.6118530035018921, 'Y': 0.5306397676467896, 'Z': -0.0633990690112114}, {'X': 0.5914109945297241, 'Y': 0.5005271434783936, 'Z': -0.07458164542913437}]
[{'X': 0.6228441596031189, 'Y': 0.8569104671478271, 'Z': -8.082957356236875e-05}, {'X': 0.5704494714736938, 'Y': 0.8162169456481934, 'Z': 0.010912828147411346}, {'X': 0.5370326638221741, 'Y': 0.7542603611946106, 'Z': 0.009491325356066227}, {'X': 0.5215017199516296, 'Y': 0.7186117768287659, 'Z': -0.0052803740836679935}, {'X': 0.5283724069595337, 'Y': 0.7061325907707214, 'Z': -0.023306716233491898}, {'X': 0.581231951713562, 'Y': 0.6233058571815491, 'Z': 0.06542494893074036}, {'X': 0.5680891275405884, 'Y': 0.5279744267463684, 'Z': 0.060984086245298386}, {'X': 0.5482040047645569, 'Y': 0.49400076270103455, 'Z': 0.0518556609749794}, {'X': 0.5283159017562866, 'Y': 0.47363895177841187, 'Z': 0.04613271728157997}, {'X': 0.6062690019607544, 'Y': 0.6200084686279297, 'Z': 0.037712763994932175}, {'X': 0.5722919702529907, 'Y': 0.5887435674667358, 'Z': 0.002215529792010784}, {'X': 0.5681878328323364, 'Y': 0.6560664772987366, 'Z': -0.01975300908088684}, {'X': 0.5731784701347351, 'Y': 0.7034800052642822, 'Z': -0.023163020610809326}, {'X': 0.6278644800186157, 'Y': 0.6295523047447205, 'Z': 0.003945831675082445}, {'X': 0.5852963924407959, 'Y': 0.6172032952308655, 'Z': -0.03775067254900932}, {'X': 0.5785436630249023, 'Y': 0.693159818649292, 'Z': -0.057182345539331436}, {'X': 0.5833359360694885, 'Y': 0.7449173331260681, 'Z': -0.05954718962311745}, {'X': 0.6485856771469116, 'Y': 0.6451051235198975, 'Z': -0.031130237504839897}, {'X': 0.6224256157875061, 'Y': 0.5742368698120117, 'Z': -0.05184109881520271}, {'X': 0.5964072346687317, 'Y': 0.5531064867973328, 'Z': -0.06785798817873001}, {'X': 0.5755905508995056, 'Y': 0.5452544689178467, 'Z': -0.08075182139873505}]
[{'X': 0.6186379790306091, 'Y': 0.8342318534851074, 'Z': -1.7587013644515537e-05}, {'X': 0.5749632716178894, 'Y': 0.799175500869751, 'Z': 0.011250586248934269}, {'X': 0.5454704165458679, 'Y': 0.7358693480491638, 'Z': 0.012857416644692421}, {'X': 0.5332086682319641, 'Y': 0.7094255685806274, 'Z': 0.002002560766413808}, {'X': 0.5289316773414612, 'Y': 0.7040127515792847, 'Z': -0.01608729362487793}, {'X': 0.5885682106018066, 'Y': 0.6210224032402039, 'Z': 0.050505030900239944}, {'X': 0.5791417360305786, 'Y': 0.5444954633712769, 'Z': 0.04121597483754158}, {'X': 0.5625932812690735, 'Y': 0.5048788785934448, 'Z': 0.029254240915179253}, {'X': 0.5426587462425232, 'Y': 0.4729006886482239, 'Z': 0.021425368264317513}, {'X': 0.6115768551826477, 'Y': 0.6211380958557129, 'Z': 0.025316942483186722}, {'X': 0.589265763759613, 'Y': 0.5465191602706909, 'Z': -0.0019181588431820273}, {'X': 0.5654594302177429, 'Y': 0.5420354008674622, 'Z': -0.023338939994573593}, {'X': 0.5471165180206299, 'Y': 0.5524951219558716, 'Z': -0.029895763844251633}, {'X': 0.6322336792945862, 'Y': 0.631169319152832, 'Z': -0.004751567263156176}, {'X': 0.5930694341659546, 'Y': 0.6028945446014404, 'Z': -0.041905757039785385}, {'X': 0.5788180232048035, 'Y': 0.6675959825515747, 'Z': -0.052920714020729065}, {'X': 0.5772472023963928, 'Y': 0.7239223718643188, 'Z': -0.04993358626961708}, {'X': 0.6509758234024048, 'Y': 0.648459792137146, 'Z': -0.03729488328099251}, {'X': 0.626754105091095, 'Y': 0.5837807655334473, 'Z': -0.05888063460588455}, {'X': 0.6064611673355103, 'Y': 0.5688225030899048, 'Z': -0.06862729787826538}, {'X': 0.5913680195808411, 'Y': 0.5676268339157104, 'Z': -0.07406186312437057}]
[{'X': 0.608528196811676, 'Y': 0.814349889755249, 'Z': -4.083602470927872e-05}, {'X': 0.568198025226593, 'Y': 0.7951023578643799, 'Z': 0.005987857934087515}, {'X': 0.5400322675704956, 'Y': 0.7320926785469055, 'Z': 0.007030469831079245}, {'X': 0.5271596908569336, 'Y': 0.7063196301460266, 'Z': 0.0025147595442831516}, {'X': 0.5218856334686279, 'Y': 0.7118591666221619, 'Z': -0.009653842076659203}, {'X': 0.5862102508544922, 'Y': 0.6300781965255737, 'Z': 0.02808142639696598}, {'X': 0.5833192467689514, 'Y': 0.5494718551635742, 'Z': 0.015154345892369747}, {'X': 0.5698122382164001, 'Y': 0.510067343711853, 'Z': 0.00695078307762742}, {'X': 0.5564762353897095, 'Y': 0.4901088774204254, 'Z': 0.0012432632502168417}, {'X': 0.6080467700958252, 'Y': 0.6230981349945068, 'Z': 0.009701971895992756}, {'X': 0.5878229737281799, 'Y': 0.5753605961799622, 'Z': -0.024299947544932365}, {'X': 0.5738449692726135, 'Y': 0.6282089948654175, 'Z': -0.036530811339616776}, {'X': 0.5713097453117371, 'Y': 0.6758958101272583, 'Z': -0.03473532199859619}, {'X': 0.6274728178977966, 'Y': 0.6285020709037781, 'Z': -0.012279927730560303}, {'X': 0.6016415357589722, 'Y': 0.5890988707542419, 'Z': -0.05097014084458351}, {'X': 0.5878967046737671, 'Y': 0.6480684280395508, 'Z': -0.06203737482428551}, {'X': 0.5878934264183044, 'Y': 0.698359489440918, 'Z': -0.0575619600713253}, {'X': 0.6440435647964478, 'Y': 0.6393489241600037, 'Z': -0.034418508410453796}, {'X': 0.620918333530426, 'Y': 0.5771452784538269, 'Z': -0.06103174015879631}, {'X': 0.601330041885376, 'Y': 0.5552644729614258, 'Z': -0.06912428885698318}, {'X': 0.5882247090339661, 'Y': 0.5457707643508911, 'Z': -0.07099054753780365}]
[{'X': 0.6131609082221985, 'Y': 0.8286675810813904, 'Z': -4.6149780246196315e-05}, {'X': 0.5674410462379456, 'Y': 0.7971218824386597, 'Z': 0.006616401020437479}, {'X': 0.5373560190200806, 'Y': 0.7379614114761353, 'Z': 0.012012855149805546}, {'X': 0.5249267220497131, 'Y': 0.6994777917861938, 'Z': 0.010579102672636509}, {'X': 0.5176883935928345, 'Y': 0.6777948141098022, 'Z': 0.006452214438468218}, {'X': 0.5801331996917725, 'Y': 0.6220824718475342, 'Z': 0.04737108200788498}, {'X': 0.5803630352020264, 'Y': 0.5300115346908569, 'Z': 0.041022732853889465}, {'X': 0.567162811756134, 'Y': 0.49764543771743774, 'Z': 0.032892368733882904}, {'X': 0.5523884296417236, 'Y': 0.4808850884437561, 'Z': 0.028487127274274826}, {'X': 0.6039556860923767, 'Y': 0.6214255094528198, 'Z': 0.029085403308272362}, {'X': 0.5971653461456299, 'Y': 0.530230700969696, 'Z': -0.0022543570958077908}, {'X': 0.5761983394622803, 'Y': 0.5456497669219971, 'Z': -0.033384453505277634}, {'X': 0.5631881952285767, 'Y': 0.5825828313827515, 'Z': -0.048287443816661835}, {'X': 0.6269097328186035, 'Y': 0.6288214325904846, 'Z': 0.006931045558303595}, {'X': 0.6089382171630859, 'Y': 0.5807638168334961, 'Z': -0.028534583747386932}, {'X': 0.5896575450897217, 'Y': 0.6285536289215088, 'Z': -0.050791531801223755}, {'X': 0.5824441313743591, 'Y': 0.6809099316596985, 'Z': -0.05514185503125191}, {'X': 0.652100145816803, 'Y': 0.6440531611442566, 'Z': -0.014896751381456852}, {'X': 0.6424053311347961, 'Y': 0.5705340504646301, 'Z': -0.03963400050997734}, {'X': 0.6241966485977173, 'Y': 0.5493348836898804, 'Z': -0.05487106740474701}, {'X': 0.6091606020927429, 'Y': 0.5508730411529541, 'Z': -0.06044100970029831}]
[{'X': 0.6138613820075989, 'Y': 0.8320767879486084, 'Z': -5.566567779169418e-05}, {'X': 0.5690109133720398, 'Y': 0.8028335571289062, 'Z': 0.012081554159522057}, {'X': 0.5360797047615051, 'Y': 0.741018533706665, 'Z': 0.02498495765030384}, {'X': 0.5260269045829773, 'Y': 0.6960995197296143, 'Z': 0.029875116422772408}, {'X': 0.5308029651641846, 'Y': 0.6735272407531738, 'Z': 0.03456682711839676}, {'X': 0.5798937082290649, 'Y': 0.6302139163017273, 'Z': 0.0743081346154213}, {'X': 0.5792121291160583, 'Y': 0.5441862940788269, 'Z': 0.0853004902601242}, {'X': 0.5664381384849548, 'Y': 0.5048949718475342, 'Z': 0.08506520837545395}, {'X': 0.5545185208320618, 'Y': 0.4857712686061859, 'Z': 0.08142871409654617}, {'X': 0.602064847946167, 'Y': 0.6234572529792786, 'Z': 0.05605381727218628}, {'X': 0.5975121855735779, 'Y': 0.5244643688201904, 'Z': 0.04849721118807793}, {'X': 0.5730472207069397, 'Y': 0.522542417049408, 'Z': 0.025817254558205605}, {'X': 0.5579637289047241, 'Y': 0.5495346784591675, 'Z': 0.007926995866000652}, {'X': 0.623876690864563, 'Y': 0.6290730237960815, 'Z': 0.034800104796886444}, {'X': 0.6152578592300415, 'Y': 0.5393666625022888, 'Z': 0.021498525515198708}, {'X': 0.5901816487312317, 'Y': 0.5549333691596985, 'Z': -0.003939476795494556}, {'X': 0.5771840214729309, 'Y': 0.5973589420318604, 'Z': -0.019939590245485306}, {'X': 0.6503112316131592, 'Y': 0.6432814002037048, 'Z': 0.013537646271288395}, {'X': 0.6399458646774292, 'Y': 0.5650029182434082, 'Z': 0.00044204789446666837}, {'X': 0.6181050539016724, 'Y': 0.5533548593521118, 'Z': -0.012296680361032486}, {'X': 0.6022011041641235, 'Y': 0.5751127600669861, 'Z': -0.022260811179876328}]
[{'X': 0.6080291271209717, 'Y': 0.8235003352165222, 'Z': -3.9675553125562146e-05}, {'X': 0.5670348405838013, 'Y': 0.7927692532539368, 'Z': 0.01662137545645237}, {'X': 0.537004828453064, 'Y': 0.7454550862312317, 'Z': 0.027667222544550896}, {'X': 0.5208142399787903, 'Y': 0.7205860018730164, 'Z': 0.02942206896841526}, {'X': 0.514851450920105, 'Y': 0.7163987755775452, 'Z': 0.02916811779141426}, {'X': 0.5774009227752686, 'Y': 0.6338803768157959, 'Z': 0.06959812343120575}, {'X': 0.5783666372299194, 'Y': 0.546192467212677, 'Z': 0.08441023528575897}, {'X': 0.5690574049949646, 'Y': 0.5094249844551086, 'Z': 0.08709537237882614}, {'X': 0.5605576038360596, 'Y': 0.49169066548347473, 'Z': 0.08510848134756088}, {'X': 0.5996499061584473, 'Y': 0.6265977621078491, 'Z': 0.04750105366110802}, {'X': 0.5977907180786133, 'Y': 0.526496171951294, 'Z': 0.0402635894715786}, {'X': 0.5794309377670288, 'Y': 0.5267307758331299, 'Z': 0.018744487315416336}, {'X': 0.5691996216773987, 'Y': 0.5543278455734253, 'Z': 0.0028890022076666355}, {'X': 0.621878981590271, 'Y': 0.6295106410980225, 'Z': 0.023632334545254707}, {'X': 0.6131064891815186, 'Y': 0.5463904142379761, 'Z': 0.00809001736342907}, {'X': 0.5927426218986511, 'Y': 0.5762462615966797, 'Z': -0.01681061089038849}, {'X': 0.5855250954627991, 'Y': 0.6275491118431091, 'Z': -0.03001716546714306}, {'X': 0.6472059488296509, 'Y': 0.6397684812545776, 'Z': 0.0010795046109706163}, {'X': 0.6380198001861572, 'Y': 0.5610625743865967, 'Z': -0.011383543722331524}, {'X': 0.6187848448753357, 'Y': 0.5472188591957092, 'Z': -0.02272913232445717}, {'X': 0.6070556640625, 'Y': 0.5643764734268188, 'Z': -0.029891178011894226}]
[{'X': 0.6100379824638367, 'Y': 0.8184196352958679, 'Z': -4.122514292248525e-05}, {'X': 0.5675285458564758, 'Y': 0.7931195497512817, 'Z': 0.02114744484424591}, {'X': 0.5358656644821167, 'Y': 0.7356935143470764, 'Z': 0.040993545204401016}, {'X': 0.5213351845741272, 'Y': 0.6960024833679199, 'Z': 0.0527510829269886}, {'X': 0.5207304954528809, 'Y': 0.679981529712677, 'Z': 0.06439314782619476}, {'X': 0.5802740454673767, 'Y': 0.6326190829277039, 'Z': 0.08413596451282501}, {'X': 0.5784682035446167, 'Y': 0.5533636212348938, 'Z': 0.10305780172348022}, {'X': 0.5679282546043396, 'Y': 0.5148906707763672, 'Z': 0.10945003479719162}, {'X': 0.5587620735168457, 'Y': 0.49520593881607056, 'Z': 0.10991403460502625}, {'X': 0.6017612218856812, 'Y': 0.6228812336921692, 'Z': 0.06524138152599335}, {'X': 0.6002421975135803, 'Y': 0.5356442332267761, 'Z': 0.06397227197885513}, {'X': 0.5822775959968567, 'Y': 0.5294574499130249, 'Z': 0.046162474900484085}, {'X': 0.5717147588729858, 'Y': 0.5528616309165955, 'Z': 0.033937592059373856}, {'X': 0.6231735348701477, 'Y': 0.6241562962532043, 'Z': 0.0438632071018219}, {'X': 0.6170073747634888, 'Y': 0.5413455963134766, 'Z': 0.035701993852853775}, {'X': 0.5991343259811401, 'Y': 0.5574092268943787, 'Z': 0.0130551066249609}, {'X': 0.590657651424408, 'Y': 0.6019679307937622, 'Z': -0.0007538353675045073}, {'X': 0.6482141613960266, 'Y': 0.6348974704742432, 'Z': 0.0238866675645113}, {'X': 0.6410704851150513, 'Y': 0.5606876611709595, 'Z': 0.01615193486213684}, {'X': 0.6255306601524353, 'Y': 0.5442212820053101, 'Z': 0.005643052514642477}, {'X': 0.6145902872085571, 'Y': 0.5618471503257751, 'Z': -0.002725106431171298}]
[{'X': 0.6032206416130066, 'Y': 0.8164841532707214, 'Z': -5.097399844089523e-05}, {'X': 0.5605406165122986, 'Y': 0.7942039370536804, 'Z': 0.02216990292072296}, {'X': 0.5368345379829407, 'Y': 0.7450665235519409, 'Z': 0.04527038708329201}, {'X': 0.5215041041374207, 'Y': 0.714507520198822, 'Z': 0.06036797910928726}, {'X': 0.509721040725708, 'Y': 0.7026258111000061, 'Z': 0.07382209599018097}, {'X': 0.5767191052436829, 'Y': 0.6556395292282104, 'Z': 0.07898785918951035}, {'X': 0.5791981220245361, 'Y': 0.5802171230316162, 'Z': 0.10036402940750122}, {'X': 0.5764604210853577, 'Y': 0.5364621877670288, 'Z': 0.10786114633083344}, {'X': 0.5728034973144531, 'Y': 0.5093777775764465, 'Z': 0.10790964215993881}, {'X': 0.5934752225875854, 'Y': 0.6485667824745178, 'Z': 0.0633498951792717}, {'X': 0.5961097478866577, 'Y': 0.5677534937858582, 'Z': 0.07520753890275955}, {'X': 0.5907970666885376, 'Y': 0.5256017446517944, 'Z': 0.06575070321559906}, {'X': 0.585577130317688, 'Y': 0.5036469101905823, 'Z': 0.05947933346033096}, {'X': 0.6083323359489441, 'Y': 0.6539862155914307, 'Z': 0.045220986008644104}, {'X': 0.6117212772369385, 'Y': 0.5751650333404541, 'Z': 0.050266169011592865}, {'X': 0.60643470287323, 'Y': 0.537561297416687, 'Z': 0.03518064692616463}, {'X': 0.60248202085495, 'Y': 0.5197954773902893, 'Z': 0.025861792266368866}, {'X': 0.6227652430534363, 'Y': 0.6685049533843994, 'Z': 0.02630738355219364}, {'X': 0.6223655343055725, 'Y': 0.6086832880973816, 'Z': 0.024465858936309814}, {'X': 0.6203641295433044, 'Y': 0.5714678764343262, 'Z': 0.011163391172885895}, {'X': 0.6175209283828735, 'Y': 0.5447059273719788, 'Z': 0.0026194883976131678}]
