[{'X': 0.7789411544799805, 'Y': 0.8569226264953613, 'Z': -7.80436021159403e-05}, {'X': 0.6944735050201416, 'Y': 0.812764048576355, 'Z': -0.018509499728679657}, {'X': 0.6413182616233826, 'Y': 0.702833354473114, 'Z': -0.017669644206762314}, {'X': 0.615146815776825, 'Y': 0.6031122207641602, 'Z': -0.023436563089489937}, {'X': 0.5848345160484314, 'Y': 0.5428971648216248, 'Z': -0.0255273450165987}, {'X': 0.6983066201210022, 'Y': 0.5761553049087524, 'Z': 0.016066603362560272}, {'X': 0.6897769570350647, 'Y': 0.44948235154151917, 'Z': 0.012683159671723843}, {'X': 0.6919346451759338, 'Y': 0.3778500556945801, 'Z': 0.006397742312401533}, {'X': 0.6954753994941711, 'Y': 0.3174940347671509, 'Z': -0.0028329945635050535}, {'X': 0.7506729364395142, 'Y': 0.5684065818786621, 'Z': 0.0013033992145210505}, {'X': 0.7384172677993774, 'Y': 0.4232823848724365, 'Z': -0.005045298952609301}, {'X': 0.738243043422699, 'Y': 0.34116843342781067, 'Z': -0.02684631384909153}, {'X': 0.7404541373252869, 'Y': 0.27788224816322327, 'Z': -0.04395405203104019}, {'X': 0.7994993329048157, 'Y': 0.5814688801765442, 'Z': -0.01805759221315384}, {'X': 0.7914158701896667, 'Y': 0.44838425517082214, 'Z': -0.027167998254299164}, {'X': 0.7880443930625916, 'Y': 0.37455475330352783, 'Z': -0.04644477739930153}, {'X': 0.7838805317878723, 'Y': 0.3157450556755066, 'Z': -0.062401823699474335}, {'X': 0.8487830758094788, 'Y': 0.6159312725067139, 'Z': -0.03873293474316597}, {'X': 0.8442041873931885, 'Y': 0.5128185153007507, 'Z': -0.05440240353345871}, {'X': 0.8404102325439453, 'Y': 0.4518921971321106, 'Z': -0.07205424457788467}, {'X': 0.8324612379074097, 'Y': 0.39428654313087463, 'Z': -0.08457193523645401}]
[{'X': 0.7734024524688721, 'Y': 0.854930579662323, 'Z': -0.00010259386181132868}, {'X': 0.7063535451889038, 'Y': 0.7960765361785889, 'Z': 0.00977087952196598}, {'X': 0.662468671798706, 'Y': 0.6882398128509521, 'Z': 0.004963302053511143}, {'X': 0.6380705833435059, 'Y': 0.6064165830612183, 'Z': -0.01348918303847313}, {'X': 0.6231268048286438, 'Y': 0.5349713563919067, 'Z': -0.028525926172733307}, {'X': 0.7070533633232117, 'Y': 0.606619119644165, 'Z': 0.04362313449382782}, {'X': 0.6799402832984924, 'Y': 0.5412531495094299, 'Z': -0.007518624421209097}, {'X': 0.6741839051246643, 'Y': 0.5977040529251099, 'Z': -0.05290893465280533}, {'X': 0.6818583011627197, 'Y': 0.6466014981269836, 'Z': -0.06924375891685486}, {'X': 0.7427916526794434, 'Y': 0.5917665362358093, 'Z': 0.01248033158481121}, {'X': 0.7254961729049683, 'Y': 0.47523248195648193, 'Z': 0.006380952429026365}, {'X': 0.7132054567337036, 'Y': 0.41457027196884155, 'Z': -0.009917095303535461}, {'X': 0.7043849229812622, 'Y': 0.3605859875679016, 'Z': -0.018038563430309296}, {'X': 0.7822738289833069, 'Y': 0.6007542610168457, 'Z': -0.02475675567984581}, {'X': 0.7687883973121643, 'Y': 0.47836336493492126, 'Z': -0.03337977081537247}, {'X': 0.7531432509422302, 'Y': 0.41760241985321045, 'Z': -0.042459629476070404}, {'X': 0.7401763796806335, 'Y': 0.3630676865577698, 'Z': -0.042471256107091904}, {'X': 0.8240531086921692, 'Y': 0.6299051642417908, 'Z': -0.06433268636465073}, {'X': 0.8176533579826355, 'Y': 0.5331861972808838, 'Z': -0.0691918134689331}, {'X': 0.8059946894645691, 'Y': 0.4775429368019104, 'Z': -0.069058857858181}, {'X': 0.7928550243377686, 'Y': 0.4207034111022949, 'Z': -0.06513616442680359}]
[{'X': 0.7672247886657715, 'Y': 0.8496910333633423, 'Z': -9.452421363675967e-05}, {'X': 0.7030085921287537, 'Y': 0.7927366495132446, 'Z': 0.006992075126618147}, {'X': 0.65798020362854, 'Y': 0.6858331561088562, 'Z': 0.0015267673879861832}, {'X': 0.6345893740653992, 'Y': 0.6040648221969604, 'Z': -0.018487565219402313}, {'X': 0.6299428939819336, 'Y': 0.5343425869941711, 'Z': -0.03321045637130737}, {'X': 0.7045567631721497, 'Y': 0.6005401611328125, 'Z': 0.03631928935647011}, {'X': 0.6814106702804565, 'Y': 0.5373983383178711, 'Z': -0.019305502995848656}, {'X': 0.6760351657867432, 'Y': 0.5920794010162354, 'Z': -0.0631716400384903}, {'X': 0.6838589310646057, 'Y': 0.643526554107666, 'Z': -0.07820309698581696}, {'X': 0.7409439086914062, 'Y': 0.587856650352478, 'Z': 0.004552297294139862}, {'X': 0.7261953353881836, 'Y': 0.4708631634712219, 'Z': -0.008573467843234539}, {'X': 0.7129911780357361, 'Y': 0.4153263568878174, 'Z': -0.027717282995581627}, {'X': 0.7029864192008972, 'Y': 0.3750813603401184, 'Z': -0.041110340505838394}, {'X': 0.7796359658241272, 'Y': 0.5990147590637207, 'Z': -0.03333599492907524}, {'X': 0.768048882484436, 'Y': 0.4771670699119568, 'Z': -0.049261387437582016}, {'X': 0.7528822422027588, 'Y': 0.41938352584838867, 'Z': -0.06430243700742722}, {'X': 0.7406564950942993, 'Y': 0.37518543004989624, 'Z': -0.06876684725284576}, {'X': 0.8194848299026489, 'Y': 0.6311965584754944, 'Z': -0.07301204651594162}, {'X': 0.8149198889732361, 'Y': 0.5371054410934448, 'Z': -0.07965122908353806}, {'X': 0.8046160936355591, 'Y': 0.48113566637039185, 'Z': -0.08369697630405426}, {'X': 0.792076826095581, 'Y': 0.42613357305526733, 'Z': -0.08357682079076767}]
[{'X': 0.7655731439590454, 'Y': 0.8370175361633301, 'Z': -8.262936171377078e-05}, {'X': 0.70719313621521, 'Y': 0.785672664642334, 'Z': -0.0003517291625030339}, {'X': 0.6654087901115417, 'Y': 0.6798769235610962, 'Z': -0.004682775121182203}, {'X': 0.6431860327720642, 'Y': 0.5961624979972839, 'Z': -0.02615334466099739}, {'X': 0.6332614421844482, 'Y': 0.5326695442199707, 'Z': -0.043632738292217255}, {'X': 0.7102603316307068, 'Y': 0.5976923704147339, 'Z': 0.03639550879597664}, {'X': 0.6905279755592346, 'Y': 0.5166910290718079, 'Z': 0.002130192704498768}, {'X': 0.6827490329742432, 'Y': 0.5262166261672974, 'Z': -0.020080382004380226}, {'X': 0.6831609606742859, 'Y': 0.5439084768295288, 'Z': -0.029223090037703514}, {'X': 0.7443311810493469, 'Y': 0.5842518210411072, 'Z': 0.006483227480202913}, {'X': 0.729701817035675, 'Y': 0.4738253653049469, 'Z': -0.005945203360170126}, {'X': 0.7148242592811584, 'Y': 0.42764347791671753, 'Z': -0.022688617929816246}, {'X': 0.7043948173522949, 'Y': 0.4031095504760742, 'Z': -0.03315015882253647}, {'X': 0.7795889973640442, 'Y': 0.5924537181854248, 'Z': -0.03199966624379158}, {'X': 0.7681394815444946, 'Y': 0.4829534590244293, 'Z': -0.04034192115068436}, {'X': 0.7484753727912903, 'Y': 0.42498883605003357, 'Z': -0.05266189947724342}, {'X': 0.7305967807769775, 'Y': 0.3806796073913574, 'Z': -0.0648636743426323}, {'X': 0.8184777498245239, 'Y': 0.6205959320068359, 'Z': -0.07045775651931763}, {'X': 0.8136641383171082, 'Y': 0.5302377939224243, 'Z': -0.07951340079307556}, {'X': 0.8039553761482239, 'Y': 0.4725427031517029, 'Z': -0.08323981612920761}, {'X': 0.7909078598022461, 'Y': 0.41427576541900635, 'Z': -0.08854114264249802}]
[{'X': 0.7629199028015137, 'Y': 0.8313691020011902, 'Z': -7.676090899622068e-05}, {'X': 0.7055231928825378, 'Y': 0.7757261395454407, 'Z': 0.002940869890153408}, {'X': 0.665785551071167, 'Y': 0.6696881651878357, 'Z': 0.002981143072247505}, {'X': 0.6477904319763184, 'Y': 0.5849508047103882, 'Z': -0.013788213022053242}, {'X': 0.6375688910484314, 'Y': 0.5232455730438232, 'Z': -0.028749262914061546}, {'X': 0.7121273279190063, 'Y': 0.5929410457611084, 'Z': 0.04738564044237137}, {'X': 0.7006882429122925, 'Y': 0.5039751529693604, 'Z': 0.022243423387408257}, {'X': 0.6917883157730103, 'Y': 0.4865686893463135, 'Z': 0.005212993361055851}, {'X': 0.6873048543930054, 'Y': 0.4842560291290283, 'Z': -0.002919730730354786}, {'X': 0.7453634142875671, 'Y': 0.582815945148468, 'Z': 0.015798401087522507}, {'X': 0.7346107363700867, 'Y': 0.47344765067100525, 'Z': -0.006742891855537891}, {'X': 0.7195394039154053, 'Y': 0.43237218260765076, 'Z': -0.03051883913576603}, {'X': 0.7100724577903748, 'Y': 0.41490045189857483, 'Z': -0.04228907823562622}, {'X': 0.7792487740516663, 'Y': 0.5925875902175903, 'Z': -0.02458040975034237}, {'X': 0.7698321342468262, 'Y': 0.48590630292892456, 'Z': -0.0398242250084877}, {'X': 0.7495272159576416, 'Y': 0.4292401969432831, 'Z': -0.061407268047332764}, {'X': 0.7315798997879028, 'Y': 0.3865010440349579, 'Z': -0.07857295870780945}, {'X': 0.8178142309188843, 'Y': 0.6215524077415466, 'Z': -0.0640522912144661}, {'X': 0.8133912682533264, 'Y': 0.5339178442955017, 'Z': -0.07767172157764435}, {'X': 0.8044610023498535, 'Y': 0.47220996022224426, 'Z': -0.09050638228654861}, {'X': 0.793146014213562, 'Y': 0.40821200609207153, 'Z': -0.10339029133319855}]
[{'X': 0.768815279006958, 'Y': 0.834111213684082, 'Z': -6.82813479215838e-05}, {'X': 0.7064186930656433, 'Y': 0.7781738638877869, 'Z': -0.0017228005453944206}, {'X': 0.6703689098358154, 'Y': 0.6692214608192444, 'Z': 0.004584745969623327}, {'X': 0.6552705764770508, 'Y': 0.5778666734695435, 'Z': -0.006468843203037977}, {'X': 0.646101713180542, 'Y': 0.5123746991157532, 'Z': -0.015673425048589706}, {'X': 0.706737756729126, 'Y': 0.5913134217262268, 'Z': 0.05306281894445419}, {'X': 0.6934753060340881, 'Y': 0.4988936185836792, 'Z': 0.022884586825966835}, {'X': 0.6903923749923706, 'Y': 0.4886854290962219, 'Z': -0.008602878078818321}, {'X': 0.6911896467208862, 'Y': 0.49511250853538513, 'Z': -0.027456702664494514}, {'X': 0.7432940602302551, 'Y': 0.5823128819465637, 'Z': 0.023830916732549667}, {'X': 0.737242579460144, 'Y': 0.4620543122291565, 'Z': 0.0015793591737747192}, {'X': 0.729800820350647, 'Y': 0.4234877824783325, 'Z': -0.030374417081475258}, {'X': 0.7224180698394775, 'Y': 0.41016191244125366, 'Z': -0.048602353781461716}, {'X': 0.7804754376411438, 'Y': 0.5943251848220825, 'Z': -0.01342380978167057}, {'X': 0.7760732769966125, 'Y': 0.47664499282836914, 'Z': -0.036455076187849045}, {'X': 0.7655349969863892, 'Y': 0.4231405556201935, 'Z': -0.06947099417448044}, {'X': 0.7525355219841003, 'Y': 0.38763540983200073, 'Z': -0.09150516986846924}, {'X': 0.8202572464942932, 'Y': 0.6243333220481873, 'Z': -0.0506766252219677}, {'X': 0.8113357424736023, 'Y': 0.5317665338516235, 'Z': -0.06454943120479584}, {'X': 0.8013824224472046, 'Y': 0.4756753146648407, 'Z': -0.08210758119821548}, {'X': 0.7860391139984131, 'Y': 0.4189831018447876, 'Z': -0.09927019476890564}]
[{'X': 0.762677013874054, 'Y': 0.8241268396377563, 'Z': -6.26048567937687e-05}, {'X': 0.7081916332244873, 'Y': 0.7692798376083374, 'Z': 0.00554658193141222}, {'X': 0.6762747168540955, 'Y': 0.6600183248519897, 'Z': 0.01702233776450157}, {'X': 0.6610249280929565, 'Y': 0.5772823691368103, 'Z': 0.012742486782371998}, {'X': 0.6491867303848267, 'Y': 0.5181471705436707, 'Z': 0.011418692767620087}, {'X': 0.7130476832389832, 'Y': 0.5694126486778259, 'Z': 0.05517108365893364}, {'X': 0.7052411437034607, 'Y': 0.49322184920310974, 'Z': 0.01386463362723589}, {'X': 0.7005099654197693, 'Y': 0.5111920237541199, 'Z': -0.02401377446949482}, {'X': 0.6978386044502258, 'Y': 0.5365299582481384, 'Z': -0.04236472025513649}, {'X': 0.745579183101654, 'Y': 0.5613625049591064, 'Z': 0.02348734624683857}, {'X': 0.7472538352012634, 'Y': 0.45103928446769714, 'Z': -0.006949278526008129}, {'X': 0.7392288446426392, 'Y': 0.4142647683620453, 'Z': -0.04454876482486725}, {'X': 0.7293864488601685, 'Y': 0.4015651345252991, 'Z': -0.06495803594589233}, {'X': 0.779511570930481, 'Y': 0.575802743434906, 'Z': -0.015599310398101807}, {'X': 0.781854510307312, 'Y': 0.46285855770111084, 'Z': -0.04430195689201355}, {'X': 0.773575484752655, 'Y': 0.4153623878955841, 'Z': -0.07932908833026886}, {'X': 0.7618436813354492, 'Y': 0.38495180010795593, 'Z': -0.09941907972097397}, {'X': 0.815912127494812, 'Y': 0.6098377108573914, 'Z': -0.05364539101719856}, {'X': 0.8167229890823364, 'Y': 0.5176507234573364, 'Z': -0.0643753930926323}, {'X': 0.8149028420448303, 'Y': 0.4585404396057129, 'Z': -0.07720563560724258}, {'X': 0.8073310852050781, 'Y': 0.3965492248535156, 'Z': -0.09112264961004257}]
[{'X': 0.762677013874054, 'Y': 0.8241268396377563, 'Z': -6.26048567937687e-05}, {'X': 0.7081916332244873, 'Y': 0.7692798376083374, 'Z': 0.00554658193141222}, {'X': 0.6762747168540955, 'Y': 0.6600183248519897, 'Z': 0.01702233776450157}, {'X': 0.6610249280929565, 'Y': 0.5772823691368103, 'Z': 0.012742486782371998}, {'X': 0.6491867303848267, 'Y': 0.5181471705436707, 'Z': 0.011418692767620087}, {'X': 0.7130476832389832, 'Y': 0.5694126486778259, 'Z': 0.05517108365893364}, {'X': 0.7052411437034607, 'Y': 0.49322184920310974, 'Z': 0.01386463362723589}, {'X': 0.7005099654197693, 'Y': 0.5111920237541199, 'Z': -0.02401377446949482}, {'X': 0.6978386044502258, 'Y': 0.5365299582481384, 'Z': -0.04236472025513649}, {'X': 0.745579183101654, 'Y': 0.5613625049591064, 'Z': 0.02348734624683857}, {'X': 0.7472538352012634, 'Y': 0.45103928446769714, 'Z': -0.006949278526008129}, {'X': 0.7392288446426392, 'Y': 0.4142647683620453, 'Z': -0.04454876482486725}, {'X': 0.7293864488601685, 'Y': 0.4015651345252991, 'Z': -0.06495803594589233}, {'X': 0.779511570930481, 'Y': 0.575802743434906, 'Z': -0.015599310398101807}, {'X': 0.781854510307312, 'Y': 0.46285855770111084, 'Z': -0.04430195689201355}, {'X': 0.773575484752655, 'Y': 0.4153623878955841, 'Z': -0.07932908833026886}, {'X': 0.7618436813354492, 'Y': 0.38495180010795593, 'Z': -0.09941907972097397}, {'X': 0.815912127494812, 'Y': 0.6098377108573914, 'Z': -0.05364539101719856}, {'X': 0.8167229890823364, 'Y': 0.5176507234573364, 'Z': -0.0643753930926323}, {'X': 0.8149028420448303, 'Y': 0.4585404396057129, 'Z': -0.07720563560724258}, {'X': 0.8073310852050781, 'Y': 0.3965492248535156, 'Z': -0.09112264961004257}]
[{'X': 0.7602457404136658, 'Y': 0.8344311714172363, 'Z': -5.227618748904206e-05}, {'X': 0.7010341882705688, 'Y': 0.7748696208000183, 'Z': 0.03428734093904495}, {'X': 0.679314374923706, 'Y': 0.6604499220848083, 'Z': 0.05966397747397423}, {'X': 0.6715214848518372, 'Y': 0.5739730596542358, 'Z': 0.06515752524137497}, {'X': 0.6535884141921997, 'Y': 0.520751953125, 'Z': 0.07329166680574417}, {'X': 0.7274461984634399, 'Y': 0.5615116953849792, 'Z': 0.10952364653348923}, {'X': 0.7340866923332214, 'Y': 0.4663579761981964, 'Z': 0.11369836330413818}, {'X': 0.7339529395103455, 'Y': 0.431756854057312, 'Z': 0.0954839289188385}, {'X': 0.7327685356140137, 'Y': 0.4189438819885254, 'Z': 0.07581233978271484}, {'X': 0.7621710300445557, 'Y': 0.5556434988975525, 'Z': 0.06935831904411316}, {'X': 0.769649863243103, 'Y': 0.44401222467422485, 'Z': 0.0788470134139061}, {'X': 0.7654510140419006, 'Y': 0.39144057035446167, 'Z': 0.06180783733725548}, {'X': 0.760117769241333, 'Y': 0.36529579758644104, 'Z': 0.045523226261138916}, {'X': 0.7942063212394714, 'Y': 0.5723036527633667, 'Z': 0.0212552510201931}, {'X': 0.8047952055931091, 'Y': 0.46435654163360596, 'Z': 0.026687785983085632}, {'X': 0.7984105944633484, 'Y': 0.4068264961242676, 'Z': 0.010195819661021233}, {'X': 0.7916805148124695, 'Y': 0.36982452869415283, 'Z': -0.002499222755432129}, {'X': 0.8259403109550476, 'Y': 0.6107619404792786, 'Z': -0.02556046098470688}, {'X': 0.8309217691421509, 'Y': 0.5218966007232666, 'Z': -0.023750146850943565}, {'X': 0.828432559967041, 'Y': 0.4671406149864197, 'Z': -0.03197568655014038}, {'X': 0.8242278695106506, 'Y': 0.4156731367111206, 'Z': -0.04169284924864769}]
[{'X': 0.7712472081184387, 'Y': 0.8456712961196899, 'Z': -9.111056715482846e-05}, {'X': 0.7067764401435852, 'Y': 0.7761596441268921, 'Z': 0.03133007138967514}, {'X': 0.6790418028831482, 'Y': 0.6592206954956055, 'Z': 0.05487021058797836}, {'X': 0.6677011251449585, 'Y': 0.5730538368225098, 'Z': 0.05920086428523064}, {'X': 0.6528743505477905, 'Y': 0.5197104811668396, 'Z': 0.06695925444364548}, {'X': 0.7324970960617065, 'Y': 0.559563159942627, 'Z': 0.10067050158977509}, {'X': 0.7386658787727356, 'Y': 0.46453341841697693, 'Z': 0.10014704614877701}, {'X': 0.7364016175270081, 'Y': 0.4487925171852112, 'Z': 0.07659871876239777}, {'X': 0.733543872833252, 'Y': 0.45156630873680115, 'Z': 0.05537867918610573}, {'X': 0.7705731987953186, 'Y': 0.5536832809448242, 'Z': 0.061540208756923676}, {'X': 0.7810654640197754, 'Y': 0.4374961256980896, 'Z': 0.07633043080568314}, {'X': 0.7795479893684387, 'Y': 0.38958755135536194, 'Z': 0.06852161884307861}, {'X': 0.7748761177062988, 'Y': 0.3591609597206116, 'Z': 0.05959749594330788}, {'X': 0.8050112128257751, 'Y': 0.5709041357040405, 'Z': 0.014026443473994732}, {'X': 0.8175716400146484, 'Y': 0.4587858319282532, 'Z': 0.01994640938937664}, {'X': 0.8157329559326172, 'Y': 0.40052247047424316, 'Z': 0.008053685538470745}, {'X': 0.8103914856910706, 'Y': 0.35389798879623413, 'Z': -0.0011974225053563714}, {'X': 0.8372517824172974, 'Y': 0.6096451878547668, 'Z': -0.03260255604982376}, {'X': 0.8452651500701904, 'Y': 0.5208955407142639, 'Z': -0.02890957146883011}, {'X': 0.8473215103149414, 'Y': 0.466880738735199, 'Z': -0.03192387893795967}, {'X': 0.8465432524681091, 'Y': 0.40848642587661743, 'Z': -0.03564516454935074}]
[{'X': 0.77483069896698, 'Y': 0.8479251861572266, 'Z': -0.00010081820073537529}, {'X': 0.71089768409729, 'Y': 0.7768498063087463, 'Z': 0.021524742245674133}, {'X': 0.684219479560852, 'Y': 0.6609801054000854, 'Z': 0.039085324853658676}, {'X': 0.6734215021133423, 'Y': 0.5753273367881775, 'Z': 0.037657469511032104}, {'X': 0.6594181656837463, 'Y': 0.5225371718406677, 'Z': 0.036940257996320724}, {'X': 0.7406706213951111, 'Y': 0.5646600723266602, 'Z': 0.09206080436706543}, {'X': 0.745954155921936, 'Y': 0.4717004895210266, 'Z': 0.09314937144517899}, {'X': 0.7430540919303894, 'Y': 0.45120564103126526, 'Z': 0.0707031637430191}, {'X': 0.7388908267021179, 'Y': 0.448354035615921, 'Z': 0.04911573976278305}, {'X': 0.7780684232711792, 'Y': 0.5600283145904541, 'Z': 0.05665753781795502}, {'X': 0.7894588112831116, 'Y': 0.4430869221687317, 'Z': 0.07105781883001328}, {'X': 0.786743700504303, 'Y': 0.39260393381118774, 'Z': 0.056894708424806595}, {'X': 0.7822808623313904, 'Y': 0.35800039768218994, 'Z': 0.042608484625816345}, {'X': 0.8113507032394409, 'Y': 0.5780110955238342, 'Z': 0.012493206188082695}, {'X': 0.8250718712806702, 'Y': 0.46277254819869995, 'Z': 0.016861427575349808}, {'X': 0.8216775059700012, 'Y': 0.40225541591644287, 'Z': 0.0012109522940590978}, {'X': 0.8167004585266113, 'Y': 0.3528650999069214, 'Z': -0.011314542032778263}, {'X': 0.8430678844451904, 'Y': 0.6181278228759766, 'Z': -0.03174784779548645}, {'X': 0.8526066541671753, 'Y': 0.5254377126693726, 'Z': -0.03250189125537872}, {'X': 0.8550311326980591, 'Y': 0.46935808658599854, 'Z': -0.04000900685787201}, {'X': 0.8560647368431091, 'Y': 0.41062432527542114, 'Z': -0.04772596061229706}]
[{'X': 0.7804375290870667, 'Y': 0.8452819585800171, 'Z': -0.00010497467155801132}, {'X': 0.7153162360191345, 'Y': 0.7814763784408569, 'Z': 0.0174220260232687}, {'X': 0.6843505501747131, 'Y': 0.6666454076766968, 'Z': 0.03468773886561394}, {'X': 0.6687541604042053, 'Y': 0.5799947381019592, 'Z': 0.03318076580762863}, {'X': 0.655322253704071, 'Y': 0.5248821973800659, 'Z': 0.03213401511311531}, {'X': 0.7321316003799438, 'Y': 0.5602691173553467, 'Z': 0.08993683010339737}, {'X': 0.727247953414917, 'Y': 0.47288215160369873, 'Z': 0.08690889924764633}, {'X': 0.727229654788971, 'Y': 0.46114128828048706, 'Z': 0.06013520434498787}, {'X': 0.7270487546920776, 'Y': 0.4659869968891144, 'Z': 0.035501863807439804}, {'X': 0.7729822397232056, 'Y': 0.5532888174057007, 'Z': 0.05874433368444443}, {'X': 0.779935359954834, 'Y': 0.43669477105140686, 'Z': 0.07872731983661652}, {'X': 0.7798410654067993, 'Y': 0.389698326587677, 'Z': 0.07069429755210876}, {'X': 0.7760030627250671, 'Y': 0.36089688539505005, 'Z': 0.06207936257123947}, {'X': 0.8101179003715515, 'Y': 0.5684974789619446, 'Z': 0.018587671220302582}, {'X': 0.8214147090911865, 'Y': 0.4551964998245239, 'Z': 0.028379080817103386}, {'X': 0.8228139877319336, 'Y': 0.3953666090965271, 'Z': 0.01913882978260517}, {'X': 0.8185640573501587, 'Y': 0.34587374329566956, 'Z': 0.010499763302505016}, {'X': 0.8462722897529602, 'Y': 0.6053624749183655, 'Z': -0.02329295128583908}, {'X': 0.8561946749687195, 'Y': 0.5154947638511658, 'Z': -0.019969340413808823}, {'X': 0.8607773780822754, 'Y': 0.463900089263916, 'Z': -0.02136835642158985}, {'X': 0.86034095287323, 'Y': 0.40702927112579346, 'Z': -0.02336234040558338}]
[{'X': 0.7804375290870667, 'Y': 0.8452819585800171, 'Z': -0.00010497467155801132}, {'X': 0.7153162360191345, 'Y': 0.7814763784408569, 'Z': 0.0174220260232687}, {'X': 0.6843505501747131, 'Y': 0.6666454076766968, 'Z': 0.03468773886561394}, {'X': 0.6687541604042053, 'Y': 0.5799947381019592, 'Z': 0.03318076580762863}, {'X': 0.655322253704071, 'Y': 0.5248821973800659, 'Z': 0.03213401511311531}, {'X': 0.7321316003799438, 'Y': 0.5602691173553467, 'Z': 0.08993683010339737}, {'X': 0.727247953414917, 'Y': 0.47288215160369873, 'Z': 0.08690889924764633}, {'X': 0.727229654788971, 'Y': 0.46114128828048706, 'Z': 0.06013520434498787}, {'X': 0.7270487546920776, 'Y': 0.4659869968891144, 'Z': 0.035501863807439804}, {'X': 0.7729822397232056, 'Y': 0.5532888174057007, 'Z': 0.05874433368444443}, {'X': 0.779935359954834, 'Y': 0.43669477105140686, 'Z': 0.07872731983661652}, {'X': 0.7798410654067993, 'Y': 0.389698326587677, 'Z': 0.07069429755210876}, {'X': 0.7760030627250671, 'Y': 0.36089688539505005, 'Z': 0.06207936257123947}, {'X': 0.8101179003715515, 'Y': 0.5684974789619446, 'Z': 0.018587671220302582}, {'X': 0.8214147090911865, 'Y': 0.4551964998245239, 'Z': 0.028379080817103386}, {'X': 0.8228139877319336, 'Y': 0.3953666090965271, 'Z': 0.01913882978260517}, {'X': 0.8185640573501587, 'Y': 0.34587374329566956, 'Z': 0.010499763302505016}, {'X': 0.8462722897529602, 'Y': 0.6053624749183655, 'Z': -0.02329295128583908}, {'X': 0.8561946749687195, 'Y': 0.5154947638511658, 'Z': -0.019969340413808823}, {'X': 0.8607773780822754, 'Y': 0.463900089263916, 'Z': -0.02136835642158985}, {'X': 0.86034095287323, 'Y': 0.40702927112579346, 'Z': -0.02336234040558338}]
[{'X': 0.7791938185691833, 'Y': 0.8510133028030396, 'Z': -0.00010865223885048181}, {'X': 0.7115612030029297, 'Y': 0.7807489633560181, 'Z': 0.02315349690616131}, {'X': 0.6855652332305908, 'Y': 0.6628140807151794, 'Z': 0.0452406145632267}, {'X': 0.6748396158218384, 'Y': 0.5721004605293274, 'Z': 0.04796992242336273}, {'X': 0.655299723148346, 'Y': 0.5178404450416565, 'Z': 0.0529366210103035}, {'X': 0.7355288863182068, 'Y': 0.5638537406921387, 'Z': 0.10124853998422623}, {'X': 0.7404893636703491, 'Y': 0.4705721437931061, 'Z': 0.10577291995286942}, {'X': 0.741885781288147, 'Y': 0.44079312682151794, 'Z': 0.08778385072946548}, {'X': 0.7415345311164856, 'Y': 0.43028581142425537, 'Z': 0.06998078525066376}, {'X': 0.7755266427993774, 'Y': 0.557783305644989, 'Z': 0.06726150214672089}, {'X': 0.7852488160133362, 'Y': 0.4409308433532715, 'Z': 0.08476395905017853}, {'X': 0.7829433679580688, 'Y': 0.39119017124176025, 'Z': 0.07315483689308167}, {'X': 0.7787553668022156, 'Y': 0.35974037647247314, 'Z': 0.05994009971618652}, {'X': 0.8111226558685303, 'Y': 0.5734854936599731, 'Z': 0.024839216843247414}, {'X': 0.8251814842224121, 'Y': 0.4600059688091278, 'Z': 0.034359656274318695}, {'X': 0.8241790533065796, 'Y': 0.40011847019195557, 'Z': 0.021477622911334038}, {'X': 0.8201349973678589, 'Y': 0.35210368037223816, 'Z': 0.009180351160466671}, {'X': 0.8451532125473022, 'Y': 0.6107627749443054, 'Z': -0.018359631299972534}, {'X': 0.8538420796394348, 'Y': 0.5197167992591858, 'Z': -0.015683524310588837}, {'X': 0.8563179969787598, 'Y': 0.466999351978302, 'Z': -0.02252202108502388}, {'X': 0.8561595678329468, 'Y': 0.4096418619155884, 'Z': -0.029471637681126595}]
