[{'X': 0.6496430039405823, 'Y': 0.5939332842826843, 'Z': -4.5084925659466535e-05}, {'X': 0.5766794681549072, 'Y': 0.5967653393745422, 'Z': -0.01631605438888073}, {'X': 0.5154911279678345, 'Y': 0.5407307147979736, 'Z': -0.007338452152907848}, {'X': 0.47686803340911865, 'Y': 0.4793514907360077, 'Z': -0.0028914136346429586}, {'X': 0.44846269488334656, 'Y': 0.4511353671550751, 'Z': 0.002867921954020858}, {'X': 0.5428434610366821, 'Y': 0.41745880246162415, 'Z': 0.03003867343068123}, {'X': 0.5011414289474487, 'Y': 0.34128159284591675, 'Z': 0.029392698779702187}, {'X': 0.47947192192077637, 'Y': 0.29615604877471924, 'Z': 0.022920142859220505}, {'X': 0.46511411666870117, 'Y': 0.25870785117149353, 'Z': 0.0115170544013381}, {'X': 0.5855298638343811, 'Y': 0.3867611587047577, 'Z': 0.02524930238723755}, {'X': 0.5506147742271423, 'Y': 0.29242146015167236, 'Z': 0.0327402800321579}, {'X': 0.5308078527450562, 'Y': 0.23686879873275757, 'Z': 0.016373077407479286}, {'X': 0.5162232518196106, 'Y': 0.1916864514350891, 'Z': 0.0037828681524842978}, {'X': 0.6311160922050476, 'Y': 0.3777880072593689, 'Z': 0.0159989632666111}, {'X': 0.6081772446632385, 'Y': 0.28593167662620544, 'Z': 0.019343089312314987}, {'X': 0.5934399962425232, 'Y': 0.23753899335861206, 'Z': 0.007404139265418053}, {'X': 0.580323338508606, 'Y': 0.19821284711360931, 'Z': -0.0008640337618999183}, {'X': 0.6787363290786743, 'Y': 0.3873867392539978, 'Z': 0.0033790026791393757}, {'X': 0.6751376390457153, 'Y': 0.3140961229801178, 'Z': -0.0048384154215455055}, {'X': 0.6717153787612915, 'Y': 0.27182719111442566, 'Z': -0.0163551177829504}, {'X': 0.6644148826599121, 'Y': 0.23322315514087677, 'Z': -0.02021917700767517}]
[{'X': 0.640418529510498, 'Y': 0.6235464811325073, 'Z': -5.536603202926926e-05}, {'X': 0.5751884579658508, 'Y': 0.6292191743850708, 'Z': -0.026058411225676537}, {'X': 0.5108948349952698, 'Y': 0.563794732093811, 'Z': -0.045087557286024094}, {'X': 0.47382569313049316, 'Y': 0.5090677738189697, 'Z': -0.06363245844841003}, {'X': 0.43866026401519775, 'Y': 0.4865468740463257, 'Z': -0.07737349718809128}, {'X': 0.5183694958686829, 'Y': 0.4336780309677124, 'Z': -0.040813595056533813}, {'X': 0.478183776140213, 'Y': 0.3494291305541992, 'Z': -0.08125532418489456}, {'X': 0.4562481641769409, 'Y': 0.29876425862312317, 'Z': -0.112094946205616}, {'X': 0.4399845600128174, 'Y': 0.25026971101760864, 'Z': -0.13302117586135864}, {'X': 0.561065137386322, 'Y': 0.41023823618888855, 'Z': -0.05548303201794624}, {'X': 0.5224770903587341, 'Y': 0.30196407437324524, 'Z': -0.09668807685375214}, {'X': 0.4932231307029724, 'Y': 0.24963225424289703, 'Z': -0.1306183934211731}, {'X': 0.4673323929309845, 'Y': 0.20562463998794556, 'Z': -0.15545931458473206}, {'X': 0.6102940440177917, 'Y': 0.4165201783180237, 'Z': -0.07260382175445557}, {'X': 0.5873938202857971, 'Y': 0.34891772270202637, 'Z': -0.13575921952724457}, {'X': 0.5787047147750854, 'Y': 0.3968539834022522, 'Z': -0.1596926599740982}, {'X': 0.574424684047699, 'Y': 0.43843409419059753, 'Z': -0.16614224016666412}, {'X': 0.6604828238487244, 'Y': 0.4425855278968811, 'Z': -0.09009810537099838}, {'X': 0.6420928835868835, 'Y': 0.42966780066490173, 'Z': -0.15622228384017944}, {'X': 0.6307622194290161, 'Y': 0.4838370680809021, 'Z': -0.17379403114318848}, {'X': 0.6229982376098633, 'Y': 0.5261250138282776, 'Z': -0.17444749176502228}]
[{'X': 0.63983154296875, 'Y': 0.6199793815612793, 'Z': -5.1578452257672325e-05}, {'X': 0.5699961185455322, 'Y': 0.6302160024642944, 'Z': -0.031117569655179977}, {'X': 0.5056632161140442, 'Y': 0.5657325983047485, 'Z': -0.051625799387693405}, {'X': 0.46772339940071106, 'Y': 0.510890781879425, 'Z': -0.07193344086408615}, {'X': 0.4346049129962921, 'Y': 0.4843965172767639, 'Z': -0.08429371565580368}, {'X': 0.5105714797973633, 'Y': 0.42946332693099976, 'Z': -0.018171537667512894}, {'X': 0.4686258137226105, 'Y': 0.34224238991737366, 'Z': -0.056431472301483154}, {'X': 0.4480905532836914, 'Y': 0.2933732867240906, 'Z': -0.09049751609563828}, {'X': 0.4326881766319275, 'Y': 0.25673437118530273, 'Z': -0.11622367799282074}, {'X': 0.5542217493057251, 'Y': 0.40311723947525024, 'Z': -0.029031457379460335}, {'X': 0.5250870585441589, 'Y': 0.2913462221622467, 'Z': -0.07617835700511932}, {'X': 0.5087099075317383, 'Y': 0.27798396348953247, 'Z': -0.12210710346698761}, {'X': 0.5009987354278564, 'Y': 0.29280319809913635, 'Z': -0.14499956369400024}, {'X': 0.6016894578933716, 'Y': 0.4072374701499939, 'Z': -0.04657803475856781}, {'X': 0.5822945237159729, 'Y': 0.3160499334335327, 'Z': -0.10444091260433197}, {'X': 0.5753501653671265, 'Y': 0.36143800616264343, 'Z': -0.13994109630584717}, {'X': 0.5748472809791565, 'Y': 0.4070240557193756, 'Z': -0.15162760019302368}, {'X': 0.6516252160072327, 'Y': 0.43062081933021545, 'Z': -0.0632735937833786}, {'X': 0.630308985710144, 'Y': 0.38803479075431824, 'Z': -0.12169147282838821}, {'X': 0.6180928349494934, 'Y': 0.43350252509117126, 'Z': -0.14711599051952362}, {'X': 0.612606942653656, 'Y': 0.4745723605155945, 'Z': -0.15384964644908905}]
[{'X': 0.6342352628707886, 'Y': 0.6193536520004272, 'Z': -7.306609768420458e-05}, {'X': 0.5710545182228088, 'Y': 0.6271554827690125, 'Z': -0.03484245389699936}, {'X': 0.510505199432373, 'Y': 0.5608274340629578, 'Z': -0.05486433580517769}, {'X': 0.472031831741333, 'Y': 0.5011357069015503, 'Z': -0.07670430094003677}, {'X': 0.43792957067489624, 'Y': 0.4728567898273468, 'Z': -0.09276960045099258}, {'X': 0.5097472667694092, 'Y': 0.41689637303352356, 'Z': -0.0008539843838661909}, {'X': 0.4705413281917572, 'Y': 0.3369593024253845, 'Z': -0.027222393080592155}, {'X': 0.4470714330673218, 'Y': 0.28513428568840027, 'Z': -0.060314029455184937}, {'X': 0.4302098751068115, 'Y': 0.24680404365062714, 'Z': -0.09088786691427231}, {'X': 0.5509502291679382, 'Y': 0.39336463809013367, 'Z': -0.012994782067835331}, {'X': 0.522344172000885, 'Y': 0.283449649810791, 'Z': -0.05633281543850899}, {'X': 0.5128378868103027, 'Y': 0.28594160079956055, 'Z': -0.10413934290409088}, {'X': 0.5155839920043945, 'Y': 0.3205556869506836, 'Z': -0.12992237508296967}, {'X': 0.5986830592155457, 'Y': 0.39516159892082214, 'Z': -0.03357221931219101}, {'X': 0.580322265625, 'Y': 0.2935653328895569, 'Z': -0.08836469054222107}, {'X': 0.5772855281829834, 'Y': 0.32789337635040283, 'Z': -0.13072970509529114}, {'X': 0.5811387300491333, 'Y': 0.37511858344078064, 'Z': -0.14637306332588196}, {'X': 0.6513139009475708, 'Y': 0.41357678174972534, 'Z': -0.05375799536705017}, {'X': 0.6367273926734924, 'Y': 0.3551468253135681, 'Z': -0.11939539760351181}, {'X': 0.6331692934036255, 'Y': 0.392991840839386, 'Z': -0.1539684385061264}, {'X': 0.6362194418907166, 'Y': 0.43660157918930054, 'Z': -0.16580256819725037}]
[{'X': 0.6296440958976746, 'Y': 0.5999075174331665, 'Z': -0.00010512865264900029}, {'X': 0.5636662244796753, 'Y': 0.604270875453949, 'Z': -0.011386190541088581}, {'X': 0.5052316188812256, 'Y': 0.5452824831008911, 'Z': -0.010975434444844723}, {'X': 0.46913471817970276, 'Y': 0.4898821711540222, 'Z': -0.01925787143409252}, {'X': 0.43759480118751526, 'Y': 0.459847092628479, 'Z': -0.02325638383626938}, {'X': 0.5180543065071106, 'Y': 0.41352784633636475, 'Z': 0.03922005742788315}, {'X': 0.474977970123291, 'Y': 0.3410714268684387, 'Z': 0.036888379603624344}, {'X': 0.4497950077056885, 'Y': 0.2954889237880707, 'Z': 0.026178568601608276}, {'X': 0.428105890750885, 'Y': 0.26111698150634766, 'Z': 0.00796797126531601}, {'X': 0.5551908016204834, 'Y': 0.38387489318847656, 'Z': 0.025095120072364807}, {'X': 0.5265127420425415, 'Y': 0.2861161530017853, 'Z': 0.01483609713613987}, {'X': 0.5026993751525879, 'Y': 0.24376831948757172, 'Z': -0.013361833989620209}, {'X': 0.48174983263015747, 'Y': 0.23488275706768036, 'Z': -0.03298591449856758}, {'X': 0.5965038537979126, 'Y': 0.3762616515159607, 'Z': 0.0029897214844822884}, {'X': 0.5761125087738037, 'Y': 0.2822718024253845, 'Z': -0.024075312539935112}, {'X': 0.5652386546134949, 'Y': 0.2898666262626648, 'Z': -0.06461319327354431}, {'X': 0.5564520955085754, 'Y': 0.3235706090927124, 'Z': -0.08832092583179474}, {'X': 0.6437689661979675, 'Y': 0.38354870676994324, 'Z': -0.01776854135096073}, {'X': 0.6304407119750977, 'Y': 0.30825892090797424, 'Z': -0.05510877072811127}, {'X': 0.6196654438972473, 'Y': 0.3131749629974365, 'Z': -0.08898057788610458}, {'X': 0.6102867126464844, 'Y': 0.3440319001674652, 'Z': -0.10555847734212875}]
[{'X': 0.636947512626648, 'Y': 0.5885692834854126, 'Z': -0.00010471406858414412}, {'X': 0.566602885723114, 'Y': 0.593338668346405, 'Z': -0.009622235782444477}, {'X': 0.5106109380722046, 'Y': 0.5384694337844849, 'Z': -0.002787097590044141}, {'X': 0.47464054822921753, 'Y': 0.48277199268341064, 'Z': -0.0062780254520475864}, {'X': 0.44407719373703003, 'Y': 0.4514910876750946, 'Z': -0.006229382939636707}, {'X': 0.5272558331489563, 'Y': 0.41269975900650024, 'Z': 0.046497467905282974}, {'X': 0.48192450404167175, 'Y': 0.34427207708358765, 'Z': 0.0452081561088562}, {'X': 0.4566967189311981, 'Y': 0.3000484108924866, 'Z': 0.037526581436395645}, {'X': 0.4343090355396271, 'Y': 0.2664206624031067, 'Z': 0.02269131690263748}, {'X': 0.5643799304962158, 'Y': 0.38180193305015564, 'Z': 0.033334072679281235}, {'X': 0.5354646444320679, 'Y': 0.2897186875343323, 'Z': 0.03209403529763222}, {'X': 0.5094173550605774, 'Y': 0.23702393472194672, 'Z': 0.011153903789818287}, {'X': 0.48373815417289734, 'Y': 0.20859169960021973, 'Z': -0.006405175197869539}, {'X': 0.604758620262146, 'Y': 0.3720652461051941, 'Z': 0.01206297893077135}, {'X': 0.5859045386314392, 'Y': 0.27977800369262695, 'Z': -0.010134994983673096}, {'X': 0.5708767771720886, 'Y': 0.2736130356788635, 'Z': -0.04700639843940735}, {'X': 0.5564396381378174, 'Y': 0.2892319858074188, 'Z': -0.06757835298776627}, {'X': 0.647718071937561, 'Y': 0.37676164507865906, 'Z': -0.00980650819838047}, {'X': 0.6364631652832031, 'Y': 0.3019035756587982, 'Z': -0.04720073938369751}, {'X': 0.6209523677825928, 'Y': 0.29600074887275696, 'Z': -0.08511511236429214}, {'X': 0.6035873889923096, 'Y': 0.31617146730422974, 'Z': -0.10299453884363174}]
[{'X': 0.6372235417366028, 'Y': 0.5796816349029541, 'Z': -0.00011760488268919289}, {'X': 0.5697285532951355, 'Y': 0.5839145183563232, 'Z': -0.00779084162786603}, {'X': 0.5104196667671204, 'Y': 0.5321043729782104, 'Z': 0.007286617532372475}, {'X': 0.47255003452301025, 'Y': 0.47696083784103394, 'Z': 0.011295060627162457}, {'X': 0.44336822628974915, 'Y': 0.45400333404541016, 'Z': 0.016830526292324066}, {'X': 0.5344301462173462, 'Y': 0.40588992834091187, 'Z': 0.0626850575208664}, {'X': 0.4877784550189972, 'Y': 0.34084978699684143, 'Z': 0.06725756078958511}, {'X': 0.46283841133117676, 'Y': 0.3001931607723236, 'Z': 0.06314625591039658}, {'X': 0.44213032722473145, 'Y': 0.269336462020874, 'Z': 0.05052802711725235}, {'X': 0.572633683681488, 'Y': 0.37334752082824707, 'Z': 0.05172300338745117}, {'X': 0.5416732430458069, 'Y': 0.28718671202659607, 'Z': 0.06449057161808014}, {'X': 0.515401303768158, 'Y': 0.23286420106887817, 'Z': 0.05031111463904381}, {'X': 0.4925178587436676, 'Y': 0.1979973018169403, 'Z': 0.03759560361504555}, {'X': 0.6133742928504944, 'Y': 0.3632812201976776, 'Z': 0.0321330726146698}, {'X': 0.5954681038856506, 'Y': 0.27774250507354736, 'Z': 0.02235782891511917}, {'X': 0.5784250497817993, 'Y': 0.25714245438575745, 'Z': -0.006885692477226257}, {'X': 0.5621796250343323, 'Y': 0.25258976221084595, 'Z': -0.023180924355983734}, {'X': 0.6567873954772949, 'Y': 0.3702961504459381, 'Z': 0.011439543217420578}, {'X': 0.6542254686355591, 'Y': 0.30666619539260864, 'Z': -0.020793471485376358}, {'X': 0.6459456086158752, 'Y': 0.2967534065246582, 'Z': -0.05308074504137039}, {'X': 0.6345694661140442, 'Y': 0.3018910884857178, 'Z': -0.06697677075862885}]
[{'X': 0.6372235417366028, 'Y': 0.5796816349029541, 'Z': -0.00011760488268919289}, {'X': 0.5697285532951355, 'Y': 0.5839145183563232, 'Z': -0.00779084162786603}, {'X': 0.5104196667671204, 'Y': 0.5321043729782104, 'Z': 0.007286617532372475}, {'X': 0.47255003452301025, 'Y': 0.47696083784103394, 'Z': 0.011295060627162457}, {'X': 0.44336822628974915, 'Y': 0.45400333404541016, 'Z': 0.016830526292324066}, {'X': 0.5344301462173462, 'Y': 0.40588992834091187, 'Z': 0.0626850575208664}, {'X': 0.4877784550189972, 'Y': 0.34084978699684143, 'Z': 0.06725756078958511}, {'X': 0.46283841133117676, 'Y': 0.3001931607723236, 'Z': 0.06314625591039658}, {'X': 0.44213032722473145, 'Y': 0.269336462020874, 'Z': 0.05052802711725235}, {'X': 0.572633683681488, 'Y': 0.37334752082824707, 'Z': 0.05172300338745117}, {'X': 0.5416732430458069, 'Y': 0.28718671202659607, 'Z': 0.06449057161808014}, {'X': 0.515401303768158, 'Y': 0.23286420106887817, 'Z': 0.05031111463904381}, {'X': 0.4925178587436676, 'Y': 0.1979973018169403, 'Z': 0.03759560361504555}, {'X': 0.6133742928504944, 'Y': 0.3632812201976776, 'Z': 0.0321330726146698}, {'X': 0.5954681038856506, 'Y': 0.27774250507354736, 'Z': 0.02235782891511917}, {'X': 0.5784250497817993, 'Y': 0.25714245438575745, 'Z': -0.006885692477226257}, {'X': 0.5621796250343323, 'Y': 0.25258976221084595, 'Z': -0.023180924355983734}, {'X': 0.6567873954772949, 'Y': 0.3702961504459381, 'Z': 0.011439543217420578}, {'X': 0.6542254686355591, 'Y': 0.30666619539260864, 'Z': -0.020793471485376358}, {'X': 0.6459456086158752, 'Y': 0.2967534065246582, 'Z': -0.05308074504137039}, {'X': 0.6345694661140442, 'Y': 0.3018910884857178, 'Z': -0.06697677075862885}]
[{'X': 0.6379668712615967, 'Y': 0.5770367383956909, 'Z': -0.00011284068750683218}, {'X': 0.5675500631332397, 'Y': 0.5825496315956116, 'Z': -0.0036104312166571617}, {'X': 0.5087152719497681, 'Y': 0.5310702919960022, 'Z': 0.011698389425873756}, {'X': 0.47252365946769714, 'Y': 0.4789366126060486, 'Z': 0.014805943705141544}, {'X': 0.4429585039615631, 'Y': 0.45939040184020996, 'Z': 0.018447859212756157}, {'X': 0.5361828207969666, 'Y': 0.4042898118495941, 'Z': 0.0700283944606781}, {'X': 0.4920342266559601, 'Y': 0.3410126268863678, 'Z': 0.07929140329360962}, {'X': 0.467477023601532, 'Y': 0.30298665165901184, 'Z': 0.07844628393650055}, {'X': 0.4479755759239197, 'Y': 0.2741071581840515, 'Z': 0.06650248169898987}, {'X': 0.5741522908210754, 'Y': 0.37260201573371887, 'Z': 0.05561389401555061}, {'X': 0.5443471074104309, 'Y': 0.2845458984375, 'Z': 0.07355070114135742}, {'X': 0.5177937746047974, 'Y': 0.2327267825603485, 'Z': 0.06673780083656311}, {'X': 0.49564462900161743, 'Y': 0.19959883391857147, 'Z': 0.05829574912786484}, {'X': 0.6141515970230103, 'Y': 0.36418041586875916, 'Z': 0.031380776315927505}, {'X': 0.596461296081543, 'Y': 0.27925780415534973, 'Z': 0.02247540093958378}, {'X': 0.5801225900650024, 'Y': 0.26536059379577637, 'Z': -0.004456676542758942}, {'X': 0.5654460787773132, 'Y': 0.2667568325996399, 'Z': -0.020026233047246933}, {'X': 0.657393217086792, 'Y': 0.37207019329071045, 'Z': 0.007311624474823475}, {'X': 0.6541622281074524, 'Y': 0.30874860286712646, 'Z': -0.02476971410214901}, {'X': 0.6453776359558105, 'Y': 0.3052045702934265, 'Z': -0.054530948400497437}, {'X': 0.6347973942756653, 'Y': 0.3152899444103241, 'Z': -0.06717927008867264}]
[{'X': 0.6412181258201599, 'Y': 0.5804505348205566, 'Z': -0.00010841827315744013}, {'X': 0.5726160407066345, 'Y': 0.5853255987167358, 'Z': -0.0032564401626586914}, {'X': 0.5145686268806458, 'Y': 0.5320467948913574, 'Z': 0.014303690753877163}, {'X': 0.47805550694465637, 'Y': 0.47730642557144165, 'Z': 0.018688958138227463}, {'X': 0.44676685333251953, 'Y': 0.4574951231479645, 'Z': 0.02316819503903389}, {'X': 0.5389856100082397, 'Y': 0.40747711062431335, 'Z': 0.07670687139034271}, {'X': 0.4971647560596466, 'Y': 0.34246858954429626, 'Z': 0.0866524800658226}, {'X': 0.4737919569015503, 'Y': 0.3023727536201477, 'Z': 0.08506270498037338}, {'X': 0.45516684651374817, 'Y': 0.27201777696609497, 'Z': 0.0726049616932869}, {'X': 0.5762718915939331, 'Y': 0.37662115693092346, 'Z': 0.06169655919075012}, {'X': 0.5484801530838013, 'Y': 0.2899630665779114, 'Z': 0.07958044856786728}, {'X': 0.5223559141159058, 'Y': 0.23587553203105927, 'Z': 0.07150747627019882}, {'X': 0.5005937814712524, 'Y': 0.20085906982421875, 'Z': 0.06195824593305588}, {'X': 0.616312563419342, 'Y': 0.3683227598667145, 'Z': 0.036282576620578766}, {'X': 0.5978778600692749, 'Y': 0.28387320041656494, 'Z': 0.02558131515979767}, {'X': 0.582587480545044, 'Y': 0.26956310868263245, 'Z': -0.004667446482926607}, {'X': 0.5702839493751526, 'Y': 0.2708071172237396, 'Z': -0.02173946611583233}, {'X': 0.6596583127975464, 'Y': 0.37664762139320374, 'Z': 0.010951820760965347}, {'X': 0.655470609664917, 'Y': 0.3124481737613678, 'Z': -0.022794287651777267}, {'X': 0.6479284763336182, 'Y': 0.3065143823623657, 'Z': -0.054984018206596375}, {'X': 0.6392002701759338, 'Y': 0.3151377737522125, 'Z': -0.06984937936067581}]
[{'X': 0.6441227197647095, 'Y': 0.588209331035614, 'Z': -0.00010982908133883029}, {'X': 0.5747361779212952, 'Y': 0.593682050704956, 'Z': -0.00852212030440569}, {'X': 0.5161018967628479, 'Y': 0.5365843772888184, 'Z': 0.0084321154281497}, {'X': 0.47944170236587524, 'Y': 0.47805464267730713, 'Z': 0.014435836113989353}, {'X': 0.4489622712135315, 'Y': 0.45458096265792847, 'Z': 0.02115144021809101}, {'X': 0.5413572788238525, 'Y': 0.41200771927833557, 'Z': 0.06812474131584167}, {'X': 0.49883249402046204, 'Y': 0.3446410596370697, 'Z': 0.07504907250404358}, {'X': 0.47453412413597107, 'Y': 0.30439361929893494, 'Z': 0.07178734242916107}, {'X': 0.45529595017433167, 'Y': 0.27402937412261963, 'Z': 0.05880684033036232}, {'X': 0.5787885189056396, 'Y': 0.38056710362434387, 'Z': 0.057236772030591965}, {'X': 0.5500849485397339, 'Y': 0.29174602031707764, 'Z': 0.07262633740901947}, {'X': 0.523664653301239, 'Y': 0.23750627040863037, 'Z': 0.06240977719426155}, {'X': 0.5019336342811584, 'Y': 0.20304812490940094, 'Z': 0.05070766061544418}, {'X': 0.6191287636756897, 'Y': 0.37153926491737366, 'Z': 0.03590962290763855}, {'X': 0.5996282696723938, 'Y': 0.283711701631546, 'Z': 0.021746894344687462}, {'X': 0.5851253867149353, 'Y': 0.273355096578598, 'Z': -0.01244821771979332}, {'X': 0.574039101600647, 'Y': 0.27895450592041016, 'Z': -0.03148743510246277}, {'X': 0.6624439358711243, 'Y': 0.37794968485832214, 'Z': 0.014393499121069908}, {'X': 0.6560519933700562, 'Y': 0.31186819076538086, 'Z': -0.023754999041557312}, {'X': 0.6490989923477173, 'Y': 0.3095981180667877, 'Z': -0.06002919375896454}, {'X': 0.6420691013336182, 'Y': 0.3219057321548462, 'Z': -0.0772925391793251}]
