[{'X': 0.796199381351471, 'Y': 0.8010371923446655, 'Z': -0.00011619822907960042}, {'X': 0.7235201001167297, 'Y': 0.7531338334083557, 'Z': -0.006597285158932209}, {'X': 0.6880677342414856, 'Y': 0.6530822515487671, 'Z': 0.011866631917655468}, {'X': 0.6747523546218872, 'Y': 0.5612578988075256, 'Z': 0.022357681766152382}, {'X': 0.6537741422653198, 'Y': 0.5059542059898376, 'Z': 0.04001222178339958}, {'X': 0.7225000858306885, 'Y': 0.5807684659957886, 'Z': 0.035684291273355484}, {'X': 0.713442325592041, 'Y': 0.47734493017196655, 'Z': 0.035892944782972336}, {'X': 0.7142025828361511, 'Y': 0.41724318265914917, 'Z': 0.03460203856229782}, {'X': 0.715519905090332, 'Y': 0.36457961797714233, 'Z': 0.02839135192334652}, {'X': 0.7636975646018982, 'Y': 0.5699718594551086, 'Z': 0.0257448498159647}, {'X': 0.7560736536979675, 'Y': 0.45163097977638245, 'Z': 0.025502413511276245}, {'X': 0.7560718655586243, 'Y': 0.38990285992622375, 'Z': 0.005586364772170782}, {'X': 0.7578168511390686, 'Y': 0.34017860889434814, 'Z': -0.00967707671225071}, {'X': 0.8039141893386841, 'Y': 0.576449453830719, 'Z': 0.011578594334423542}, {'X': 0.7996823787689209, 'Y': 0.46950778365135193, 'Z': 0.00894089974462986}, {'X': 0.7990480065345764, 'Y': 0.41054391860961914, 'Z': -0.007120220456272364}, {'X': 0.7976359128952026, 'Y': 0.36067402362823486, 'Z': -0.02152719721198082}, {'X': 0.845284104347229, 'Y': 0.5998893976211548, 'Z': -0.0036487719044089317}, {'X': 0.8403428196907043, 'Y': 0.5181179046630859, 'Z': -0.015218403190374374}, {'X': 0.8385113477706909, 'Y': 0.46904391050338745, 'Z': -0.029058439657092094}, {'X': 0.8353868126869202, 'Y': 0.41780877113342285, 'Z': -0.03804532065987587}]
[{'X': 0.7839744091033936, 'Y': 0.8270233869552612, 'Z': -0.00010433045827085152}, {'X': 0.7189667224884033, 'Y': 0.7618398666381836, 'Z': -0.0007492041331715882}, {'X': 0.6828994750976562, 'Y': 0.6663134694099426, 'Z': -0.004510122817009687}, {'X': 0.6679937839508057, 'Y': 0.5825753211975098, 'Z': -0.019180424511432648}, {'X': 0.6671605110168457, 'Y': 0.5140334963798523, 'Z': -0.030010363087058067}, {'X': 0.7276124954223633, 'Y': 0.5964325666427612, 'Z': 0.04485245421528816}, {'X': 0.7084206342697144, 'Y': 0.522704005241394, 'Z': 0.012809930369257927}, {'X': 0.6998304128646851, 'Y': 0.5598180890083313, 'Z': -0.027270540595054626}, {'X': 0.7038481831550598, 'Y': 0.5982422232627869, 'Z': -0.04731682687997818}, {'X': 0.7642960548400879, 'Y': 0.5807817578315735, 'Z': 0.027937671169638634}, {'X': 0.7551384568214417, 'Y': 0.4727150499820709, 'Z': 0.03914770483970642}, {'X': 0.748528003692627, 'Y': 0.4067869782447815, 'Z': 0.025673547759652138}, {'X': 0.7451575398445129, 'Y': 0.3502194285392761, 'Z': 0.01503393892198801}, {'X': 0.8023180961608887, 'Y': 0.5882691740989685, 'Z': 0.0028786035254597664}, {'X': 0.7967380881309509, 'Y': 0.48021596670150757, 'Z': 0.009813372977077961}, {'X': 0.7887343168258667, 'Y': 0.4167967438697815, 'Z': 0.003357413923367858}, {'X': 0.7832323908805847, 'Y': 0.3615443706512451, 'Z': -0.0006147798267193139}, {'X': 0.8418875932693481, 'Y': 0.6149800419807434, 'Z': -0.02530689537525177}, {'X': 0.8420671224594116, 'Y': 0.527616560459137, 'Z': -0.024880727753043175}, {'X': 0.8336119651794434, 'Y': 0.47576093673706055, 'Z': -0.025452256202697754}, {'X': 0.8239732980728149, 'Y': 0.4265708923339844, 'Z': -0.023441238328814507}]
[{'X': 0.7856751084327698, 'Y': 0.8346381783485413, 'Z': -0.00010538414790062234}, {'X': 0.7226297855377197, 'Y': 0.7669600248336792, 'Z': 0.001547900727018714}, {'X': 0.6842394471168518, 'Y': 0.6650924682617188, 'Z': -0.0030256821773946285}, {'X': 0.668799638748169, 'Y': 0.5778296589851379, 'Z': -0.02153755910694599}, {'X': 0.672302782535553, 'Y': 0.509399950504303, 'Z': -0.036049339920282364}, {'X': 0.7274327874183655, 'Y': 0.5970867872238159, 'Z': 0.04823531582951546}, {'X': 0.709760844707489, 'Y': 0.5276621580123901, 'Z': 0.013085651211440563}, {'X': 0.7062802314758301, 'Y': 0.5668225288391113, 'Z': -0.025144344195723534}, {'X': 0.7123561501502991, 'Y': 0.6056351661682129, 'Z': -0.040477897971868515}, {'X': 0.7625944018363953, 'Y': 0.5812942385673523, 'Z': 0.026633815839886665}, {'X': 0.752764880657196, 'Y': 0.468589723110199, 'Z': 0.034744296222925186}, {'X': 0.7461474537849426, 'Y': 0.4076530635356903, 'Z': 0.020213574171066284}, {'X': 0.7415058612823486, 'Y': 0.35747435688972473, 'Z': 0.010907797142863274}, {'X': 0.8000360727310181, 'Y': 0.5872530937194824, 'Z': -0.0024559488520026207}, {'X': 0.7922669649124146, 'Y': 0.4733615517616272, 'Z': -0.00011097455717390403}, {'X': 0.7824275493621826, 'Y': 0.41131097078323364, 'Z': -0.011913551948964596}, {'X': 0.7738797068595886, 'Y': 0.35924381017684937, 'Z': -0.01792844757437706}, {'X': 0.8393344283103943, 'Y': 0.6122037768363953, 'Z': -0.033807165920734406}, {'X': 0.8380966186523438, 'Y': 0.5204865336418152, 'Z': -0.034906648099422455}, {'X': 0.8315189480781555, 'Y': 0.4689359664916992, 'Z': -0.03681499883532524}, {'X': 0.823215901851654, 'Y': 0.41918832063674927, 'Z': -0.03340115025639534}]
[{'X': 0.7791174054145813, 'Y': 0.8151515126228333, 'Z': -7.581452518934384e-05}, {'X': 0.7185137867927551, 'Y': 0.7536284923553467, 'Z': 0.012588758952915668}, {'X': 0.6800428628921509, 'Y': 0.648845374584198, 'Z': 0.01738608628511429}, {'X': 0.6677119731903076, 'Y': 0.5628397464752197, 'Z': 0.006523451302200556}, {'X': 0.6764658689498901, 'Y': 0.5053183436393738, 'Z': -0.001932297251187265}, {'X': 0.7226393818855286, 'Y': 0.5835090279579163, 'Z': 0.054750800132751465}, {'X': 0.7134747505187988, 'Y': 0.516243040561676, 'Z': 0.025128938257694244}, {'X': 0.716715931892395, 'Y': 0.5547440052032471, 'Z': -0.007886596024036407}, {'X': 0.7247859239578247, 'Y': 0.5918893218040466, 'Z': -0.02340681664645672}, {'X': 0.7586410045623779, 'Y': 0.5724905133247375, 'Z': 0.027575591579079628}, {'X': 0.7538077235221863, 'Y': 0.45683586597442627, 'Z': 0.03309877961874008}, {'X': 0.7480388879776001, 'Y': 0.3983691334724426, 'Z': 0.017102893441915512}, {'X': 0.7421859502792358, 'Y': 0.3484826683998108, 'Z': 0.004487857222557068}, {'X': 0.7965997457504272, 'Y': 0.5820074677467346, 'Z': -0.005331147462129593}, {'X': 0.7930276393890381, 'Y': 0.4667147099971771, 'Z': -0.005542809143662453}, {'X': 0.7837654948234558, 'Y': 0.4062718451023102, 'Z': -0.01732598803937435}, {'X': 0.7748358249664307, 'Y': 0.35651591420173645, 'Z': -0.024931829422712326}, {'X': 0.836380124092102, 'Y': 0.6087564826011658, 'Z': -0.039110854268074036}, {'X': 0.8354699611663818, 'Y': 0.5186929106712341, 'Z': -0.038718339055776596}, {'X': 0.8285921216011047, 'Y': 0.46682924032211304, 'Z': -0.04069479927420616}, {'X': 0.8195247650146484, 'Y': 0.4172007441520691, 'Z': -0.040306657552719116}]
[{'X': 0.7815804481506348, 'Y': 0.800129771232605, 'Z': -0.00011243706103414297}, {'X': 0.7152853608131409, 'Y': 0.7490765452384949, 'Z': 0.010159498080611229}, {'X': 0.6813648343086243, 'Y': 0.6489338874816895, 'Z': 0.02867278642952442}, {'X': 0.6711492538452148, 'Y': 0.5606455206871033, 'Z': 0.03557100147008896}, {'X': 0.6657974123954773, 'Y': 0.5051872730255127, 'Z': 0.045013464987277985}, {'X': 0.7216522097587585, 'Y': 0.5881542563438416, 'Z': 0.06793233752250671}, {'X': 0.7148002982139587, 'Y': 0.49145594239234924, 'Z': 0.07474858313798904}, {'X': 0.7134819626808167, 'Y': 0.44464024901390076, 'Z': 0.06991351395845413}, {'X': 0.7140848636627197, 'Y': 0.413319855928421, 'Z': 0.060128506273031235}, {'X': 0.7612678408622742, 'Y': 0.5765337944030762, 'Z': 0.046252746134996414}, {'X': 0.7565400004386902, 'Y': 0.4580136835575104, 'Z': 0.055402450263500214}, {'X': 0.751611053943634, 'Y': 0.3937004804611206, 'Z': 0.03683144226670265}, {'X': 0.7494593262672424, 'Y': 0.3436271846294403, 'Z': 0.01794804073870182}, {'X': 0.8009445667266846, 'Y': 0.5810561776161194, 'Z': 0.020203886553645134}, {'X': 0.7973988056182861, 'Y': 0.4724564552307129, 'Z': 0.027873549610376358}, {'X': 0.7917379140853882, 'Y': 0.40924888849258423, 'Z': 0.014048703014850616}, {'X': 0.7863385677337646, 'Y': 0.35523441433906555, 'Z': -0.0018157707527279854}, {'X': 0.8421463370323181, 'Y': 0.6031673550605774, 'Z': -0.0066285813227295876}, {'X': 0.8398153781890869, 'Y': 0.5178431868553162, 'Z': -0.003817387158051133}, {'X': 0.8366163372993469, 'Y': 0.4649074673652649, 'Z': -0.009492538869380951}, {'X': 0.8323366045951843, 'Y': 0.41363000869750977, 'Z': -0.017960794270038605}]
[{'X': 0.7815804481506348, 'Y': 0.800129771232605, 'Z': -0.00011243706103414297}, {'X': 0.7152853608131409, 'Y': 0.7490765452384949, 'Z': 0.010159498080611229}, {'X': 0.6813648343086243, 'Y': 0.6489338874816895, 'Z': 0.02867278642952442}, {'X': 0.6711492538452148, 'Y': 0.5606455206871033, 'Z': 0.03557100147008896}, {'X': 0.6657974123954773, 'Y': 0.5051872730255127, 'Z': 0.045013464987277985}, {'X': 0.7216522097587585, 'Y': 0.5881542563438416, 'Z': 0.06793233752250671}, {'X': 0.7148002982139587, 'Y': 0.49145594239234924, 'Z': 0.07474858313798904}, {'X': 0.7134819626808167, 'Y': 0.44464024901390076, 'Z': 0.06991351395845413}, {'X': 0.7140848636627197, 'Y': 0.413319855928421, 'Z': 0.060128506273031235}, {'X': 0.7612678408622742, 'Y': 0.5765337944030762, 'Z': 0.046252746134996414}, {'X': 0.7565400004386902, 'Y': 0.4580136835575104, 'Z': 0.055402450263500214}, {'X': 0.751611053943634, 'Y': 0.3937004804611206, 'Z': 0.03683144226670265}, {'X': 0.7494593262672424, 'Y': 0.3436271846294403, 'Z': 0.01794804073870182}, {'X': 0.8009445667266846, 'Y': 0.5810561776161194, 'Z': 0.020203886553645134}, {'X': 0.7973988056182861, 'Y': 0.4724564552307129, 'Z': 0.027873549610376358}, {'X': 0.7917379140853882, 'Y': 0.40924888849258423, 'Z': 0.014048703014850616}, {'X': 0.7863385677337646, 'Y': 0.35523441433906555, 'Z': -0.0018157707527279854}, {'X': 0.8421463370323181, 'Y': 0.6031673550605774, 'Z': -0.0066285813227295876}, {'X': 0.8398153781890869, 'Y': 0.5178431868553162, 'Z': -0.003817387158051133}, {'X': 0.8366163372993469, 'Y': 0.4649074673652649, 'Z': -0.009492538869380951}, {'X': 0.8323366045951843, 'Y': 0.41363000869750977, 'Z': -0.017960794270038605}]
[{'X': 0.7902148365974426, 'Y': 0.805202841758728, 'Z': -0.00011072355846408755}, {'X': 0.7187274098396301, 'Y': 0.7558540105819702, 'Z': -0.009979311376810074}, {'X': 0.6826284527778625, 'Y': 0.6566758155822754, 'Z': 0.007829892449080944}, {'X': 0.6712778210639954, 'Y': 0.5668203234672546, 'Z': 0.019002364948391914}, {'X': 0.6606470942497253, 'Y': 0.509239912033081, 'Z': 0.035545188933610916}, {'X': 0.7205241322517395, 'Y': 0.5884373784065247, 'Z': 0.04121827334165573}, {'X': 0.7081888914108276, 'Y': 0.48645448684692383, 'Z': 0.0441972017288208}, {'X': 0.704437255859375, 'Y': 0.4260709881782532, 'Z': 0.041824113577604294}, {'X': 0.7039286494255066, 'Y': 0.3735455274581909, 'Z': 0.033971577882766724}, {'X': 0.7626122236251831, 'Y': 0.5758455991744995, 'Z': 0.031038573011755943}, {'X': 0.7534773945808411, 'Y': 0.4566287696361542, 'Z': 0.03151493892073631}, {'X': 0.750054657459259, 'Y': 0.39103108644485474, 'Z': 0.007407386787235737}, {'X': 0.7502037286758423, 'Y': 0.338784396648407, 'Z': -0.011448088102042675}, {'X': 0.8045780658721924, 'Y': 0.5809212327003479, 'Z': 0.015232183039188385}, {'X': 0.797755241394043, 'Y': 0.47158655524253845, 'Z': 0.01318339817225933}, {'X': 0.7918120622634888, 'Y': 0.407373309135437, 'Z': -0.010285893455147743}, {'X': 0.7875092029571533, 'Y': 0.3535378873348236, 'Z': -0.030084209516644478}, {'X': 0.8473600745201111, 'Y': 0.6041516065597534, 'Z': -0.0005356951151043177}, {'X': 0.8445793986320496, 'Y': 0.5213962197303772, 'Z': -0.008081002160906792}, {'X': 0.8409538865089417, 'Y': 0.4680224061012268, 'Z': -0.025339756160974503}, {'X': 0.8351150751113892, 'Y': 0.41803497076034546, 'Z': -0.03810504078865051}]
[{'X': 0.791549563407898, 'Y': 0.8002841472625732, 'Z': -0.00012057455023750663}, {'X': 0.7205208539962769, 'Y': 0.7526907920837402, 'Z': -0.006151053123176098}, {'X': 0.6858367323875427, 'Y': 0.6552648544311523, 'Z': 0.012140783481299877}, {'X': 0.6738645434379578, 'Y': 0.5658797025680542, 'Z': 0.022362632676959038}, {'X': 0.6593610048294067, 'Y': 0.506547749042511, 'Z': 0.03874650597572327}, {'X': 0.7200711965560913, 'Y': 0.5807821750640869, 'Z': 0.047335270792245865}, {'X': 0.7089366316795349, 'Y': 0.47747936844825745, 'Z': 0.049018606543540955}, {'X': 0.7067500948905945, 'Y': 0.41668665409088135, 'Z': 0.048341136425733566}, {'X': 0.706870436668396, 'Y': 0.36601465940475464, 'Z': 0.04391160234808922}, {'X': 0.7619719505310059, 'Y': 0.5703322291374207, 'Z': 0.03558379039168358}, {'X': 0.7530884146690369, 'Y': 0.45244112610816956, 'Z': 0.03402557224035263}, {'X': 0.7509925961494446, 'Y': 0.39080381393432617, 'Z': 0.010415387339890003}, {'X': 0.752244234085083, 'Y': 0.34293878078460693, 'Z': -0.006288154516369104}, {'X': 0.804110586643219, 'Y': 0.5770694613456726, 'Z': 0.019211420789361}, {'X': 0.7977188229560852, 'Y': 0.4706137776374817, 'Z': 0.017793063074350357}, {'X': 0.7926920652389526, 'Y': 0.4109242856502533, 'Z': -0.00018407370953354985}, {'X': 0.7889294624328613, 'Y': 0.361894428730011, 'Z': -0.014183497987687588}, {'X': 0.8475643396377563, 'Y': 0.6006770730018616, 'Z': 0.002967177890241146}, {'X': 0.8446249961853027, 'Y': 0.5179805159568787, 'Z': -0.00409232871606946}, {'X': 0.8408409357070923, 'Y': 0.46729734539985657, 'Z': -0.015989944338798523}, {'X': 0.8357410430908203, 'Y': 0.41943711042404175, 'Z': -0.02398494817316532}]
[{'X': 0.7933777570724487, 'Y': 0.8050165176391602, 'Z': -9.984684584196657e-05}, {'X': 0.7202064990997314, 'Y': 0.7568203806877136, 'Z': -0.0033370209857821465}, {'X': 0.6849148869514465, 'Y': 0.657367467880249, 'Z': 0.015004310756921768}, {'X': 0.6720438599586487, 'Y': 0.5657454133033752, 'Z': 0.025946620851755142}, {'X': 0.6538252234458923, 'Y': 0.5089084506034851, 'Z': 0.044001176953315735}, {'X': 0.7179109454154968, 'Y': 0.580230712890625, 'Z': 0.040704116225242615}, {'X': 0.7071501016616821, 'Y': 0.47575241327285767, 'Z': 0.04345959052443504}, {'X': 0.7063815593719482, 'Y': 0.4147595167160034, 'Z': 0.04572756215929985}, {'X': 0.7073498964309692, 'Y': 0.3626396358013153, 'Z': 0.0418262779712677}, {'X': 0.759885847568512, 'Y': 0.5697081685066223, 'Z': 0.02711857110261917}, {'X': 0.7519106864929199, 'Y': 0.4501495361328125, 'Z': 0.022094756364822388}, {'X': 0.7517676949501038, 'Y': 0.3876006007194519, 'Z': 0.0012448177440091968}, {'X': 0.7539177536964417, 'Y': 0.3396602272987366, 'Z': -0.013957897201180458}, {'X': 0.8019479513168335, 'Y': 0.5769022107124329, 'Z': 0.009425029158592224}, {'X': 0.7958025336265564, 'Y': 0.4698731005191803, 'Z': 0.003987741656601429}, {'X': 0.7925608158111572, 'Y': 0.4090840518474579, 'Z': -0.012501365505158901}, {'X': 0.7887349724769592, 'Y': 0.35915786027908325, 'Z': -0.026315515860915184}, {'X': 0.8450931310653687, 'Y': 0.6015043258666992, 'Z': -0.008158975280821323}, {'X': 0.8394715189933777, 'Y': 0.5188794136047363, 'Z': -0.02021152339875698}, {'X': 0.8367542624473572, 'Y': 0.46744152903556824, 'Z': -0.034073032438755035}, {'X': 0.8316253423690796, 'Y': 0.4160792827606201, 'Z': -0.04232565313577652}]
[{'X': 0.7962931990623474, 'Y': 0.8036246299743652, 'Z': -0.00010724280582508072}, {'X': 0.7237414717674255, 'Y': 0.7533961534500122, 'Z': -0.005422535818070173}, {'X': 0.6866132616996765, 'Y': 0.6554756760597229, 'Z': 0.010159396566450596}, {'X': 0.6714304685592651, 'Y': 0.5637486577033997, 'Z': 0.01866488717496395}, {'X': 0.6506971716880798, 'Y': 0.5088168978691101, 'Z': 0.03462066128849983}, {'X': 0.7206210494041443, 'Y': 0.5809915065765381, 'Z': 0.030470004305243492}, {'X': 0.7096312642097473, 'Y': 0.47460371255874634, 'Z': 0.0301512498408556}, {'X': 0.7081952095031738, 'Y': 0.4138270318508148, 'Z': 0.03153219446539879}, {'X': 0.7074744701385498, 'Y': 0.36049240827560425, 'Z': 0.0264301598072052}, {'X': 0.7624152898788452, 'Y': 0.5714481472969055, 'Z': 0.016341960057616234}, {'X': 0.75410395860672, 'Y': 0.44998815655708313, 'Z': 0.009076246060431004}, {'X': 0.7538192272186279, 'Y': 0.38954854011535645, 'Z': -0.014060418121516705}, {'X': 0.7554261684417725, 'Y': 0.34236133098602295, 'Z': -0.03088466078042984}, {'X': 0.8042481541633606, 'Y': 0.5803317427635193, 'Z': -0.0016130093717947602}, {'X': 0.7994735836982727, 'Y': 0.4716522693634033, 'Z': -0.010460899211466312}, {'X': 0.7971081733703613, 'Y': 0.41071391105651855, 'Z': -0.03126004710793495}, {'X': 0.7934789657592773, 'Y': 0.3592844009399414, 'Z': -0.0475553423166275}, {'X': 0.8472028374671936, 'Y': 0.6067473888397217, 'Z': -0.019330652430653572}, {'X': 0.8426976203918457, 'Y': 0.5243054628372192, 'Z': -0.03660384565591812}, {'X': 0.8404908180236816, 'Y': 0.47274741530418396, 'Z': -0.05429237708449364}, {'X': 0.8350975513458252, 'Y': 0.41975539922714233, 'Z': -0.06494633108377457}]
[{'X': 0.7933230996131897, 'Y': 0.8001748323440552, 'Z': -8.753240399528295e-05}, {'X': 0.7201128602027893, 'Y': 0.7498766183853149, 'Z': 0.001288390252739191}, {'X': 0.6857910752296448, 'Y': 0.6520695090293884, 'Z': 0.02529984340071678}, {'X': 0.6734044551849365, 'Y': 0.5625607967376709, 'Z': 0.04100576415657997}, {'X': 0.656769871711731, 'Y': 0.5049708485603333, 'Z': 0.06314783543348312}, {'X': 0.7208486795425415, 'Y': 0.5798971056938171, 'Z': 0.056800488382577896}, {'X': 0.7099180221557617, 'Y': 0.4770756959915161, 'Z': 0.06277378648519516}, {'X': 0.7088809609413147, 'Y': 0.41584861278533936, 'Z': 0.06475848704576492}, {'X': 0.709505558013916, 'Y': 0.3646225333213806, 'Z': 0.062402382493019104}, {'X': 0.7621090412139893, 'Y': 0.5698277354240417, 'Z': 0.04286652058362961}, {'X': 0.7540323734283447, 'Y': 0.45099490880966187, 'Z': 0.04310574382543564}, {'X': 0.7536057829856873, 'Y': 0.387326180934906, 'Z': 0.02198144793510437}, {'X': 0.7552563548088074, 'Y': 0.33856821060180664, 'Z': 0.0070175849832594395}, {'X': 0.8037391304969788, 'Y': 0.5765887498855591, 'Z': 0.02421063371002674}, {'X': 0.7975791692733765, 'Y': 0.4699300527572632, 'Z': 0.024100150913000107}, {'X': 0.7940088510513306, 'Y': 0.4088740944862366, 'Z': 0.00714238453656435}, {'X': 0.7902083992958069, 'Y': 0.35974323749542236, 'Z': -0.005707257427275181}, {'X': 0.846741259098053, 'Y': 0.5993295907974243, 'Z': 0.006136346608400345}, {'X': 0.8417177796363831, 'Y': 0.5175057053565979, 'Z': -0.0008944335277192295}, {'X': 0.8380028009414673, 'Y': 0.4666328728199005, 'Z': -0.01301505882292986}, {'X': 0.8322380781173706, 'Y': 0.41795551776885986, 'Z': -0.019967390224337578}]
