[{'X': 0.24175524711608887, 'Y': 0.6933708190917969, 'Z': -5.307614992489107e-05}, {'X': 0.2067050039768219, 'Y': 0.6569007635116577, 'Z': -0.020591862499713898}, {'X': 0.18676239252090454, 'Y': 0.6022588610649109, 'Z': -0.02876737155020237}, {'X': 0.19576460123062134, 'Y': 0.5519373416900635, 'Z': -0.038746897131204605}, {'X': 0.2153896540403366, 'Y': 0.5286116600036621, 'Z': -0.04546815901994705}, {'X': 0.20442765951156616, 'Y': 0.5408194661140442, 'Z': 0.01855940744280815}, {'X': 0.20295141637325287, 'Y': 0.49171286821365356, 'Z': 0.015268244780600071}, {'X': 0.2066321074962616, 'Y': 0.4633735120296478, 'Z': 0.006868297234177589}, {'X': 0.21142271161079407, 'Y': 0.43646541237831116, 'Z': -5.952941864961758e-05}, {'X': 0.22952978312969208, 'Y': 0.5389261841773987, 'Z': 0.01819782145321369}, {'X': 0.2275293469429016, 'Y': 0.4860127568244934, 'Z': 0.02458803541958332}, {'X': 0.22911867499351501, 'Y': 0.45441532135009766, 'Z': 0.015094287693500519}, {'X': 0.23221039772033691, 'Y': 0.4288041591644287, 'Z': 0.005765800829976797}, {'X': 0.25124236941337585, 'Y': 0.5478941202163696, 'Z': 0.012491569854319096}, {'X': 0.25173184275627136, 'Y': 0.4982351064682007, 'Z': 0.015046139247715473}, {'X': 0.2515288293361664, 'Y': 0.4671231806278229, 'Z': 0.0018149387324228883}, {'X': 0.2517937421798706, 'Y': 0.44142723083496094, 'Z': -0.00953980814665556}, {'X': 0.27426794171333313, 'Y': 0.5675649046897888, 'Z': 0.0020141710992902517}, {'X': 0.2737202048301697, 'Y': 0.5291478633880615, 'Z': 0.001549936248920858}, {'X': 0.27289101481437683, 'Y': 0.5040078163146973, 'Z': -0.004850179422646761}, {'X': 0.271375834941864, 'Y': 0.47888022661209106, 'Z': -0.012132889591157436}]
[{'X': 0.2534012198448181, 'Y': 0.6873977780342102, 'Z': -2.455690992064774e-05}, {'X': 0.21656866371631622, 'Y': 0.6455034613609314, 'Z': -0.01885095238685608}, {'X': 0.20227333903312683, 'Y': 0.591580331325531, 'Z': -0.023019036278128624}, {'X': 0.21482861042022705, 'Y': 0.542834460735321, 'Z': -0.028904063627123833}, {'X': 0.23175644874572754, 'Y': 0.5143526196479797, 'Z': -0.031656332314014435}, {'X': 0.2091008573770523, 'Y': 0.5393809676170349, 'Z': 0.026884352788329124}, {'X': 0.20800745487213135, 'Y': 0.48967546224594116, 'Z': 0.029217831790447235}, {'X': 0.21213209629058838, 'Y': 0.4609391689300537, 'Z': 0.02633056603372097}, {'X': 0.2160380482673645, 'Y': 0.43528953194618225, 'Z': 0.023726750165224075}, {'X': 0.23521193861961365, 'Y': 0.536905825138092, 'Z': 0.03116513043642044}, {'X': 0.23449380695819855, 'Y': 0.4851381182670593, 'Z': 0.04591444879770279}, {'X': 0.23595114052295685, 'Y': 0.4527459144592285, 'Z': 0.040580857545137405}, {'X': 0.2369762361049652, 'Y': 0.4256296753883362, 'Z': 0.03471967205405235}, {'X': 0.2583003640174866, 'Y': 0.5440568923950195, 'Z': 0.03065032884478569}, {'X': 0.2576972246170044, 'Y': 0.4969682991504669, 'Z': 0.041063353419303894}, {'X': 0.25748583674430847, 'Y': 0.4686119854450226, 'Z': 0.032203756272792816}, {'X': 0.2565407156944275, 'Y': 0.44474664330482483, 'Z': 0.022495899349451065}, {'X': 0.28204062581062317, 'Y': 0.5606077909469604, 'Z': 0.026207417249679565}, {'X': 0.2786993980407715, 'Y': 0.524648129940033, 'Z': 0.03087029419839382}, {'X': 0.27644363045692444, 'Y': 0.5006058216094971, 'Z': 0.024740375578403473}, {'X': 0.2729068100452423, 'Y': 0.47536179423332214, 'Z': 0.01785026676952839}]
[{'X': 0.2526625692844391, 'Y': 0.6767750978469849, 'Z': -5.921950287302025e-05}, {'X': 0.21877577900886536, 'Y': 0.6379750967025757, 'Z': -0.017130186781287193}, {'X': 0.20571304857730865, 'Y': 0.5888803005218506, 'Z': -0.02217894420027733}, {'X': 0.2191135734319687, 'Y': 0.5421611070632935, 'Z': -0.02872910164296627}, {'X': 0.23634454607963562, 'Y': 0.5145264267921448, 'Z': -0.03310282900929451}, {'X': 0.21226029098033905, 'Y': 0.5380622744560242, 'Z': 0.015988415107131004}, {'X': 0.21153756976127625, 'Y': 0.48980164527893066, 'Z': 0.01341088768094778}, {'X': 0.21443811058998108, 'Y': 0.46175166964530945, 'Z': 0.008239136077463627}, {'X': 0.21652984619140625, 'Y': 0.4372585117816925, 'Z': 0.003030346008017659}, {'X': 0.2374979555606842, 'Y': 0.5347344279289246, 'Z': 0.016164343804121017}, {'X': 0.23696276545524597, 'Y': 0.48429766297340393, 'Z': 0.020566925406455994}, {'X': 0.23775939643383026, 'Y': 0.45335128903388977, 'Z': 0.012699861079454422}, {'X': 0.23776306211948395, 'Y': 0.42788630723953247, 'Z': 0.006056902930140495}, {'X': 0.2600908875465393, 'Y': 0.5414295792579651, 'Z': 0.012291498482227325}, {'X': 0.2600634694099426, 'Y': 0.49551284313201904, 'Z': 0.01364553440362215}, {'X': 0.2595660388469696, 'Y': 0.46748095750808716, 'Z': 0.0029766238294541836}, {'X': 0.25851210951805115, 'Y': 0.44409605860710144, 'Z': -0.00725837517529726}, {'X': 0.2834860682487488, 'Y': 0.5579032301902771, 'Z': 0.004494917578995228}, {'X': 0.2793564200401306, 'Y': 0.5229698419570923, 'Z': 0.0013921724166721106}, {'X': 0.2757154703140259, 'Y': 0.49869877099990845, 'Z': -0.007396446540951729}, {'X': 0.2712036073207855, 'Y': 0.4745157063007355, 'Z': -0.01631823182106018}]
[{'X': 0.25323253870010376, 'Y': 0.6762465834617615, 'Z': -4.031686330563389e-05}, {'X': 0.2198384404182434, 'Y': 0.630197286605835, 'Z': -0.021846244111657143}, {'X': 0.20928557217121124, 'Y': 0.5788217186927795, 'Z': -0.031006893143057823}, {'X': 0.2204466611146927, 'Y': 0.5331255197525024, 'Z': -0.041555628180503845}, {'X': 0.232123002409935, 'Y': 0.5000075101852417, 'Z': -0.0488460473716259}, {'X': 0.21184420585632324, 'Y': 0.5270748138427734, 'Z': 0.012820080853998661}, {'X': 0.21274873614311218, 'Y': 0.4768100678920746, 'Z': 0.004592928569763899}, {'X': 0.21752747893333435, 'Y': 0.4515790343284607, 'Z': -0.009670176543295383}, {'X': 0.2217511385679245, 'Y': 0.4367424547672272, 'Z': -0.019793976098299026}, {'X': 0.2377362847328186, 'Y': 0.5265483856201172, 'Z': 0.016532961279153824}, {'X': 0.2391098588705063, 'Y': 0.4738476574420929, 'Z': 0.015019799582660198}, {'X': 0.24029487371444702, 'Y': 0.4462146759033203, 'Z': 0.0013431640109047294}, {'X': 0.23996764421463013, 'Y': 0.43221694231033325, 'Z': -0.0067046633921563625}, {'X': 0.2604639530181885, 'Y': 0.5350451469421387, 'Z': 0.014949106611311436}, {'X': 0.26231440901756287, 'Y': 0.488213449716568, 'Z': 0.014378994703292847}, {'X': 0.26211798191070557, 'Y': 0.4617537558078766, 'Z': 0.004326871130615473}, {'X': 0.2611895501613617, 'Y': 0.4442504048347473, 'Z': -0.0037451256066560745}, {'X': 0.28316056728363037, 'Y': 0.5535221695899963, 'Z': 0.009431291371583939}, {'X': 0.2826650142669678, 'Y': 0.5180478692054749, 'Z': 0.006383535917848349}, {'X': 0.28025394678115845, 'Y': 0.49580374360084534, 'Z': -0.0017055232310667634}, {'X': 0.2768102288246155, 'Y': 0.4744938313961029, 'Z': -0.008439483121037483}]
[{'X': 0.2556610405445099, 'Y': 0.6774357557296753, 'Z': -2.6580688427202404e-05}, {'X': 0.2220132201910019, 'Y': 0.6288665533065796, 'Z': -0.01654047705233097}, {'X': 0.2111155390739441, 'Y': 0.5788463354110718, 'Z': -0.02588449977338314}, {'X': 0.21951663494110107, 'Y': 0.5332036018371582, 'Z': -0.037110283970832825}, {'X': 0.22589080035686493, 'Y': 0.494876503944397, 'Z': -0.048576321452856064}, {'X': 0.21061605215072632, 'Y': 0.5327744483947754, 'Z': 0.012670584954321384}, {'X': 0.21060608327388763, 'Y': 0.48692867159843445, 'Z': 0.0008884835406206548}, {'X': 0.21538475155830383, 'Y': 0.4624027609825134, 'Z': -0.015885205939412117}, {'X': 0.21890036761760712, 'Y': 0.44527924060821533, 'Z': -0.02984287403523922}, {'X': 0.23662078380584717, 'Y': 0.5305689573287964, 'Z': 0.011908939108252525}, {'X': 0.23759163916110992, 'Y': 0.48018568754196167, 'Z': 0.001529396278783679}, {'X': 0.24020402133464813, 'Y': 0.4528310000896454, 'Z': -0.01954658329486847}, {'X': 0.2411409616470337, 'Y': 0.43694645166397095, 'Z': -0.03427516296505928}, {'X': 0.26051679253578186, 'Y': 0.5379879474639893, 'Z': 0.006403089500963688}, {'X': 0.26203811168670654, 'Y': 0.49281424283981323, 'Z': -0.0027705105021595955}, {'X': 0.2622027099132538, 'Y': 0.4691885709762573, 'Z': -0.01968788169324398}, {'X': 0.2607077658176422, 'Y': 0.45276638865470886, 'Z': -0.03229639679193497}, {'X': 0.2856197655200958, 'Y': 0.5552141666412354, 'Z': -0.001860752236098051}, {'X': 0.2826937139034271, 'Y': 0.5197932720184326, 'Z': -0.012794919312000275}, {'X': 0.27954578399658203, 'Y': 0.497897207736969, 'Z': -0.02697685733437538}, {'X': 0.27457526326179504, 'Y': 0.47643762826919556, 'Z': -0.038883909583091736}]
[{'X': 0.25723809003829956, 'Y': 0.6899965405464172, 'Z': -5.145253089722246e-05}, {'X': 0.2240012139081955, 'Y': 0.6323729157447815, 'Z': -0.011042694561183453}, {'X': 0.21474197506904602, 'Y': 0.5784788727760315, 'Z': -0.011415300890803337}, {'X': 0.22484026849269867, 'Y': 0.5294346809387207, 'Z': -0.01523281168192625}, {'X': 0.23249956965446472, 'Y': 0.4892856478691101, 'Z': -0.017674092203378677}, {'X': 0.21365724503993988, 'Y': 0.5468704104423523, 'Z': 0.04575688764452934}, {'X': 0.20951558649539948, 'Y': 0.5011674761772156, 'Z': 0.05104045569896698}, {'X': 0.21322469413280487, 'Y': 0.4737207293510437, 'Z': 0.04073484241962433}, {'X': 0.21811091899871826, 'Y': 0.4460142254829407, 'Z': 0.031163059175014496}, {'X': 0.23807278275489807, 'Y': 0.5465688705444336, 'Z': 0.04798530042171478}, {'X': 0.2354690134525299, 'Y': 0.49789959192276, 'Z': 0.05742763355374336}, {'X': 0.23759588599205017, 'Y': 0.4679635465145111, 'Z': 0.04117869958281517}, {'X': 0.23968593776226044, 'Y': 0.44084906578063965, 'Z': 0.027325402945280075}, {'X': 0.2614985704421997, 'Y': 0.5525267720222473, 'Z': 0.04514806717634201}, {'X': 0.26089343428611755, 'Y': 0.5071948766708374, 'Z': 0.05347512289881706}, {'X': 0.2603362798690796, 'Y': 0.4804389178752899, 'Z': 0.03905104473233223}, {'X': 0.25889328122138977, 'Y': 0.45529523491859436, 'Z': 0.02822168730199337}, {'X': 0.28635373711586, 'Y': 0.5660178661346436, 'Z': 0.04034458100795746}, {'X': 0.2821207344532013, 'Y': 0.5294684767723083, 'Z': 0.044266365468502045}, {'X': 0.27965861558914185, 'Y': 0.5075036287307739, 'Z': 0.03864286094903946}, {'X': 0.2755316197872162, 'Y': 0.48253878951072693, 'Z': 0.034193333238363266}]
[{'X': 0.258411169052124, 'Y': 0.7096518278121948, 'Z': -6.525962362502469e-06}, {'X': 0.2242099642753601, 'Y': 0.6332734823226929, 'Z': -0.011193014681339264}, {'X': 0.21621933579444885, 'Y': 0.5699180960655212, 'Z': -0.00252242898568511}, {'X': 0.22485747933387756, 'Y': 0.517234206199646, 'Z': 0.0030568435322493315}, {'X': 0.22944208979606628, 'Y': 0.4730347990989685, 'Z': 0.011213591322302818}, {'X': 0.21085123717784882, 'Y': 0.5492373108863831, 'Z': 0.06388994306325912}, {'X': 0.20430529117584229, 'Y': 0.505455493927002, 'Z': 0.07587559521198273}, {'X': 0.20799967646598816, 'Y': 0.4770730137825012, 'Z': 0.06668416410684586}, {'X': 0.21392709016799927, 'Y': 0.4494673013687134, 'Z': 0.05554791912436485}, {'X': 0.235910102725029, 'Y': 0.5510663390159607, 'Z': 0.06988730281591415}, {'X': 0.2320384979248047, 'Y': 0.5031079053878784, 'Z': 0.09246709942817688}, {'X': 0.23464331030845642, 'Y': 0.4699493646621704, 'Z': 0.08018768578767776}, {'X': 0.23963496088981628, 'Y': 0.44246208667755127, 'Z': 0.06862669438123703}, {'X': 0.2599908113479614, 'Y': 0.55824875831604, 'Z': 0.06808780133724213}, {'X': 0.2599811851978302, 'Y': 0.5124173760414124, 'Z': 0.08745227009057999}, {'X': 0.2589109539985657, 'Y': 0.4823041558265686, 'Z': 0.07738334685564041}, {'X': 0.2574816048145294, 'Y': 0.4562233090400696, 'Z': 0.06767246127128601}, {'X': 0.2848588824272156, 'Y': 0.5733605027198792, 'Z': 0.06436917185783386}, {'X': 0.2835085988044739, 'Y': 0.5393686294555664, 'Z': 0.07409247010946274}, {'X': 0.28156426548957825, 'Y': 0.5153939127922058, 'Z': 0.0706145390868187}, {'X': 0.2778678834438324, 'Y': 0.48968225717544556, 'Z': 0.06697918474674225}]
[{'X': 0.2597595453262329, 'Y': 0.7843015193939209, 'Z': 9.375306945003103e-06}, {'X': 0.2475450336933136, 'Y': 0.7012262344360352, 'Z': -0.0056565082632005215}, {'X': 0.243975430727005, 'Y': 0.6287096738815308, 'Z': 0.00895429402589798}, {'X': 0.24698615074157715, 'Y': 0.5738286972045898, 'Z': 0.027362024411559105}, {'X': 0.24942108988761902, 'Y': 0.5320537090301514, 'Z': 0.049931615591049194}, {'X': 0.22894518077373505, 'Y': 0.6009199023246765, 'Z': 0.05387676879763603}, {'X': 0.21670188009738922, 'Y': 0.5410398244857788, 'Z': 0.07248063385486603}, {'X': 0.21921829879283905, 'Y': 0.4964545965194702, 'Z': 0.07118137180805206}, {'X': 0.223720982670784, 'Y': 0.4625301957130432, 'Z': 0.06745018064975739}, {'X': 0.24058276414871216, 'Y': 0.6018906831741333, 'Z': 0.06557630747556686}, {'X': 0.22676806151866913, 'Y': 0.5341525077819824, 'Z': 0.09730730950832367}, {'X': 0.23143824934959412, 'Y': 0.4864017963409424, 'Z': 0.09732730686664581}, {'X': 0.23749960958957672, 'Y': 0.4493165612220764, 'Z': 0.0936075896024704}, {'X': 0.2542027533054352, 'Y': 0.6061577796936035, 'Z': 0.07132139056921005}, {'X': 0.2487318366765976, 'Y': 0.5424756407737732, 'Z': 0.09694736450910568}, {'X': 0.25011104345321655, 'Y': 0.4981995224952698, 'Z': 0.09751562029123306}, {'X': 0.2502747178077698, 'Y': 0.4646158814430237, 'Z': 0.0967581495642662}, {'X': 0.2714192867279053, 'Y': 0.6145336627960205, 'Z': 0.07477254420518875}, {'X': 0.26973849534988403, 'Y': 0.5661736726760864, 'Z': 0.09358840435743332}, {'X': 0.2709257900714874, 'Y': 0.5289871096611023, 'Z': 0.09507378190755844}, {'X': 0.2715296149253845, 'Y': 0.500659704208374, 'Z': 0.0961715579032898}]
[{'X': 0.25765103101730347, 'Y': 0.7007755041122437, 'Z': -5.040646556153661e-06}, {'X': 0.22410817444324493, 'Y': 0.633333146572113, 'Z': -0.009355406276881695}, {'X': 0.21484895050525665, 'Y': 0.5708888173103333, 'Z': -0.0005960265989415348}, {'X': 0.22759415209293365, 'Y': 0.5198528170585632, 'Z': 0.004055481404066086}, {'X': 0.23949584364891052, 'Y': 0.47918978333473206, 'Z': 0.010822303593158722}, {'X': 0.20677664875984192, 'Y': 0.5456140041351318, 'Z': 0.06050841137766838}, {'X': 0.20183289051055908, 'Y': 0.5043026804924011, 'Z': 0.06829476356506348}, {'X': 0.20724764466285706, 'Y': 0.47668400406837463, 'Z': 0.05914081633090973}, {'X': 0.21450133621692657, 'Y': 0.45326733589172363, 'Z': 0.046440016478300095}, {'X': 0.23291508853435516, 'Y': 0.5457667708396912, 'Z': 0.0633978471159935}, {'X': 0.23001043498516083, 'Y': 0.4994627833366394, 'Z': 0.076863132417202}, {'X': 0.2330707311630249, 'Y': 0.4671289026737213, 'Z': 0.0571301244199276}, {'X': 0.23785507678985596, 'Y': 0.44723638892173767, 'Z': 0.03982004150748253}, {'X': 0.2589637041091919, 'Y': 0.5514976978302002, 'Z': 0.05990590527653694}, {'X': 0.2584856152534485, 'Y': 0.5064976215362549, 'Z': 0.07009021937847137}, {'X': 0.2570571005344391, 'Y': 0.4785459041595459, 'Z': 0.051303964108228683}, {'X': 0.25555092096328735, 'Y': 0.46145135164260864, 'Z': 0.03568069636821747}, {'X': 0.28612205386161804, 'Y': 0.5652551054954529, 'Z': 0.05436740070581436}, {'X': 0.28398627042770386, 'Y': 0.5288064479827881, 'Z': 0.05666964128613472}, {'X': 0.2802526354789734, 'Y': 0.506159245967865, 'Z': 0.0468946248292923}, {'X': 0.2752281129360199, 'Y': 0.4869840443134308, 'Z': 0.03963170573115349}]
[{'X': 0.25522470474243164, 'Y': 0.6989891529083252, 'Z': -2.3959967165865237e-06}, {'X': 0.22328892350196838, 'Y': 0.6257390975952148, 'Z': -0.007424790877848864}, {'X': 0.2172001153230667, 'Y': 0.5638188719749451, 'Z': 0.00044507088023237884}, {'X': 0.2290094941854477, 'Y': 0.5149059295654297, 'Z': 0.006843958515673876}, {'X': 0.23426353931427002, 'Y': 0.47400718927383423, 'Z': 0.015048962086439133}, {'X': 0.20817439258098602, 'Y': 0.5389921069145203, 'Z': 0.05698220059275627}, {'X': 0.20308902859687805, 'Y': 0.5000520348548889, 'Z': 0.06496259570121765}, {'X': 0.2087983936071396, 'Y': 0.4743076264858246, 'Z': 0.05065390467643738}, {'X': 0.21658273041248322, 'Y': 0.4529757499694824, 'Z': 0.03193438798189163}, {'X': 0.23327098786830902, 'Y': 0.5409244894981384, 'Z': 0.06035833805799484}, {'X': 0.23018890619277954, 'Y': 0.4962359070777893, 'Z': 0.07319821417331696}, {'X': 0.2340884953737259, 'Y': 0.4657211899757385, 'Z': 0.05279246345162392}, {'X': 0.2392551451921463, 'Y': 0.44499900937080383, 'Z': 0.0324433334171772}, {'X': 0.25841715931892395, 'Y': 0.5481325387954712, 'Z': 0.057731881737709045}, {'X': 0.2605522871017456, 'Y': 0.5054271221160889, 'Z': 0.06786943972110748}, {'X': 0.26022234559059143, 'Y': 0.4796687364578247, 'Z': 0.05036824569106102}, {'X': 0.2597939968109131, 'Y': 0.46031463146209717, 'Z': 0.03541204705834389}, {'X': 0.2850649654865265, 'Y': 0.5635308623313904, 'Z': 0.05359193682670593}, {'X': 0.28449636697769165, 'Y': 0.5325334668159485, 'Z': 0.053104057908058167}, {'X': 0.2811410427093506, 'Y': 0.5139593482017517, 'Z': 0.04343785345554352}, {'X': 0.2765963673591614, 'Y': 0.4948540925979614, 'Z': 0.035013873130083084}]
[{'X': 0.2527902126312256, 'Y': 0.6831455826759338, 'Z': -4.59137445432134e-05}, {'X': 0.2214474081993103, 'Y': 0.6132652759552002, 'Z': -0.008676579222083092}, {'X': 0.21770510077476501, 'Y': 0.5552228689193726, 'Z': 6.296674837358296e-05}, {'X': 0.23353049159049988, 'Y': 0.5090668201446533, 'Z': 0.006096734665334225}, {'X': 0.2444458305835724, 'Y': 0.4722394049167633, 'Z': 0.015554954297840595}, {'X': 0.20796158909797668, 'Y': 0.5366156101226807, 'Z': 0.06831803917884827}, {'X': 0.20440220832824707, 'Y': 0.4929579496383667, 'Z': 0.08186488598585129}, {'X': 0.20949193835258484, 'Y': 0.46663814783096313, 'Z': 0.07548374682664871}, {'X': 0.21548894047737122, 'Y': 0.4465688467025757, 'Z': 0.06613421440124512}, {'X': 0.23168908059597015, 'Y': 0.5386655330657959, 'Z': 0.07296410948038101}, {'X': 0.23019656538963318, 'Y': 0.4907892346382141, 'Z': 0.09016373753547668}, {'X': 0.23406830430030823, 'Y': 0.46073564887046814, 'Z': 0.07581830024719238}, {'X': 0.23834489285945892, 'Y': 0.4426300823688507, 'Z': 0.06271879374980927}, {'X': 0.25593218207359314, 'Y': 0.5457873940467834, 'Z': 0.07029642909765244}, {'X': 0.25769299268722534, 'Y': 0.5013273358345032, 'Z': 0.08334383368492126}, {'X': 0.2576676905155182, 'Y': 0.47504881024360657, 'Z': 0.07092159986495972}, {'X': 0.25728684663772583, 'Y': 0.4585731625556946, 'Z': 0.060189832001924515}, {'X': 0.2811463475227356, 'Y': 0.5593925714492798, 'Z': 0.06489015370607376}, {'X': 0.2787820100784302, 'Y': 0.5255366563796997, 'Z': 0.06965554505586624}, {'X': 0.2761417329311371, 'Y': 0.5058517456054688, 'Z': 0.06309398263692856}, {'X': 0.2724798321723938, 'Y': 0.4886586666107178, 'Z': 0.057923492044210434}]
[{'X': 0.25519537925720215, 'Y': 0.7017722129821777, 'Z': -2.0367089746287093e-05}, {'X': 0.22372542321681976, 'Y': 0.6277546286582947, 'Z': -0.007661641109734774}, {'X': 0.21803466975688934, 'Y': 0.5669607520103455, 'Z': 0.004808491095900536}, {'X': 0.2281045764684677, 'Y': 0.5168222784996033, 'Z': 0.015151034109294415}, {'X': 0.23740632832050323, 'Y': 0.47136354446411133, 'Z': 0.027248429134488106}, {'X': 0.20494194328784943, 'Y': 0.5586462020874023, 'Z': 0.06246982514858246}, {'X': 0.1994815170764923, 'Y': 0.5142290592193604, 'Z': 0.07523303478956223}, {'X': 0.20372581481933594, 'Y': 0.47734910249710083, 'Z': 0.06412100791931152}, {'X': 0.21113723516464233, 'Y': 0.44599246978759766, 'Z': 0.049525272101163864}, {'X': 0.23018287122249603, 'Y': 0.5604404211044312, 'Z': 0.06776218116283417}, {'X': 0.22543320059776306, 'Y': 0.5122283697128296, 'Z': 0.08420019596815109}, {'X': 0.2281821370124817, 'Y': 0.47062668204307556, 'Z': 0.0642312541604042}, {'X': 0.23284092545509338, 'Y': 0.4414842128753662, 'Z': 0.044429145753383636}, {'X': 0.2549850344657898, 'Y': 0.5637149810791016, 'Z': 0.06709380447864532}, {'X': 0.2536889910697937, 'Y': 0.5159526467323303, 'Z': 0.08061603456735611}, {'X': 0.2515923082828522, 'Y': 0.47989511489868164, 'Z': 0.06320539861917496}, {'X': 0.24925585091114044, 'Y': 0.45439469814300537, 'Z': 0.0462300181388855}, {'X': 0.28104469180107117, 'Y': 0.5703147053718567, 'Z': 0.06535357981920242}, {'X': 0.2790188789367676, 'Y': 0.5327854752540588, 'Z': 0.07076416909694672}, {'X': 0.27486300468444824, 'Y': 0.5063897371292114, 'Z': 0.06464191526174545}, {'X': 0.26981186866760254, 'Y': 0.4839286804199219, 'Z': 0.05929810553789139}]
[{'X': 0.2477399706840515, 'Y': 0.6699290871620178, 'Z': -4.451178028830327e-05}, {'X': 0.21552199125289917, 'Y': 0.6095142364501953, 'Z': -0.0062042055651545525}, {'X': 0.2108280062675476, 'Y': 0.5542969703674316, 'Z': -0.00033079690183512866}, {'X': 0.22627636790275574, 'Y': 0.510431170463562, 'Z': 0.0008404160616919398}, {'X': 0.23772205412387848, 'Y': 0.47235316038131714, 'Z': 0.0028208387084305286}, {'X': 0.20414909720420837, 'Y': 0.529547393321991, 'Z': 0.05826426297426224}, {'X': 0.2013593465089798, 'Y': 0.4891235828399658, 'Z': 0.059545062482357025}, {'X': 0.20641373097896576, 'Y': 0.4649622142314911, 'Z': 0.04285768046975136}, {'X': 0.2109006643295288, 'Y': 0.4462745189666748, 'Z': 0.024265706539154053}, {'X': 0.22884710133075714, 'Y': 0.5302563905715942, 'Z': 0.056288689374923706}, {'X': 0.22892694175243378, 'Y': 0.48543936014175415, 'Z': 0.056570298969745636}, {'X': 0.23294022679328918, 'Y': 0.45797309279441833, 'Z': 0.028590431436896324}, {'X': 0.23562519252300262, 'Y': 0.4446728229522705, 'Z': 0.005897361319512129}, {'X': 0.2531958222389221, 'Y': 0.5371317267417908, 'Z': 0.04833059012889862}, {'X': 0.25592100620269775, 'Y': 0.4950084388256073, 'Z': 0.04683183878660202}, {'X': 0.2561372220516205, 'Y': 0.4727521538734436, 'Z': 0.022659223526716232}, {'X': 0.2548888325691223, 'Y': 0.46149465441703796, 'Z': 0.004182005766779184}, {'X': 0.2783968150615692, 'Y': 0.551810622215271, 'Z': 0.038455795496702194}, {'X': 0.2756195366382599, 'Y': 0.5178414583206177, 'Z': 0.03021121211349964}, {'X': 0.2717702090740204, 'Y': 0.49945858120918274, 'Z': 0.01398397982120514}, {'X': 0.26604557037353516, 'Y': 0.4840785562992096, 'Z': 0.0011997334659099579}]
[{'X': 0.24937856197357178, 'Y': 0.674436092376709, 'Z': -5.285194856696762e-05}, {'X': 0.2153310775756836, 'Y': 0.6083637475967407, 'Z': -0.01032001432031393}, {'X': 0.211089625954628, 'Y': 0.5506789088249207, 'Z': -0.0026944431010633707}, {'X': 0.22647395730018616, 'Y': 0.5052368640899658, 'Z': 0.0007058399496600032}, {'X': 0.23600341379642487, 'Y': 0.46390998363494873, 'Z': 0.006475506350398064}, {'X': 0.20188936591148376, 'Y': 0.5282355546951294, 'Z': 0.07007375359535217}, {'X': 0.1989806592464447, 'Y': 0.4856845736503601, 'Z': 0.0789559930562973}, {'X': 0.20396116375923157, 'Y': 0.4596826136112213, 'Z': 0.06704279780387878}, {'X': 0.20892247557640076, 'Y': 0.4438439905643463, 'Z': 0.05231310799717903}, {'X': 0.22741197049617767, 'Y': 0.530743420124054, 'Z': 0.07212498039007187}, {'X': 0.22631223499774933, 'Y': 0.4817794859409332, 'Z': 0.08160838484764099}, {'X': 0.23081621527671814, 'Y': 0.45445773005485535, 'Z': 0.055865269154310226}, {'X': 0.2353675663471222, 'Y': 0.44651874899864197, 'Z': 0.03429820016026497}, {'X': 0.25268757343292236, 'Y': 0.5383634567260742, 'Z': 0.06726767122745514}, {'X': 0.253974974155426, 'Y': 0.4927520453929901, 'Z': 0.07457141578197479}, {'X': 0.2539628744125366, 'Y': 0.46917590498924255, 'Z': 0.05192798376083374}, {'X': 0.2532390058040619, 'Y': 0.46166884899139404, 'Z': 0.03309065103530884}, {'X': 0.27837374806404114, 'Y': 0.5523334741592407, 'Z': 0.059507112950086594}, {'X': 0.27534598112106323, 'Y': 0.5161770582199097, 'Z': 0.05902127921581268}, {'X': 0.2705896496772766, 'Y': 0.49679630994796753, 'Z': 0.04398587718605995}, {'X': 0.264348566532135, 'Y': 0.48352089524269104, 'Z': 0.030947217717766762}]
